SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
40104101643,0,9,0,12,0,11,0,7,3,19,0,22,0,36,0,36,6,12,0,16,0,9,0,14,4,10,0,12,0,11,0,11,0,9,0,9,11,119,7,138,0,10,0,10,0,11,0,15,4,17,0,19,0,30,5,38,12,11,0,25,7,12,0,16,5,8,0,16,0,13,0,13,0,3,0,3,22,120,4,153,0,21,0,21,0,20,0,25,5,38,0,42,0,68,5,73,10,25,5,38,7,18,0,28,7,16,0,25,0,23,0,28,0,13,0,13,38,243,8,290
40104101644,0,7,0,7,0,8,0,12,0,19,3,20,3,20,3,32,4,6,0,15,0,19,0,22,0,8,0,12,0,9,0,12,0,9,0,15,11,108,10,133,0,12,0,12,0,10,0,10,3,21,0,25,0,19,0,23,0,16,0,19,3,18,0,23,5,8,0,11,4,11,0,12,0,5,0,5,21,113,0,134,0,20,0,20,0,13,0,20,3,37,4,43,6,37,4,49,8,24,0,26,9,34,0,44,3,11,0,20,5,25,0,31,0,21,0,19,34,223,15,266
40104101645,0,11,0,6,0,7,0,12,0,21,4,26,6,24,3,35,7,20,0,23,0,15,0,20,0,4,0,4,0,4,0,5,0,6,0,7,17,115,13,143,0,11,0,12,0,10,0,10,0,17,7,23,6,32,0,36,5,15,0,23,4,19,0,23,4,10,0,14,4,4,3,7,0,4,0,4,16,128,8,152,0,20,3,21,0,18,0,20,0,44,3,49,11,55,4,72,7,36,0,46,3,32,0,38,4,16,0,21,4,12,0,14,0,9,0,12,32,245,21,296
40105101701,0,4,0,8,3,33,5,35,0,70,0,71,5,38,4,44,0,21,0,27,0,15,3,28,4,12,0,16,0,0,0,0,0,0,0,0,20,193,10,222,0,12,0,12,0,27,3,26,0,57,0,57,7,22,0,22,6,17,0,21,10,19,0,25,0,5,3,10,0,3,0,10,0,0,0,7,17,164,12,194,0,15,0,18,3,55,3,62,0,123,0,128,7,56,4,70,9,39,0,54,12,37,3,52,8,19,3,29,0,6,0,5,0,0,0,7,38,359,19,414
40105101702,0,8,0,8,0,24,5,29,3,62,10,77,0,45,0,48,5,26,0,27,5,23,0,35,0,12,0,19,0,7,0,7,0,0,0,0,26,204,20,248,0,11,0,11,0,25,0,26,5,60,4,67,3,32,0,36,7,22,4,26,5,27,5,33,10,15,4,21,0,7,0,6,0,0,0,0,31,191,10,228,0,16,0,18,0,47,8,53,8,120,13,144,7,72,0,87,9,40,4,59,13,49,6,68,11,28,5,42,0,10,0,16,0,3,0,3,51,394,31,476
40105101703,0,4,0,4,5,22,0,23,0,37,4,40,6,29,0,33,7,16,0,23,7,23,0,31,5,17,0,20,3,14,0,9,0,0,0,0,29,147,6,186,0,11,0,11,3,20,0,19,3,25,5,37,4,26,0,29,6,14,0,27,12,19,0,33,4,17,0,26,0,7,0,8,0,0,3,3,31,147,7,182,0,17,0,17,5,37,0,45,5,62,5,77,12,50,0,66,15,35,0,49,16,42,0,58,6,34,0,40,3,17,0,24,0,0,3,3,64,296,14,369
40105101704,0,6,0,6,0,14,0,16,3,32,0,37,4,34,3,44,0,26,0,27,0,20,0,24,0,19,0,18,0,12,0,10,0,5,0,5,18,173,3,189,0,8,0,8,0,19,0,21,4,51,0,58,0,27,0,32,9,19,0,23,8,17,0,25,4,26,0,24,3,5,0,4,0,6,0,6,31,169,4,204,0,19,0,19,6,36,3,36,8,83,3,88,10,62,3,75,13,42,0,54,9,36,0,51,5,41,0,46,4,14,0,19,0,11,0,11,44,337,8,398
40105101705,0,13,0,13,0,12,0,10,0,33,0,31,0,28,0,28,3,17,0,30,0,20,0,23,4,23,0,25,0,11,0,11,0,4,0,4,11,155,3,173,0,8,0,9,0,18,0,18,0,33,0,35,8,22,0,29,3,21,0,28,14,17,0,32,0,23,0,27,0,12,0,12,0,0,0,0,25,160,5,190,0,22,0,23,0,29,0,27,5,64,0,69,8,52,0,56,9,46,0,58,13,35,3,53,3,45,0,49,0,23,0,23,0,5,0,5,40,313,4,365
40105101706,0,4,0,9,0,15,0,15,0,11,0,13,0,22,4,22,3,22,3,29,0,14,0,17,3,23,0,30,0,14,0,16,0,0,0,0,16,134,9,152,0,8,0,8,0,14,0,15,0,33,0,33,5,16,3,20,0,15,0,19,10,15,0,24,7,19,0,28,0,13,0,13,0,5,0,5,26,135,3,167,0,8,0,12,0,25,0,28,0,46,0,51,3,37,5,48,8,39,3,47,17,32,0,44,9,43,0,54,0,29,0,30,0,5,0,9,39,265,11,320
40105101707,0,10,0,9,0,12,0,11,0,20,0,23,3,7,0,14,4,21,5,24,3,11,0,20,4,28,0,30,3,7,0,11,0,5,0,3,23,119,13,150,0,7,0,10,0,17,3,24,0,28,0,35,0,13,0,15,10,18,0,29,8,23,0,32,6,22,3,26,3,8,0,16,0,6,0,7,34,143,11,179,0,18,0,18,5,25,3,32,3,51,4,58,6,30,0,32,8,36,5,55,10,31,4,50,8,44,5,56,7,17,0,28,0,7,0,7,52,261,20,334
40105101708,0,3,0,3,0,13,0,13,0,22,0,22,0,15,0,17,0,14,0,13,8,16,0,26,3,12,0,15,0,9,0,16,0,0,0,0,13,109,7,130,0,4,0,4,0,9,0,9,0,15,0,15,0,13,0,15,0,21,0,20,8,21,0,25,6,14,0,19,5,5,0,16,0,6,0,6,17,100,3,122,0,10,0,10,0,17,0,20,0,38,0,38,0,26,0,28,0,33,0,36,17,34,0,49,11,28,0,37,7,20,4,24,0,4,0,4,36,211,8,250
40105101709,0,6,0,10,0,13,0,13,0,32,0,32,0,30,0,33,4,17,0,24,3,15,0,16,0,24,0,27,4,24,0,27,0,13,0,8,18,167,12,193,0,14,0,15,0,8,0,8,6,36,0,42,0,20,0,20,6,22,0,30,7,16,0,28,6,38,0,39,6,30,3,37,0,7,0,7,29,197,9,233,0,22,3,23,0,18,6,22,6,66,0,71,0,54,0,59,11,40,9,55,15,33,0,49,5,64,3,69,11,55,4,71,0,17,0,19,47,364,21,432
40105101710,0,8,0,8,4,24,0,25,3,52,0,56,0,32,0,35,0,21,0,22,7,26,0,29,4,26,0,30,7,8,0,14,0,3,0,5,24,195,6,229,0,13,0,13,0,24,0,21,7,59,6,62,5,30,0,39,4,13,0,25,11,24,0,40,5,31,0,33,0,17,0,21,0,4,0,7,33,212,9,253,0,18,0,18,3,41,0,47,6,113,6,123,5,59,7,73,11,38,4,45,16,58,0,74,6,57,0,60,7,23,6,37,0,5,0,14,56,413,16,486
40105101711,0,6,0,6,0,7,0,7,3,14,3,22,3,20,0,26,3,19,0,23,9,13,0,18,5,19,0,29,0,13,0,13,0,8,0,8,22,125,0,147,0,5,0,10,0,4,5,12,5,35,0,37,3,20,4,20,10,14,0,22,10,20,0,31,4,24,0,31,3,14,6,18,5,7,0,12,35,138,8,189,0,14,0,12,0,18,5,19,5,50,3,57,3,40,4,46,8,35,3,44,17,30,0,47,10,43,0,57,5,27,6,35,5,13,0,16,57,263,17,337
40105101712,0,3,0,3,0,10,0,8,0,19,4,20,3,27,5,35,5,16,5,23,3,13,4,19,0,19,4,22,3,11,0,13,0,4,0,3,18,116,20,148,0,9,0,8,0,3,0,7,0,21,0,19,0,18,0,25,6,16,0,16,4,15,6,23,0,31,3,34,0,7,3,18,0,7,0,5,15,125,17,162,0,15,0,17,0,16,3,19,0,34,6,43,9,51,9,63,7,30,5,42,6,25,4,42,0,43,0,51,4,21,4,24,0,11,3,12,34,238,35,313
40105101713,0,6,0,7,0,7,0,7,3,27,6,37,0,22,0,26,6,24,0,27,11,19,0,32,9,31,4,38,0,17,0,21,0,3,0,3,36,153,8,194,0,13,0,15,0,13,0,11,0,26,7,34,0,21,0,25,5,24,0,33,15,23,0,33,4,41,0,44,0,15,0,14,0,5,0,5,28,183,7,226,3,21,0,27,0,21,0,22,3,53,11,66,3,42,3,50,10,46,0,60,25,41,0,65,9,71,3,82,3,29,0,33,0,14,0,14,61,337,18,414
40105101714,0,3,0,6,3,12,3,18,0,53,7,63,3,34,3,39,0,15,0,15,0,22,0,22,0,18,0,17,0,12,0,12,0,7,0,9,13,175,15,205,0,6,0,6,0,16,4,23,5,47,11,61,4,37,8,43,8,9,0,15,3,21,0,29,8,18,3,31,0,15,0,17,0,4,0,5,26,183,19,226,0,11,0,9,3,32,6,41,7,104,14,125,6,68,8,82,8,26,0,35,11,40,0,46,9,35,3,49,0,27,0,32,0,6,0,13,45,356,37,436
40105101715,0,15,0,16,0,10,3,14,0,33,0,41,3,36,3,44,4,13,3,16,3,15,0,21,4,24,0,36,0,13,0,15,0,8,0,8,16,167,14,198,0,8,0,11,0,14,0,17,0,52,0,52,6,37,0,44,0,22,3,23,11,27,0,35,4,26,0,37,4,11,0,17,0,9,0,9,24,204,12,242,0,24,3,23,0,22,0,29,3,84,3,88,13,74,3,87,6,32,9,39,12,37,0,53,8,55,5,71,6,25,0,33,0,13,0,14,45,374,28,438
40105101716,3,100,0,100,0,8,3,12,0,41,6,49,0,31,0,32,0,31,9,42,3,27,3,36,0,28,0,29,0,9,0,9,0,0,0,0,12,274,24,308,0,7,0,4,3,10,5,12,0,26,4,31,4,24,4,29,3,14,3,24,5,17,0,20,4,19,0,29,0,5,0,9,0,0,0,0,23,117,17,158,3,97,3,104,3,17,6,22,6,66,6,75,12,51,4,63,3,47,15,63,14,50,3,59,6,48,0,58,0,19,0,17,0,0,0,0,39,395,40,470
40105101717,0,3,0,3,3,18,0,20,0,51,0,53,7,23,0,33,0,25,4,31,6,22,0,27,7,18,0,26,3,15,0,17,0,5,0,5,26,186,11,217,0,9,0,9,0,15,0,18,0,47,0,46,7,24,0,31,0,23,0,27,8,18,4,25,4,18,3,29,0,31,0,34,0,8,0,8,21,193,13,225,0,12,0,12,3,28,3,34,0,101,0,102,10,51,6,65,8,47,4,53,12,43,4,55,14,36,3,53,4,44,0,51,0,14,0,14,44,378,22,442
40105101718,0,24,0,26,0,21,0,24,0,15,0,18,3,35,0,34,4,26,0,37,4,34,0,45,5,35,5,34,0,15,0,22,0,4,0,3,15,202,8,232,0,47,0,46,0,9,0,14,0,18,0,18,5,42,0,50,3,24,0,29,9,34,0,47,18,23,0,35,4,17,0,13,0,5,0,6,35,216,6,258,0,68,5,70,0,30,3,33,0,35,0,37,9,73,0,84,10,51,0,65,16,72,0,87,17,54,0,77,0,29,0,33,0,7,0,12,53,426,15,490
40105101719,0,23,0,22,0,17,0,16,0,25,0,32,3,48,0,49,10,33,0,39,6,31,3,35,0,21,0,22,0,18,0,16,0,4,5,12,21,212,6,242,4,19,0,19,0,17,0,18,0,31,0,31,4,46,0,50,17,30,5,51,12,17,5,27,10,23,0,33,4,34,4,37,0,11,3,16,48,221,10,278,3,40,0,49,0,33,0,41,0,58,0,57,9,90,0,100,21,64,4,87,18,46,5,68,13,44,0,54,9,46,4,58,0,14,3,24,69,436,16,525
40105101720,0,9,3,10,0,0,0,3,0,18,6,18,3,18,0,22,0,15,3,26,4,17,4,29,3,15,3,24,4,19,8,26,0,4,0,4,17,120,27,155,0,7,0,10,0,0,0,0,3,17,0,24,0,15,3,19,4,19,0,28,12,16,0,28,3,38,4,45,8,36,6,53,3,13,0,19,34,164,17,214,0,18,3,21,0,5,0,3,3,34,7,41,3,32,4,35,9,40,3,51,19,31,4,55,3,55,7,61,10,60,12,82,3,15,0,18,49,283,39,373
40105101721,0,13,0,13,0,20,0,20,0,28,0,28,0,28,0,28,6,18,0,22,3,16,0,21,5,21,0,26,0,5,0,5,0,0,0,0,12,154,7,167,0,15,0,8,0,19,0,19,3,28,0,32,3,32,0,32,0,20,0,24,12,16,0,26,5,24,0,26,3,13,4,12,0,10,0,10,24,167,5,202,0,24,0,29,0,42,0,42,3,57,0,60,4,56,0,62,5,40,4,44,11,31,4,48,12,42,0,52,3,20,4,20,0,11,0,11,39,319,13,370
40105101722,0,21,0,27,0,15,0,15,3,50,5,58,5,30,0,32,8,26,0,37,6,27,4,34,7,21,0,22,3,8,0,10,0,4,0,4,35,197,11,243,0,16,0,19,0,18,0,21,6,54,0,61,4,37,0,42,3,30,0,37,10,25,0,36,9,28,0,30,5,10,0,14,0,8,0,11,35,228,4,270,0,37,0,42,0,32,0,38,10,102,7,121,9,67,3,78,15,61,5,75,18,55,4,66,11,48,0,56,5,17,0,24,0,12,0,15,69,423,18,514
40105101723,0,8,0,6,0,3,0,3,0,20,0,25,0,21,3,25,0,23,0,28,3,9,0,13,0,24,0,21,0,4,0,4,6,0,0,6,7,117,3,127,0,9,0,13,0,12,0,12,5,25,0,29,4,19,3,28,3,18,0,31,11,13,0,24,0,24,6,33,0,21,3,24,0,4,0,6,28,146,16,183,0,18,3,20,0,15,0,15,3,42,0,49,3,38,4,48,5,49,4,56,12,24,0,34,4,48,7,56,0,29,3,28,5,8,0,12,32,256,22,318
40105101724,0,0,0,4,3,8,0,10,0,24,0,31,0,19,4,27,0,10,0,9,4,10,5,17,3,4,0,7,0,11,0,11,0,0,0,0,13,90,8,113,0,5,0,5,0,7,0,6,3,29,0,30,0,20,0,22,4,8,0,11,6,16,0,22,3,8,0,10,0,5,0,11,0,4,0,4,15,103,6,127,0,6,0,10,4,18,0,20,7,55,5,68,5,43,4,47,4,18,0,24,8,25,0,34,5,12,0,20,0,17,0,18,0,3,0,3,32,188,16,235
40105101801,0,4,0,7,0,25,4,32,3,41,3,44,0,24,0,30,7,23,0,29,7,23,3,37,8,19,0,24,4,6,0,11,0,4,0,4,31,190,7,220,0,7,0,14,5,26,0,30,7,40,0,44,7,34,4,38,7,30,0,41,15,24,0,36,6,32,0,34,3,18,0,20,0,7,0,7,50,222,5,276,0,16,0,19,3,58,4,66,6,80,3,92,10,62,4,71,15,60,0,71,22,54,3,74,12,51,0,61,8,27,0,35,0,15,0,15,79,412,14,502
40105101802,0,5,0,5,0,17,0,17,0,34,0,34,4,27,0,32,10,15,0,24,6,14,0,16,0,8,3,9,5,16,0,23,5,9,0,9,25,138,5,178,0,4,0,4,0,5,0,5,4,40,0,49,6,31,0,36,8,8,0,19,8,11,0,19,3,11,0,12,6,30,0,44,5,19,4,30,37,162,14,212,0,9,0,10,0,20,0,25,4,75,0,87,13,55,5,67,19,23,0,46,10,22,0,39,3,9,5,22,5,49,4,57,7,30,3,40,66,303,15,385
40105101803,0,11,0,10,5,16,0,18,6,62,0,69,0,50,5,61,7,20,0,31,3,17,0,23,8,15,0,21,0,4,0,7,0,0,0,0,35,202,6,244,0,10,0,11,4,17,0,18,6,70,4,82,9,46,0,54,8,28,0,33,5,26,0,32,0,19,3,22,0,13,0,14,0,4,0,6,37,225,11,269,3,13,0,21,7,32,0,40,10,132,4,150,11,98,5,108,16,46,4,62,15,43,0,49,4,36,3,46,5,21,0,22,0,7,0,5,67,433,13,510
40105101804,0,3,0,3,4,6,0,4,0,32,4,33,0,13,0,12,4,20,0,22,5,17,0,25,0,16,0,16,0,3,0,10,0,0,0,0,18,109,5,132,0,3,0,0,0,16,0,21,4,30,6,35,8,17,5,27,3,19,0,20,12,18,0,30,3,18,3,20,0,7,0,10,0,5,0,8,31,132,12,176,0,5,0,4,3,23,0,29,4,63,5,73,9,29,5,39,6,37,0,42,14,33,3,49,9,31,0,40,6,11,0,18,0,7,0,5,50,242,14,309
40105101805,0,3,0,3,0,4,0,5,0,32,3,42,4,26,0,29,3,9,0,13,9,14,0,22,0,11,3,15,3,17,0,17,3,10,0,16,13,138,7,163,0,3,0,3,0,6,0,10,4,41,0,44,6,29,0,32,9,17,0,27,3,11,3,21,0,14,0,21,0,26,0,26,3,10,6,21,23,173,9,205,0,7,0,7,0,11,0,13,0,80,3,81,5,55,0,65,11,34,0,38,8,28,5,42,0,26,3,34,3,37,0,39,4,26,5,36,38,311,18,363
40105101806,0,16,0,20,0,8,0,9,0,20,0,25,0,23,0,22,7,19,0,18,7,17,0,26,4,12,0,19,0,10,0,9,0,3,0,5,23,139,4,167,4,10,0,12,3,11,0,16,5,21,8,30,4,23,0,26,11,19,0,30,5,20,0,24,4,29,0,35,0,20,0,28,0,11,0,15,38,164,12,212,4,27,0,32,6,17,0,24,3,46,3,53,5,46,0,51,11,38,0,50,17,38,0,52,15,44,4,59,3,35,0,37,0,17,0,18,59,298,15,378
40105101807,0,17,0,21,0,21,0,21,4,30,0,33,0,28,0,33,6,31,4,39,4,29,0,35,0,21,0,19,0,7,0,10,0,4,0,4,24,190,8,223,0,16,0,23,0,23,0,30,0,40,0,40,8,33,5,38,6,34,0,41,13,24,0,38,3,17,0,19,3,18,0,22,0,8,0,8,37,218,8,262,0,37,3,41,0,50,0,50,4,70,0,76,9,64,0,71,16,64,0,82,20,52,0,75,9,38,0,43,3,28,3,36,0,13,0,13,63,409,15,481
40105101808,0,12,0,12,0,25,0,26,0,29,3,35,0,33,0,34,9,23,0,30,4,36,0,35,0,15,0,17,0,14,4,17,0,6,0,6,16,193,3,216,0,20,0,18,0,18,0,20,5,41,0,43,9,31,0,39,8,28,0,40,9,26,0,40,4,20,0,24,0,20,5,23,0,4,0,4,35,209,10,248,0,27,0,31,0,45,4,47,0,69,0,83,4,65,0,67,18,54,0,72,13,62,0,76,7,32,4,44,3,38,4,41,0,3,0,3,50,403,12,468
40105101809,0,11,0,11,0,9,0,9,0,15,0,15,0,27,0,30,9,20,0,23,0,17,0,21,0,14,0,15,0,3,0,3,0,5,0,3,10,113,3,131,0,8,0,8,0,4,0,8,3,17,0,20,4,25,0,29,3,21,0,25,7,14,3,25,8,11,0,17,0,9,0,6,0,4,0,4,27,113,3,142,0,15,0,15,3,16,0,19,3,34,0,32,3,52,0,60,9,37,0,48,10,36,3,45,6,24,0,31,0,5,0,16,0,5,0,8,37,230,4,271
40105101810,0,7,0,7,0,9,0,12,3,41,4,47,0,24,0,25,0,24,0,31,3,8,0,14,0,14,0,16,0,7,0,7,0,0,0,0,10,142,7,162,0,14,0,12,0,18,0,18,0,40,6,43,4,19,0,24,3,19,0,23,3,17,3,22,0,15,0,15,0,4,0,8,0,3,0,3,17,153,8,174,0,20,0,21,3,27,0,28,5,81,6,90,6,47,0,50,3,45,0,53,4,30,0,40,5,29,0,33,0,15,0,15,0,10,0,8,24,293,15,336
40105101811,0,19,0,25,0,26,0,26,0,41,0,43,12,37,3,51,16,29,0,41,7,25,4,33,7,12,0,16,3,9,0,16,0,9,0,9,37,207,12,257,0,12,0,11,0,21,0,23,4,42,0,45,11,32,0,47,12,35,0,48,12,19,0,32,5,24,0,30,0,16,0,16,0,3,0,3,44,196,6,247,0,29,0,31,0,46,0,44,5,83,3,93,21,67,6,94,21,60,3,90,20,43,4,64,11,32,0,43,3,25,0,33,0,10,0,12,84,402,16,502
40105101812,0,12,0,15,0,12,0,13,0,33,0,32,3,29,0,30,9,26,0,33,5,16,0,18,0,10,0,12,0,14,3,15,0,10,3,14,12,157,12,180,0,4,0,4,0,5,0,7,0,30,0,32,5,14,0,24,12,20,4,32,3,13,0,18,0,17,0,21,3,26,5,31,0,24,4,29,28,156,9,193,0,19,0,21,0,20,3,20,4,62,0,68,8,38,0,53,13,44,4,61,11,31,0,41,3,25,4,32,6,32,6,43,0,37,3,47,46,316,20,375
40105101813,0,10,0,9,0,11,0,9,0,13,0,13,0,14,0,18,0,14,0,15,4,14,0,20,5,11,0,12,3,9,0,11,0,0,0,0,16,97,4,113,0,0,0,0,0,4,0,7,0,17,0,16,0,17,0,21,3,21,0,30,10,13,0,18,7,18,0,26,4,6,0,15,0,3,0,3,25,101,9,135,0,12,0,14,4,13,0,17,0,28,0,25,4,25,3,33,9,37,3,43,9,34,0,46,4,28,0,43,6,18,0,25,0,8,0,8,40,202,12,248
40105101814,0,4,0,4,0,19,0,18,0,33,0,33,3,19,0,24,8,17,0,30,5,13,0,16,5,16,0,23,7,11,0,19,0,6,0,8,30,137,4,172,0,16,0,17,0,13,0,17,0,26,6,31,0,22,0,23,11,19,0,31,3,10,0,16,5,16,0,23,6,12,3,21,0,0,0,0,30,132,6,171,3,20,0,23,4,31,0,31,0,59,6,61,8,42,0,46,17,36,0,53,9,26,0,34,5,35,0,41,8,22,3,35,0,6,0,10,55,272,9,338
40105101815,0,13,0,13,0,25,0,26,4,38,0,37,7,29,0,36,9,29,0,38,4,20,0,25,3,20,0,20,4,8,0,11,0,5,0,9,31,186,4,218,0,8,0,8,0,21,0,20,4,33,3,42,6,29,0,35,7,22,0,32,10,19,0,25,3,16,0,21,0,21,0,16,0,11,0,13,31,180,8,221,0,20,0,20,0,50,0,52,6,71,3,80,13,59,0,75,10,49,3,66,15,40,0,52,3,37,0,46,5,30,0,34,0,21,0,25,63,371,7,441
40105101816,0,14,0,22,5,14,0,13,5,28,0,30,4,31,0,35,4,23,0,27,7,11,0,20,4,13,0,12,0,19,0,21,0,7,0,5,29,153,4,189,0,15,0,15,0,13,0,11,0,31,0,34,9,23,0,32,6,21,0,32,9,13,0,24,0,13,0,17,5,13,0,22,0,13,0,18,37,160,0,201,0,31,0,31,4,24,0,26,4,51,0,61,13,51,3,69,14,45,0,60,13,30,3,48,4,30,0,30,4,26,0,38,0,23,4,23,63,312,9,383
40105101817,0,16,0,16,0,17,0,15,0,37,0,41,0,36,0,37,8,24,0,31,3,18,0,26,7,22,0,30,0,11,3,15,0,5,0,7,29,181,6,217,0,15,0,15,0,6,0,6,5,52,0,52,6,41,0,45,6,23,0,34,10,23,0,27,5,22,0,25,0,13,0,12,0,5,0,3,27,198,3,225,0,32,0,32,0,22,0,26,4,89,5,93,4,79,0,83,11,48,0,59,14,44,0,55,8,41,0,58,4,18,0,25,0,7,0,14,55,383,12,447
40105101818,0,12,0,13,0,12,0,12,0,30,0,30,5,25,7,34,0,17,0,15,0,13,0,14,0,13,0,16,0,6,0,11,0,8,0,8,13,134,8,152,0,12,0,12,0,25,0,25,3,28,0,32,3,22,4,29,7,18,0,27,4,12,3,21,5,12,0,19,3,12,0,11,0,4,0,7,26,144,7,172,0,16,0,22,0,37,0,37,0,56,0,60,0,50,6,62,13,32,0,42,3,25,3,34,7,25,0,31,4,18,0,22,5,14,0,19,39,272,10,325
40105101819,0,12,0,12,4,13,0,18,0,22,0,29,0,20,0,22,7,13,0,20,3,19,0,18,0,9,0,10,3,15,0,19,0,3,0,10,16,128,3,147,0,6,0,6,0,9,4,14,0,8,0,9,5,18,0,24,8,13,0,20,10,11,0,23,4,19,0,20,4,11,0,19,0,8,0,8,31,110,4,151,0,18,0,18,6,25,4,30,4,33,0,33,5,41,3,48,15,25,0,40,17,29,0,42,6,25,0,30,5,33,0,31,0,13,3,16,52,246,7,299
40105101820,0,8,0,8,0,0,0,0,4,20,0,18,4,19,0,25,0,19,0,17,4,7,0,17,0,12,0,17,0,13,5,17,0,0,0,0,16,106,9,124,0,4,0,3,0,4,0,4,0,26,0,26,0,22,0,24,4,20,0,20,0,21,0,19,5,12,0,19,0,10,0,14,0,0,0,3,15,117,4,141,0,8,0,20,0,11,0,8,0,38,3,44,5,39,0,50,3,35,3,42,7,29,0,37,8,26,0,31,0,20,4,26,0,6,0,11,26,225,14,264
40105101821,0,3,0,3,0,5,0,3,0,21,0,24,0,24,0,20,0,17,0,15,0,10,0,16,0,24,3,36,0,16,10,24,0,14,14,29,10,131,27,172,0,8,0,8,0,13,0,13,0,20,0,22,4,18,0,26,7,7,0,12,8,14,0,21,3,35,0,39,0,30,13,42,0,29,16,37,24,160,29,218,0,8,0,11,0,15,0,12,3,38,3,42,4,39,0,48,3,25,0,28,9,25,0,32,10,60,9,76,0,48,20,69,0,43,23,70,31,301,59,392
