SUA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
5002,9,467,76,552,37,998,176,1211,10,307,57,375,6,294,71,367,10,882,186,1081,4,935,156,1106,28,829,190,1048,25,623,132,783,32,357,57,438,18,83,17,118,15,14,10,33,194,5790,1126,7108,0,433,67,508,20,965,171,1154,3,360,65,435,5,314,57,374,12,1189,226,1424,21,1130,163,1310,24,853,148,1024,25,667,104,791,34,289,50,380,29,82,18,123,16,5,10,31,184,6279,1086,7553,14,903,141,1060,59,1961,351,2368,12,669,122,804,15,604,126,748,20,2073,410,2504,26,2060,323,2413,49,1679,340,2075,54,1289,228,1573,62,644,109,819,45,162,34,237,30,19,16,63,380,12073,2208,14660
5003,39,2224,106,2369,332,4933,243,5513,130,2134,96,2365,81,1737,163,1976,121,3970,508,4599,106,4350,500,4952,140,4280,439,4853,228,4093,337,4657,298,3270,225,3798,331,1475,114,1919,194,323,74,588,2001,32790,2807,37589,34,2057,114,2203,167,4712,224,5107,66,2228,92,2382,58,1749,100,1907,108,4418,270,4800,117,4784,208,5117,166,4752,232,5149,236,4488,219,4947,340,3527,199,4065,413,1686,148,2244,461,379,108,957,2159,34781,1917,38869,66,4284,220,4567,504,9650,465,10620,197,4362,193,4749,138,3489,260,3887,228,8394,775,9396,222,9134,711,10065,299,9033,670,10003,466,8572,560,9605,642,6797,425,7859,746,3164,262,4162,654,703,179,1539,4164,67575,4724,76452
5004,11,926,63,1005,126,2600,136,2860,53,1089,47,1183,27,680,34,737,43,1630,177,1851,47,2136,214,2401,62,2363,214,2639,94,2248,164,2512,165,2365,131,2666,198,1151,92,1448,156,219,28,404,977,17413,1310,19696,12,967,49,1030,51,2493,161,2707,38,985,58,1078,12,600,40,651,38,1790,127,1957,47,2559,139,2746,61,2659,125,2849,100,2593,140,2833,156,2543,137,2834,234,1177,101,1509,343,277,27,645,1097,18642,1110,20852,25,1891,116,2030,178,5089,297,5567,85,2073,108,2264,39,1279,76,1390,80,3423,302,3811,95,4697,355,5149,125,5020,339,5485,198,4845,297,5341,315,4908,274,5494,434,2328,197,2956,495,498,56,1045,2076,36052,2418,40544
5005,6,306,30,349,34,692,104,830,9,349,42,406,7,247,37,297,15,554,73,636,13,588,71,668,26,677,101,803,25,720,71,822,37,554,62,652,62,297,50,414,44,56,7,103,282,5048,660,5987,0,301,30,331,22,670,100,794,0,305,30,333,6,244,22,277,12,615,66,692,12,626,84,728,25,688,62,777,28,707,68,803,27,584,54,670,70,340,42,447,83,73,12,168,286,5161,571,6019,6,609,63,677,58,1363,207,1624,15,645,74,737,13,495,65,578,24,1169,133,1333,26,1221,158,1398,48,1371,168,1582,57,1430,136,1627,65,1135,119,1322,132,630,96,858,125,127,21,275,562,10208,1232,12003
5006,21,1039,94,1155,147,2366,264,2781,60,1087,125,1269,34,862,111,1006,50,1897,322,2270,46,1945,319,2309,52,2202,289,2540,109,2150,249,2516,152,1581,126,1860,195,707,91,992,144,172,36,349,999,16010,2031,19039,3,1020,123,1150,71,2315,268,2654,38,1056,99,1188,29,908,98,1027,42,2086,219,2340,59,2152,245,2456,80,2424,208,2710,120,2189,175,2485,180,1660,140,1980,246,749,92,1088,237,175,62,477,1098,16744,1720,19561,25,2064,218,2306,222,4682,533,5436,93,2142,220,2454,58,1768,207,2033,87,3986,540,4610,107,4099,569,4767,132,4623,495,5253,232,4341,422,4994,329,3243,268,3839,440,1458,186,2078,381,344,100,828,2098,32748,3746,38595
5007,11,1032,114,1154,88,1859,253,2195,25,743,78,849,15,887,148,1048,28,2077,330,2434,30,1940,289,2255,29,1769,255,2059,44,1602,218,1866,72,796,121,980,62,243,46,354,28,29,6,60,436,12977,1854,15265,0,979,88,1073,45,1794,209,2051,16,679,75,772,6,810,96,912,28,2037,242,2308,26,1847,210,2085,34,1632,166,1829,58,1332,141,1526,91,616,81,785,74,221,24,322,81,43,19,138,468,11993,1349,13805,21,2010,199,2227,134,3650,461,4245,40,1425,156,1616,25,1697,241,1961,60,4109,575,4745,53,3791,495,4344,70,3402,417,3889,102,2936,359,3399,163,1415,198,1770,137,466,72,669,103,67,23,202,904,24966,3200,29072
5008,9,696,109,815,55,1242,219,1517,13,420,76,506,9,378,98,485,6,1295,257,1557,4,1479,306,1780,9,1050,205,1266,7,642,131,787,10,179,38,222,12,20,8,41,0,4,0,5,136,7396,1443,8976,4,623,68,697,28,1224,220,1478,7,360,51,417,3,338,71,408,3,1380,246,1633,12,1336,220,1571,12,936,146,1092,15,450,83,544,11,134,25,164,7,25,5,37,5,0,0,8,106,6800,1135,8036,10,1316,176,1508,81,2470,444,2990,18,775,126,924,10,713,169,890,9,2676,500,3195,16,2810,521,3353,16,1985,349,2357,20,1092,212,1328,20,310,64,384,19,43,8,75,5,6,0,11,243,14191,2577,17013
5009,1013,62432,2801,66247,6706,125860,5871,138442,2277,57660,2560,62498,1589,61027,4002,66618,2434,134423,10908,147770,2272,137982,10115,150366,3165,122548,8387,134098,4566,104602,6390,115557,6601,79139,3981,89720,7970,37095,2622,47690,6202,7959,1542,15710,44804,930720,59192,1034714,589,59345,2601,62540,3241,122299,5623,131156,1493,55721,2423,59635,1160,60672,3093,64924,2261,143601,7986,153847,2609,144753,6698,154065,3731,128218,5434,137390,5589,111689,4584,121867,7521,87112,3878,98515,11294,40219,3129,54641,12780,9598,2576,24953,52276,963227,48031,1063528,1605,121777,5403,128789,9945,248157,11492,269599,3772,113379,4991,122135,2751,121694,7098,131537,4697,278022,18896,301619,4881,282732,16814,304430,6900,250764,13821,271487,10152,216295,10972,237421,14126,166256,7859,188232,19263,77312,5750,102330,18990,17556,4122,40664,97079,1893947,107212,2098239
5010,0,617,89,705,49,995,159,1196,6,346,69,420,4,331,80,417,5,1203,263,1471,9,1230,244,1483,19,886,180,1087,19,742,173,933,23,178,37,242,11,35,7,57,6,5,3,10,154,6570,1305,8028,4,599,73,677,25,1021,157,1199,4,312,51,377,6,337,74,413,10,1293,232,1531,17,1102,182,1299,25,698,150,868,27,506,96,633,26,169,23,215,16,17,12,44,8,6,3,12,160,6061,1050,7271,4,1221,159,1385,68,2013,315,2392,14,666,119,793,10,671,151,825,13,2495,497,3009,21,2331,426,2783,47,1582,325,1956,47,1251,267,1568,47,341,67,455,34,54,20,103,9,7,4,25,316,12631,2350,15298
6000,75,3711,313,4092,650,8223,683,9551,237,3923,322,4480,171,3401,269,3844,240,7465,649,8351,259,7717,682,8654,539,9391,763,10696,962,11946,923,13826,1194,10748,879,12818,958,4471,390,5825,485,726,145,1364,5766,71731,6018,83513,50,3477,285,3812,290,8148,588,9025,145,3591,260,3994,111,3104,239,3446,190,7693,608,8493,284,8229,629,9142,584,9797,692,11073,905,12196,847,13940,1078,9865,696,11634,1006,4123,387,5523,824,740,165,1733,5467,70958,5391,81820,123,7187,592,7902,941,16367,1271,18577,378,7513,584,8473,283,6499,510,7288,429,15164,1254,16845,545,15945,1311,17797,1126,19187,1460,21768,1860,24135,1770,27767,2266,20610,1573,24451,1970,8603,779,11346,1312,1473,315,3095,11230,142692,11406,165335
6001,18,707,45,775,132,1474,106,1710,63,674,47,780,38,690,47,771,54,1442,75,1572,56,1314,85,1456,103,1424,105,1629,153,1564,84,1802,235,1257,71,1561,195,715,42,959,118,144,20,285,1157,11406,736,13293,15,692,31,737,77,1509,116,1702,30,705,54,786,16,743,38,803,59,1532,102,1692,73,1518,89,1678,123,1571,90,1786,183,1732,72,1987,204,1487,79,1767,256,811,59,1131,226,213,25,465,1270,12512,749,14534,37,1402,74,1513,211,2981,214,3409,88,1377,99,1572,57,1438,80,1572,109,2972,183,3264,126,2835,172,3129,227,2997,192,3415,331,3297,157,3786,435,2737,155,3328,454,1525,106,2087,347,357,44,744,2428,23918,1477,27826
6002,20,762,39,821,182,1609,104,1891,66,795,42,899,54,770,35,858,79,1834,101,2011,68,1473,85,1626,120,1684,94,1894,154,1659,104,1920,234,1543,104,1882,200,858,77,1137,136,167,35,336,1314,13158,815,15277,18,735,39,792,91,1666,95,1853,46,759,36,838,29,786,34,855,62,1954,114,2131,72,1652,64,1791,133,1844,81,2056,188,1887,101,2172,228,1798,99,2117,287,924,76,1284,272,231,47,551,1423,14232,784,16446,38,1498,74,1615,274,3275,195,3746,109,1554,76,1741,84,1560,66,1714,137,3792,216,4142,137,3121,151,3419,258,3526,172,3950,338,3549,207,4095,462,3339,201,4001,491,1779,151,2419,404,393,83,888,2737,27390,1592,31721
6003,117,5683,273,6073,891,11951,585,13430,307,5698,274,6278,212,6417,336,6970,357,17397,1051,18810,378,12970,793,14140,510,11774,650,12932,708,11362,569,12637,988,9547,484,11020,1104,4602,346,6057,837,1043,125,2003,6415,98444,5479,110339,65,5380,251,5700,452,11698,591,12746,219,5432,269,5918,179,6383,304,6865,338,17440,831,18603,375,13957,645,14979,636,12894,519,14046,831,12693,511,14038,1136,10933,512,12581,1609,5490,395,7488,1815,1303,225,3346,7650,103610,5054,116314,183,11062,526,11766,1345,23651,1176,26180,519,11129,540,12194,391,12799,643,13835,694,34837,1882,37415,759,26928,1432,29118,1141,24668,1169,26977,1538,24060,1084,26680,2129,20477,989,23599,2710,10091,740,13544,2655,2350,346,5344,14067,202060,10532,226653
6004,52,2279,100,2436,420,4875,243,5538,146,2370,137,2652,123,2685,213,3019,185,6302,392,6880,155,4867,266,5287,235,4857,235,5332,289,4590,223,5103,468,3694,190,4352,487,2032,138,2659,376,429,65,874,2940,38984,2193,44118,37,2232,116,2383,203,4802,230,5240,103,2389,97,2589,88,2617,172,2879,160,6147,299,6604,197,5249,223,5670,296,5399,219,5913,348,5085,212,5649,471,4427,220,5111,712,2371,167,3259,808,627,112,1548,3417,41348,2072,46833,84,4511,219,4816,627,9672,472,10774,246,4757,234,5242,210,5301,383,5898,346,12446,691,13481,352,10119,487,10956,530,10261,454,11245,635,9678,435,10748,934,8121,405,9461,1207,4405,306,5911,1186,1055,178,2417,6362,80328,4267,90953
6005,3,308,13,335,70,759,46,880,24,385,26,438,9,318,18,347,26,670,44,739,25,647,56,727,42,752,52,850,84,939,47,1074,106,860,60,1020,114,456,38,604,57,128,13,205,567,6234,419,7214,6,315,17,333,33,727,37,795,26,364,16,407,12,335,21,370,21,716,28,772,23,736,41,804,40,908,46,994,81,1098,52,1235,113,964,52,1128,140,560,36,737,151,127,14,293,637,6861,371,7869,11,626,30,660,100,1484,92,1679,51,750,46,846,22,653,41,711,46,1386,73,1508,52,1389,95,1536,84,1658,96,1843,166,2039,100,2307,210,1829,108,2154,256,1015,71,1340,209,256,30,496,1200,13090,789,15086
7000,20,2587,335,2944,174,5549,672,6396,46,2654,339,3038,50,2573,490,3113,55,5420,1202,6682,100,4597,1064,5765,164,4138,948,5248,241,3330,735,4308,236,1839,388,2464,150,465,113,724,37,47,7,99,1276,33192,6302,40773,22,2322,251,2600,76,5215,617,5906,24,2432,318,2769,33,2543,348,2932,52,5890,884,6831,106,4902,767,5779,201,4256,688,5149,305,3188,556,4048,293,1486,263,2039,165,318,54,544,73,32,3,105,1348,32596,4758,38703,45,4909,587,5542,250,10761,1291,12301,66,5085,651,5803,84,5112,842,6038,111,11313,2094,13513,203,9504,1833,11541,362,8393,1634,10393,546,6514,1295,8355,528,3327,654,4509,310,787,171,1270,113,79,14,208,2623,65795,11065,79475
7001,12,914,63,986,84,1625,106,1815,39,679,55,776,13,569,39,621,34,2018,179,2229,25,1776,151,1961,56,1379,108,1548,59,1304,127,1482,81,711,63,855,57,194,23,273,28,19,5,56,483,11188,929,12598,5,814,59,880,27,1580,116,1713,6,662,45,713,14,593,43,661,29,2427,181,2639,37,1875,146,2065,52,1580,137,1768,77,1363,127,1564,101,682,63,846,84,217,32,333,72,39,12,124,516,11834,969,13309,23,1729,117,1868,113,3200,221,3529,46,1341,102,1490,28,1163,90,1283,62,4445,361,4872,71,3655,298,4023,110,2958,244,3313,136,2665,249,3048,177,1397,129,1701,140,408,57,604,99,58,19,176,999,23022,1896,25912
7002,77,4085,357,4520,446,7370,757,8574,135,3069,308,3512,92,3874,619,4589,146,10330,1552,12022,138,8614,1183,9936,216,7081,958,8255,295,5577,640,6508,383,3496,369,4251,341,1157,147,1645,162,144,38,349,2432,54804,6925,64159,34,3895,370,4294,223,7326,719,8268,79,3017,277,3375,63,3484,337,3880,105,11290,1092,12488,158,9294,865,10319,207,7149,651,8006,283,5536,501,6319,409,3333,300,4040,432,1067,134,1639,272,98,63,430,2258,55490,5312,63059,114,7978,723,8810,668,14699,1481,16842,216,6088,590,6890,154,7362,957,8469,252,21619,2645,24509,302,17909,2047,20253,420,14231,1614,16262,578,11109,1135,12824,793,6832,667,8287,778,2227,283,3287,429,248,103,779,4690,110291,12237,127215
8000,0,48,7,52,5,85,5,91,0,54,6,66,4,55,6,62,6,100,14,115,0,100,31,132,5,103,28,135,4,79,23,105,0,68,16,82,4,17,0,25,0,5,0,5,31,706,139,869,0,31,0,31,0,78,3,86,4,64,6,68,6,60,6,69,3,100,12,110,0,98,9,106,4,95,13,108,4,90,17,112,7,52,10,59,3,14,0,24,3,0,0,3,36,683,76,794,0,79,9,88,0,162,12,178,3,122,9,133,11,114,10,136,6,192,28,230,5,199,40,243,9,192,37,241,9,167,42,215,4,112,23,145,10,36,8,50,3,4,0,9,65,1388,207,1666
8001,194,14148,539,14881,1664,28503,1142,31306,535,13192,690,14415,466,16649,1099,18208,619,38803,2253,41679,639,34594,1637,36872,786,28384,1212,30379,960,22233,1002,24194,1324,15944,728,17998,1588,7345,476,9408,1297,1568,217,3084,10069,221364,10993,242424,108,13368,590,14065,820,27347,1112,29280,378,12802,654,13838,414,16870,935,18211,787,39386,1875,42040,864,35368,1379,37608,1030,28900,1019,30955,1277,23532,830,25638,1744,17874,800,20419,2561,8267,524,11359,2509,1825,334,4674,12506,225544,10045,248096,299,27520,1127,28944,2482,55850,2247,60588,916,25994,1344,28249,877,33511,2030,36425,1405,78181,4129,83719,1500,69964,3013,74476,1816,57283,2232,61337,2240,45764,1832,49833,3072,33820,1531,38421,4151,15616,1004,20774,3807,3395,550,7756,22572,446905,21041,490517
9000,0,115,15,132,9,256,49,313,0,76,12,88,6,72,40,108,0,180,159,339,3,223,106,324,0,254,92,347,12,319,54,382,17,258,47,322,14,91,20,120,19,17,0,31,86,1853,587,2520,0,98,16,109,5,231,36,268,0,88,14,103,0,90,18,104,6,186,46,240,3,260,48,310,3,269,39,316,12,329,44,384,21,215,26,267,25,87,17,135,14,13,0,34,88,1866,316,2268,0,212,27,243,13,485,88,587,3,161,24,189,4,160,57,218,4,366,208,583,5,482,148,642,8,523,130,665,24,648,98,772,46,471,75,586,41,179,41,257,32,30,3,66,175,3716,903,4788
