SUA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
4007,..,13,36,7,6,4,11,6,0,4,88,..,5,12,4,5,7,4,4,0,0,33,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,12,4,5,7,5,0,0,0,32,..,0,0,0,0,0,0,0,0,0,0,..,13,45,10,8,10,11,4,0,5,122,18,33,11,3,3,0,0,0,0,4,73,6,6,7,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,17,43,22,7,3,0,0,0,0,4,100,44,14,16,0,3,0,0,0,0,3,88,3,13,15,3,11,12,9,3,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
4008,..,4,16,6,7,17,4,3,5,0,53,..,6,19,0,4,13,12,5,0,4,68,..,0,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,6,19,0,4,17,12,5,6,4,74,..,0,0,0,0,0,0,0,0,0,0,..,11,32,4,15,30,19,4,3,4,125,0,38,13,0,0,0,0,0,0,0,55,3,13,13,3,0,18,13,9,0,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,3,0,18,13,9,0,4,81,0,0,0,0,0,0,0,0,0,0,0,4,52,26,3,0,18,10,5,5,3,135,19,13,17,6,3,0,3,3,0,0,59,5,20,49,16,31,36,9,7,0,7,173,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,20
5000,..,122,340,72,63,58,83,39,40,86,895,..,42,175,68,69,55,94,43,22,21,598,..,0,0,4,3,6,12,5,14,9,57,..,0,5,0,0,0,0,0,0,3,9,..,43,177,73,70,62,110,54,38,35,662,..,0,0,0,0,0,3,0,5,8,11,..,163,512,146,135,120,196,88,80,123,1576,228,512,249,24,30,51,99,42,31,53,1303,28,248,212,55,37,74,129,65,44,42,923,4,4,0,0,0,4,13,6,15,18,61,0,0,0,0,0,0,0,0,0,0,6,26,246,217,55,37,78,144,72,58,60,990,0,5,0,0,0,0,7,0,0,61,67,254,761,462,81,71,130,244,106,87,170,2369,848,614,766,157,110,181,270,92,39,109,3187,125,351,655,180,192,336,619,208,129,81,2878,11,16,36,14,20,65,91,34,18,30,330,0,0,3,0,0,5,3,6,11,6,34,139,372
5001,..,32,46,17,6,13,20,11,0,6,145,..,19,51,15,16,14,10,0,0,9,130,..,0,4,4,0,4,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,19,60,22,16,20,12,0,0,9,146,..,0,0,0,0,0,0,0,0,0,0,..,41,99,34,22,28,29,18,0,12,287,47,96,27,9,4,0,9,0,5,7,212,0,82,55,17,9,8,4,3,5,0,181,0,0,0,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,82,52,17,9,5,5,3,9,0,193,0,0,0,0,0,0,0,0,0,13,13,48,178,86,32,14,8,12,9,15,14,413,104,68,48,9,9,14,12,0,11,0,271,7,52,87,17,20,23,37,7,19,0,263,3,4,11,9,0,0,6,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,8,56
5002,..,4,19,0,4,0,3,0,0,0,40,..,0,7,0,4,0,10,5,0,3,37,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,4,0,10,3,0,3,36,..,0,0,0,0,0,0,0,0,0,0,..,7,28,3,9,0,14,3,0,4,80,12,19,9,0,4,4,3,0,0,5,54,5,16,27,0,5,4,15,12,0,6,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,21,23,0,5,4,19,12,0,6,85,0,0,0,0,0,0,0,0,0,0,5,13,41,36,0,8,8,23,7,0,5,144,55,33,51,8,9,11,31,4,0,10,221,13,38,80,25,19,34,97,35,9,10,362,0,0,0,3,0,0,7,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,38
5003,..,96,205,31,33,28,29,13,10,27,475,..,33,146,30,40,26,45,12,3,19,353,..,0,0,0,0,0,3,4,7,0,16,..,0,0,0,0,0,0,0,0,0,3,..,33,150,30,40,29,47,21,8,19,375,..,0,0,0,0,0,0,0,0,0,0,..,129,355,65,74,58,75,36,16,42,857,117,375,165,9,8,8,15,8,12,15,735,14,147,134,20,23,12,18,20,3,9,397,0,0,0,0,3,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,153,134,20,23,14,26,22,3,9,409,0,0,0,0,0,0,0,0,0,7,5,129,522,301,29,39,19,37,32,14,26,1147,276,238,214,27,24,34,36,14,9,21,895,33,144,276,78,79,90,81,29,17,7,831,0,7,10,0,13,29,43,9,0,0,124,0,0,0,0,0,0,0,0,0,0,0,33,149
5004,..,37,94,13,16,5,9,23,10,9,214,..,12,26,14,8,5,9,0,7,0,79,..,0,0,0,0,0,3,0,5,0,13,..,0,0,0,0,0,0,0,0,0,0,..,12,26,14,8,5,14,3,11,7,86,..,0,0,0,0,0,0,0,0,3,8,..,48,118,26,18,16,21,26,21,14,305,27,109,54,0,9,4,6,5,0,10,216,3,34,28,9,7,9,13,0,0,0,102,0,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,34,28,8,7,9,16,0,5,0,115,0,0,0,0,0,0,0,0,0,0,0,34,137,74,10,16,18,22,6,5,13,328,134,64,96,22,11,20,32,6,0,13,405,5,49,107,27,30,48,38,13,3,0,325,0,0,21,3,0,0,7,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,5,49
5005,..,5,10,6,7,0,0,4,0,0,35,..,0,7,4,4,3,10,4,0,0,32,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,4,3,3,10,4,0,0,35,..,0,0,0,0,0,0,0,0,0,0,..,4,22,11,13,8,11,10,0,3,69,11,15,10,0,0,0,0,0,0,4,48,0,10,4,0,0,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,12,24,13,0,0,7,3,3,3,4,72,31,21,23,3,3,5,7,0,0,7,102,3,19,22,0,11,8,4,3,0,0,76,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19
5006,..,24,71,11,22,7,0,0,7,7,149,..,10,49,30,13,10,9,11,10,10,150,..,0,0,0,0,0,0,0,6,5,12,..,0,0,0,0,0,0,0,0,0,0,..,10,49,30,13,10,9,18,22,7,169,..,0,0,0,0,0,0,0,0,0,0,..,32,124,38,37,17,14,14,23,11,309,34,77,59,0,4,0,10,0,0,6,187,5,54,56,8,5,7,9,5,0,0,150,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,54,52,10,5,7,11,5,0,0,153,0,0,0,0,0,0,0,0,0,0,0,39,130,113,8,11,7,15,7,0,6,340,104,67,72,18,10,10,10,10,7,5,307,13,50,115,21,20,39,29,14,4,3,316,0,0,4,0,0,5,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,19,50
5007,..,48,122,16,15,48,15,13,9,12,288,..,22,95,17,25,28,41,22,11,12,274,..,0,0,3,0,0,0,3,13,0,23,..,0,0,0,0,0,0,0,0,0,0,..,22,95,16,25,28,40,26,26,12,295,..,0,0,0,0,0,0,0,0,0,4,..,71,217,31,41,74,52,40,40,24,592,44,174,100,8,7,19,23,3,4,10,379,7,78,95,18,18,25,36,8,9,0,299,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,5,7,75,102,20,17,29,41,9,7,0,316,0,0,0,0,0,0,0,0,0,0,0,54,249,201,22,26,43,63,10,12,10,695,139,148,175,23,33,54,49,15,9,14,641,33,114,198,44,46,67,111,47,5,5,679,0,0,7,5,0,0,10,4,0,0,30,0,0,0,0,0,0,0,0,0,0,5,33,116
5008,..,21,45,9,10,4,6,8,3,0,105,..,4,46,13,11,16,15,12,3,0,120,..,0,0,0,0,0,0,4,0,3,4,..,0,0,0,0,0,0,0,0,0,3,..,4,46,13,11,16,11,15,3,4,125,..,0,0,0,0,0,0,0,0,0,0,..,28,86,14,23,19,20,21,7,7,231,10,52,25,4,6,0,7,10,5,4,118,0,28,41,8,13,12,18,7,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,8,13,12,18,10,3,0,129,0,0,0,0,0,0,0,0,0,0,0,9,77,68,10,25,14,22,17,6,3,251,104,80,127,18,14,12,23,8,3,10,389,17,54,121,48,17,38,42,19,8,11,378,0,0,9,0,0,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,21,54
5009,..,2956,9259,1521,1361,1365,1351,955,464,712,19955,..,1999,7837,1898,1726,1758,2102,900,282,622,19118,..,24,91,61,89,171,379,274,224,145,1458,..,0,13,12,3,14,34,31,27,20,151,..,2028,7940,1965,1824,1938,2516,1205,531,792,20724,..,9,12,4,6,9,3,7,6,40,89,..,4991,17210,3491,3187,3314,3868,2168,996,1542,40769,5968,15473,7381,649,588,675,886,492,186,639,32924,2059,10362,9016,2005,2061,2668,3446,1529,187,479,33808,48,87,126,83,121,167,243,139,53,48,1107,6,28,17,0,4,3,6,0,0,12,71,2110,10470,9158,2091,2183,2843,3689,1672,237,540,34991,12,27,20,0,8,3,3,6,0,96,165,8086,25962,16563,2742,2775,3522,4580,2166,424,1270,68083,15766,10586,11832,1641,1549,1718,2096,964,383,900,47429,7089,13962,18691,4905,4525,5671,6731,2254,419,898,65149,152,572,1265,396,442,505,683,234,77,131,4463,6,25,26,6,8,15,12,0,0,19,106,7251,14562
5010,..,8,53,13,17,13,16,9,5,8,142,..,5,29,3,11,8,28,3,4,5,93,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,32,3,11,8,28,4,4,5,96,..,0,0,0,0,0,0,0,0,0,0,..,18,85,18,21,26,41,18,3,13,242,15,52,35,3,3,5,11,5,5,5,141,0,22,41,9,9,14,15,0,0,0,106,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,41,9,9,14,20,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,17,73,76,12,10,20,30,8,5,7,259,64,71,97,11,8,17,24,6,4,4,311,15,56,90,27,27,33,36,15,0,5,318,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,57
6000,..,38,99,42,33,18,27,11,9,20,292,..,7,35,13,14,23,17,8,0,9,130,..,0,0,0,0,0,4,0,3,0,10,..,0,0,0,0,0,0,0,0,3,3,..,11,35,15,14,20,22,8,4,12,146,..,0,0,0,0,0,0,0,0,0,0,..,48,131,56,43,44,45,21,12,36,435,67,177,38,13,10,3,7,5,4,17,338,10,36,35,21,23,30,34,12,3,5,205,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,5,12,36,38,21,23,30,33,20,3,3,219,0,0,0,0,0,0,0,0,0,4,4,76,214,76,31,32,33,40,20,6,24,560,202,100,141,38,21,39,53,21,6,24,651,39,83,382,153,176,145,146,66,14,27,1231,0,0,7,12,0,9,17,28,0,4,84,0,0,0,0,0,0,0,0,0,0,0,39,84
6001,..,3,25,4,9,14,0,3,0,0,62,..,3,10,0,4,5,26,4,0,0,63,..,0,0,0,5,0,3,0,5,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,10,4,9,5,28,4,10,0,70,..,0,0,0,0,0,0,0,0,0,0,..,10,40,10,13,19,28,10,11,0,137,11,25,17,3,0,8,0,4,0,4,62,5,8,18,3,8,8,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,3,8,8,10,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,18,34,30,3,13,16,8,4,0,4,126,33,14,14,9,3,4,5,8,3,6,93,18,14,62,39,42,48,30,10,3,14,282,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,14
6002,..,5,15,5,0,8,3,0,0,0,33,..,5,14,10,7,11,9,0,0,0,51,..,0,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,14,10,6,11,13,5,4,0,63,..,0,0,0,0,0,0,0,0,0,0,..,5,25,9,9,15,17,3,4,0,92,15,16,8,0,0,0,6,0,0,0,55,0,11,20,12,8,14,14,5,4,3,98,0,0,0,0,0,0,7,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,20,12,8,14,20,5,7,11,102,0,0,0,0,0,0,0,0,0,0,0,15,25,28,12,13,15,28,0,9,8,161,39,13,15,7,0,13,14,3,0,4,113,9,39,153,85,104,93,85,31,15,14,628,0,6,0,7,6,18,14,5,3,0,55,0,0,0,0,0,0,0,0,0,0,0,14,48
6003,..,123,273,70,49,88,88,53,33,25,807,..,55,288,160,186,207,199,82,18,34,1234,..,0,3,6,10,15,44,23,14,8,120,..,0,0,0,0,0,4,4,0,3,12,..,59,294,168,199,229,247,107,36,37,1368,..,0,0,5,0,0,0,0,0,3,11,..,185,568,246,250,313,333,158,67,70,2184,238,354,138,27,34,47,41,24,6,21,927,87,274,538,337,359,301,389,139,5,50,2460,0,0,14,11,17,14,25,8,0,0,99,0,0,0,0,0,0,0,0,0,0,4,89,274,546,347,372,316,411,149,5,49,2557,0,0,0,3,0,0,0,0,0,7,14,324,629,681,382,412,361,452,172,16,72,3499,471,279,449,164,134,149,128,58,19,43,1889,227,950,4595,1683,1582,1362,950,269,32,201,11845,6,29,137,60,64,73,72,16,4,10,469,4,0,6,3,0,8,4,0,0,4,28,238,976
6004,..,43,106,11,22,27,24,15,0,19,263,..,21,157,69,57,86,79,31,4,15,517,..,0,3,3,5,7,29,8,4,4,71,..,0,0,0,0,4,4,0,0,0,9,..,27,164,75,58,92,113,36,9,16,595,..,0,0,0,0,0,0,0,0,0,0,..,65,266,89,84,120,140,48,9,35,862,69,125,55,3,22,8,10,8,0,13,317,30,125,243,127,117,97,128,53,9,6,927,0,0,6,4,11,8,15,3,0,5,48,0,0,0,0,0,5,9,0,0,0,13,29,126,247,134,123,105,143,56,16,11,988,0,0,0,0,0,0,0,0,0,3,3,99,252,302,136,142,116,150,68,14,22,1311,170,75,118,30,29,40,36,25,4,21,547,55,208,920,421,477,426,302,101,23,37,2973,0,0,58,23,26,26,29,19,5,3,191,0,0,0,0,0,5,6,0,0,0,7,55,210
6005,..,3,18,3,5,0,3,0,0,3,33,..,0,8,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,26,3,4,0,4,0,0,3,47,8,12,6,0,0,0,5,0,0,0,26,0,0,6,0,3,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,10,7,0,3,0,10,0,0,6,47,13,6,8,0,9,0,12,8,0,0,58,5,3,27,11,16,16,18,3,0,0,109,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3
7000,..,14,45,16,9,11,17,6,9,13,147,..,3,27,21,9,15,11,9,8,8,119,..,0,0,0,0,0,0,4,0,4,10,..,0,0,0,0,0,0,0,0,0,0,..,3,27,21,9,21,17,18,8,11,130,..,0,0,0,0,0,0,0,0,0,0,..,22,72,34,20,35,26,22,18,28,275,30,40,23,0,8,6,25,7,4,17,147,0,20,53,21,12,34,40,16,7,11,216,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,20,54,20,12,34,42,22,7,11,228,0,0,0,0,0,0,0,0,0,5,7,35,65,73,20,14,41,70,24,10,30,374,125,68,128,30,27,51,66,44,14,27,585,44,87,248,89,76,103,181,70,3,23,925,0,4,10,5,5,9,14,9,0,5,65,0,0,0,0,0,0,3,3,0,0,9,44,91
7001,..,10,100,24,8,35,47,26,32,9,296,..,4,59,17,43,20,35,14,15,7,222,..,0,0,0,0,0,3,0,3,3,16,..,0,0,0,0,0,0,0,0,0,8,..,4,59,21,43,28,41,9,24,11,242,..,0,0,0,0,0,0,0,0,0,3,..,18,165,43,54,57,88,43,56,20,546,21,60,65,13,10,14,17,12,7,5,215,17,80,51,22,20,26,23,9,3,4,250,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,78,52,22,26,26,22,10,3,8,259,0,0,0,0,0,0,0,0,0,0,0,36,137,114,30,32,35,35,19,10,12,475,111,71,113,33,36,60,49,48,32,15,574,82,147,303,150,134,146,165,54,15,25,1212,0,0,11,5,5,0,17,0,3,0,47,5,0,0,0,0,0,0,0,0,0,3,84,147
7002,..,115,347,89,80,84,103,36,20,34,914,..,108,497,162,207,176,243,70,12,32,1515,..,0,13,3,12,18,38,33,12,10,129,..,0,0,0,0,0,4,9,0,3,18,..,108,505,165,217,196,284,107,27,46,1657,..,0,0,0,0,0,0,0,0,0,9,..,222,857,255,294,283,389,148,46,79,2571,162,313,205,41,28,39,66,40,11,27,924,66,511,612,221,252,323,344,116,3,55,2505,4,7,3,3,3,11,11,7,0,4,53,0,0,0,0,0,0,0,0,0,0,5,73,515,621,224,258,333,356,120,4,57,2568,0,3,6,0,0,0,0,0,0,6,17,232,831,833,270,287,372,425,160,16,90,3500,477,334,587,128,106,124,159,64,21,56,2046,284,757,2332,955,929,825,650,215,36,112,7094,4,20,67,23,17,32,38,13,3,15,217,0,0,0,0,0,0,0,0,0,0,4,290,774
8000,..,0,3,0,0,0,4,0,5,0,9,..,0,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,6,0,5,0,16,5,6,3,0,0,0,0,0,0,0,12,0,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,5,0,0,0,22,9,0,8,0,0,4,0,0,0,0,23,0,0,9,0,0,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4
8001,..,392,1071,227,237,245,225,200,104,100,2797,..,392,1567,426,506,489,498,225,75,169,4336,..,0,20,8,23,37,98,64,42,34,317,..,0,3,0,6,0,9,5,7,4,40,..,394,1588,435,526,531,605,291,123,200,4698,..,0,0,0,0,0,0,0,0,9,11,..,784,2657,657,764,778,827,495,226,308,7512,1233,1388,738,98,124,105,151,87,45,83,4046,735,1773,1674,687,1016,1086,950,433,63,126,8557,9,10,23,10,34,51,74,28,9,20,268,0,0,0,0,5,0,0,0,0,0,4,739,1786,1702,700,1056,1134,1022,464,72,149,8828,0,4,0,0,0,0,0,0,0,26,40,1972,3175,2449,797,1176,1239,1169,557,114,260,12915,2469,889,1068,286,236,270,277,131,67,139,5845,1830,3055,6993,2409,3034,2810,1933,647,109,312,23119,25,101,275,81,141,162,156,48,13,52,1061,0,11,9,5,4,4,6,5,0,0,35,1860,3161
9000,..,0,3,3,6,0,0,3,0,7,22,..,6,8,7,5,0,0,0,0,5,28,..,0,3,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,6,13,7,4,3,0,0,0,5,35,..,0,0,0,0,0,0,0,0,0,3,..,10,11,12,9,4,0,3,0,9,58,3,0,3,0,0,0,3,0,0,0,14,6,0,11,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,20,23,7,4,11,0,0,0,3,3,0,24,58,12,8,7,0,0,0,5,3,0,8,35,14,9,20,8,0,4,5,4,0,11,61,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,8
