UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL315054,9,7,0,4,16,4,0,0,0,47,7,6,3,4,16,13,0,3,8,66,114,172,130,102,282,216,84,152,33,1288
UCL315055,5,4,4,0,4,11,0,5,0,33,0,5,6,3,0,6,0,4,15,42,71,169,105,93,107,114,23,63,29,764
UCL315056,0,8,6,0,3,5,0,0,0,26,3,4,0,0,0,0,0,0,9,29,38,113,72,64,90,111,27,95,20,626
UCL315057,4,9,0,3,4,6,0,5,0,34,7,11,5,7,9,7,3,7,7,58,103,231,160,103,137,160,45,99,23,1058
UCL315058,3,16,7,0,17,18,10,17,3,94,0,10,7,3,15,13,3,13,14,89,98,193,192,120,318,282,130,439,29,1795
UCL315059,5,3,0,0,4,5,4,9,0,32,3,4,0,0,0,4,0,6,0,20,55,130,87,70,121,145,42,88,0,736
UCL315060,0,3,3,5,15,13,5,4,0,53,4,4,0,4,3,8,0,7,6,39,65,145,121,101,268,247,69,190,13,1217
UCL315061,0,0,0,0,4,0,3,7,0,12,0,0,4,0,0,7,4,0,3,15,60,62,53,23,69,103,77,316,21,780
UCL315062,0,4,3,0,3,7,0,3,0,23,0,0,0,4,3,0,0,5,5,25,19,76,42,42,116,89,42,126,12,554
UCL315063,0,4,4,0,0,5,0,3,0,13,0,4,4,3,5,0,0,6,10,38,20,79,53,48,89,128,36,112,13,583
UCL315064,0,0,0,0,9,9,7,6,0,29,0,0,0,4,7,3,0,5,9,24,42,57,40,45,95,93,59,139,9,588
UCL315065,0,4,0,0,0,0,0,5,0,10,0,3,0,5,0,0,3,6,10,27,19,51,41,35,48,49,27,77,15,366
UCL315066,10,12,0,3,12,17,3,8,0,61,7,12,4,4,12,14,0,0,3,58,130,232,188,129,285,264,79,200,20,1529
UCL315067,3,8,5,0,6,8,0,0,0,24,3,0,5,4,3,7,0,4,11,40,47,112,90,87,137,112,32,90,17,738
UCL315068,0,4,4,0,10,6,0,3,0,31,3,4,7,0,0,6,0,7,10,34,33,98,98,57,120,108,38,95,18,669
UCL315069,0,0,3,4,7,7,3,6,0,23,5,4,0,9,3,3,0,4,9,29,48,71,75,63,128,81,20,87,24,598
UCL315070,0,8,5,0,8,4,3,7,0,35,0,0,4,0,0,5,0,3,8,28,34,108,67,30,81,105,78,232,17,752
UCL315071,0,0,0,0,4,3,0,0,0,17,0,0,0,0,4,5,4,0,5,20,21,68,60,30,92,87,31,91,15,501
UCL315072,0,0,0,0,5,0,4,0,0,12,5,0,9,6,6,21,0,8,5,61,11,46,43,38,97,152,39,73,18,522
UCL315073,0,0,0,0,3,4,0,3,0,18,3,6,0,3,8,5,0,6,9,38,33,73,81,60,140,99,30,81,21,615
UCL315074,0,5,3,6,3,9,6,5,0,33,9,10,3,0,14,9,7,6,6,54,44,158,131,97,180,136,54,128,26,956
UCL315075,0,7,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,4,5,19,29,92,70,42,74,71,40,59,9,488
UCL315076,0,10,7,9,16,10,0,6,0,59,0,0,4,7,16,6,4,10,20,81,70,217,181,120,445,297,98,233,45,1711
UCL315077,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,22,20,49,41,29,52,48,6,64,26,339
UCL315078,5,8,9,0,5,11,4,8,0,61,0,9,5,9,13,7,3,6,13,56,70,166,125,105,207,178,77,230,39,1203
UCL315079,9,3,8,4,15,8,3,0,0,45,5,3,3,0,5,10,0,4,4,44,91,95,111,75,106,135,40,89,12,754
UCL315080,5,11,14,8,12,21,10,9,4,84,4,18,8,5,14,21,0,7,17,96,132,432,355,241,434,390,109,264,56,2416
UCL315081,3,8,11,0,17,17,3,6,4,65,3,4,3,4,15,13,6,8,9,57,82,173,174,127,297,282,82,224,26,1471
UCL315082,0,7,3,0,3,0,0,7,0,23,0,9,3,5,4,0,3,3,0,31,23,107,57,55,69,73,20,60,12,473
UCL315083,0,7,3,4,3,6,0,3,0,24,4,0,7,0,4,6,0,3,0,27,31,75,49,42,121,134,42,101,8,603
UCL315084,0,11,0,3,13,7,0,0,0,35,0,3,8,3,0,13,0,9,9,40,40,115,128,76,163,136,24,88,16,786
UCL315085,7,3,0,5,14,10,3,3,0,48,4,10,4,0,19,9,8,8,5,60,99,148,112,95,250,206,68,124,21,1118
UCL315086,8,6,7,0,10,0,0,0,0,27,9,8,4,4,9,3,0,6,7,49,103,186,127,68,139,106,38,65,24,867
UCL315087,8,12,0,0,4,6,0,3,0,41,0,5,7,0,11,14,0,0,4,44,118,179,182,109,197,303,88,205,10,1389
UCL315088,0,8,4,0,20,9,4,10,0,51,4,12,6,5,9,15,7,6,11,69,63,181,129,95,240,250,102,245,44,1354
UCL315089,0,4,6,12,7,9,8,11,3,56,4,4,5,0,8,3,0,8,13,48,43,104,115,83,200,154,71,273,34,1091
UCL315090,4,16,9,8,13,11,3,16,0,84,3,14,8,3,15,3,0,5,11,62,77,326,255,193,342,270,89,202,46,1800
UCL315091,0,6,0,0,3,6,4,3,3,27,0,6,5,0,5,5,0,6,14,39,87,133,66,92,230,314,62,199,63,1243
UCL315092,0,3,0,0,5,0,0,0,0,13,3,10,5,3,4,3,0,3,15,42,33,120,71,39,61,73,20,62,22,505
UCL315093,0,0,0,0,0,0,0,5,0,12,0,3,6,3,3,5,0,9,7,19,17,41,40,20,57,41,15,39,9,283
UCL315094,0,0,3,0,9,6,0,0,0,21,0,3,12,9,3,7,0,3,5,44,48,106,104,77,136,101,46,90,16,738
UCL315095,0,0,5,0,4,6,5,8,0,27,0,4,6,3,16,10,3,7,6,66,37,114,109,77,265,195,61,128,24,1010
UCL315096,5,22,10,5,27,26,5,31,0,131,0,3,3,0,6,11,6,8,3,53,102,208,170,108,336,312,140,382,26,1787
UCL315097,3,8,0,0,10,11,3,9,0,48,6,3,3,0,5,11,10,5,3,44,76,95,83,63,216,205,61,122,14,933
UCL315098,4,6,6,0,0,5,6,18,0,54,6,5,3,0,9,5,3,21,23,78,166,165,156,105,236,398,213,768,68,2273
UCL315099,9,10,10,8,28,28,6,15,0,112,5,4,6,0,13,13,6,9,7,68,104,263,228,182,425,418,144,342,19,2114
UCL315100,7,4,0,3,8,12,3,5,0,36,0,0,0,3,6,3,0,4,0,11,46,73,48,39,143,106,31,65,6,560
UCL315101,6,8,4,0,9,11,4,4,0,39,3,3,0,4,13,3,0,5,7,39,58,114,93,73,199,180,66,161,11,969
UCL315102,0,0,0,0,5,5,0,6,0,16,0,0,4,0,11,3,0,0,9,30,32,99,73,41,127,99,39,73,16,590
UCL315103,0,4,0,0,5,0,0,4,0,13,0,7,0,0,10,4,0,0,0,29,29,75,71,44,107,84,34,97,9,549
UCL315104,6,9,0,6,8,12,0,0,0,41,0,4,0,4,0,11,6,4,21,57,79,103,106,89,182,163,40,143,33,945
UCL315105,3,3,7,0,0,7,3,0,0,12,0,7,3,0,0,3,0,4,11,20,27,57,48,37,47,54,26,57,11,372
UCL315106,5,11,11,0,13,11,4,14,0,62,0,3,6,3,10,9,0,6,7,39,49,115,119,71,214,168,70,154,15,976
UCL315107,10,12,3,6,14,20,4,10,0,74,5,5,0,4,16,6,0,7,9,55,103,165,133,115,258,251,75,155,19,1263
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,38,17,20,28,28,5,38,15,190
UCL315109,3,0,3,0,5,0,0,0,0,19,0,5,0,0,0,0,0,0,6,8,24,57,74,34,81,91,22,66,11,465
UCL321001,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,16,8,24,25,14,38,29,16,19,0,178
UCL321002,0,4,0,0,0,3,0,0,0,11,0,3,0,0,4,0,3,0,5,15,10,48,40,26,63,41,19,38,11,299
UCL321003,0,0,0,0,3,4,0,3,0,12,0,0,4,0,0,0,0,0,0,12,14,31,22,17,49,31,17,26,3,205
UCL321004,0,4,0,0,0,3,0,0,0,10,0,0,0,0,4,0,0,5,3,9,16,26,22,14,43,35,13,35,3,210
UCL321005,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,13,22,31,33,24,55,57,28,79,12,340
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,31,23,18,34,21,0,27,14,174
UCL321007,0,6,4,5,3,17,5,11,0,44,0,3,6,3,14,5,0,4,5,45,35,77,82,63,140,151,60,174,23,792
UCL321008,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,15,50,31,25,64,51,11,62,4,303
UCL321009,0,3,0,0,3,11,0,4,0,22,0,7,0,0,0,0,0,0,4,13,21,55,67,57,123,142,36,86,16,599
UCL321010,0,4,0,5,4,3,0,7,0,19,0,0,0,0,6,0,0,0,7,17,11,47,42,30,85,63,23,55,15,374
UCL321011,0,5,0,0,0,0,0,0,0,12,0,0,4,0,3,5,0,5,7,22,18,55,26,26,43,61,45,92,9,382
UCL321012,0,0,0,0,6,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,6,23,16,17,26,26,6,18,3,141
UCL321013,5,3,0,0,0,0,3,0,0,18,6,0,0,3,0,0,0,0,9,17,48,52,47,33,39,68,17,41,14,355
UCL321014,0,0,0,0,3,3,4,3,0,19,0,0,5,0,0,0,0,0,3,10,10,22,31,19,54,51,21,52,4,265
UCL321015,0,0,0,0,0,0,0,4,0,11,0,0,0,5,4,0,0,3,3,17,16,72,45,32,59,83,29,95,8,447
UCL321016,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,25,20,17,27,18,4,18,5,140
UCL321017,0,7,0,0,5,4,3,0,0,23,0,3,0,0,0,0,6,3,0,9,31,75,61,28,101,80,29,82,3,492
UCL321018,0,5,0,0,4,4,0,0,0,12,0,0,6,0,3,9,0,4,0,24,9,36,53,24,60,51,14,53,9,309
UCL321019,0,0,3,5,0,5,0,0,0,19,0,3,0,4,4,9,0,4,6,31,28,41,55,40,99,99,35,91,12,501
UCL321020,0,4,0,0,6,5,0,3,0,22,0,0,0,0,4,8,0,6,0,14,34,51,57,41,71,64,6,43,5,372
UCL321021,4,0,0,0,0,0,0,4,0,12,0,0,0,0,3,0,0,0,4,11,23,39,29,20,53,53,17,60,17,305
UCL321022,3,0,3,0,0,0,0,4,0,12,0,5,0,0,4,0,0,4,0,14,28,46,27,29,60,61,12,54,12,334
UCL321023,0,0,5,0,7,0,0,0,0,16,0,0,0,0,3,0,0,0,4,15,14,44,34,22,74,58,32,69,7,353
UCL321024,5,5,0,0,0,4,0,0,0,11,3,0,3,0,5,0,0,0,3,19,15,23,30,13,57,46,9,32,5,229
UCL321025,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,11,23,32,17,35,20,7,24,5,165
UCL321026,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,3,3,7,22,12,31,27,17,32,39,25,62,6,242
UCL321027,6,0,0,0,3,7,0,0,0,11,0,0,4,4,3,4,0,0,0,21,45,56,36,28,78,68,23,42,11,394
UCL321028,5,4,3,0,4,0,0,6,0,23,0,3,0,0,4,6,6,0,0,27,27,56,38,17,46,61,34,145,8,434
UCL321029,0,6,0,0,0,0,0,0,0,8,5,6,0,0,0,8,4,0,5,23,36,59,38,30,54,31,11,21,4,280
UCL321030,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,6,14,17,27,15,27,42,9,20,0,172
UCL321031,0,0,0,0,0,0,0,5,0,11,0,5,0,3,8,3,0,4,8,30,50,89,52,43,51,71,16,50,13,436
UCL321032,19,11,0,0,12,4,3,3,0,57,0,12,0,7,0,8,0,4,8,43,97,170,112,93,139,146,34,93,16,911
UCL321033,4,3,6,4,0,3,0,0,0,20,0,0,7,5,0,10,0,0,6,26,22,82,71,59,85,82,21,67,15,499
UCL321034,0,0,0,0,8,0,0,3,0,12,0,0,0,0,0,3,0,0,6,8,13,32,44,37,55,95,10,92,11,393
UCL321035,5,8,0,0,11,6,0,3,0,24,6,6,4,0,6,4,0,3,3,35,56,114,104,75,107,85,32,89,13,672
UCL321036,4,0,0,0,4,3,0,5,0,18,3,4,3,0,3,3,0,5,7,32,48,53,69,25,105,92,38,86,8,521
UCL321037,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,6,17,32,44,54,33,45,63,7,23,15,316
UCL321038,0,0,0,3,0,4,0,0,0,10,0,7,0,0,3,0,0,0,5,15,16,53,44,37,69,46,19,42,3,339
UCL321039,4,3,3,0,3,3,0,3,0,21,3,3,0,0,0,6,0,3,6,25,47,73,55,29,47,66,20,62,7,408
UCL321040,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,30,47,38,36,58,48,9,38,3,308
UCL321041,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,5,0,0,3,9,7,41,32,21,46,67,11,46,8,291
UCL321042,0,4,0,0,8,3,0,0,0,16,0,0,3,0,4,5,0,0,7,19,19,45,29,16,73,59,14,34,11,301
UCL321043,0,0,3,0,0,0,0,4,0,17,0,0,0,0,0,11,0,0,3,22,31,64,40,30,54,71,19,62,11,393
UCL321044,4,0,0,4,8,0,0,0,0,15,0,9,0,4,3,7,0,4,10,35,34,78,64,50,85,60,15,48,19,448
UCL321045,0,3,3,0,9,5,6,4,0,34,4,0,0,0,3,6,4,3,4,20,31,61,60,58,135,108,38,96,10,592
UCL321046,0,0,0,0,5,0,0,5,0,10,0,0,0,0,0,0,0,4,5,5,13,40,24,27,50,54,17,46,0,273
UCL321047,0,7,0,3,3,0,5,6,0,20,0,9,0,0,0,4,0,0,0,16,22,51,41,26,59,53,17,48,3,306
UCL321048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,11,23,18,20,29,28,6,18,3,144
UCL321049,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,22,32,15,27,62,53,18,26,4,250
UCL321050,3,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,3,4,3,8,22,37,33,25,74,61,30,46,13,335
UCL321051,0,0,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,3,10,12,60,37,25,44,59,7,35,7,286
UCL321052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,17,3,12,14,25,73,12,11,26,15,201
UCL321053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,32,14,14,52,44,11,39,23,243
UCL321054,0,0,0,0,3,0,0,0,0,5,0,4,4,0,0,0,0,0,5,12,14,50,44,30,41,37,12,22,9,254
UCL321055,0,0,0,0,4,0,0,11,0,18,0,4,0,0,0,0,0,5,9,18,25,30,34,43,87,104,23,94,16,449
UCL321056,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,8,42,38,25,39,40,18,42,11,265
UCL321057,0,3,0,0,0,3,0,0,0,9,3,0,0,0,3,0,0,4,3,15,19,33,27,20,23,25,12,23,9,191
UCL321058,0,4,6,0,8,3,0,4,0,21,0,0,5,0,3,4,4,5,5,25,27,61,35,34,83,63,22,67,14,410
UCL321059,3,4,4,0,3,9,3,3,0,27,0,4,0,0,6,4,0,0,0,22,52,97,85,37,100,122,24,70,13,584
UCL321060,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,14,36,19,27,32,52,15,39,5,243
UCL321061,0,3,0,0,6,3,0,0,0,15,0,0,4,0,0,3,0,0,7,12,6,25,28,18,35,38,11,44,5,221
UCL321062,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,19,4,30,16,7,31,27,7,44,23,187
UCL321063,0,7,0,0,5,0,0,0,0,16,0,3,0,0,0,3,0,0,10,20,41,64,65,35,82,61,19,65,16,449
UCL321064,0,0,0,0,6,6,0,0,0,9,0,0,0,0,0,0,0,0,4,14,12,34,30,21,27,42,19,48,4,235
UCL321065,3,6,0,0,5,0,0,0,0,13,3,0,0,0,5,11,3,5,5,24,50,66,49,40,85,85,29,68,22,495
UCL321066,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,14,27,13,14,12,16,4,16,3,117
UCL321067,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,18,10,25,8,8,31,40,4,23,15,157
UCL321068,3,0,4,3,0,5,0,0,0,16,3,6,6,0,5,5,3,5,5,40,36,66,54,43,79,85,19,28,11,427
UCL321069,5,4,0,5,0,0,0,0,0,18,5,0,4,3,3,0,0,4,3,20,44,72,47,29,60,37,11,30,10,336
UCL321070,4,4,0,0,5,4,0,0,0,18,0,0,0,0,3,0,0,0,5,17,26,51,42,17,68,56,24,52,10,339
UCL321071,0,4,3,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,5,27,33,28,21,64,56,21,58,4,315
UCL321072,5,6,5,0,0,3,0,0,0,21,0,3,0,0,6,3,0,8,0,17,35,46,31,23,92,64,24,57,14,388
UCL321073,0,5,0,0,0,3,0,0,0,13,0,0,0,5,0,3,0,0,7,17,18,59,56,32,83,69,16,60,12,407
UCL321074,0,3,0,0,0,4,0,0,0,8,3,5,5,6,10,0,0,7,0,34,17,38,33,31,72,55,16,55,3,324
UCL321075,0,5,0,3,9,5,0,4,0,36,0,4,7,0,4,9,0,7,3,27,32,78,63,39,115,135,31,100,4,601
UCL321076,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,9,17,9,14,10,11,25,18,3,29,14,137
UCL321077,0,5,0,0,0,0,0,4,0,11,0,4,0,0,0,0,0,0,0,10,11,16,13,18,26,34,11,93,3,229
UCL321078,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,5,11,11,24,32,19,63,48,12,53,4,275
UCL321079,0,4,3,0,9,3,0,0,0,22,0,4,0,0,5,3,0,0,7,25,33,44,34,26,93,80,36,114,17,471
UCL321080,0,3,0,0,8,4,3,9,0,29,3,4,0,0,6,9,3,6,0,32,55,102,71,59,174,165,54,110,9,792
UCL321081,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,32,46,21,22,35,40,13,29,9,249
UCL321082,0,0,3,0,5,10,0,0,0,24,0,0,0,0,4,4,0,0,3,9,11,25,28,29,52,51,15,49,10,265
UCL321083,6,5,0,0,14,7,5,0,0,35,3,9,4,6,3,0,5,4,4,35,61,87,64,49,134,135,46,101,9,686
UCL321084,0,0,4,0,4,0,0,0,0,9,3,5,0,4,0,11,0,0,4,21,47,69,54,28,36,67,7,30,10,353
UCL321085,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,10,19,21,7,18,15,0,7,6,101
UCL321086,0,0,0,0,0,6,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,9,22,8,31,27,3,36,11,142
UCL321087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,11,55,29,20,45,60,12,46,0,289
UCL321088,0,0,0,0,3,4,0,3,0,12,0,4,0,0,3,4,0,0,9,19,11,44,37,21,31,38,4,44,9,241
UCL321089,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,4,5,5,20,14,15,13,10,7,30,3,123
UCL321090,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,25,56,36,28,43,80,13,54,5,336
UCL321091,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,8,19,19,12,12,11,7,30,0,115
UCL321092,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,8,11,12,21,5,27,23,8,53,4,164
UCL321093,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,0,3,4,0,17,10,43,32,24,55,50,19,40,3,277
UCL321094,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,3,5,0,9,11,40,39,28,52,64,17,54,0,304
UCL321095,0,0,0,0,3,5,0,5,0,11,0,0,0,0,3,0,0,0,4,10,13,68,57,35,72,72,29,80,8,426
UCL321096,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,23,30,37,24,33,56,34,104,16,343
UCL321097,0,5,3,7,4,0,0,0,0,15,0,0,3,0,6,4,4,4,10,29,31,54,64,50,111,85,29,63,11,502
UCL321098,5,4,3,0,8,0,0,4,0,15,0,0,4,0,0,0,0,6,0,11,27,41,24,23,48,49,10,46,0,267
UCL321099,0,0,4,0,0,3,0,0,0,7,0,0,4,0,0,3,0,3,0,14,13,30,32,31,44,48,16,39,5,251
UCL321100,0,5,0,0,0,5,0,3,0,15,0,0,0,0,0,3,0,0,7,12,17,27,18,18,34,61,15,63,7,257
UCL321101,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,14,13,32,26,21,39,32,23,48,8,239
UCL321102,4,0,0,3,0,5,0,5,0,18,0,0,0,0,3,0,0,0,7,12,31,41,24,36,92,73,17,52,12,383
UCL321103,4,0,7,3,6,6,0,7,0,33,0,4,0,0,0,3,0,4,5,20,32,68,60,38,76,83,18,62,11,446
UCL321104,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,9,33,39,22,21,29,55,28,154,10,390
UCL321105,0,5,7,0,6,4,3,4,0,29,0,0,7,3,5,3,0,4,3,25,27,104,68,62,102,124,40,109,11,651
UCL321106,0,0,0,0,9,3,0,3,0,15,0,5,0,4,4,3,3,0,7,25,21,74,62,45,135,100,42,67,22,560
UCL321107,6,5,0,0,0,0,0,0,0,11,3,3,0,0,9,4,0,3,0,25,22,34,22,20,66,42,9,52,5,268
UCL321108,0,0,0,0,0,3,3,3,0,13,0,0,4,0,0,3,0,0,5,18,10,35,26,28,44,40,14,38,11,237
UCL321109,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,0,3,12,21,14,28,28,21,85,93,21,105,12,414
UCL321110,0,3,0,0,0,4,0,4,0,24,0,3,0,0,7,3,0,3,7,27,37,70,50,30,48,47,13,45,17,356
UCL321111,0,6,5,0,0,0,0,0,3,17,4,0,5,0,0,6,0,0,9,15,16,63,45,30,52,52,14,36,10,313
UCL321112,0,0,4,0,5,0,0,0,0,9,4,0,0,0,0,0,0,0,6,8,6,20,25,23,54,25,6,26,6,194
UCL321113,0,0,4,0,0,0,0,5,0,12,0,0,0,0,4,0,0,0,5,13,13,30,26,26,64,46,12,41,13,274
UCL321114,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,10,6,38,29,15,31,28,6,48,0,203
UCL322001,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,13,14,25,16,46,27,12,33,5,179
UCL322002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,10,10,12,29,32,7,29,3,141
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,6,9,0,9,13,3,15,0,68
UCL322004,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,5,13,19,30,7,12,21,21,4,26,3,142
UCL322005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,6,27,18,4,27,0,102
UCL322006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,19,11,7,12,22,6,9,0,92
UCL322007,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,10,21,9,13,13,27,8,30,6,126
UCL322008,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,19,11,7,16,7,6,17,5,89
UCL322009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,7,9,12,15,30,8,35,10,129
UCL322010,0,0,0,0,0,3,0,0,0,11,0,0,0,4,4,0,0,0,0,7,6,18,13,8,19,9,3,8,3,81
UCL322011,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,10,16,38,26,19,40,36,6,32,6,226
UCL322012,0,0,4,0,0,0,0,5,0,8,0,0,0,0,3,0,0,0,0,4,10,10,15,3,19,21,3,25,0,115
UCL322013,4,4,3,0,3,4,0,0,0,16,0,0,0,0,3,0,0,3,0,10,26,27,31,25,43,35,6,33,0,234
UCL322014,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,4,8,16,9,8,14,10,5,15,5,88
UCL322015,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,15,16,28,26,16,23,12,4,22,3,156
UCL322016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,13,13,9,20,21,10,40,5,134
UCL322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,8,4,8,0,5,0,56
UCL322018,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,6,12,17,14,11,23,25,10,18,0,128
UCL322019,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,3,13,18,15,23,14,11,12,0,11,10,115
UCL322020,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,3,3,6,17,15,8,26,0,93
UCL322021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,0,13,0,44
UCL322022,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,9,6,8,3,16,18,3,8,10,80
UCL322023,0,0,0,0,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,20,19,26,15,30,18,5,28,4,154
UCL322024,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,8,0,0,0,9,15,28,26,22,44,44,13,32,6,224
UCL322025,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,17,3,10,0,51
UCL322026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,21,7,6,10,6,7,28,8,101
UCL322027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,14,0,23,0,50
UCL322028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,15,8,20,19,11,7,0,87
UCL322029,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,10,17,12,35,18,0,11,3,112
UCL322030,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,12,13,24,14,22,10,13,3,116
UCL322031,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,3,0,4,8,17,8,9,23,26,9,14,0,119
UCL322032,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,8,6,8,4,0,3,12,0,44
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,3,6,0,6,6,35
UCL322034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,7,10,14,10,8,35,11,5,25,0,127
UCL322035,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,12,8,16,16,7,10,14,8,64,3,154
UCL322036,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,13,18,25,27,10,39,37,8,27,6,199
