UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL422001,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,21,12,14,21,11,18,10,0,0,105,..,0,11,20,21,22,21,0,4,92,..,0,4,11,0,0,0,0,0,24,..,0,0,0,4,0,0,0,0,11,62,..,..,..,..,..,..,..,..,62,..,9,..,..,..,..,..,..,..,9,..,6,4,6,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,7,0,0,17,0,0,0,0,0,0,0,0,0,5,62,27,24,36,31,33,30,3,4,250
UCL422002,..,0,0,0,0,0,0,0,0,0,..,0,3,5,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,7,59,33,41,19,29,18,6,3,0,206,..,9,38,17,10,10,0,0,0,83,..,10,20,3,18,3,0,0,0,59,..,0,3,3,5,4,3,0,0,34,100,..,..,..,..,..,..,..,..,100,..,0,..,..,..,..,..,..,..,0,..,21,14,9,0,0,0,0,0,39,..,8,3,0,3,3,3,3,0,27,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,5,3,0,0,0,0,18,6,3,3,9,4,0,0,0,0,19,105,59,87,42,51,34,9,3,0,380
UCL422003,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,12,4,0,18,0,0,0,0,0,3,0,0,0,5,15,3,6,9,10,31,35,11,0,123,..,0,0,5,8,22,42,18,0,101,..,3,8,5,5,5,11,0,0,42,..,0,0,0,0,0,0,0,0,10,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,9,4,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,4,7,14,16,10,0,56,0,0,0,0,0,4,3,0,0,6,20,8,19,14,25,57,79,31,7,252
UCL422004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,3,5,7,0,26,0,0,5,3,0,0,0,0,0,10,11,11,7,9,12,20,13,14,4,107,..,0,0,8,4,16,19,4,0,63,..,3,3,6,4,9,0,0,0,22,..,0,0,0,0,3,0,3,0,11,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,16,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,8,..,0,0,0,12,21,23,14,0,67,0,0,3,3,0,3,0,0,0,16,24,17,17,21,29,53,49,22,4,234
UCL422005,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,12,3,0,21,0,0,0,0,4,0,0,0,0,6,20,3,14,8,10,12,26,10,3,99,..,0,8,7,3,17,26,9,5,68,..,0,3,0,3,4,0,0,0,22,..,0,3,3,0,0,0,0,0,6,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,17,3,3,40,0,0,0,0,4,3,3,0,0,7,35,6,21,17,19,25,49,13,6,189
UCL422006,..,0,0,0,0,0,0,0,0,6,..,0,5,4,0,8,13,13,0,46,0,0,0,0,0,0,0,0,0,3,17,10,12,16,26,27,45,17,5,178,..,0,11,18,26,33,42,12,0,142,..,0,4,3,12,5,9,0,0,32,..,0,0,0,3,0,3,0,0,12,39,..,..,..,..,..,..,..,..,39,..,4,..,..,..,..,..,..,..,4,..,9,5,5,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,12,..,4,6,10,9,18,28,15,6,83,0,0,0,0,0,0,4,0,0,9,39,21,29,35,55,60,84,30,8,347
UCL422007,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,8,3,3,18,0,0,0,0,0,0,0,0,0,6,7,3,8,8,7,26,25,10,0,97,..,0,3,9,7,22,25,5,0,79,..,0,0,4,6,0,7,0,0,22,..,0,0,0,4,5,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,3,3,0,0,0,0,9,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,0,0,0,8,..,0,0,0,3,13,13,12,3,52,0,0,0,0,0,0,0,0,0,6,24,10,13,19,23,53,49,23,4,208
UCL422008,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,7,5,6,0,19,0,3,0,0,0,0,0,0,0,3,28,25,24,21,18,30,24,14,0,193,..,0,16,28,21,35,28,19,0,155,..,8,14,11,3,5,4,0,0,42,..,0,9,3,4,6,0,6,0,22,78,..,..,..,..,..,..,..,..,78,..,16,..,..,..,..,..,..,..,16,..,23,3,0,3,0,0,0,0,34,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,3,..,3,0,3,8,13,13,5,0,44,0,3,0,0,0,0,0,0,0,5,78,58,42,47,37,57,52,31,8,407
UCL422009,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,7,13,6,22,0,0,0,0,0,0,0,0,0,0,13,7,11,7,7,21,18,23,6,105,..,0,11,6,15,25,22,23,0,99,..,6,4,0,0,6,4,0,0,16,..,0,0,3,4,0,0,0,0,3,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,0,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,..,0,3,0,5,7,8,14,8,44,0,0,0,0,0,0,3,0,0,4,24,16,21,13,22,35,38,41,13,214
UCL422010,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,10,0,0,0,0,0,4,0,0,0,3,31,8,11,23,30,25,30,10,3,173,..,0,13,33,29,43,35,19,5,185,..,0,3,5,6,7,4,0,0,27,..,0,0,0,3,0,0,0,0,0,68,..,..,..,..,..,..,..,..,68,..,12,..,..,..,..,..,..,..,12,..,7,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,10,0,0,20,0,0,0,0,0,4,0,0,0,6,68,20,18,42,46,65,51,30,5,334
UCL422011,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,4,8,9,0,20,0,0,0,0,0,0,0,0,0,0,5,3,0,5,15,11,31,16,0,97,..,0,4,4,8,14,37,20,0,84,..,0,3,3,0,3,0,0,0,16,..,0,0,4,9,4,0,0,0,10,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,4,5,0,6,3,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,5,..,0,0,4,6,12,13,10,0,51,0,0,0,0,0,0,0,0,0,0,24,9,8,11,30,34,58,33,5,213
UCL422012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,20,0,5,0,0,0,0,0,0,0,4,32,33,35,26,33,35,16,12,0,213,..,3,18,13,37,31,26,12,0,139,..,10,24,15,11,10,0,0,0,68,..,0,6,7,4,8,0,0,0,24,80,..,..,..,..,..,..,..,..,80,..,23,..,..,..,..,..,..,..,23,..,22,11,0,0,0,0,0,0,31,..,3,3,4,0,6,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,12,9,11,7,4,0,51,0,5,0,0,0,0,0,0,0,10,75,63,60,48,71,69,42,17,0,440
UCL422013,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,3,28,20,18,23,26,19,11,6,0,150,..,0,14,32,40,37,11,10,0,149,..,0,10,6,4,6,3,0,0,23,..,0,0,0,0,0,0,0,0,7,60,..,..,..,..,..,..,..,..,60,..,17,..,..,..,..,..,..,..,17,..,8,6,5,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,8,..,0,5,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,3,60,28,35,40,57,47,27,13,0,304
UCL422014,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,13,7,4,12,12,28,12,4,0,88,..,0,6,10,20,30,17,4,0,94,..,0,3,0,0,6,0,0,0,17,..,0,0,4,0,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,12,..,..,..,..,..,..,..,12,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,3,5,6,0,0,18,0,3,0,0,0,4,0,0,0,5,25,20,14,17,29,49,28,9,0,186
UCL422015,..,0,0,0,0,0,0,0,0,4,..,0,0,0,8,7,14,9,5,34,0,0,0,0,0,0,0,0,0,0,8,3,12,6,22,42,43,16,10,161,..,0,3,7,15,42,48,16,0,139,..,0,9,0,3,10,18,5,0,46,..,0,0,0,0,0,0,0,0,4,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,4,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,6,..,0,3,3,12,20,29,11,7,81,0,0,0,0,3,0,3,0,0,6,26,9,15,16,43,85,96,38,6,336
UCL422016,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,7,0,9,0,0,6,0,0,0,0,0,0,3,10,6,7,8,12,21,14,9,6,85,..,0,0,0,9,25,20,10,0,73,..,5,0,3,3,4,0,0,0,14,..,0,3,5,3,0,0,0,0,10,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,4,6,5,0,0,0,0,0,12,..,3,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,3,5,3,0,25,0,0,6,0,0,0,0,0,0,9,25,15,11,9,21,41,25,18,7,177
UCL422017,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,8,4,4,0,22,0,0,0,0,0,0,3,3,0,3,10,8,7,5,13,13,17,18,5,90,..,3,0,6,7,14,12,17,3,67,..,0,0,0,0,0,8,0,0,7,..,0,0,0,8,0,0,4,5,16,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,11,0,0,3,6,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,13,12,6,5,45,0,0,0,0,0,3,7,3,3,16,15,18,9,11,31,31,30,32,14,191
UCL422018,..,0,0,0,0,0,3,0,0,5,..,0,5,0,0,3,3,3,0,17,0,0,0,0,4,0,0,0,0,7,7,5,7,9,6,16,16,6,0,77,..,0,4,9,0,20,15,11,0,56,..,0,4,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,9,12,..,..,..,..,..,..,..,..,12,..,6,..,..,..,..,..,..,..,6,..,6,3,0,4,0,0,0,0,10,..,0,0,3,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,8,..,0,9,0,5,9,17,7,0,41,0,0,0,0,3,0,0,0,0,7,12,16,24,21,22,32,39,19,3,179
UCL422019,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,4,11,10,5,34,0,4,0,0,0,0,4,0,0,8,15,11,13,13,19,43,60,24,8,209,..,0,9,15,15,31,79,36,3,185,..,0,10,5,6,18,10,0,0,51,..,0,5,5,3,4,3,0,0,20,32,..,..,..,..,..,..,..,..,32,..,10,..,..,..,..,..,..,..,10,..,7,4,5,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,3,0,0,10,..,0,4,4,10,22,25,21,9,97,0,6,0,0,3,0,9,0,0,20,34,19,25,29,33,87,138,63,11,445
UCL422020,..,0,0,0,0,0,0,0,0,4,..,4,0,5,0,3,4,3,3,27,0,0,0,0,0,0,0,0,0,3,31,7,12,22,16,22,16,11,3,148,..,0,6,27,7,24,24,13,0,100,..,4,7,13,7,6,5,0,0,40,..,0,0,3,7,0,0,0,0,13,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,6,..,0,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,3,0,5,7,13,13,10,7,47,0,5,0,0,4,0,0,0,0,10,61,20,17,41,28,45,42,21,7,284
UCL422021,..,0,4,0,0,0,0,0,0,6,..,0,0,0,4,0,8,0,0,14,0,0,0,0,0,4,0,0,0,3,11,4,12,13,10,16,25,6,0,93,..,0,7,13,13,18,19,7,0,86,..,0,3,9,0,0,0,0,0,16,..,0,4,0,3,0,0,0,0,5,31,..,..,..,..,..,..,..,..,31,..,4,..,..,..,..,..,..,..,4,..,4,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,0,0,0,0,11,..,5,0,0,8,4,14,3,0,31,0,0,0,0,0,4,0,0,0,5,31,12,17,23,29,32,40,11,3,195
UCL422022,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,40,40,36,22,19,12,3,0,4,175,..,14,24,20,12,13,3,0,4,83,..,0,0,0,8,0,0,0,0,12,..,0,8,5,9,4,0,0,0,23,72,..,..,..,..,..,..,..,..,72,..,7,..,..,..,..,..,..,..,7,..,23,8,0,0,0,0,0,0,31,..,30,14,12,12,0,6,0,0,73,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,76,73,64,41,38,19,5,3,6,319
UCL422023,..,0,0,0,0,0,0,0,0,5,..,5,0,0,3,8,0,4,0,16,0,0,0,0,0,0,0,0,0,4,23,6,6,21,21,13,13,9,0,119,..,0,10,10,12,17,19,8,0,80,..,0,5,0,7,0,4,0,0,15,..,0,0,12,4,0,0,0,0,17,43,..,..,..,..,..,..,..,..,43,..,4,..,..,..,..,..,..,..,4,..,13,4,0,0,0,0,0,0,14,..,0,0,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,3,0,0,0,6,..,0,0,0,0,13,5,5,0,37,0,0,0,4,0,0,0,0,0,9,46,26,25,28,36,42,31,19,0,248
UCL422024,..,4,0,0,0,0,0,0,0,7,..,0,3,3,0,4,0,0,0,10,0,5,0,4,0,0,0,0,0,8,23,30,19,24,12,11,3,0,0,130,..,18,19,23,10,0,0,0,0,65,..,9,0,0,3,0,6,0,0,17,..,4,5,5,5,6,0,0,0,17,46,..,..,..,..,..,..,..,..,46,..,0,..,..,..,..,..,..,..,0,..,10,9,0,0,0,0,0,0,17,..,20,9,8,6,6,6,3,0,52,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,4,0,0,0,10,..,0,5,3,0,3,0,0,0,8,0,6,0,3,0,0,0,0,0,16,49,62,47,44,26,20,4,3,0,250
UCL422025,..,0,0,0,0,0,0,0,0,0,..,0,0,4,5,4,11,12,17,45,0,0,0,0,0,4,0,0,0,3,22,8,19,9,12,25,24,15,15,155,..,0,17,11,9,26,33,16,5,113,..,0,5,0,4,0,4,0,0,14,..,0,0,0,0,0,0,0,0,10,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,10,3,0,0,6,0,0,0,16,..,0,0,0,0,4,5,0,0,9,..,0,0,0,0,0,3,0,0,4,..,4,0,0,0,0,0,0,0,4,..,0,4,6,4,12,14,14,18,75,0,0,0,0,0,4,3,0,0,7,46,25,33,20,25,42,59,33,25,298
UCL422026,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,8,0,4,0,0,0,0,0,0,0,6,55,19,32,23,26,23,15,6,4,202,..,0,38,31,37,44,16,10,3,177,..,6,12,10,5,5,7,3,0,39,..,0,5,5,8,0,0,0,0,12,88,..,..,..,..,..,..,..,..,88,..,11,..,..,..,..,..,..,..,11,..,18,9,0,0,0,0,0,0,28,..,0,0,0,0,0,6,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,6,0,3,6,3,3,0,20,0,3,0,0,0,3,0,0,0,9,93,43,68,43,57,52,31,13,3,401
UCL422027,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,5,4,10,5,6,8,3,0,0,32,..,0,0,3,0,0,0,0,0,5,..,0,7,7,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,3,0,0,14,3,0,0,23,0,0,0,0,3,0,0,0,0,7,5,3,15,9,9,19,4,0,0,59
UCL422028,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,7,0,6,3,19,0,0,0,0,0,0,0,0,0,7,8,7,12,14,6,23,20,10,4,102,..,0,10,10,5,31,31,9,3,100,..,0,8,4,0,3,3,0,0,28,..,0,0,0,3,0,0,0,0,0,32,..,..,..,..,..,..,..,..,32,..,9,..,..,..,..,..,..,..,9,..,10,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,5,7,9,12,5,3,39,0,0,0,0,0,0,3,0,0,9,29,14,23,26,17,47,47,15,8,223
UCL422029,..,0,5,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,34,28,37,17,13,7,0,0,0,151,..,5,29,12,15,8,0,3,0,81,..,6,15,0,3,0,0,0,0,27,..,3,8,3,0,0,0,0,0,17,67,..,..,..,..,..,..,..,..,67,..,10,..,..,..,..,..,..,..,10,..,10,4,3,3,0,0,0,0,14,..,6,5,3,5,3,0,0,0,22,..,3,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,8,..,0,0,0,8,5,0,0,0,8,0,3,0,4,0,0,0,0,0,9,72,50,67,28,30,17,4,3,0,268
UCL422030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,12,11,4,40,0,0,0,0,4,0,0,0,0,4,22,7,10,9,18,25,31,18,4,144,..,0,8,3,13,27,33,4,0,85,..,9,3,3,4,3,0,3,0,32,..,0,10,5,3,3,0,0,0,21,48,..,..,..,..,..,..,..,..,48,..,6,..,..,..,..,..,..,..,6,..,6,9,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,7,7,12,32,13,5,73,0,0,0,3,0,0,0,0,0,9,48,20,26,29,28,48,63,28,5,293
UCL422031,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,6,4,4,0,18,0,0,0,3,0,0,0,0,0,4,17,22,7,15,18,32,30,10,4,150,..,0,4,13,11,25,34,17,0,104,..,3,6,0,10,12,5,0,0,34,..,0,0,5,5,0,0,0,0,14,37,..,..,..,..,..,..,..,..,37,..,13,..,..,..,..,..,..,..,13,..,12,3,3,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,6,0,0,0,12,..,0,0,0,12,9,11,10,0,49,0,0,0,3,0,0,0,0,0,3,37,27,16,27,42,59,51,25,6,295
UCL422032,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,4,30,13,15,23,14,33,20,7,0,143,..,0,11,38,18,40,27,3,0,141,..,0,0,7,12,5,0,0,0,24,..,0,6,0,5,0,0,0,0,7,55,..,..,..,..,..,..,..,..,55,..,22,..,..,..,..,..,..,..,22,..,8,6,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,7,0,3,0,20,0,0,0,0,0,0,0,0,0,6,58,32,27,47,37,53,30,7,3,299
UCL422033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,6,0,5,0,0,0,0,4,0,0,0,0,3,13,21,0,5,24,24,7,5,6,107,..,0,0,3,25,38,19,5,4,93,..,5,0,0,6,4,0,0,0,21,..,0,0,0,7,0,0,0,0,11,21,..,..,..,..,..,..,..,..,21,..,14,..,..,..,..,..,..,..,14,..,10,4,5,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,6,4,4,3,0,27,0,5,0,0,4,0,0,0,0,9,21,42,6,11,44,51,23,7,0,223
UCL422034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,18,6,21,8,27,29,23,6,6,137,..,0,16,10,29,44,29,18,3,150,..,0,10,0,3,5,5,0,0,30,..,0,0,0,6,0,0,0,0,10,44,..,..,..,..,..,..,..,..,44,..,8,..,..,..,..,..,..,..,8,..,8,0,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,7,0,0,25,0,0,0,0,0,0,3,0,0,4,44,30,40,15,43,64,42,17,7,299
UCL422035,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,10,0,3,0,19,0,0,0,0,0,0,0,0,0,3,46,22,32,29,26,31,22,6,0,212,..,0,27,28,35,31,19,20,0,160,..,3,13,11,4,3,5,0,0,41,..,0,0,8,0,0,0,0,0,12,101,..,..,..,..,..,..,..,..,101,..,22,..,..,..,..,..,..,..,22,..,20,5,0,4,0,0,0,0,21,..,4,5,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,14,..,0,0,8,4,13,8,3,0,37,0,0,0,0,0,0,0,0,0,3,98,52,51,48,52,57,35,22,3,418
UCL422036,..,0,0,0,0,3,0,0,0,4,..,0,3,0,4,3,12,5,3,28,0,0,0,0,0,0,0,0,0,3,39,16,19,20,26,27,24,14,3,199,..,0,17,20,11,24,44,14,0,136,..,0,7,8,13,5,0,0,0,40,..,0,7,6,3,4,5,4,0,27,86,..,..,..,..,..,..,..,..,86,..,6,..,..,..,..,..,..,..,6,..,13,5,8,0,0,0,0,0,31,..,0,0,0,0,3,0,0,0,7,..,6,0,0,0,0,0,0,0,3,..,5,0,0,0,3,0,0,0,13,..,0,4,8,13,16,20,10,3,78,0,3,0,5,0,0,0,0,0,13,81,37,39,51,50,66,64,33,3,432
