UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,145,328,10,17,24,356,405,566,1328,34746,20776,5537,61059,2443,2186,4626,65687,36215,1025,102931
UCL302001,45,98,0,3,3,101,109,174,390,8739,6864,1727,17340,590,620,1207,18548,9464,295,28307
UCL302002,18,51,0,0,0,50,23,65,144,3675,3257,772,7702,191,232,421,8125,3735,120,11978
UCL303001,3,19,3,3,4,22,38,62,127,2604,1982,261,4840,226,206,430,5266,2476,96,7840
UCL303002,11,22,3,0,3,26,29,31,86,1652,1272,179,3096,129,145,275,3372,2018,62,5445
UCL303003,14,25,0,6,6,30,34,52,119,3046,1950,323,5320,228,219,446,5766,2790,103,8657
UCL311001,5,4,0,0,0,8,21,23,51,754,692,83,1531,87,94,179,1711,1239,39,2987
UCL311002,5,14,0,0,0,11,33,25,70,675,705,94,1477,83,76,159,1631,1284,40,2958
UCL311003,13,15,0,0,0,17,22,18,58,1343,857,129,2328,88,80,166,2492,1126,37,3658
UCL311004,3,13,0,0,0,14,22,25,60,1058,742,123,1922,97,90,183,2102,1213,42,3361
UCL312001,4,3,0,0,0,5,11,3,20,166,148,57,370,12,15,33,402,407,11,821
UCL312002,8,6,0,0,0,14,6,14,27,520,373,71,957,82,71,156,1117,673,18,1807
UCL312003,0,0,0,0,5,3,14,8,27,247,281,35,563,42,48,92,660,713,18,1388
UCL312004,0,5,0,0,0,3,8,7,20,306,284,80,669,18,34,57,721,445,10,1179
UCL313001,0,6,0,0,0,4,5,4,10,162,111,16,287,11,9,22,316,120,8,441
UCL313002,0,0,0,0,0,5,0,4,7,131,116,18,269,12,8,16,287,160,10,450
UCL313003,0,4,0,0,0,4,3,7,13,160,143,29,336,15,18,37,367,235,10,613
UCL313004,0,3,0,0,0,3,0,10,12,221,115,29,357,7,16,21,381,104,10,497
UCL313005,0,0,0,0,0,0,0,9,15,207,143,41,390,27,22,47,441,235,9,686
UCL313006,0,6,0,0,0,6,8,8,22,250,316,41,607,25,21,46,658,609,17,1283
UCL313007,0,0,0,0,0,0,4,0,4,117,55,7,182,3,4,10,187,74,0,263
UCL313008,0,4,0,0,0,4,5,0,9,117,140,20,277,9,11,16,293,240,0,533
UCL313009,6,7,0,0,0,7,11,8,23,344,118,36,495,31,17,51,540,315,9,876
UCL313010,0,0,0,0,0,5,6,7,15,191,183,34,405,23,22,46,457,323,11,794
UCL313011,0,5,0,0,0,5,0,4,8,217,153,65,435,28,31,58,491,324,4,825
UCL313012,0,0,0,0,0,0,0,5,7,262,211,35,508,20,14,34,543,222,12,782
UCL314001,0,0,0,0,0,0,0,5,8,104,107,14,231,10,7,17,249,153,4,410
UCL314002,0,0,0,0,0,0,4,3,7,116,71,15,206,3,10,15,214,143,3,368
UCL314003,4,5,0,0,0,5,6,4,13,103,121,27,257,11,24,32,292,271,5,566
UCL314004,0,0,0,0,0,0,0,0,6,86,86,8,183,11,10,21,201,125,8,330
UCL314005,0,0,0,0,0,0,6,0,3,88,39,9,135,7,0,5,139,69,0,210
UCL314006,0,0,0,0,0,0,5,0,5,104,98,12,210,12,12,19,232,141,0,375
UCL314007,0,0,0,0,0,0,3,4,8,143,78,18,240,14,18,30,269,145,9,420
UCL314008,0,0,0,0,0,0,0,5,5,72,66,8,146,7,3,9,157,132,11,303
UCL314009,0,5,3,0,3,6,3,6,11,130,77,23,230,10,6,22,246,116,0,370
UCL314010,0,0,0,0,0,0,0,5,5,67,75,25,170,9,12,21,188,148,7,348
UCL314011,0,0,0,0,0,0,0,0,6,75,58,11,147,3,3,11,160,60,4,224
UCL314012,0,0,0,0,0,0,0,4,3,114,82,3,202,5,11,17,217,107,3,330
UCL314013,0,4,0,0,0,3,3,6,15,79,90,9,182,21,18,37,221,183,6,410
UCL314014,0,5,0,0,0,5,0,4,10,58,33,11,99,8,9,13,119,59,6,181
UCL314015,0,0,0,0,0,0,0,0,9,71,46,7,126,0,4,10,139,87,0,227
UCL314016,0,7,0,0,0,3,9,3,15,119,81,15,218,24,12,32,248,228,13,490
UCL314017,0,0,0,0,0,0,0,0,0,154,45,7,205,9,5,13,220,36,3,259
UCL314018,0,0,0,0,0,0,0,0,0,90,40,9,140,6,0,8,150,40,0,188
UCL314019,0,0,0,0,0,0,6,0,4,87,49,19,158,0,0,4,156,70,0,228
UCL314020,0,0,0,0,0,0,6,0,4,104,53,9,168,7,11,12,186,96,0,276
UCL314021,4,4,0,0,0,5,0,8,16,99,121,37,252,5,8,14,265,186,7,461
UCL314022,0,0,0,0,0,0,0,3,4,70,83,21,173,6,3,9,179,117,8,307
UCL314023,0,0,0,0,4,3,0,3,4,129,96,16,236,15,15,30,268,120,4,388
UCL315001,0,0,0,0,0,0,0,0,0,5,9,0,19,0,0,0,16,16,0,35
UCL315002,0,0,0,0,0,0,0,0,0,38,28,0,63,0,0,0,65,13,0,77
UCL315003,0,0,0,0,0,0,0,0,0,15,5,0,22,0,0,0,26,22,0,43
UCL315004,0,0,0,0,0,0,0,4,4,5,3,0,7,0,3,4,12,79,4,91
UCL315005,0,0,0,0,0,0,0,0,0,13,4,0,22,5,0,12,28,24,6,59
UCL315006,0,4,0,0,0,4,0,0,6,35,11,6,50,8,0,9,60,29,0,93
UCL315007,0,0,0,0,0,0,0,0,3,40,36,12,79,6,4,9,89,82,10,181
UCL315008,0,3,0,0,0,3,0,0,3,71,22,3,103,11,6,16,120,60,0,176
UCL315009,0,0,0,0,0,0,0,0,0,30,34,0,68,5,0,5,71,61,0,135
UCL315010,0,4,0,0,0,4,0,4,12,31,32,11,79,4,0,0,81,56,3,145
UCL315011,0,0,0,0,0,0,3,0,3,5,3,0,9,0,0,3,16,13,0,29
UCL315012,0,0,0,0,0,0,0,3,3,52,33,3,94,10,5,15,112,77,7,196
UCL315013,0,0,0,0,0,0,0,0,0,33,27,9,64,0,3,0,68,34,0,104
UCL315014,0,0,0,0,0,0,0,0,0,9,7,3,16,0,0,0,18,27,0,47
UCL315015,0,0,0,0,0,0,0,0,0,24,14,5,41,0,0,7,47,36,0,78
UCL315016,0,0,0,0,0,0,0,0,0,30,20,6,52,0,3,3,62,40,0,103
UCL315017,0,0,0,0,0,0,3,3,3,32,30,5,64,3,0,3,70,51,3,124
UCL315018,0,0,0,0,0,0,3,0,3,19,16,0,31,5,5,7,41,116,0,156
UCL315019,0,0,0,0,0,0,0,0,3,13,12,3,25,4,0,5,32,44,0,74
UCL315020,0,0,0,0,0,0,0,0,0,32,21,4,52,0,3,4,54,24,0,82
UCL315021,0,0,0,0,0,0,0,0,0,16,11,3,34,0,4,6,36,39,0,73
UCL315022,0,0,0,0,0,0,4,3,6,26,14,9,47,8,0,6,50,46,5,101
UCL315023,0,0,0,0,0,0,0,0,0,13,12,4,23,5,0,5,29,24,0,50
UCL315024,0,0,0,0,0,0,0,0,6,22,14,3,42,6,3,7,51,32,4,84
UCL315025,0,0,0,0,0,0,5,6,7,11,26,3,46,0,7,7,50,64,6,113
UCL315026,0,0,0,0,0,0,0,0,0,36,56,15,107,0,4,4,110,69,3,187
UCL315027,0,0,0,0,0,0,0,3,8,11,18,5,39,0,6,5,44,41,3,83
UCL315028,0,0,0,0,0,0,0,0,0,6,13,6,28,0,0,0,28,22,0,48
UCL315029,0,0,0,0,0,0,0,0,0,16,13,0,28,0,0,0,32,13,0,48
UCL315030,0,0,0,0,0,0,0,0,0,9,5,4,15,4,4,4,19,64,0,83
UCL315031,0,0,0,0,0,0,0,0,0,47,23,3,78,3,0,3,76,18,0,93
UCL315032,0,0,0,0,0,0,0,3,7,66,66,13,141,7,0,9,149,89,3,243
UCL315033,0,0,0,0,0,0,0,4,4,6,14,0,16,0,0,0,18,30,4,53
UCL315034,0,0,0,0,0,0,0,0,0,23,27,3,51,0,0,3,53,16,0,63
UCL315035,0,0,0,0,0,0,0,6,3,37,37,7,85,4,4,11,89,60,6,156
UCL315036,0,0,0,0,0,0,0,0,0,15,18,0,37,0,4,6,48,29,0,80
UCL315037,0,0,0,0,0,0,0,0,0,37,43,11,93,0,3,3,99,69,0,170
UCL315038,0,0,0,0,0,0,0,0,0,14,13,0,29,0,4,4,33,9,0,42
UCL315039,0,0,0,0,0,0,7,0,3,14,13,0,22,0,0,0,22,52,0,71
UCL315040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
UCL315041,0,0,0,0,0,0,5,0,5,18,6,3,29,0,0,0,35,9,0,42
UCL315042,0,0,0,0,0,0,0,0,0,32,29,5,71,3,6,7,76,52,3,132
UCL315043,0,0,0,0,0,0,0,0,3,21,8,3,32,0,4,4,28,30,0,67
UCL315044,0,3,0,0,0,3,0,3,3,43,36,11,85,3,6,7,96,107,9,213
UCL315045,0,0,0,0,0,0,0,0,0,36,22,13,64,0,0,0,60,23,0,91
UCL315046,0,0,0,0,0,0,0,0,3,15,20,10,46,6,0,5,52,32,0,89
UCL315047,0,0,0,0,0,0,0,0,0,14,16,3,35,7,0,9,44,29,0,79
UCL315048,0,0,0,0,0,0,0,0,0,7,3,5,19,0,3,3,24,40,0,63
UCL315049,0,0,0,0,0,0,0,6,3,16,37,5,61,3,0,4,61,43,6,110
UCL315050,0,0,0,0,0,0,3,0,9,38,65,13,115,3,12,18,129,159,0,293
UCL315051,0,3,0,0,0,3,4,0,5,52,65,9,129,0,4,0,127,89,0,221
UCL315052,0,0,0,0,0,0,0,0,0,34,20,6,56,0,0,0,56,49,0,100
UCL315053,0,4,0,0,0,4,0,0,3,46,31,3,80,0,0,3,84,27,0,110
UCL315054,0,0,0,0,0,0,0,0,0,50,37,0,90,6,11,16,105,147,5,261
UCL315055,0,0,0,0,0,0,0,0,3,14,24,4,42,4,9,9,50,90,0,142
UCL315056,0,0,0,0,0,0,0,0,5,20,21,3,42,0,0,0,44,47,0,94
UCL315057,0,0,0,0,0,0,3,0,3,36,56,12,103,4,0,5,111,47,0,156
UCL315058,0,0,0,0,0,0,0,0,0,33,30,0,69,3,9,6,73,28,3,103
UCL315059,0,0,0,0,0,0,0,0,0,21,15,4,40,3,0,3,46,20,0,62
UCL315060,0,0,0,0,0,0,0,0,0,27,21,0,47,0,0,3,52,7,0,62
UCL315061,0,0,0,0,0,0,0,0,0,12,3,3,22,0,0,3,27,5,0,30
UCL315062,0,0,0,0,0,0,0,0,0,24,14,0,38,3,0,3,35,25,0,66
UCL315063,0,0,0,0,0,0,0,0,0,18,12,0,33,0,0,0,34,22,0,60
UCL315064,0,0,0,0,0,0,0,0,4,21,14,3,38,0,0,8,46,27,0,73
UCL315065,0,0,0,0,0,0,0,0,0,13,8,0,26,0,0,3,26,22,0,49
UCL315066,0,0,0,0,0,0,0,0,0,34,24,10,68,0,0,4,70,48,0,117
UCL315067,0,0,0,0,0,0,0,0,3,20,29,4,52,3,6,7,59,54,0,120
UCL315068,0,0,0,0,0,0,0,4,4,19,29,7,58,4,0,6,62,42,4,105
UCL315069,0,0,0,0,0,0,4,9,7,29,16,0,40,12,3,10,58,79,4,147
UCL315070,0,0,0,0,0,0,0,0,7,19,14,3,33,5,0,5,35,32,0,68
UCL315071,0,0,0,0,0,0,0,0,0,13,7,3,22,0,0,0,22,19,0,41
UCL315072,0,0,0,0,0,0,0,0,0,16,4,5,20,0,0,0,26,9,0,29
UCL315073,0,0,0,0,0,0,0,0,5,28,18,8,51,3,5,6,58,71,0,126
UCL315074,0,0,0,0,0,0,0,0,5,33,25,7,59,8,7,11,73,119,3,197
UCL315075,0,0,0,0,0,0,0,0,0,13,12,3,28,0,0,3,31,12,0,42
UCL315076,4,4,0,0,0,4,0,4,7,72,59,15,142,9,3,16,161,119,11,287
UCL315077,0,0,0,0,0,0,0,3,3,13,16,10,40,4,4,9,46,134,3,187
UCL315078,0,0,0,0,0,0,0,0,0,41,44,3,90,0,0,0,90,44,0,133
UCL315079,0,0,0,0,0,0,0,0,0,13,27,8,47,0,0,0,50,31,3,86
UCL315080,0,0,0,0,0,0,0,0,0,34,38,5,81,0,0,0,82,28,4,117
UCL315081,0,0,0,0,0,0,0,0,5,75,61,10,148,0,4,7,151,52,0,208
UCL315082,0,0,0,0,0,0,0,0,0,4,17,3,19,0,0,0,19,19,0,39
UCL315083,0,0,0,0,0,0,0,0,0,8,5,0,17,0,0,0,17,9,0,26
UCL315084,0,0,0,0,0,0,0,0,0,18,14,6,35,9,0,11,47,32,0,84
UCL315085,0,0,0,0,0,0,0,3,3,47,43,17,105,11,7,19,125,82,3,207
UCL315086,0,0,0,0,0,0,7,0,8,14,27,16,57,5,4,10,66,126,8,203
UCL315087,0,0,0,0,0,0,0,0,0,19,18,4,41,0,0,0,47,15,0,58
UCL315088,0,0,0,0,0,0,0,0,0,48,31,10,87,9,5,13,100,71,7,172
UCL315089,0,0,0,0,0,0,0,0,4,39,25,0,67,13,3,14,87,56,6,143
UCL315090,0,0,0,0,0,0,3,3,7,36,63,5,100,3,9,13,115,95,4,214
UCL315091,0,3,0,0,0,3,4,6,13,73,18,8,101,0,0,0,103,67,5,177
UCL315092,0,0,0,0,0,0,0,0,0,7,12,0,21,0,0,4,21,40,0,66
UCL315093,0,0,0,0,0,0,0,0,0,5,16,3,23,0,0,0,23,26,5,51
UCL315094,0,0,0,0,0,0,0,0,0,26,23,4,57,3,4,7,59,39,0,103
UCL315095,0,0,0,0,0,0,0,0,0,25,21,3,49,0,0,7,49,46,4,103
UCL315096,0,0,0,0,0,0,0,0,0,46,30,9,81,4,4,6,87,30,0,113
UCL315097,0,0,0,0,0,0,0,3,0,26,12,9,51,0,5,8,56,24,3,84
UCL315098,0,5,0,0,0,5,0,3,4,66,14,4,89,3,0,3,92,9,3,101
UCL315099,0,0,0,0,0,0,0,0,5,51,31,7,86,5,0,5,91,35,0,128
UCL315100,0,0,0,0,0,0,0,0,0,14,12,5,22,0,0,0,27,20,0,45
UCL315101,0,0,0,0,0,0,0,0,0,23,18,0,49,0,0,0,52,9,0,60
UCL315102,0,0,0,0,0,0,0,0,0,16,20,0,39,0,3,4,40,42,0,88
UCL315103,0,0,0,0,0,0,0,0,0,19,16,0,35,0,0,0,35,17,0,52
UCL315104,0,0,0,0,0,0,0,3,3,24,32,4,64,0,0,4,64,47,3,113
UCL315105,0,0,0,0,0,0,0,0,0,9,6,0,13,0,0,0,12,8,0,20
UCL315106,0,0,0,0,0,0,0,0,0,32,21,6,51,3,3,4,59,30,0,93
UCL315107,0,0,0,0,0,0,0,3,3,19,36,5,64,3,3,7,65,54,0,127
UCL315108,0,0,0,0,0,0,3,0,4,16,13,3,30,10,4,11,42,87,0,131
UCL315109,0,0,0,0,0,0,0,0,0,14,11,0,28,0,0,0,28,20,0,49
UCL321001,0,0,0,0,0,0,0,0,0,5,8,4,16,0,0,0,20,15,0,36
UCL321002,0,0,0,0,0,0,0,0,4,11,12,0,26,0,0,0,32,18,0,50
UCL321003,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,10,4,18
UCL321004,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,13,0,22
UCL321005,0,0,0,0,0,0,4,0,4,10,4,0,14,0,0,0,14,9,0,19
UCL321006,0,0,0,0,0,0,0,0,0,12,17,5,27,0,0,0,33,36,0,63
UCL321007,0,0,0,0,0,0,0,0,0,20,9,4,32,4,0,4,34,18,0,56
UCL321008,0,0,0,0,0,0,0,4,4,7,4,0,14,0,0,0,16,17,4,31
UCL321009,0,0,0,0,0,0,0,0,6,17,8,6,31,0,0,0,33,16,0,53
UCL321010,0,0,0,0,0,0,0,0,0,10,8,3,23,0,0,0,26,13,0,43
UCL321011,0,0,0,0,0,0,0,0,0,8,3,0,13,4,0,4,10,9,0,19
UCL321012,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,10,18,0,28
UCL321013,0,0,0,0,0,0,0,0,0,3,3,0,14,0,0,0,14,6,0,13
UCL321014,0,0,0,0,0,0,0,0,0,12,4,0,11,5,0,5,18,7,0,24
UCL321015,0,0,0,0,0,0,0,0,0,7,11,0,20,0,0,0,20,17,0,38
UCL321016,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,20,0,32
UCL321017,0,0,0,0,0,0,0,0,0,13,3,0,19,0,0,0,22,9,0,34
UCL321018,0,0,0,0,0,0,0,0,0,7,5,0,18,0,0,0,18,12,6,25
UCL321019,0,0,0,0,0,0,0,0,0,17,9,5,23,0,0,0,29,16,0,41
UCL321020,0,0,0,0,0,0,0,0,0,10,11,0,24,0,0,0,24,15,0,39
UCL321021,0,0,0,0,0,0,0,0,0,5,12,0,13,0,0,0,13,11,0,28
UCL321022,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,5,0,13
UCL321023,0,0,0,0,0,0,0,0,0,7,6,0,10,0,0,0,10,7,0,24
UCL321024,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,8,16,0,23
UCL321025,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,8,0,17
UCL321026,0,0,0,0,0,0,0,0,0,6,6,4,14,0,0,0,10,0,0,17
UCL321027,0,0,0,0,0,0,0,0,0,18,9,5,30,0,0,0,33,12,0,43
UCL321028,0,0,0,0,0,0,0,0,0,21,4,0,22,0,0,0,24,10,0,39
UCL321029,0,0,0,0,0,0,0,0,0,9,13,3,21,4,0,3,25,11,0,40
UCL321030,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,11,27,0,35
UCL321031,0,0,0,0,0,0,0,0,0,18,20,4,38,4,0,0,38,27,0,64
UCL321032,0,0,0,0,0,0,0,0,0,17,13,10,41,0,3,3,44,17,0,69
UCL321033,0,0,0,0,0,0,0,0,0,14,19,0,30,0,0,0,35,15,4,57
UCL321034,0,0,0,0,0,0,0,0,4,23,14,3,33,4,0,3,36,39,0,80
UCL321035,0,0,0,0,0,0,0,0,0,18,19,3,38,0,0,0,43,40,0,88
UCL321036,0,0,0,0,0,0,0,0,0,3,5,3,18,0,0,0,18,13,0,29
UCL321037,0,0,0,0,0,0,0,0,0,7,12,8,30,0,0,0,30,14,0,43
UCL321038,0,0,0,0,0,0,0,0,0,4,17,0,22,3,4,4,30,20,4,50
UCL321039,0,0,0,0,0,0,0,0,0,7,8,3,21,0,0,0,21,10,0,30
UCL321040,0,0,0,0,0,0,0,0,0,4,9,0,13,0,0,0,14,9,0,20
UCL321041,0,0,0,0,0,0,0,0,6,13,12,0,20,5,0,5,22,15,0,44
UCL321042,0,0,0,0,0,0,0,0,0,5,12,0,19,0,0,3,16,13,0,32
UCL321043,0,0,0,0,0,0,0,0,0,9,8,3,21,0,0,0,21,7,0,29
UCL321044,0,0,0,0,0,0,0,0,0,9,10,9,22,0,3,7,25,49,0,81
UCL321045,0,5,0,0,0,5,0,0,3,11,4,0,15,0,0,0,15,11,0,29
UCL321046,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,6,0,12
UCL321047,0,0,0,0,0,0,0,0,0,13,13,3,26,0,0,0,30,12,0,45
UCL321048,0,0,0,0,0,0,3,0,3,4,4,0,4,0,0,0,4,18,0,24
UCL321049,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,4,7,8,0,16
UCL321050,0,0,0,0,0,0,0,0,0,15,14,0,26,0,0,0,27,21,0,49
UCL321051,0,0,0,0,0,0,0,0,3,3,10,0,14,0,0,0,14,25,0,42
UCL321052,0,0,0,0,0,0,0,4,3,10,6,5,15,5,0,5,24,56,4,82
UCL321053,0,0,0,0,0,0,0,0,0,11,0,3,16,0,0,0,13,17,0,31
UCL321054,0,0,0,0,0,0,0,0,0,6,6,0,12,0,0,0,12,8,0,22
UCL321055,0,0,0,0,0,0,0,0,0,13,9,0,22,0,0,0,20,19,0,42
UCL321056,0,0,0,0,0,0,0,0,0,3,19,0,24,0,3,0,28,24,4,55
UCL321057,0,0,0,0,0,0,0,0,0,0,7,3,11,0,4,4,8,18,6,32
UCL321058,0,0,0,0,0,0,0,0,0,6,11,3,23,0,0,0,27,17,0,45
UCL321059,0,0,0,0,0,0,0,0,0,6,3,3,13,0,0,3,17,10,0,28
UCL321060,0,0,0,0,0,0,0,0,0,0,3,0,11,4,0,4,12,15,0,32
UCL321061,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,10,9,0,24
UCL321062,0,0,0,0,0,5,0,4,7,10,4,0,19,21,0,22,34,56,14,100
UCL321063,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,18,20,0,30
UCL321064,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,8,12,0,20
UCL321065,0,0,0,0,0,0,0,0,0,12,10,7,20,3,0,7,27,26,0,54
UCL321066,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,14,0,19
UCL321067,0,0,0,0,0,0,0,0,0,3,4,3,13,8,0,8,21,30,0,50
UCL321068,0,0,0,0,0,0,0,0,0,12,7,0,27,0,0,0,23,13,0,37
UCL321069,0,0,0,0,0,0,0,0,0,6,11,0,18,0,3,4,20,17,0,40
UCL321070,0,0,0,0,0,0,0,0,0,4,11,3,16,0,0,0,19,13,0,32
UCL321071,0,0,0,0,0,0,0,0,0,7,8,0,14,0,0,0,16,0,0,16
UCL321072,0,0,0,0,0,0,0,0,0,9,9,0,17,0,0,0,17,8,0,24
UCL321073,0,0,0,0,0,0,0,0,0,6,8,0,17,0,0,0,17,11,0,29
UCL321074,0,0,0,0,0,0,0,0,0,12,12,0,21,5,0,5,22,10,0,35
UCL321075,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,10,12,0,21
UCL321076,0,0,0,0,0,0,3,10,10,7,3,0,16,3,0,3,23,34,10,58
UCL321077,0,0,0,0,0,0,0,0,0,6,4,0,11,0,0,0,7,4,0,15
UCL321078,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,13,0,0,16
UCL321079,0,3,0,0,0,3,3,4,9,21,12,7,38,6,0,0,43,53,10,102
UCL321080,0,0,0,0,0,0,0,0,0,14,9,8,27,0,0,0,29,19,0,44
UCL321081,0,0,0,0,0,0,0,0,0,9,8,6,14,0,0,0,14,7,0,24
UCL321082,0,0,0,0,0,0,0,0,0,9,3,0,16,0,0,0,16,13,0,27
UCL321083,0,0,0,0,0,0,0,0,3,15,13,7,31,3,4,3,37,44,0,80
UCL321084,0,0,0,0,0,0,0,0,0,4,5,5,17,0,0,0,20,7,0,25
UCL321085,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,14
UCL321086,0,0,0,0,0,0,0,6,6,8,3,0,13,12,0,9,20,16,6,39
UCL321087,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,13,4,0,13
UCL321088,0,0,0,0,0,0,0,0,0,8,9,3,24,0,4,9,33,29,4,61
UCL321089,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,5,7,13,0,11
UCL321090,0,0,0,0,0,0,0,0,0,8,12,6,23,0,0,0,23,9,0,31
UCL321091,0,0,0,0,0,0,3,0,3,0,6,0,7,0,0,0,7,16,0,22
UCL321092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
UCL321093,0,0,0,0,0,0,0,0,0,4,3,0,10,0,6,6,11,14,0,22
UCL321094,0,0,0,0,0,0,0,0,0,8,7,0,14,0,0,0,14,12,0,27
UCL321095,0,0,0,0,0,0,0,0,0,19,11,0,28,0,0,0,28,12,0,40
UCL321096,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,8,13,0,24
UCL321097,0,5,0,0,0,5,0,0,5,8,12,0,21,0,3,5,26,19,0,41
UCL321098,0,0,0,0,0,0,0,0,0,6,6,4,7,0,0,0,13,6,0,18
UCL321099,0,0,0,0,0,0,0,0,0,3,9,0,18,0,5,5,17,17,0,40
UCL321100,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,9,5,0,16
UCL321101,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,3,11,18,0,28
UCL321102,0,0,0,0,0,0,0,0,0,11,0,5,18,0,0,0,16,11,0,29
UCL321103,0,0,0,0,0,0,0,0,0,5,8,0,20,0,0,0,23,13,0,39
UCL321104,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,4,0,13
UCL321105,0,0,0,0,0,0,0,0,0,14,12,0,23,0,0,0,23,9,0,31
UCL321106,0,0,0,0,0,0,0,0,4,20,13,3,35,0,0,0,35,20,0,53
UCL321107,0,0,0,0,0,0,0,0,0,4,6,0,15,0,0,0,15,17,0,32
UCL321108,0,0,0,0,0,0,3,0,3,0,5,0,7,0,0,0,11,14,0,23
UCL321109,0,0,0,0,0,0,0,0,4,12,5,0,26,0,0,0,25,0,0,24
UCL321110,0,0,0,0,0,0,0,0,0,6,11,0,23,0,0,0,18,14,0,32
UCL321111,0,0,0,0,0,0,0,0,4,13,10,4,16,0,0,6,19,15,0,41
UCL321112,0,0,0,0,0,0,0,0,3,22,20,3,48,6,3,10,58,86,4,145
UCL321113,0,0,0,0,0,0,0,0,0,12,3,0,15,0,3,4,16,7,0,28
UCL321114,0,0,0,0,0,0,0,0,0,6,11,0,16,4,3,3,21,32,0,48
UCL322001,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,6
UCL322002,0,0,0,0,0,0,0,0,0,7,3,0,7,0,0,0,10,3,0,14
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,9
UCL322004,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,6,0,17
UCL322005,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,8,4,0,8
UCL322006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
UCL322007,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,7,6,0,9
UCL322008,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,8
UCL322009,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,4
UCL322010,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,9,0,13
UCL322011,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,10,6,0,14
UCL322012,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,4,8,0,12
UCL322013,0,0,0,0,0,0,0,0,0,6,0,9,13,0,0,0,14,7,0,17
UCL322014,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,4,9,6,0,17
UCL322015,0,0,0,0,0,0,0,0,0,4,13,6,15,5,0,5,16,9,0,27
UCL322016,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,5,0,11
UCL322017,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,8,15,0,30
UCL322018,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,8,4,0,15
UCL322019,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,9,0,14
UCL322020,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,7,3,3,15
UCL322021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7
UCL322022,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4
