UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL214018,45,0,0,0,0,43,26,0,0,0,0,30,15,0,0,0,0,10,39,3,0,0,0,40,40,0,0,0,0,43,139,5,0,0,0,147,148,9,0,0,0,152,190,0,0,0,0,195,69,0,0,0,0,72,62,0,0,0,0,60,32,0,0,0,0,32,54,9,0,0,0,62,859,22,5,3,8,887
UCL214019,31,0,0,0,0,31,24,0,0,0,0,24,17,0,0,0,0,20,46,0,0,0,0,49,85,0,0,0,0,85,170,0,0,0,0,166,122,0,0,0,0,117,87,0,0,0,0,87,14,0,0,0,0,14,14,0,0,0,0,14,4,0,0,0,0,8,27,0,0,0,0,27,642,3,0,0,0,646
UCL214020,23,0,0,0,0,23,28,0,0,0,0,29,50,0,0,0,0,51,104,0,0,0,0,107,124,0,0,0,0,124,171,0,4,0,0,174,56,0,0,0,0,56,24,0,0,0,0,24,8,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,3,34,0,0,0,0,32,628,3,3,0,0,634
UCL214021,23,0,0,0,0,24,11,7,0,0,0,14,14,0,0,0,0,17,21,3,0,0,0,21,27,4,0,0,0,29,106,12,5,0,0,122,147,16,0,0,0,164,224,13,0,0,0,237,89,7,0,0,0,90,50,7,0,0,0,54,31,0,0,0,0,31,64,5,0,0,0,63,803,67,10,0,0,870
UCL214022,51,0,0,0,0,51,41,0,0,0,0,40,25,0,0,0,0,28,69,6,0,0,0,74,89,3,0,0,0,92,245,0,0,0,0,245,162,0,0,0,0,169,115,0,0,0,0,116,22,0,0,0,0,22,15,0,0,0,0,15,9,0,0,0,0,9,43,0,0,0,0,42,883,17,0,0,0,898
UCL215001,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,16,26,0,0,0,0,26,20,0,0,0,0,23,16,0,0,0,0,14,26,0,0,0,0,26,16,0,0,0,0,17,16,0,0,0,0,16,156,5,0,0,0,166
UCL215002,13,0,0,0,0,13,3,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,31,0,0,0,0,34,89,0,0,0,0,89,49,0,0,0,0,48,41,0,0,0,0,41,8,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,25,0,0,0,0,25,289,0,0,3,0,289
UCL215003,5,5,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,14,0,0,0,0,13,30,0,0,0,0,30,43,0,0,0,0,43,58,0,0,0,0,57,47,0,0,0,0,45,37,5,0,0,0,36,30,3,0,0,0,33,27,0,0,0,0,25,310,10,0,0,0,323
UCL215004,15,0,0,0,0,19,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,5,18,0,0,0,0,22,22,0,0,0,0,23,22,0,0,0,0,22,10,0,0,0,0,12,9,0,0,0,0,8,0,0,0,0,0,3,4,0,0,0,0,4,115,3,3,5,3,130
UCL215005,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,5,13,0,0,0,0,13,25,0,0,0,0,25,35,0,0,0,0,33,14,0,0,0,0,14,7,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,125,0,0,0,4,129
UCL215006,16,0,0,0,0,16,12,0,0,0,0,13,3,0,0,0,0,3,14,0,0,0,0,14,26,0,0,0,0,26,86,4,0,0,0,87,102,3,0,0,0,106,104,0,0,0,0,104,25,0,0,0,0,25,13,0,0,0,0,13,9,0,0,0,0,9,22,0,0,0,0,22,432,13,0,0,0,443
UCL215007,13,0,0,0,0,14,3,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,17,0,0,0,0,10,36,0,0,0,0,38,53,0,0,0,0,53,62,0,0,0,0,62,47,0,0,0,0,47,41,0,0,0,0,41,33,0,0,0,0,33,19,0,0,0,0,19,323,4,0,0,0,335
UCL215008,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,7,19,0,0,0,0,19,64,0,0,0,0,67,92,0,0,0,0,92,80,0,0,0,0,80,24,0,0,0,0,24,16,0,0,0,0,18,7,0,0,0,0,7,10,0,0,0,0,10,342,3,0,0,0,344
UCL215009,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,18,0,0,0,0,18,12,0,0,0,0,12,27,0,0,0,0,27,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,98,0,0,0,0,99
UCL215010,12,0,0,0,0,12,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,8,37,0,0,0,0,37,42,0,0,0,0,42,81,0,0,0,0,81,58,0,0,0,0,58,64,0,0,0,0,64,43,0,0,0,0,43,23,0,0,0,0,23,383,0,0,0,0,383
UCL215011,7,0,0,0,0,5,4,0,0,0,0,4,10,0,0,0,0,10,21,0,0,0,0,21,21,0,0,0,0,24,30,0,0,0,0,30,19,0,0,0,0,19,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,132,0,0,0,0,136
UCL215012,11,0,0,3,0,15,13,0,0,0,0,13,13,0,0,0,0,13,15,0,0,0,0,19,26,0,0,0,0,24,83,3,0,0,0,89,88,0,0,0,0,88,72,0,0,0,0,72,19,0,0,0,3,22,21,0,0,0,0,21,9,0,0,0,0,12,29,0,0,0,0,25,393,6,0,3,4,406
UCL215013,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,8,47,0,0,0,0,47,157,0,0,0,0,157,331,0,0,0,0,331,135,0,0,0,0,134,66,0,0,0,0,66,35,0,0,0,0,35,57,0,0,0,0,57,864,0,0,0,0,867
UCL215014,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,35,0,0,0,0,35,56,0,0,0,0,56,75,0,0,0,0,75,25,0,0,0,0,25,10,0,0,0,0,10,3,0,0,0,0,3,22,0,0,0,0,22,250,0,0,0,0,250
UCL215015,12,3,0,0,0,15,9,0,0,0,0,9,3,0,0,0,0,3,15,0,0,0,0,15,10,0,0,0,0,16,33,3,0,0,0,37,47,3,0,0,0,55,52,3,0,0,0,54,21,0,0,0,0,21,15,0,0,0,0,15,10,0,0,0,0,10,9,0,0,0,0,13,247,12,0,0,0,264
UCL215016,37,0,0,0,0,34,21,0,0,0,0,21,24,0,0,0,0,24,19,0,0,0,0,21,46,0,0,0,0,46,160,0,0,0,0,160,176,3,4,0,0,177,134,0,0,0,0,137,42,0,0,0,0,42,21,0,0,0,0,26,7,0,0,0,0,7,49,0,0,0,0,51,734,10,6,0,0,746
UCL215017,7,0,0,0,0,7,5,0,0,0,0,5,7,0,0,0,0,7,12,0,0,0,0,12,13,0,0,0,0,15,46,0,0,0,0,51,86,0,0,0,0,90,132,0,0,0,0,132,63,0,0,0,0,61,41,0,0,0,0,41,14,0,0,0,0,14,19,0,0,0,0,19,450,4,0,0,0,455
UCL215018,15,0,0,0,0,15,17,0,0,0,0,17,13,0,0,0,0,13,31,0,0,0,0,32,51,0,0,0,0,48,94,0,0,0,0,95,53,0,0,0,0,52,26,0,0,0,0,26,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15,332,3,0,0,0,341
UCL215019,16,0,0,0,0,13,3,0,0,0,0,5,0,0,0,0,0,0,13,4,0,0,0,20,22,4,0,0,0,23,64,3,0,0,0,70,61,3,0,0,0,70,44,10,0,0,0,55,19,6,0,0,0,16,7,3,0,0,0,8,3,0,0,0,0,4,24,0,0,0,0,25,278,32,0,0,0,316
UCL215020,10,0,0,0,0,10,9,0,0,0,0,16,14,0,0,0,0,14,28,0,0,0,0,29,25,0,0,0,0,25,17,0,0,0,0,17,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,126,0,0,0,0,131
UCL215021,7,0,0,0,0,4,7,0,0,0,0,6,8,0,0,0,0,8,21,0,0,0,0,21,27,0,0,0,0,27,56,3,0,0,0,60,26,0,0,0,0,26,22,0,0,0,0,22,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,195,4,3,5,0,204
UCL215022,31,0,0,0,0,31,27,0,0,0,0,27,33,0,0,0,0,33,92,0,0,0,0,92,100,0,0,0,0,100,104,0,0,0,0,104,60,0,0,0,0,60,42,0,0,0,0,42,15,0,0,0,0,15,5,0,0,0,0,10,4,0,0,0,0,4,29,0,0,0,0,27,544,0,0,0,0,547
UCL215023,0,0,0,0,0,0,5,0,0,0,0,10,12,0,0,0,0,12,23,0,0,0,0,23,26,0,0,0,0,26,40,0,0,0,0,40,26,0,0,0,0,26,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,156,9,0,0,0,164
UCL215024,15,0,0,0,0,18,7,0,0,0,0,7,12,0,0,0,0,12,33,0,0,0,0,33,35,0,0,0,0,34,44,0,0,0,0,45,16,0,0,0,0,16,15,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,193,0,0,0,4,198
UCL215025,14,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,5,0,0,0,0,5,31,0,0,0,0,31,33,0,0,0,0,33,27,0,0,0,0,27,11,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,15,150,0,0,0,0,147
UCL215026,8,0,0,0,0,8,4,0,0,0,0,4,6,0,0,0,0,7,15,0,0,0,0,13,18,0,0,0,0,18,34,0,0,0,0,34,39,0,0,0,0,37,18,0,0,0,0,23,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,158,0,3,0,0,163
UCL215027,7,0,0,0,0,6,3,0,0,0,0,3,16,0,0,0,0,16,22,0,0,0,0,22,24,0,0,0,0,24,28,0,0,0,0,28,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,129,0,0,0,0,129
UCL215028,13,0,0,0,0,16,23,0,0,0,0,17,3,0,0,0,0,8,26,0,0,0,0,30,31,0,0,0,0,34,95,0,0,0,0,95,78,0,0,0,0,77,49,0,0,0,0,49,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,27,0,0,0,0,27,369,4,8,5,0,380
UCL215029,39,0,0,0,0,39,9,0,0,0,0,9,18,0,0,0,0,18,15,0,0,0,0,15,31,0,0,0,0,35,72,3,0,0,0,77,86,4,0,0,0,90,76,0,0,0,0,79,30,0,0,0,0,30,24,0,0,0,0,26,20,0,0,0,0,19,33,0,0,0,0,35,445,15,0,0,4,466
UCL215030,13,0,0,0,0,13,17,0,0,0,0,17,22,0,0,0,0,22,37,0,0,0,0,37,32,0,0,0,0,32,29,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,172,0,0,0,0,172
UCL215031,11,0,0,0,0,11,12,0,0,0,0,11,14,0,0,0,0,14,36,0,0,0,0,31,24,0,0,0,0,24,28,5,0,0,0,29,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,140,3,0,0,0,145
UCL215032,14,4,0,0,0,16,14,0,0,0,0,15,20,4,0,0,0,20,35,5,0,0,0,35,45,0,0,0,0,42,97,0,0,0,0,97,61,0,0,0,0,61,33,0,0,0,0,33,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,340,10,0,0,0,350
UCL215033,20,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,16,0,0,0,0,16,92,0,0,0,0,92,118,0,0,0,0,118,202,0,0,0,0,202,84,0,0,0,0,84,52,0,0,0,0,52,21,0,0,0,0,21,27,0,0,0,0,27,641,0,0,0,0,641
UCL215034,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,10,20,0,4,0,0,21,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,84,0,3,0,0,92
UCL215035,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,11,15,0,0,0,0,16,42,0,3,0,0,49,51,0,0,0,0,51,81,0,0,0,0,81,26,0,0,0,0,26,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,268,0,6,0,0,277
UCL215036,9,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,33,0,0,0,0,33,37,0,0,0,0,37,56,0,0,0,0,56,27,0,0,0,0,27,10,0,0,0,0,10,3,0,0,0,0,3,12,0,0,0,0,12,203,0,0,0,0,203
UCL215037,3,0,0,0,0,6,10,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,5,16,0,0,0,0,16,56,0,0,0,0,57,56,0,0,0,0,57,28,0,0,0,0,28,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,22,229,0,3,0,0,228
UCL215038,8,0,0,0,0,12,5,0,0,0,0,9,3,0,0,0,0,9,19,0,0,4,0,17,22,0,0,0,0,22,57,0,0,0,0,57,31,0,0,0,0,34,20,0,0,0,0,20,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22,204,4,0,4,0,207
UCL215039,7,0,0,0,0,7,11,0,0,0,0,11,9,0,0,0,0,9,25,0,0,0,0,25,36,0,0,0,0,36,51,0,0,0,0,51,29,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,193,0,0,0,0,193
UCL215040,11,0,0,0,0,11,6,0,0,0,0,6,10,0,0,0,0,10,24,0,0,0,0,24,31,0,0,0,0,31,47,0,0,0,0,47,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,161,0,0,0,0,161
UCL215041,15,0,0,0,0,15,22,0,0,0,0,22,26,4,0,0,0,24,64,0,0,0,0,64,57,0,0,0,0,62,101,0,0,0,0,102,43,0,0,0,0,46,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,20,388,4,0,0,0,394
UCL215042,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,12,0,0,0,0,12,18,0,0,0,0,18,48,0,0,0,0,48,54,0,0,0,0,54,64,0,0,0,0,64,20,0,0,0,0,20,22,0,0,0,0,22,8,0,0,0,0,8,20,0,0,0,0,20,262,0,0,0,0,262
UCL215043,15,0,0,0,0,15,9,0,0,0,0,9,7,0,0,0,0,7,13,0,0,0,0,13,21,0,0,0,0,17,80,0,4,0,0,78,129,5,7,0,0,141,182,0,3,0,0,187,58,0,0,0,0,58,29,0,0,0,0,29,16,0,0,0,0,16,46,0,0,0,0,49,609,5,16,0,0,626
UCL215044,11,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,10,0,0,0,0,11,24,0,0,0,0,22,68,0,0,0,0,68,62,0,0,0,0,62,29,0,0,0,0,29,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,238,5,0,0,0,242
UCL215045,34,0,0,0,0,41,20,0,0,0,0,20,16,0,0,0,0,16,22,6,0,0,0,28,56,4,0,0,0,55,142,5,0,0,0,148,96,0,0,0,0,96,68,0,0,0,0,73,20,0,0,0,0,20,10,0,0,0,0,10,6,0,0,0,0,6,34,0,0,0,0,27,523,13,0,0,0,537
UCL215046,7,0,0,0,0,7,11,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,49,0,0,0,0,49,83,0,0,0,0,85,84,0,0,0,0,85,17,0,0,0,0,17,13,0,0,0,0,13,11,0,0,0,0,11,17,0,0,0,0,17,311,0,0,0,3,316
UCL215047,10,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,14,22,0,0,0,0,22,72,0,3,0,0,75,96,0,0,0,0,93,161,0,0,0,0,161,25,0,0,0,0,30,10,0,0,0,0,10,6,0,0,0,0,6,25,0,0,0,0,25,442,4,3,0,0,449
UCL215048,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,13,11,6,0,0,0,11,21,0,0,0,0,19,78,8,3,0,0,89,90,0,0,0,0,92,53,0,0,0,4,60,8,0,0,0,0,8,9,0,0,0,0,4,5,0,0,0,0,5,27,3,0,0,0,29,328,20,9,0,3,354
UCL215049,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,10,0,0,0,0,8,12,0,0,0,0,12,12,0,0,0,0,14,6,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,9,10,0,0,0,0,10,80,5,0,0,0,80
UCL215050,28,0,0,0,0,28,4,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,27,0,0,0,0,27,48,0,0,0,0,48,78,0,0,0,0,80,68,0,0,0,0,68,82,0,0,0,0,82,74,0,0,0,0,74,28,0,0,0,0,28,457,6,0,0,0,459
UCL215051,24,0,0,0,0,26,25,0,0,0,0,27,12,0,0,0,0,13,55,0,0,0,0,55,80,0,0,0,0,86,186,0,0,0,0,183,126,0,0,0,0,120,54,0,0,0,0,54,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,30,617,0,6,0,0,623
UCL215052,22,0,0,0,0,27,10,0,0,0,0,10,8,0,0,0,0,12,6,0,0,0,0,6,21,0,0,0,0,21,40,0,0,0,0,40,34,0,0,0,0,34,29,0,0,0,0,29,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,219,5,0,0,0,227
UCL215053,17,0,0,0,0,17,10,0,0,0,0,10,10,0,0,0,0,15,19,3,0,0,0,24,32,4,0,0,0,39,76,9,0,0,0,81,92,0,0,0,0,94,105,0,0,0,0,105,30,0,0,0,0,30,20,0,0,0,0,22,16,0,0,0,0,15,32,0,0,0,0,37,458,12,0,5,0,486
UCL215054,15,0,0,0,0,17,13,0,0,0,0,13,7,0,0,0,0,7,46,0,0,0,0,47,59,0,0,0,0,58,78,0,0,0,0,75,29,0,0,0,0,30,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,28,287,8,0,0,0,295
UCL215055,9,0,0,0,0,9,3,0,0,0,0,3,13,0,0,0,0,13,8,0,0,0,0,8,11,0,0,0,0,11,38,0,0,0,0,42,33,0,0,0,0,33,20,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,177,0,0,0,0,181
UCL215056,12,0,0,0,0,12,9,0,0,0,0,9,5,0,0,0,0,5,21,0,0,0,0,21,28,0,0,0,0,28,71,0,0,0,0,71,73,0,0,0,0,73,31,0,0,0,0,31,9,0,0,0,0,9,6,0,0,0,0,6,8,0,0,0,0,8,12,0,0,0,0,12,302,0,0,0,0,302
UCL215057,10,0,0,0,0,10,8,0,0,0,0,8,12,0,0,0,0,12,11,0,0,0,0,11,21,0,0,0,0,21,69,0,0,0,0,69,49,0,0,0,0,45,37,0,0,0,0,37,14,0,0,0,0,14,3,0,0,0,0,7,3,0,0,0,0,3,15,0,0,0,0,15,262,3,0,0,0,261
UCL215058,15,0,0,0,0,15,4,0,0,0,0,4,14,0,0,0,0,14,20,0,0,0,0,20,30,0,0,0,0,30,34,0,0,0,0,34,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,152,0,0,0,0,152
UCL215059,14,0,0,0,0,14,17,0,0,0,0,17,12,0,0,0,0,12,30,0,0,0,0,32,30,0,0,0,0,32,59,3,0,0,0,61,59,0,0,0,0,60,36,0,0,0,0,36,9,0,0,0,0,13,5,0,0,0,0,5,6,0,0,0,0,6,16,0,0,0,0,16,291,4,0,5,0,299
UCL215060,12,0,0,0,0,11,17,0,0,0,0,14,5,0,0,0,0,5,16,0,0,0,0,18,28,0,0,0,0,28,88,0,0,0,0,88,75,0,0,0,0,75,38,0,0,0,0,39,11,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,4,16,0,0,0,0,18,322,4,0,0,0,328
UCL215061,8,0,0,0,0,7,10,0,0,0,0,10,6,0,0,0,0,6,11,0,0,0,0,11,16,0,0,0,0,16,54,0,0,0,0,53,49,0,0,0,0,49,31,3,0,0,0,32,10,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,14,0,0,0,0,14,214,3,0,0,0,225
UCL215062,9,0,0,0,0,9,7,0,0,0,0,7,14,0,0,0,0,14,21,0,0,0,0,21,22,0,0,0,0,24,50,0,0,0,0,53,26,0,0,0,0,25,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,12,176,0,0,4,0,188
UCL215063,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,6,16,0,0,0,0,16,30,0,0,0,0,34,43,0,0,0,0,43,27,0,0,0,0,28,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,4,0,0,0,0,4,160,0,0,0,0,158
UCL215064,11,0,0,0,0,11,19,0,0,0,0,21,23,0,0,0,0,23,49,0,0,0,0,47,30,0,0,0,0,30,36,0,0,0,0,37,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,216,0,0,0,0,217
UCL215065,20,3,0,0,0,22,14,0,0,0,0,14,19,6,0,0,0,26,43,7,0,0,0,55,69,0,0,0,0,68,117,0,0,0,0,117,63,0,0,0,0,63,33,0,0,0,0,36,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,31,418,24,0,3,0,441
UCL215066,13,0,0,0,0,13,21,0,0,0,0,22,18,0,0,0,0,19,21,0,0,0,0,21,26,0,0,0,0,24,39,0,0,0,0,39,8,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,3,0,0,0,21,178,6,0,0,0,185
UCL215067,9,0,0,0,0,9,13,0,0,0,0,13,14,0,0,0,0,14,21,0,0,0,0,21,14,0,0,0,0,14,22,0,0,0,0,22,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,111,0,0,0,0,111
UCL215068,21,6,0,0,0,27,8,6,0,0,0,16,6,0,0,0,0,7,22,7,0,0,0,25,28,4,0,0,0,33,75,3,0,0,0,81,47,0,0,0,0,51,31,0,0,0,0,31,11,0,0,0,0,11,6,0,0,0,0,6,3,0,0,0,0,8,22,0,0,0,0,22,288,22,0,0,0,316
UCL215069,5,0,0,0,0,8,9,3,0,0,0,15,3,0,0,0,0,3,18,3,0,0,0,17,12,0,0,0,0,16,45,0,0,0,0,44,78,5,0,0,0,81,68,4,0,0,0,68,35,0,0,0,0,35,17,0,0,0,0,17,23,0,0,0,0,23,25,0,0,0,0,25,335,14,0,0,0,342
UCL215070,26,0,0,0,0,26,10,0,0,0,0,10,24,0,0,0,0,21,46,0,0,0,0,47,55,0,0,0,0,55,98,3,0,0,0,103,45,0,0,0,0,45,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,22,343,13,0,0,0,353
UCL215071,29,0,0,0,0,29,15,0,0,0,0,15,6,6,0,0,0,11,18,0,0,0,0,18,23,0,0,0,0,21,67,4,0,0,0,68,85,8,0,0,0,90,157,6,0,0,0,164,70,0,0,0,0,70,70,0,0,0,0,72,34,0,0,0,0,34,33,0,0,0,0,33,604,17,0,0,0,624
UCL215072,8,0,0,0,0,8,4,0,0,0,0,4,8,0,0,0,0,8,17,0,0,0,0,17,20,0,0,0,0,20,32,0,0,0,0,34,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,135,0,0,0,0,133
UCL215073,21,0,0,0,0,21,17,0,0,0,0,15,8,0,0,0,0,8,31,0,0,0,0,29,42,0,0,0,0,45,86,0,0,0,0,86,40,0,0,0,0,39,31,0,0,0,0,31,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,21,306,3,0,0,0,312
