UCL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL222090,11,3,3,5,4,12,5,5,0,46,50,20,20,34,30,48,27,8,4,245
UCL222091,7,0,0,0,3,4,0,0,0,21,94,41,40,46,48,63,41,21,4,412
UCL222092,5,0,0,9,10,0,6,0,0,29,100,27,30,61,53,42,34,5,0,355
UCL222093,13,10,5,9,4,8,5,8,4,64,62,42,26,39,42,77,80,48,9,432
UCL222094,5,0,6,0,9,8,8,6,0,45,61,23,33,28,40,66,62,25,5,348
UCL222095,3,0,0,0,0,0,0,0,0,15,32,21,27,17,19,28,32,10,0,187
UCL222096,3,0,0,0,0,6,10,0,0,30,91,30,42,61,69,51,54,10,3,418
UCL222097,11,7,5,6,4,8,0,0,0,39,70,56,44,34,45,52,16,13,7,333
UCL222098,5,4,0,0,0,5,0,4,0,21,79,27,26,53,55,61,38,21,8,362
UCL222099,5,0,5,6,3,0,0,0,0,26,51,14,39,24,21,40,17,12,0,217
UCL222100,3,4,0,0,9,6,5,8,0,40,16,18,9,10,44,53,43,40,5,240
UCL222101,14,4,0,4,5,3,0,6,0,39,75,28,30,38,31,39,34,19,3,285
UCL222102,3,3,4,3,9,13,0,3,0,34,75,42,45,49,54,85,47,25,0,421
UCL222103,0,3,0,0,4,5,3,8,0,22,45,32,6,23,40,28,20,23,0,222
UCL222104,12,8,7,0,3,11,9,3,3,59,57,34,34,34,24,47,47,18,11,300
UCL222105,0,4,0,0,0,3,9,3,6,25,26,24,27,26,26,38,33,15,5,221
UCL231001,7484,4975,4847,5718,6814,7225,5760,2781,763,46350,72617,45579,37655,46846,62773,72485,59700,25286,5963,428903
UCL279997,0,0,0,11,3,9,0,0,0,29,0,0,6,16,3,14,4,0,0,38
UCL299994,501,403,707,880,652,410,198,23,9,3785,1143,1131,1819,1736,1393,1074,613,152,29,9089
UCL301001,32816,23765,27308,23800,20712,15586,10686,6587,4327,165603,440294,306215,350151,332576,296180,240341,182994,100251,38897,2287896
UCL302001,9289,6808,8211,7238,7089,5823,4484,2906,1527,53365,106744,73862,84768,82686,81034,70408,60313,35171,12683,607665
UCL302002,3874,2722,2721,2943,3156,2803,2312,1594,1028,23156,47659,30569,30887,34832,37860,37136,35339,21596,8256,284131
UCL303001,3068,2271,2809,2460,2436,1967,1367,669,280,17328,29071,17941,20433,21104,22005,19170,14413,6802,2243,153181
UCL303002,1576,1176,1122,984,935,886,726,535,297,8233,20359,14557,15051,12769,12339,11866,10891,7326,3234,108398
UCL303003,3358,3333,3311,2790,2434,1720,1022,573,252,18794,33599,26014,25989,22864,22056,19341,14072,7322,2470,173724
UCL311001,938,588,626,500,556,504,436,371,201,4729,9276,6162,6340,5600,5957,6385,6198,4634,1830,52370
UCL311002,845,504,440,484,601,601,696,577,245,4990,8890,5166,4889,5498,6614,8222,10036,6389,2010,57722
UCL311003,1705,1169,1402,1393,1314,1135,592,368,187,9263,16159,9785,11063,10966,10516,9978,6835,3679,1477,80455
UCL311004,1214,871,912,842,801,678,402,237,139,6096,12441,8387,8807,7950,7601,7377,5557,3501,1538,63151
UCL312001,179,98,76,113,188,225,265,211,71,1427,1862,1271,925,1354,2108,3629,5208,3293,956,20612
UCL312002,754,422,471,489,474,368,181,121,53,3334,7562,4406,4936,4722,4668,4173,2585,1227,428,34703
UCL312003,419,244,208,219,237,241,225,142,88,2023,3456,2425,2041,2134,2585,3212,3525,2093,771,22237
UCL312004,360,199,222,240,199,193,122,89,57,1682,3894,2376,2661,2675,2668,2522,2047,1417,661,20918
UCL313001,200,156,319,222,218,160,99,28,7,1406,1845,1112,1830,1694,1500,1342,953,332,39,10646
UCL313002,163,93,72,106,107,139,149,77,38,947,2049,1041,1086,1367,1573,1835,2275,1401,372,13000
UCL313003,256,220,194,154,173,113,79,37,23,1236,2734,1625,1609,1421,1513,1324,1013,573,265,12082
UCL313004,345,220,272,292,205,192,78,36,32,1674,3554,1893,2239,2217,1763,1437,646,254,79,14089
UCL313005,321,146,157,199,137,99,48,27,11,1145,3067,1467,1688,1684,1187,1142,823,361,117,11534
UCL313006,379,237,209,181,193,162,147,98,74,1675,3488,2325,2225,2077,2259,2361,2394,1591,714,19435
UCL313007,116,65,56,80,98,60,65,37,22,596,2195,1124,849,1285,1416,1255,1272,676,180,10259
UCL313008,226,133,121,106,95,95,85,49,28,942,2039,1282,1391,1110,1076,1130,1129,677,310,10147
UCL313009,448,330,435,361,317,232,99,56,19,2304,4226,2456,3243,2558,2165,1826,890,460,114,17936
UCL313010,300,142,128,117,146,141,116,105,68,1266,2651,1626,1619,1313,1552,1781,1836,1280,455,14110
UCL313011,397,98,190,142,48,25,13,9,0,916,3651,1313,2245,1454,725,457,273,105,13,10240
UCL313012,280,202,249,242,287,293,143,94,51,1825,3430,2097,2058,2211,2453,2687,2145,1243,469,18789
UCL314001,169,106,102,101,107,86,96,61,58,885,1247,785,852,694,875,902,1005,668,321,7348
UCL314002,162,147,153,119,114,95,77,59,38,959,1307,942,1023,823,1014,1075,1050,682,281,8200
UCL314003,211,96,103,91,95,64,77,59,65,869,1639,902,870,921,986,960,945,629,273,8127
UCL314004,111,69,73,58,63,59,42,23,10,502,1228,693,822,737,681,660,629,348,137,5924
UCL314005,187,119,124,108,108,90,67,51,38,886,1204,717,815,815,717,639,393,245,115,5667
UCL314006,241,149,169,165,157,164,114,81,12,1257,1758,970,1275,1127,1153,1376,1123,623,211,9612
UCL314007,279,181,134,147,167,129,123,70,29,1260,1631,1079,821,837,981,949,935,590,210,8040
UCL314008,173,121,183,108,69,71,66,49,33,874,1406,745,1095,764,641,671,530,313,117,6292
UCL314009,219,111,89,117,125,66,38,13,4,778,2072,1097,1120,1122,1132,687,436,139,20,7832
UCL314010,114,101,129,80,73,51,41,29,12,629,1141,944,1462,800,657,643,570,437,198,6852
UCL314011,135,85,98,84,66,65,54,30,11,636,1194,645,685,687,592,637,534,324,136,5439
UCL314012,158,88,88,83,84,70,60,30,24,684,1308,727,760,761,783,756,560,279,108,6035
UCL314013,209,98,122,90,100,89,67,54,25,863,1362,764,968,752,820,907,774,531,290,7173
UCL314014,148,80,54,63,80,41,20,13,0,508,1307,721,669,863,797,582,385,191,62,5581
UCL314015,116,56,49,48,73,35,20,11,0,407,1300,627,614,799,800,662,488,185,32,5512
UCL314016,241,147,208,124,122,104,90,65,39,1139,1613,909,1281,872,992,957,894,763,290,8585
UCL314017,232,249,456,303,230,160,45,15,0,1698,2270,1108,1759,1625,1185,702,201,40,13,8899
UCL314018,93,46,39,57,57,26,4,3,0,331,1829,770,913,1233,1015,611,301,100,26,6797
UCL314019,78,49,41,49,55,46,34,13,13,375,952,532,554,635,687,633,561,328,167,5042
UCL314020,210,145,138,131,106,86,61,50,47,966,1407,932,915,878,773,733,488,280,116,6522
UCL314021,142,85,58,88,87,92,100,54,13,723,1547,946,737,983,1266,1317,1877,1039,212,9929
UCL314022,120,74,42,88,111,97,77,48,16,673,1296,700,530,859,1177,1275,1261,707,198,8001
UCL314023,163,74,85,98,128,117,86,33,22,802,2149,1070,1074,1249,1489,1390,868,344,88,9715
UCL315001,35,12,23,31,43,24,25,8,0,197,182,79,101,138,190,244,205,52,15,1205
UCL315002,32,25,21,28,33,15,3,0,0,155,580,311,301,387,389,328,215,69,12,2590
UCL315003,32,17,13,9,18,19,13,8,0,131,186,89,76,96,146,254,264,129,29,1277
UCL315004,67,25,35,22,13,9,4,0,0,172,265,195,192,142,156,105,44,5,0,1101
UCL315005,24,20,14,15,15,10,11,5,3,116,185,100,97,129,127,174,173,99,32,1113
UCL315006,77,20,16,19,11,18,4,0,0,173,388,196,167,149,119,101,47,8,0,1180
UCL315007,69,38,25,27,40,30,27,21,0,279,500,289,251,366,407,525,564,305,106,3309
UCL315008,141,126,159,142,100,76,28,4,3,788,1086,645,830,788,620,402,153,41,7,4567
UCL315009,38,24,29,16,19,16,21,23,27,228,394,260,295,246,272,367,413,287,186,2721
UCL315010,32,15,17,33,40,50,26,13,5,237,386,230,197,250,346,567,619,263,44,2908
UCL315011,11,9,0,6,9,32,33,23,8,139,69,35,40,49,129,331,544,261,55,1508
UCL315012,124,55,67,59,44,37,25,9,0,417,1351,472,674,634,483,382,286,96,26,4396
UCL315013,40,24,48,18,21,17,13,4,0,183,479,253,399,189,181,164,105,59,9,1839
UCL315014,18,14,9,10,13,30,35,16,5,154,129,71,89,76,121,253,281,153,63,1245
UCL315015,35,26,16,22,11,22,7,4,4,146,448,264,245,244,344,290,176,81,19,2107
UCL315016,50,46,22,36,40,24,7,6,0,240,812,419,388,481,474,308,186,64,20,3148
UCL315017,55,50,63,33,45,65,29,14,15,378,429,284,391,250,277,413,293,132,86,2551
UCL315018,47,6,3,3,0,3,0,0,0,64,419,207,161,126,120,106,33,16,5,1194
UCL315019,35,20,16,20,28,31,23,12,4,186,185,147,164,115,146,177,181,174,67,1361
UCL315020,58,25,39,33,16,29,12,11,3,224,506,216,326,285,212,248,142,98,46,2079
UCL315021,21,17,7,9,14,3,11,15,11,106,252,117,111,112,122,157,208,145,75,1299
UCL315022,83,50,72,45,32,56,28,10,0,369,568,332,439,337,260,321,180,64,22,2524
UCL315023,19,16,36,17,28,34,22,6,3,191,241,108,190,128,191,199,149,68,23,1301
UCL315024,47,39,30,31,39,33,27,12,4,265,347,195,184,220,239,257,234,102,13,1797
UCL315025,40,30,19,27,42,45,41,32,10,277,303,161,151,200,321,526,852,368,54,2921
UCL315026,46,31,34,36,40,32,41,34,66,353,574,364,305,422,447,427,467,318,168,3485
UCL315027,34,18,17,17,29,35,43,62,70,330,217,144,139,126,173,261,334,284,127,1808
UCL315028,24,8,17,12,13,16,14,3,0,102,300,144,196,171,185,140,143,47,11,1341
UCL315029,43,14,23,38,28,8,15,9,5,179,497,226,232,311,330,275,225,71,22,2193
UCL315030,27,0,17,6,5,14,0,0,0,69,433,256,244,159,137,109,34,6,4,1387
UCL315031,87,110,164,106,90,61,23,3,0,651,601,360,519,423,393,301,114,25,4,2738
UCL315032,101,47,52,77,77,60,68,44,35,570,878,384,460,524,540,751,760,424,140,4860
UCL315033,11,0,10,11,16,13,22,9,0,88,121,79,72,93,139,231,298,159,32,1230
UCL315034,18,17,9,16,25,13,12,7,0,108,256,99,118,144,182,153,115,41,8,1119
UCL315035,62,28,30,32,34,25,10,10,0,229,868,322,432,479,401,337,249,86,13,3193
UCL315036,44,40,29,32,21,30,32,22,9,257,261,206,186,163,194,214,244,167,52,1695
UCL315037,68,35,42,36,38,38,31,15,0,308,815,435,436,546,535,526,480,231,62,4065
UCL315038,41,18,21,29,16,19,4,7,0,163,513,226,223,299,276,284,144,57,12,2030
UCL315039,27,14,27,20,13,8,3,5,0,114,248,187,145,155,126,91,36,24,0,1022
UCL315040,15,79,92,49,41,57,35,9,0,379,78,418,648,212,150,146,85,19,0,1759
UCL315041,23,24,23,29,25,29,13,6,0,180,230,137,151,176,190,212,155,56,11,1306
UCL315042,46,47,27,24,43,38,22,30,12,289,431,291,244,253,330,393,406,231,129,2712
UCL315043,19,6,0,4,8,10,3,7,3,68,137,89,63,66,121,171,234,122,46,1042
UCL315044,95,62,58,49,64,65,51,39,18,496,685,446,436,393,499,633,544,450,250,4334
UCL315045,37,22,32,30,31,30,18,0,4,205,527,275,324,388,456,431,307,117,17,2862
UCL315046,62,37,41,55,38,35,18,21,6,318,452,222,371,397,228,252,239,129,64,2351
UCL315047,50,18,20,17,32,17,20,4,0,183,495,215,284,256,273,226,159,85,22,2012
UCL315048,19,19,11,17,34,19,24,14,4,159,245,126,100,151,256,296,320,136,28,1649
UCL315049,73,22,34,50,35,65,40,19,0,343,426,203,197,324,348,425,323,166,34,2456
UCL315050,76,54,48,33,40,51,47,35,22,407,728,460,421,391,433,467,528,367,174,3976
UCL315051,69,48,38,54,62,54,19,17,3,366,845,538,587,541,683,620,499,261,70,4635
UCL315052,55,37,43,39,51,29,24,13,3,298,680,407,401,459,479,413,429,236,42,3542
UCL315053,65,59,55,55,40,68,36,17,10,392,514,333,378,351,296,381,265,133,79,2738
UCL315054,92,60,41,53,52,39,31,31,18,410,838,471,415,418,462,526,450,233,59,3873
UCL315055,41,30,29,30,32,52,62,31,14,327,243,163,143,212,369,689,887,402,82,3193
UCL315056,25,13,15,17,12,17,34,32,30,189,313,148,117,165,208,245,268,177,77,1707
UCL315057,22,25,13,17,27,30,34,13,18,196,338,213,170,241,352,454,640,408,168,2976
UCL315058,63,46,64,63,69,40,16,4,0,374,1022,430,568,611,448,298,162,64,9,3615
UCL315059,23,18,15,7,16,10,5,10,0,108,328,194,145,217,232,129,107,127,40,1533
UCL315060,37,11,20,22,18,16,5,0,0,134,703,257,347,388,271,237,130,54,11,2392
UCL315061,35,109,212,116,100,65,15,0,0,646,370,236,455,332,278,179,31,0,0,1884
UCL315062,35,30,27,27,25,15,13,11,21,215,247,175,190,140,161,138,129,103,58,1349
UCL315063,25,11,28,14,17,18,13,10,4,142,253,124,178,152,170,172,156,125,34,1371
UCL315064,73,46,31,47,32,21,13,7,3,280,411,186,209,213,170,134,123,69,39,1554
UCL315065,6,18,8,6,14,19,16,10,6,103,132,109,86,75,124,162,159,106,79,1021
UCL315066,78,29,39,56,54,31,25,9,0,325,655,359,352,458,460,411,316,143,32,3191
UCL315067,44,21,11,15,31,24,33,14,0,192,375,215,160,197,309,396,432,177,31,2293
UCL315068,44,39,20,23,30,22,27,13,0,212,370,181,172,184,234,232,212,113,47,1744
UCL315069,85,43,43,47,63,72,55,31,7,446,336,226,181,219,333,457,442,219,66,2487
UCL315070,84,48,54,62,49,25,19,14,0,351,456,228,290,255,200,190,145,67,18,1843
UCL315071,13,3,11,22,14,28,6,7,0,97,228,96,98,157,134,175,104,41,6,1042
UCL315072,22,16,44,15,15,17,11,10,6,158,151,121,220,104,112,127,105,89,44,1066
UCL315073,44,33,21,30,32,23,24,13,6,221,372,219,190,161,216,259,270,174,94,1966
UCL315074,74,36,33,37,50,56,64,49,12,414,523,311,285,309,402,502,648,352,102,3438
UCL315075,11,14,15,18,16,35,23,3,3,137,122,57,96,126,143,262,262,108,28,1194
UCL315076,107,51,44,49,54,32,28,23,4,382,884,528,463,481,570,514,455,300,114,4319
UCL315077,64,19,33,14,23,14,8,0,0,168,659,334,318,226,243,203,91,19,0,2098
UCL315078,58,41,32,27,24,25,27,25,7,280,628,343,287,292,315,278,327,264,197,2933
UCL315079,22,14,9,19,22,19,13,8,3,136,282,152,135,201,263,313,245,114,23,1735
UCL315080,40,70,169,78,59,110,102,47,14,698,463,358,901,605,590,711,631,301,64,4624
UCL315081,55,35,35,40,36,38,24,25,13,297,660,394,341,378,434,433,376,293,128,3440
UCL315082,16,17,12,11,26,32,28,9,0,149,134,80,79,111,166,257,239,102,10,1176
UCL315083,6,11,3,13,17,17,4,0,0,74,155,134,92,136,169,203,109,32,9,1039
UCL315084,21,10,4,12,19,17,26,7,0,121,263,171,157,180,273,453,396,128,23,2044
UCL315085,76,53,46,26,47,38,32,38,50,402,622,406,348,338,343,392,341,196,84,3074
UCL315086,58,39,24,40,84,73,62,37,3,424,351,221,167,278,521,836,866,403,49,3698
UCL315087,15,20,5,10,19,25,12,4,4,102,553,356,159,293,472,444,299,114,23,2712
UCL315088,120,49,77,73,56,62,47,21,12,504,728,419,405,435,391,462,373,190,85,3487
UCL315089,77,41,49,30,34,42,22,16,17,329,541,312,366,261,295,318,246,128,45,2508
UCL315090,85,44,54,47,44,66,52,40,15,457,758,435,493,467,543,628,804,523,213,4873
UCL315091,56,49,29,42,33,34,19,4,0,272,757,426,417,381,328,287,141,48,12,2805
UCL315092,26,11,6,22,25,33,62,33,19,244,146,105,80,107,211,461,701,374,102,2274
UCL315093,9,4,0,5,8,4,10,7,10,56,119,70,66,68,106,145,195,143,48,957
UCL315094,31,21,17,14,14,20,28,8,4,153,376,170,159,219,273,401,505,216,28,2344
UCL315095,50,33,74,54,40,25,28,17,6,320,370,271,380,261,259,249,217,162,74,2252
UCL315096,82,63,64,61,71,61,31,22,4,460,815,439,525,425,458,451,285,123,46,3567
UCL315097,41,19,32,19,14,13,13,3,0,167,452,251,306,226,240,203,178,63,14,1927
UCL315098,121,86,130,93,74,66,18,6,0,594,1052,556,797,636,572,364,91,31,10,4097
UCL315099,76,49,34,40,42,31,14,0,0,286,1026,514,506,601,527,355,243,82,13,3864
UCL315100,16,19,8,16,17,9,20,7,3,121,260,152,138,169,162,175,175,61,9,1300
UCL315101,30,16,13,22,16,13,10,5,0,116,436,192,195,283,234,248,143,59,12,1796
UCL315102,33,22,16,7,22,29,24,27,9,181,252,172,166,131,202,253,282,240,87,1782
UCL315103,39,13,34,27,24,24,24,5,0,186,221,89,137,151,180,232,220,84,13,1323
UCL315104,20,233,626,417,190,55,29,9,3,1577,401,418,865,637,442,381,351,160,81,3734
UCL315105,9,8,7,8,14,32,28,20,0,116,90,40,61,63,114,320,464,176,30,1359
UCL315106,37,16,22,11,9,8,7,5,3,131,532,224,383,267,175,165,110,39,8,1897
UCL315107,44,20,28,23,36,21,12,5,0,192,555,238,466,329,323,302,245,108,30,2595
UCL315108,76,9,7,3,5,4,7,0,0,114,399,237,212,136,125,101,51,11,5,1273
UCL315109,14,5,4,9,7,15,15,9,0,81,147,84,71,100,139,167,209,109,30,1052
UCL321001,13,16,3,6,3,9,3,0,0,59,105,76,48,65,71,91,95,43,9,603
UCL321002,16,6,12,12,10,7,15,4,0,78,140,74,77,64,81,113,141,90,55,843
UCL321003,7,8,9,10,13,16,13,7,0,76,79,43,57,53,87,99,103,50,4,574
UCL321004,9,8,6,0,12,10,0,4,5,67,108,55,60,67,46,89,59,45,20,553
UCL321005,17,5,14,23,10,10,8,4,0,96,154,80,85,107,113,82,83,36,3,742
UCL321006,45,6,9,12,4,7,0,0,0,78,241,96,88,107,71,61,29,9,0,704
UCL321007,22,18,44,35,43,43,23,14,0,236,337,172,287,236,207,188,108,43,3,1590
UCL321008,19,8,13,16,31,23,16,10,0,137,113,62,51,76,140,210,235,107,9,998
UCL321009,32,16,13,23,23,24,13,23,10,183,224,132,151,133,166,154,126,113,40,1243
UCL321010,15,11,8,3,3,3,7,7,0,55,238,89,139,109,74,118,91,49,9,912
UCL321011,14,9,9,8,8,7,0,4,0,62,163,82,49,115,140,120,60,31,0,765
UCL321012,17,12,3,12,11,6,11,23,3,102,74,65,36,43,74,89,130,111,28,657
UCL321013,12,5,7,9,15,10,12,0,0,65,109,75,52,89,135,129,134,63,0,783
UCL321014,15,3,8,9,11,5,0,0,0,52,130,50,86,83,66,52,37,15,0,527
UCL321015,7,7,7,5,7,19,12,21,20,110,159,95,105,96,109,172,177,107,50,1064
UCL321016,9,0,4,0,7,4,8,7,0,43,75,43,37,44,56,96,163,76,19,606
UCL321017,8,3,10,4,12,11,10,6,0,59,187,89,77,111,119,184,134,81,6,988
UCL321018,15,3,18,9,14,10,5,7,0,75,170,51,88,99,93,98,81,33,4,715
UCL321019,19,3,8,19,17,7,8,0,0,80,264,95,100,181,152,129,77,18,4,1026
UCL321020,12,6,4,10,7,15,7,11,0,78,150,88,80,88,124,149,116,62,10,860
UCL321021,27,9,11,21,17,20,8,5,0,123,137,59,76,104,102,130,98,51,9,758
UCL321022,12,6,6,12,14,14,4,0,0,72,161,88,45,100,126,77,65,22,6,677
UCL321023,20,7,14,11,8,14,16,0,0,89,131,68,76,80,96,129,121,46,14,754
UCL321024,9,6,4,0,8,0,5,3,0,42,123,59,64,67,74,72,58,30,8,560
UCL321025,0,0,4,5,3,3,5,3,0,35,73,34,31,44,52,156,138,50,10,582
UCL321026,3,4,0,10,5,12,10,0,0,43,88,57,55,69,59,81,72,26,5,511
UCL321027,14,13,11,14,12,7,4,3,0,76,143,77,77,117,130,112,68,46,9,793
UCL321028,47,28,26,23,16,19,15,6,0,185,255,111,146,125,99,109,85,32,9,974
UCL321029,11,0,3,3,10,29,5,10,4,85,70,38,28,45,108,209,230,100,25,850
UCL321030,0,0,0,0,9,12,4,3,0,29,77,49,30,54,86,99,79,33,4,513
UCL321031,26,4,17,12,11,20,9,4,0,103,196,93,99,135,142,161,118,52,9,1021
UCL321032,39,23,13,26,46,18,13,6,0,187,387,217,134,217,336,325,255,109,6,1990
UCL321033,23,7,13,14,20,12,15,4,0,106,223,71,106,144,160,175,129,40,0,1046
UCL321034,28,10,8,4,15,17,6,0,5,84,266,113,122,112,138,155,121,61,31,1124
UCL321035,54,15,21,21,28,22,22,5,0,182,367,179,186,219,259,336,288,112,14,1956
UCL321036,23,10,18,13,18,12,6,3,0,108,240,107,163,137,157,120,100,38,9,1074
UCL321037,25,13,6,8,11,14,7,3,0,95,153,78,60,79,110,113,129,57,15,795
UCL321038,6,3,7,6,7,17,7,10,0,76,140,78,69,79,110,191,170,72,13,912
UCL321039,5,4,0,15,11,13,13,9,3,68,100,69,69,78,117,199,207,110,45,992
UCL321040,13,9,5,12,5,8,3,0,0,64,119,66,41,92,92,145,66,25,10,658
UCL321041,21,21,12,9,16,15,12,3,7,117,135,115,90,73,104,135,146,88,40,914
UCL321042,14,12,3,6,6,5,5,3,0,59,125,103,62,68,94,98,63,40,9,662
UCL321043,10,7,3,5,9,4,5,0,0,49,118,115,40,87,128,133,72,35,4,723
UCL321044,41,33,17,25,31,65,48,13,0,276,231,128,121,164,275,484,429,135,18,1995
UCL321045,25,12,8,15,9,13,0,0,0,88,262,110,120,200,162,129,76,24,3,1085
UCL321046,3,0,0,3,9,0,6,0,0,23,72,74,30,41,99,101,96,53,8,556
UCL321047,11,10,6,5,8,18,7,3,0,65,171,87,85,67,88,116,107,52,8,786
UCL321048,11,5,8,9,6,5,7,8,3,64,90,47,55,52,50,83,85,55,14,523
UCL321049,8,3,10,6,15,4,4,0,0,54,136,51,87,57,81,70,39,28,0,559
UCL321050,21,25,14,7,19,11,14,4,0,116,192,100,123,74,108,104,82,42,9,830
UCL321051,40,34,5,4,21,15,11,14,4,149,187,126,64,62,103,169,155,93,36,984
UCL321052,48,8,15,7,11,4,0,4,0,98,276,138,154,109,109,63,32,15,3,895
UCL321053,42,13,7,4,5,0,7,0,0,83,136,97,90,65,62,53,25,5,0,533
UCL321054,3,6,11,6,5,17,10,0,0,64,62,34,49,49,74,162,131,37,8,611
UCL321055,23,19,25,0,24,24,16,7,6,150,196,104,137,83,120,128,132,74,29,1004
UCL321056,14,8,12,11,8,4,9,12,4,84,142,59,79,72,91,115,94,79,26,760
UCL321057,16,4,5,9,17,9,9,14,7,87,124,41,60,51,86,126,118,85,46,734
UCL321058,27,16,8,15,17,14,8,7,0,101,196,102,105,130,113,118,129,61,20,980
UCL321059,15,14,13,14,9,16,5,0,0,82,239,141,92,140,196,168,132,42,10,1168
UCL321060,10,9,6,3,10,9,14,5,0,67,84,71,36,50,92,115,125,82,36,685
UCL321061,21,3,9,7,9,13,20,7,0,94,92,44,44,60,84,117,132,81,13,674
UCL321062,88,32,49,14,35,26,7,7,0,256,282,190,184,103,169,85,49,12,0,1079
UCL321063,11,6,12,8,21,22,9,0,3,81,156,101,68,97,156,169,133,70,11,968
UCL321064,14,15,0,10,23,21,19,7,3,121,51,56,36,30,89,135,137,68,15,624
UCL321065,20,13,9,12,9,21,5,10,0,102,227,123,102,135,177,229,169,102,15,1272
UCL321066,7,4,0,8,4,15,5,0,4,50,16,40,8,31,66,133,129,63,21,504
UCL321067,63,9,6,8,7,4,8,3,0,112,167,110,98,70,78,45,29,13,6,606
UCL321068,12,8,9,8,12,3,11,0,0,70,169,65,104,135,124,108,74,32,12,828
UCL321069,19,5,9,12,12,13,12,6,0,87,123,62,60,92,118,179,214,139,22,1014
UCL321070,24,6,6,14,9,12,5,5,6,80,148,64,69,107,86,95,84,31,8,696
UCL321071,6,3,8,10,4,11,11,3,0,49,101,65,60,63,93,96,79,39,3,597
UCL321072,12,4,11,10,9,4,5,0,0,61,215,98,103,111,132,89,83,27,10,860
UCL321073,18,10,21,7,11,17,6,5,0,94,122,67,132,87,115,174,115,50,8,872
UCL321074,19,10,14,14,11,7,8,8,7,102,159,89,88,89,91,109,121,66,23,835
UCL321075,29,12,3,15,12,12,9,0,0,89,303,133,123,185,202,133,92,32,4,1209
UCL321076,68,30,39,30,26,27,14,0,0,224,246,156,118,114,104,86,40,7,0,883
UCL321077,38,24,58,41,43,33,8,0,0,248,109,57,126,90,94,101,35,11,0,618
UCL321078,6,7,3,0,8,16,3,4,0,52,59,53,50,31,90,107,80,28,0,507
UCL321079,44,22,27,20,20,8,13,8,0,164,358,176,193,152,161,150,82,41,3,1326
UCL321080,23,119,269,226,91,53,24,18,0,828,383,258,461,430,292,271,218,87,14,2413
UCL321081,9,8,4,0,4,4,5,4,0,37,90,63,49,67,72,94,58,27,10,534
UCL321082,8,6,0,8,12,12,4,4,0,43,114,58,43,72,86,97,93,34,8,603
UCL321083,21,18,32,23,11,15,3,0,0,126,330,188,208,217,178,196,153,81,10,1565
UCL321084,11,10,7,4,15,10,16,6,3,86,88,66,57,72,108,150,155,68,14,780
UCL321085,6,5,0,0,8,12,16,9,0,53,16,19,18,15,37,160,244,59,13,576
UCL321086,66,14,22,14,12,8,4,4,0,145,138,91,78,98,101,59,32,9,0,606
UCL321087,9,18,15,5,5,9,9,3,0,71,99,66,39,76,79,89,93,55,5,600
UCL321088,19,15,4,11,17,16,13,5,0,102,121,83,66,54,112,125,131,69,27,786
UCL321089,4,6,7,0,12,27,17,18,0,104,50,15,20,34,68,132,127,56,12,518
UCL321090,8,3,3,8,5,7,14,3,0,57,171,69,35,84,141,74,121,99,28,819
UCL321091,21,6,7,5,17,11,23,13,0,103,57,25,25,28,80,109,120,64,13,518
UCL321092,15,11,0,8,13,14,10,9,0,90,61,38,25,43,59,118,95,71,9,516
UCL321093,6,6,4,9,3,14,9,0,0,51,102,85,43,77,82,114,114,56,13,673
UCL321094,3,4,4,0,4,0,3,0,0,31,97,71,50,73,92,83,103,48,16,640
UCL321095,17,8,6,9,12,13,28,15,3,108,159,69,70,100,135,167,168,70,17,956
UCL321096,9,11,20,22,4,16,12,9,8,109,131,71,90,93,76,111,70,71,29,731
UCL321097,20,10,9,14,22,8,4,0,0,87,203,109,85,122,176,157,100,50,6,1009
UCL321098,8,3,3,4,8,0,0,5,0,30,90,76,41,65,82,76,53,23,9,498
UCL321099,21,9,12,13,12,14,8,5,0,99,137,90,96,76,81,95,87,38,23,728
UCL321100,3,16,6,7,8,9,3,13,0,62,104,65,73,52,62,59,60,74,23,578
UCL321101,16,4,10,6,7,6,10,12,3,74,124,58,68,61,64,101,114,86,40,707
UCL321102,9,5,10,7,9,9,3,5,0,65,140,97,75,96,117,116,75,35,0,765
UCL321103,19,10,9,16,14,19,13,4,0,109,199,89,118,116,141,197,143,64,16,1076
UCL321104,15,13,11,16,14,9,0,0,0,75,197,105,115,133,95,74,4,0,0,724
UCL321105,35,18,8,14,28,19,20,14,4,150,258,116,108,164,188,225,222,109,19,1410
UCL321106,28,15,18,14,14,16,15,12,5,135,235,127,170,157,126,152,181,92,35,1277
UCL321107,12,3,6,4,15,17,7,3,0,76,83,44,50,55,88,162,122,71,18,701
UCL321108,20,14,5,11,4,9,8,4,4,85,120,49,56,73,63,80,77,22,14,567
UCL321109,26,11,11,18,17,19,24,23,0,152,152,77,86,106,112,123,110,75,21,856
UCL321110,18,3,4,8,14,6,9,9,0,79,135,62,62,71,129,145,188,92,22,904
