UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL415034,0,0,0,0,0,7,19,30,7,65,0,0,0,0,8,7,0,0,0,12,12,6,9,0,12,15,13,9,7,81,26,47,148,150,184,216,202,105,35,1107
UCL415035,0,0,0,0,5,19,28,31,13,95,0,0,0,0,0,5,0,0,0,9,10,10,27,26,27,40,32,26,8,205,33,48,107,128,183,271,264,138,41,1223
UCL415036,0,0,5,0,0,7,14,35,25,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,13,20,11,74,6,30,67,61,90,191,257,181,85,980
UCL415037,6,0,11,14,14,42,71,96,68,310,0,0,9,10,21,15,3,12,6,82,14,15,35,28,31,39,50,51,33,295,102,254,621,517,518,547,651,412,200,3822
UCL415038,0,0,0,3,0,3,8,10,3,35,0,0,3,3,0,0,0,0,0,5,0,0,6,5,8,17,7,11,5,60,12,42,115,113,126,210,233,110,29,983
UCL415039,0,0,4,5,3,5,0,5,0,29,0,0,0,3,0,0,0,0,0,6,30,23,71,66,54,25,0,3,0,276,83,207,754,674,457,311,50,14,3,2542
UCL415040,0,0,0,5,0,11,30,38,23,101,0,0,0,0,0,0,0,0,0,4,13,13,15,20,33,23,22,28,3,162,48,89,129,125,176,217,191,149,44,1167
UCL415041,0,0,0,0,0,12,30,81,87,216,0,0,0,0,5,0,0,3,0,11,8,7,15,23,22,17,20,26,15,154,79,153,391,516,576,614,637,386,210,3559
UCL415042,0,0,0,0,4,5,13,64,34,122,0,0,0,0,0,0,0,3,0,3,3,0,0,7,11,15,21,25,16,93,14,39,102,129,143,220,313,234,104,1293
UCL415043,0,0,9,7,8,14,18,16,11,79,0,0,0,0,0,0,3,5,0,18,8,15,29,16,27,22,20,12,4,156,73,182,496,366,386,345,231,94,35,2215
UCL415044,0,0,4,0,3,12,8,17,11,52,0,0,0,3,3,0,9,5,3,23,4,0,11,11,14,5,7,0,0,58,20,92,392,251,184,149,71,31,17,1206
UCL415045,0,0,4,3,3,4,21,42,57,140,0,0,0,0,3,0,0,0,0,8,7,4,19,12,3,13,14,26,8,116,28,71,188,140,142,182,310,195,121,1381
UCL415046,0,0,4,3,4,25,71,102,52,268,0,0,0,0,0,0,3,0,0,4,11,5,19,45,33,73,64,64,15,326,63,141,288,392,457,780,873,485,140,3617
UCL415047,0,0,0,0,0,4,27,4,21,59,0,0,0,0,0,0,0,0,0,0,5,0,8,11,14,10,11,5,9,72,55,120,260,272,335,303,224,78,52,1701
UCL415048,0,0,0,0,0,0,10,9,9,30,0,0,0,0,0,0,0,0,0,6,0,0,3,16,12,12,19,4,0,70,51,104,152,273,363,335,322,164,39,1796
UCL415049,0,0,0,0,0,0,10,14,24,58,0,0,0,4,0,3,0,0,0,8,0,3,4,3,6,9,15,30,25,98,35,73,174,222,234,268,250,187,83,1532
UCL421001,0,0,0,0,4,9,25,28,26,88,0,0,0,0,0,0,3,0,0,3,5,4,10,5,3,13,21,21,8,101,16,31,86,88,92,200,286,168,79,1040
UCL421002,0,0,0,0,0,0,7,5,8,20,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,10,21,7,0,54,4,5,46,44,61,92,136,56,15,454
UCL421003,0,0,4,0,0,0,3,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,14,8,0,0,41,18,64,93,98,141,132,102,47,18,712
UCL421004,0,0,0,3,0,13,9,14,9,55,0,0,0,0,0,0,0,0,0,0,3,5,0,10,10,13,19,11,6,85,19,26,70,73,91,162,181,98,29,761
UCL421005,0,0,0,0,0,4,13,18,22,55,0,0,0,0,0,0,5,0,0,5,0,6,9,3,6,10,8,16,9,72,8,23,84,75,76,119,115,92,46,645
UCL421006,0,0,0,0,0,0,8,7,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,6,4,17,20,33,53,96,101,123,60,20,7,520
UCL421007,0,0,3,0,0,3,11,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,8,0,34,7,19,52,67,76,123,145,74,7,579
UCL421008,0,0,0,0,0,5,15,18,13,48,0,0,0,0,0,0,0,0,0,0,7,0,9,16,17,8,23,11,11,98,16,28,96,92,124,161,205,87,35,846
UCL421009,0,0,0,0,0,3,6,11,16,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,13,4,38,16,36,76,79,87,86,98,71,43,585
UCL421010,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,4,12,7,3,5,0,0,26,13,32,73,108,91,71,61,16,8,472
UCL421011,0,0,0,0,0,6,10,10,20,49,0,0,0,0,0,0,0,0,0,4,0,3,6,4,3,6,14,7,0,45,11,31,52,48,62,91,111,78,32,518
UCL421012,0,0,0,0,3,0,13,11,8,31,0,0,0,0,0,0,0,0,0,0,5,4,4,13,6,9,13,9,0,63,14,22,59,61,72,97,112,55,8,494
UCL421013,0,0,0,0,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,9,13,25,19,11,4,3,75,26,34,104,112,178,179,112,34,16,798
UCL421014,0,0,0,0,0,0,4,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,30,58,21,40,71,71,103,100,71,42,58,584
UCL421015,0,0,0,3,0,5,9,4,17,35,0,0,0,0,0,0,0,0,0,0,10,0,0,14,7,6,4,0,7,45,20,25,49,83,75,101,71,32,33,487
UCL421016,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,16,14,35,33,45,85,109,76,22,0,418
UCL421017,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,21,13,21,53,98,72,58,40,5,0,358
UCL421018,3,0,0,0,5,3,19,19,15,71,0,0,0,0,0,0,0,0,0,3,0,0,18,15,7,21,12,8,5,87,19,57,124,124,134,160,154,82,43,895
UCL421019,0,0,0,0,5,3,14,23,17,53,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,7,4,6,4,39,5,27,65,61,53,90,79,73,35,495
UCL421020,0,0,0,5,0,3,10,12,6,31,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,5,3,5,8,45,11,23,65,56,66,69,70,66,30,456
UCL421021,0,0,0,0,0,0,3,14,9,31,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,0,7,0,27,6,22,48,50,50,74,74,60,27,413
UCL421022,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,9,12,4,3,41,12,56,120,107,148,170,142,39,9,799
UCL421023,0,3,9,12,0,0,3,6,3,42,0,0,5,7,3,0,0,0,0,17,4,7,22,21,10,11,13,10,0,90,25,49,149,130,92,117,71,52,18,701
UCL421024,0,0,0,0,3,5,17,37,17,73,0,0,0,0,0,0,0,0,0,0,6,4,4,15,10,17,14,13,10,97,18,23,94,76,64,140,151,109,41,712
UCL421025,0,0,0,0,6,9,8,10,5,31,0,0,0,0,0,0,0,0,0,0,0,4,7,8,11,9,29,9,3,71,10,30,83,61,100,169,189,56,15,711
UCL421026,0,0,5,0,0,0,19,28,24,70,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,11,12,7,44,5,29,60,62,73,103,144,105,63,643
UCL421027,0,0,5,0,0,0,9,7,8,26,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,6,8,14,43,9,24,72,70,78,81,85,49,21,495
UCL421028,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,3,4,0,0,31,17,39,36,51,88,125,53,18,5,436
UCL421029,0,0,0,0,4,0,5,11,14,36,0,0,0,0,0,0,0,0,3,3,0,0,4,6,5,9,7,4,16,55,14,12,44,42,58,84,84,44,47,427
UCL421030,0,0,0,0,0,0,9,7,3,19,0,0,3,0,0,0,0,0,0,3,0,0,0,11,3,14,8,6,15,67,7,19,92,68,56,98,78,39,24,481
UCL421031,0,0,0,0,0,3,16,12,8,50,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,6,9,3,4,36,14,20,47,49,82,130,142,61,25,561
UCL421032,0,0,5,4,3,8,12,7,5,30,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,8,9,11,0,33,18,35,81,57,81,85,75,39,8,477
UCL421033,3,3,3,11,11,10,8,4,0,53,0,0,0,0,0,0,3,0,0,3,3,5,11,11,9,11,0,3,0,51,31,49,88,76,48,36,22,13,0,365
UCL421034,0,0,0,0,3,9,22,22,9,68,0,0,0,0,0,0,0,0,0,0,5,3,15,19,11,20,21,24,5,125,24,41,115,92,130,190,215,119,38,961
UCL421035,0,0,0,0,0,7,7,22,11,49,0,0,0,0,0,0,0,0,0,0,4,6,7,0,5,10,10,6,3,48,9,42,51,48,83,118,139,113,55,671
UCL421036,0,0,0,0,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,0,6,0,32,51,59,95,133,156,140,66,22,11,735
UCL421037,0,0,0,0,4,3,9,15,19,56,0,0,0,0,0,0,0,0,0,7,4,3,14,8,6,15,15,5,10,78,17,38,120,83,101,139,154,71,52,774
UCL421038,0,0,0,0,0,0,8,0,7,23,0,0,0,0,0,0,0,0,0,0,6,4,6,0,8,4,3,0,0,28,21,47,90,125,115,154,115,45,20,725
UCL421039,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,0,0,0,29,14,28,82,105,94,97,37,11,0,475
UCL421040,0,0,0,0,0,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,0,0,26,25,37,42,71,111,82,92,33,7,497
UCL421041,0,0,0,0,0,4,9,7,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,6,3,10,38,9,16,61,58,52,77,76,32,29,412
UCL421042,0,0,0,0,3,4,8,17,20,56,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,9,9,16,0,45,5,28,47,57,93,113,160,112,68,690
UCL421043,0,0,0,0,0,9,9,13,14,38,0,0,0,0,0,0,0,0,0,0,3,6,5,4,15,9,17,8,3,64,13,24,45,48,92,103,144,68,28,570
UCL422001,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3,5,4,3,0,0,0,23,3,14,30,45,37,41,30,3,4,196
UCL422002,3,0,4,7,7,7,6,0,0,36,0,0,0,0,0,8,0,0,0,11,4,3,19,3,13,7,0,0,0,49,25,27,87,40,55,36,6,8,0,285
UCL422003,0,0,0,0,0,0,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,20,3,6,18,17,30,62,82,31,7,257
UCL422004,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,3,0,25,4,10,17,22,40,59,51,24,10,228
UCL422005,0,0,0,0,0,0,6,4,7,19,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,12,4,5,24,3,6,21,20,16,33,57,13,4,181
UCL422006,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,10,7,7,30,30,54,63,91,28,8,318
UCL422007,0,0,0,0,0,8,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9,0,31,3,0,13,20,32,63,63,21,10,224
UCL422008,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,21,15,29,48,54,42,70,53,34,3,344
UCL422009,0,0,0,0,0,0,7,13,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,25,16,22,44,43,46,33,238
UCL422010,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,10,3,0,0,27,4,6,17,49,53,68,64,30,5,302
UCL422011,0,0,0,0,3,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,8,0,20,4,3,8,18,30,37,56,33,5,201
UCL422012,0,0,0,0,0,4,4,6,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,9,0,33,13,32,58,55,71,78,49,20,0,380
UCL422013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,11,12,35,39,57,48,27,13,0,241
UCL422014,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,3,12,14,17,25,46,28,9,0,163
UCL422015,0,0,0,0,0,4,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,9,3,4,30,3,3,24,20,44,93,109,42,12,352
UCL422016,0,0,0,0,0,4,4,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,14,0,8,11,14,23,47,33,15,7,164
UCL422017,0,0,0,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,19,4,9,10,11,29,33,46,33,14,195
UCL422018,0,0,0,0,0,0,13,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,12,0,6,24,18,20,32,48,19,3,173
UCL422019,0,0,0,0,0,0,17,9,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,10,0,45,5,10,25,30,42,101,156,67,14,452
UCL422020,0,0,0,3,0,0,3,8,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,3,23,6,10,22,51,29,52,48,31,8,264
UCL422021,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,0,19,0,6,26,20,34,32,43,17,10,190
UCL422022,0,3,3,10,4,4,3,0,0,27,0,0,0,0,4,3,3,3,6,13,4,0,4,4,3,0,3,0,0,25,29,34,62,44,37,19,10,4,6,239
UCL422023,0,0,0,0,0,0,12,7,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,3,16,3,11,0,0,41,5,13,30,28,50,51,42,22,0,230
UCL422024,0,0,0,6,12,12,7,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,19,33,50,43,26,19,4,3,0,207
UCL422025,0,0,0,0,0,0,11,10,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,18,4,6,36,23,28,50,70,38,31,282
UCL422026,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,3,16,3,30,68,46,57,57,31,15,3,312
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,21,0,11,21,14,9,21,6,0,0,76
UCL422028,0,0,0,0,0,0,4,10,5,20,0,0,0,0,0,0,0,0,0,6,4,0,9,4,3,7,8,3,3,42,11,3,29,29,21,51,60,23,9,237
UCL422029,0,0,0,6,8,10,4,0,0,26,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,20,23,65,31,30,20,4,3,0,197
UCL422030,0,0,0,0,0,0,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,34,0,14,29,32,31,59,65,32,5,266
UCL422031,0,0,0,0,0,6,11,7,0,28,0,0,0,0,0,0,0,0,0,3,4,0,0,5,6,7,12,5,0,33,15,9,19,31,50,60,56,24,9,271
UCL422032,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,16,13,11,27,46,44,55,35,7,3,246
UCL422033,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,4,3,9,0,14,13,4,0,5,43,11,18,13,14,58,69,33,10,5,230
UCL422034,0,0,0,0,0,0,3,7,3,12,0,0,0,0,0,0,0,0,0,0,4,3,4,0,6,3,7,0,0,25,6,15,38,17,51,64,49,17,7,270
UCL422035,0,0,0,0,4,0,3,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,7,0,0,0,29,9,25,58,51,60,59,35,22,3,319
UCL422036,0,0,4,0,0,4,9,11,0,25,0,0,0,0,0,6,0,0,0,4,0,0,0,7,0,4,5,3,3,16,11,13,44,57,52,74,65,33,3,359
UCL422037,0,0,0,0,0,0,7,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,11,11,21,40,37,26,43,25,0,216
UCL422038,0,0,0,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,11,9,8,20,21,38,31,32,32,3,195
UCL422039,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,0,0,25,6,3,21,16,26,47,48,20,0,192
UCL422040,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,23,0,11,21,31,39,37,52,31,10,237
UCL422041,0,0,0,0,0,3,13,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,24,6,11,24,21,28,56,79,51,0,279
UCL422042,0,0,0,0,4,0,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,0,23,4,9,24,11,45,70,58,43,5,255
UCL422043,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,17,0,0,11,5,29,39,34,17,4,146
UCL422044,0,0,0,0,0,0,3,15,9,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,8,4,36,0,10,16,26,38,56,65,52,10,275
UCL422045,0,0,0,0,0,0,8,13,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,19,8,6,20,21,40,101,164,72,33,470
UCL422046,0,0,0,0,0,4,5,9,6,25,0,0,3,0,0,0,0,0,0,3,3,6,3,0,3,6,5,3,0,40,5,14,40,34,42,74,68,41,11,331
UCL422047,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,10,0,3,6,20,13,47,30,6,8,144
UCL422048,0,0,0,0,0,0,7,11,3,26,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,7,5,8,0,40,0,4,28,30,35,69,62,42,18,290
UCL422049,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,3,3,0,22,8,12,35,32,27,69,31,23,8,237
UCL422050,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,7,9,16,28,24,31,36,14,0,151
UCL422051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,8,0,0,0,22,9,21,33,42,63,73,55,6,3,308
UCL422052,0,0,0,0,0,0,4,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,7,0,34,0,7,38,17,47,93,116,93,12,432
UCL422053,0,0,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,4,6,10,9,12,22,23,17,0,104,4,6,21,20,38,61,64,39,10,253
UCL422054,0,0,6,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,0,18,3,15,10,11,38,49,33,24,7,191
UCL422055,0,0,0,0,0,4,3,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,9,8,0,35,3,19,31,25,66,58,45,29,5,284
UCL422056,0,0,0,0,0,0,9,0,4,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,12,3,19,47,32,22,32,28,21,18,218
UCL422057,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,6,11,0,0,31,12,21,45,58,52,56,53,11,4,309
UCL422058,0,0,0,0,0,0,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,19,16,13,30,30,19,8,152
UCL422059,0,0,0,0,0,4,12,6,0,23,0,0,0,0,0,0,0,6,0,3,8,0,0,8,12,15,0,10,0,47,18,19,37,46,48,85,72,38,7,372
UCL422060,0,0,0,0,0,0,10,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,0,19,4,5,7,17,23,48,53,16,10,182
UCL422061,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,16,4,6,19,21,26,30,5,3,0,119
UCL422062,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,29,31,27,24,15,6,0,148
UCL422063,0,4,0,4,8,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,14,20,13,19,7,5,0,0,87,18,38,52,35,59,28,5,0,0,225
UCL431001,30,38,132,185,301,597,1434,1467,513,4690,8,10,19,54,59,86,89,69,40,437,579,499,1062,1157,1583,1845,1612,900,260,9483,3653,6477,12773,16081,21431,25129,19894,8227,1738,115408
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
UCL499994,7,7,12,19,11,9,22,10,0,98,0,0,3,0,6,4,3,0,6,21,35,38,168,180,141,131,67,8,5,771,111,203,627,534,478,509,359,64,11,2895
UCL501001,446,444,1636,2583,3314,4835,8836,10967,6951,40010,94,232,1317,1854,2098,2162,1879,1542,1141,12309,4140,6346,17615,15600,13232,11130,10097,9509,7228,94894,52586,128109,295678,297739,263499,229502,182178,99453,39903,1588634
UCL511001,17,21,58,67,91,171,394,544,310,1683,5,0,27,19,27,44,30,32,24,207,177,220,644,564,584,569,516,375,281,3920,2025,3838,9325,9920,9794,9373,7665,4120,1522,57582
UCL512001,8,12,37,38,46,90,185,314,210,928,0,5,18,25,35,19,18,8,17,144,75,78,200,194,211,243,249,258,180,1681,883,1482,3469,3446,3877,4114,3864,2432,1066,24645
UCL512002,6,3,15,21,37,60,143,236,220,740,0,5,27,10,18,13,16,9,13,103,66,50,204,201,190,197,222,209,145,1476,626,1042,2622,3267,3560,3486,3718,2196,884,21406
UCL512003,15,12,20,30,51,133,233,342,191,1025,0,6,16,13,17,22,33,37,28,172,195,172,419,453,433,374,270,244,147,2699,1055,1795,3841,4044,4356,4229,3236,1863,762,25190
UCL512004,10,13,22,53,64,97,128,101,49,541,6,4,12,30,23,18,12,6,6,113,146,214,510,445,391,384,258,129,74,2544,878,1958,4745,4336,3884,3392,1765,671,202,21840
UCL513001,8,4,8,16,23,26,62,33,15,195,4,0,3,11,12,9,9,3,8,65,124,134,428,326,351,247,119,44,17,1781,421,748,2500,2409,2075,1574,819,237,63,10842
UCL513002,6,0,10,10,16,32,59,105,62,302,0,0,0,3,0,4,10,0,5,24,63,59,123,135,142,117,111,125,38,908,309,506,1217,1197,1262,1339,1090,760,255,7935
UCL513003,3,0,5,17,32,22,31,7,3,125,5,4,5,12,5,3,3,7,0,35,128,164,514,525,359,219,71,17,3,2000,428,890,3191,3349,2352,1324,386,75,11,12007
UCL513004,6,8,15,32,37,46,43,23,8,211,4,0,7,12,20,7,11,4,0,60,119,157,496,426,336,278,83,21,8,1928,448,825,2999,2781,1955,1568,453,103,25,11161
UCL513005,6,3,8,11,12,19,23,39,21,142,0,0,7,5,0,0,3,3,0,27,37,34,117,103,86,65,40,72,58,622,336,507,1490,1553,1409,1116,850,499,151,7900
UCL514001,3,4,3,7,15,30,81,86,33,253,0,0,0,4,0,0,9,3,0,21,53,22,66,75,73,68,90,76,58,590,231,350,809,790,868,985,987,498,162,5687
UCL514002,0,4,5,3,4,3,8,15,12,58,0,0,0,0,0,0,0,0,0,5,17,15,72,92,64,69,47,53,12,440,140,171,711,1151,986,813,877,458,101,5406
UCL514003,4,9,27,10,12,8,12,19,19,115,0,0,0,0,3,0,0,0,0,9,21,26,91,91,109,41,44,26,39,480,167,258,975,1309,1103,743,626,240,117,5537
UCL514004,3,0,8,5,21,28,60,69,40,244,0,3,0,5,5,6,9,5,4,28,41,48,81,91,110,96,76,74,54,673,217,366,731,729,806,927,799,425,182,5178
UCL515001,0,0,0,0,0,3,5,3,18,36,0,0,0,0,0,0,0,0,0,4,0,6,8,7,15,8,19,16,11,90,11,26,64,89,134,192,293,177,96,1082
UCL515002,0,0,0,4,0,3,3,5,0,21,0,0,0,0,0,0,0,0,0,0,3,0,11,13,11,5,12,5,4,62,29,53,129,162,179,196,192,54,10,1011
UCL515003,0,0,0,0,0,7,16,15,9,50,0,0,0,0,0,0,0,0,0,0,7,10,15,14,27,27,27,28,13,168,61,77,177,207,284,368,432,210,68,1881
UCL515004,0,0,0,4,9,9,13,14,4,47,0,0,0,0,4,3,0,0,0,7,6,13,28,18,19,20,10,3,6,128,74,189,423,273,245,172,150,61,19,1611
UCL515005,0,0,0,0,3,5,16,21,9,57,0,0,0,0,0,0,0,0,0,7,17,8,3,14,31,24,25,17,7,140,68,104,232,296,355,293,292,135,36,1809
UCL515006,6,0,8,7,11,17,49,46,11,158,0,0,0,4,8,0,3,0,4,31,42,72,138,105,108,92,63,43,13,681,136,245,547,476,579,598,433,208,67,3292
UCL515007,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,3,9,24,48,35,15,11,4,0,152,32,44,185,450,319,220,141,51,20,1455
UCL515008,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,26,28,28,17,8,0,0,117,27,41,163,235,223,156,35,13,0,886
UCL515009,0,0,4,4,4,3,7,18,9,53,0,0,0,0,0,0,0,0,0,4,18,10,24,32,44,33,40,29,15,242,65,64,201,329,364,397,480,285,104,2288
UCL515010,9,5,4,8,12,17,18,18,4,90,0,0,0,0,4,0,3,5,6,16,43,62,129,104,105,96,66,23,8,634,112,201,475,369,392,400,264,87,24,2324
UCL515011,3,0,0,5,6,4,24,40,20,105,0,0,4,0,0,6,0,0,4,14,10,3,13,24,18,24,33,27,10,159,76,107,256,332,326,368,384,249,88,2183
UCL515012,5,0,0,0,0,5,6,9,4,30,0,0,0,0,0,0,0,0,0,0,7,6,25,19,16,12,5,7,0,105,67,95,367,302,309,196,151,50,14,1553
UCL515013,0,0,0,3,0,5,6,14,0,29,0,3,7,0,0,0,0,0,0,6,14,21,44,45,34,32,34,8,4,230,74,164,500,453,384,329,219,96,17,2230
