UCL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
UCL522070,19,5,20,0,0,33,40,40,12,0,25,15,0,10,37,4,28,159,11,303,0,0,0,0,0,0,0,0,0,0,0,0,17,23,56,53,13,0,27,25,8,16,60,3,55,159,28,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,15,5,0,0,0,9,0,0,0,3,0,0,0,0,14,57,40,7,0,22,17,0,13,53,3,41,98,14,242,0,0,0,0,0,3,0,0,0,0,0,3,17,25,56,41,11,0,27,25,8,16,52,3,45,102,27,277
UCL522071,0,0,5,3,0,6,0,0,0,0,14,6,0,0,0,0,7,312,34,373,0,0,0,0,0,3,0,0,0,0,0,33,13,53,0,5,0,0,11,10,0,0,0,0,11,354,48,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,11,11,0,0,0,0,9,238,9,281,0,0,0,0,0,0,0,0,0,0,0,6,5,15,0,0,0,0,11,11,0,0,0,0,9,245,23,295
UCL531001,1390,410,2113,556,102,5481,11589,10054,4135,159,5495,4884,806,1918,9335,745,7844,91571,4965,137162,120,88,44,5,74,57,19,21,80,11,59,801,19843,21016,13471,10828,4841,582,6443,5901,1122,2486,10806,1168,10018,92926,24904,163652,17,9,0,0,4,4,0,0,15,4,17,473,4,547,803,239,338,33,430,513,75,206,502,98,398,1786,129,4025,817,250,347,33,437,516,81,206,521,96,411,2266,137,4568,12496,9091,4431,526,5877,5281,999,2205,9694,1034,8662,69025,3963,113603,133,89,40,21,80,67,21,38,86,22,70,656,17847,18888,13448,9428,4814,578,6396,5871,1101,2450,10303,1159,9137,71947,21951,137066
UCL579997,0,0,0,0,0,0,8,14,8,0,0,5,0,0,8,3,8,243,9,297,0,0,0,0,0,0,0,0,0,0,0,0,216,218,14,16,8,0,0,9,0,0,8,3,8,248,226,514,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,13,10,13,8,0,0,6,0,0,8,0,8,236,3,281,0,0,0,0,0,0,0,0,0,0,0,3,217,221,14,16,8,0,0,9,0,0,8,3,8,244,226,516
UCL599994,114,7,113,21,0,236,341,337,114,0,164,147,25,74,557,31,313,2766,139,4327,0,0,5,0,0,0,5,0,16,5,9,12,3455,3492,399,371,130,11,198,185,33,103,688,40,430,2794,3591,8055,0,0,0,0,0,0,0,0,0,0,3,9,0,18,19,9,6,0,7,5,0,3,22,3,18,71,86,212,19,9,6,0,7,5,0,5,22,3,23,79,85,229,377,327,124,11,187,171,36,89,643,36,386,2165,1457,5149,3,3,0,0,0,3,0,0,12,3,0,29,1856,1902,399,337,130,11,201,183,33,96,678,40,412,2268,3403,7285
UCL603001,4042,1029,4698,1072,265,12481,16927,15273,5032,285,6890,5668,1306,2484,18934,1119,12686,110640,5867,175596,229,148,53,21,92,95,26,58,178,34,134,884,7860,9372,21555,17335,6365,1837,8913,7977,1951,3806,23156,2179,17517,112598,13993,197451,35,19,11,0,3,8,4,3,42,0,37,320,24,456,1491,442,532,139,728,879,178,364,889,212,772,2233,168,5964,1529,462,545,146,734,894,183,365,927,212,811,2551,188,6417,19700,14523,5707,1580,7974,6907,1704,3320,21109,1910,15006,83903,4727,150818,297,129,86,107,125,126,35,76,189,52,160,589,6572,7890,21525,15114,6333,1833,8835,7924,1924,3762,22228,2174,15979,87041,11491,165131
UCL611001,1929,530,2315,488,141,5864,7166,7038,2019,97,3188,2478,617,1428,7582,570,4863,43799,2603,71208,110,67,31,5,32,36,7,24,85,13,53,362,3232,3872,9357,8088,2589,752,4133,3490,974,2134,9590,1113,7233,44644,5975,80943,4,4,0,0,0,0,0,0,6,0,9,96,6,126,569,186,218,51,311,324,53,181,326,87,298,779,72,2225,571,189,219,51,311,321,53,181,337,87,305,875,83,2343,8609,6650,2326,657,3733,3065,883,1890,8731,992,6176,33017,2109,61629,148,70,38,41,71,77,30,50,67,30,65,264,2700,3326,9335,6910,2583,752,4112,3466,965,2119,9127,1114,6548,34152,4893,67303
UCL612001,610,131,692,121,30,1789,1821,1992,494,31,918,667,160,436,2092,128,1232,10182,666,17415,22,28,12,0,18,16,3,11,29,0,19,87,897,1065,2477,2367,674,184,1277,980,282,697,2733,258,1943,10390,1589,20267,0,4,0,0,0,0,0,0,0,0,4,12,0,21,152,48,35,14,83,82,25,47,97,17,82,199,17,561,154,47,35,14,85,82,25,50,94,17,83,210,19,586,2273,1896,627,166,1160,861,246,631,2493,236,1650,7495,515,15221,37,29,10,3,18,16,3,10,25,4,17,53,703,849,2465,1974,671,183,1268,962,278,689,2613,258,1747,7759,1237,16652
UCL612002,730,177,761,157,58,2145,2628,2272,701,30,1118,894,232,560,2409,193,1490,12217,889,21206,52,21,14,4,13,12,4,11,31,5,23,126,999,1246,3459,2698,903,168,1497,1264,359,860,3173,382,2279,12500,1946,24591,0,0,0,0,0,0,0,0,4,0,3,20,6,30,210,73,85,13,109,129,28,73,121,23,122,227,23,740,209,75,85,13,106,127,28,70,121,23,125,241,27,766,3179,2210,795,156,1349,1105,318,756,2882,338,1912,9053,720,18615,56,25,18,0,24,21,7,24,34,9,19,82,825,1040,3443,2309,899,171,1482,1256,359,852,3039,376,2060,9376,1566,20419
UCL613001,286,77,376,105,25,1099,1528,1165,411,29,533,526,154,300,1118,120,801,6212,422,10926,28,10,6,3,17,5,3,5,11,4,13,56,574,700,1944,1354,518,125,720,722,232,426,1406,191,1194,6374,1021,12723,0,0,0,0,0,5,0,0,0,0,0,14,0,13,112,46,44,8,45,59,12,34,58,24,62,141,13,414,112,45,44,8,46,61,12,34,58,24,62,154,17,435,1786,1119,466,99,653,641,217,384,1279,168,1032,4705,349,9766,40,15,6,14,22,17,6,6,10,3,7,49,474,604,1944,1179,514,125,719,719,229,422,1346,194,1103,4913,839,10800
UCL614001,86,12,112,26,4,273,499,421,148,7,169,168,36,85,510,24,301,2823,154,4586,5,3,0,0,3,0,0,0,0,0,0,26,321,359,605,462,167,17,210,207,50,111,598,45,413,2875,479,5219,4,0,0,0,0,0,0,0,0,0,0,8,0,10,47,17,21,4,11,25,3,13,33,5,30,77,9,188,45,17,21,4,11,25,3,13,28,5,30,82,8,194,548,369,147,15,184,176,46,95,533,39,347,2055,114,3779,6,0,0,0,4,6,0,0,3,0,3,18,251,285,605,382,169,17,202,202,47,112,567,45,374,2154,372,4262
UCL614002,222,43,207,56,7,594,616,530,131,6,323,172,48,124,632,38,355,2956,237,5138,11,14,0,0,10,9,0,7,10,4,6,40,334,418,829,633,184,61,439,276,76,201,864,86,570,3049,581,6153,0,0,0,0,0,0,0,0,0,0,5,5,0,12,59,10,22,4,27,31,3,24,32,5,28,49,0,179,57,10,22,4,24,31,3,24,34,5,33,59,3,190,750,516,158,56,399,230,65,167,760,78,469,2141,187,4482,26,11,3,0,11,6,0,9,17,0,13,30,269,335,828,532,185,61,439,266,75,198,809,86,518,2226,456,5013
UCL614003,159,51,200,41,10,542,630,533,170,9,334,233,65,143,468,58,325,2498,175,4555,16,12,0,0,3,0,0,0,10,0,8,25,230,286,834,638,223,63,444,341,112,218,637,112,536,2563,410,5387,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,19,10,4,27,25,6,18,32,8,26,45,8,161,41,19,10,4,27,25,6,18,34,8,21,48,8,161,772,515,206,47,405,303,101,196,567,102,466,1850,137,4098,16,10,5,4,14,12,5,4,12,0,7,26,191,257,836,540,223,63,444,338,110,218,613,106,496,1926,331,4513
UCL615001,32,8,47,8,0,103,135,95,21,0,62,30,18,34,142,6,73,466,37,894,0,0,0,0,0,6,0,0,0,0,0,0,85,97,182,114,41,8,79,60,20,51,174,13,117,481,126,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,3,3,8,9,0,4,12,5,15,7,0,43,18,11,3,3,8,9,0,4,12,5,15,7,0,43,162,95,30,5,67,53,20,43,158,17,100,335,32,784,3,0,0,0,0,0,0,0,0,0,0,8,67,83,179,103,41,8,79,60,20,53,168,13,111,347,108,912
UCL615002,46,8,38,10,0,108,194,112,48,0,79,68,16,34,137,17,102,520,30,1041,6,0,0,0,0,0,0,0,0,0,3,5,72,83,250,123,56,4,98,80,23,53,185,20,146,537,105,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,4,0,7,8,3,3,10,0,12,18,0,53,18,4,4,0,7,8,3,3,10,0,12,18,0,59,223,107,54,4,91,72,19,47,165,18,127,401,22,948,10,0,0,0,3,4,0,0,3,0,0,0,63,79,250,115,56,4,98,80,23,53,178,20,136,426,84,1083
UCL615003,14,7,25,6,4,87,159,104,39,4,51,57,9,39,92,14,61,679,39,1128,0,0,0,0,0,5,0,0,0,0,0,7,131,150,215,124,49,9,67,78,14,50,107,19,84,695,174,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,0,9,6,0,0,10,5,3,10,0,34,13,4,3,0,9,6,0,0,10,5,3,13,0,40,191,99,38,7,57,70,15,46,94,16,74,541,29,1005,3,0,0,0,0,0,0,0,0,0,0,3,114,127,215,101,49,9,67,82,14,50,101,19,80,559,145,1167
UCL615004,34,0,29,3,0,84,124,71,29,0,45,49,11,18,96,3,77,517,27,889,0,0,0,0,0,0,0,0,0,0,0,10,64,83,164,83,36,6,59,67,17,28,133,5,106,539,99,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,7,11,4,10,10,0,18,6,0,42,14,3,0,0,7,11,4,10,10,0,14,6,0,39,143,71,30,4,58,52,11,21,113,5,80,370,20,740,10,0,0,0,0,0,6,0,0,0,3,8,53,73,164,70,28,6,59,63,17,28,124,5,92,385,78,856
UCL615005,81,18,91,17,0,279,318,239,85,4,137,105,26,69,221,20,167,1266,92,2222,3,0,0,0,0,0,0,0,0,0,0,12,106,121,412,280,117,45,201,156,55,99,307,42,260,1292,200,2631,0,0,0,0,0,0,0,0,0,0,0,5,0,3,20,8,9,4,13,16,0,9,8,3,14,32,9,94,20,8,9,4,13,16,0,9,8,3,14,34,6,94,379,233,101,37,183,145,44,94,280,36,221,955,67,2014,16,7,0,3,0,0,0,3,3,0,5,15,93,131,412,248,117,45,201,156,49,99,293,42,244,1006,160,2241
UCL615006,13,7,25,0,0,62,117,98,36,0,64,39,6,24,102,9,79,517,26,935,4,0,0,0,0,3,0,0,0,0,5,6,43,63,144,117,45,0,79,50,16,38,111,15,107,533,74,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,10,6,0,5,4,0,8,17,0,42,7,6,0,0,10,6,0,5,4,0,8,17,0,43,131,94,39,0,69,44,13,33,102,15,90,401,29,825,3,0,5,0,0,5,0,4,3,0,0,0,44,56,144,103,45,0,79,50,16,38,111,15,97,424,69,924
UCL615007,17,3,27,7,5,78,133,110,40,3,51,49,8,43,88,12,79,512,33,946,6,0,0,0,4,0,0,0,0,0,0,3,61,72,163,125,47,10,59,60,9,49,109,10,107,524,106,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,7,9,0,3,10,4,5,19,0,55,13,3,7,0,7,9,0,3,10,0,5,19,0,52,150,93,45,3,50,51,6,41,92,10,93,388,31,818,0,0,0,0,4,0,0,6,0,0,0,6,45,55,163,103,47,10,59,60,9,49,100,10,96,411,78,927
UCL615008,161,26,185,20,7,462,557,447,126,7,243,164,39,142,476,30,308,1939,177,3696,6,6,0,0,9,3,0,5,4,0,3,16,212,251,770,561,169,22,354,250,72,219,636,60,494,1980,393,4408,0,0,0,0,0,0,0,0,0,0,0,4,0,4,54,16,18,5,30,28,3,12,33,10,28,51,10,183,54,16,18,5,30,28,3,12,33,10,28,61,10,182,699,443,152,22,318,214,62,202,547,50,414,1372,136,3235,18,5,5,0,8,6,5,0,5,0,9,27,151,206,774,463,169,25,354,250,70,221,587,60,450,1452,300,3623
UCL615009,37,9,57,11,8,135,241,233,65,3,104,71,18,36,209,11,168,1267,78,2116,4,0,0,0,0,0,0,0,3,0,0,14,68,84,293,252,78,8,115,86,22,46,247,21,228,1290,152,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,0,10,5,4,5,16,0,10,28,3,67,21,8,3,0,10,5,4,5,16,0,10,27,3,69,263,199,70,8,106,78,18,40,210,21,181,898,58,1709,4,0,0,0,6,0,0,0,0,0,0,3,57,69,293,214,78,8,115,86,22,46,225,21,191,934,118,1846
UCL615010,53,20,74,8,3,176,222,168,49,3,87,82,14,32,239,11,130,1005,57,1724,5,8,0,0,4,4,0,0,6,0,0,0,155,172,304,209,64,13,118,126,17,56,295,29,204,1016,213,2071,0,0,0,0,0,0,0,0,0,0,0,6,0,6,14,4,9,0,9,12,0,8,13,9,15,31,0,75,14,4,9,0,9,12,0,8,13,9,15,28,0,73,278,165,51,13,103,106,15,45,269,21,182,712,41,1477,6,6,0,0,7,3,0,3,8,0,3,13,124,151,303,171,62,13,118,124,19,56,283,30,197,752,165,1707
UCL615011,129,40,161,35,11,460,481,410,106,3,209,166,38,110,374,36,264,2196,174,3801,4,7,0,0,5,0,0,0,7,0,0,14,159,197,675,505,167,47,307,272,76,173,502,78,422,2248,345,4456,0,0,0,0,0,0,0,0,0,0,0,4,0,4,52,19,11,7,26,27,4,17,26,6,23,52,3,162,52,19,11,7,26,27,4,17,26,6,23,50,3,163,602,421,148,42,270,234,68,151,463,72,357,1619,145,3387,20,9,0,0,12,13,0,4,3,3,0,10,131,171,675,446,163,47,307,272,76,173,486,76,384,1680,277,3719
UCL615012,80,11,99,17,6,229,397,321,102,5,146,145,21,56,346,34,252,2400,129,3834,0,11,4,0,0,4,0,0,4,0,0,15,162,187,481,376,129,20,171,187,33,77,430,55,351,2430,292,4252,0,0,3,0,0,0,0,0,0,0,3,3,0,7,27,9,10,0,6,10,0,9,17,3,16,49,8,117,30,9,7,0,6,10,0,9,17,3,17,49,8,119,441,302,119,23,159,169,31,70,383,48,304,1718,104,3156,11,6,0,0,0,3,0,0,6,0,4,9,141,167,478,319,123,20,169,181,29,75,406,55,323,1774,256,3444
UCL615013,95,33,128,18,4,296,431,339,110,0,176,132,42,85,330,26,250,1819,126,3222,3,6,0,0,0,4,0,0,9,0,5,23,163,195,551,408,143,35,230,192,62,129,434,49,381,1860,293,3711,0,0,0,0,0,0,0,0,0,0,0,4,0,4,39,9,13,0,27,18,6,13,27,7,20,51,0,156,39,9,13,0,27,18,6,13,27,7,20,48,0,155,499,331,132,34,197,170,56,114,373,40,318,1371,100,2796,11,3,0,0,3,0,0,3,0,0,0,16,128,168,551,345,143,35,227,192,62,128,404,49,342,1439,234,3119
UCL615014,49,7,50,9,0,139,218,212,50,0,87,68,15,22,245,17,152,1503,89,2360,0,0,0,0,0,0,0,0,0,0,0,15,62,75,267,245,67,8,110,87,25,44,292,26,200,1529,153,2572,0,0,0,0,0,0,0,0,0,0,0,7,0,10,16,0,11,0,7,8,3,0,7,0,6,31,0,69,22,0,11,0,7,8,3,0,8,0,6,39,0,80,240,207,60,8,104,72,29,41,258,26,157,977,62,1804,3,0,0,0,0,0,0,0,0,0,0,5,49,63,267,211,67,8,110,84,25,44,272,26,172,1020,118,1946
UCL615015,78,14,87,15,4,240,338,298,84,0,144,98,21,50,367,19,227,1786,121,2990,7,3,5,0,3,3,0,4,0,0,0,11,127,154,434,336,115,16,185,147,30,73,447,37,319,1821,249,3384,0,0,0,0,0,0,0,0,4,0,0,8,0,7,32,9,6,0,15,17,3,3,22,4,15,41,0,113,32,9,6,0,15,17,3,3,20,4,14,50,0,123,393,281,111,16,166,122,27,72,399,33,267,1290,87,2514,9,0,0,0,3,0,0,0,0,0,0,9,106,125,430,290,117,16,187,143,30,73,420,37,283,1349,198,2764
UCL615016,58,25,80,29,10,272,354,303,95,9,160,119,34,81,324,28,227,1669,118,2897,18,0,0,17,5,5,0,0,18,4,0,20,116,165,468,337,121,49,208,165,47,113,398,61,303,1722,238,3330,0,0,0,0,0,0,0,0,0,0,0,5,0,3,24,8,6,0,16,13,4,4,21,3,10,33,4,103,27,8,6,0,16,13,4,4,21,3,10,41,8,109,442,284,113,45,184,149,47,104,348,56,263,1280,101,2586,5,0,0,0,0,4,0,0,9,0,4,12,99,119,469,294,121,49,201,163,51,113,380,56,277,1327,204,2810
UCL615017,45,13,64,18,3,173,328,290,101,4,118,112,23,80,282,21,199,1782,139,2960,5,6,0,0,7,0,0,0,7,0,0,23,63,97,398,319,122,13,147,142,25,95,331,31,263,1822,203,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,7,6,5,14,14,3,3,19,0,7,26,5,91,26,7,6,5,14,14,3,3,19,0,7,30,4,98,368,268,112,9,129,123,21,89,301,29,230,1271,115,2442,8,7,0,0,0,0,0,0,0,0,0,8,58,79,392,277,122,13,143,142,25,95,317,31,234,1311,176,2621
UCL615018,101,27,113,18,3,322,505,299,146,0,177,208,50,92,279,48,239,1918,137,3381,9,5,3,4,4,9,4,3,5,0,3,7,142,162,643,353,185,57,236,286,74,137,380,77,349,1941,279,3869,0,0,0,0,0,0,0,0,0,0,0,4,0,3,48,10,24,5,20,30,5,12,20,9,16,47,8,157,48,10,24,5,20,30,5,12,20,9,20,48,8,157,587,297,166,50,208,246,61,122,348,64,309,1475,112,3042,3,4,0,0,7,10,3,0,0,4,7,7,115,137,643,312,185,57,236,287,74,137,373,77,332,1535,230,3344
UCL615019,36,9,41,0,0,98,162,95,49,0,76,51,4,41,160,11,80,525,29,988,4,3,0,0,0,0,0,0,4,0,0,3,113,126,205,115,59,12,95,69,12,60,204,17,118,534,147,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,7,4,15,10,0,4,19,4,10,22,4,74,17,9,7,4,15,10,0,4,19,4,10,22,4,77,184,94,52,8,81,56,15,52,176,16,101,426,38,922,0,0,0,0,0,0,0,0,3,0,3,3,82,92,205,108,59,12,95,69,12,60,201,17,115,449,126,1092
UCL615020,58,16,50,22,8,178,172,145,32,0,86,66,19,40,170,5,122,895,48,1474,0,0,0,0,0,0,0,0,0,0,0,4,120,131,237,175,47,11,123,102,27,61,219,26,175,923,169,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,3,0,0,6,7,4,8,22,4,52,11,7,0,0,3,0,0,6,11,4,8,22,4,51,219,142,47,4,120,102,16,60,199,21,150,676,39,1311,4,0,0,0,0,0,3,3,0,0,0,4,101,116,243,144,47,11,122,100,26,61,211,26,164,708,142,1482
UCL615021,59,16,55,15,5,202,222,164,58,5,110,104,22,55,171,20,102,934,55,1641,4,3,0,0,0,0,0,0,4,0,3,8,106,132,326,204,81,32,140,157,36,85,229,36,162,961,172,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,15,8,3,9,10,0,12,20,0,60,17,0,11,0,15,8,3,9,10,0,12,23,0,63,265,165,66,13,129,129,30,69,190,31,126,691,57,1438,43,7,4,30,3,18,0,6,19,4,13,13,78,158,325,173,81,32,140,157,34,85,216,40,148,725,134,1650
UCL615022,45,16,70,13,0,155,153,88,32,0,76,46,18,44,107,14,87,509,33,937,6,0,0,0,0,0,0,0,4,0,3,8,95,106,205,118,44,20,111,77,25,65,151,31,158,529,124,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,0,12,3,0,0,13,5,18,10,0,43,14,8,7,0,12,3,0,0,13,5,18,10,0,43,188,95,39,17,101,72,23,58,129,28,131,395,34,907,0,0,0,0,0,5,0,0,3,0,0,12,78,95,205,104,44,20,111,77,25,65,145,31,145,416,110,1046
UCL615023,57,20,92,15,4,226,316,292,89,10,148,100,39,54,226,28,148,1743,92,2795,10,6,0,0,3,0,0,0,5,0,0,12,235,262,400,325,124,43,200,153,56,95,289,52,238,1775,335,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,5,5,4,0,4,7,7,6,18,0,57,15,0,3,5,5,4,0,4,7,7,6,19,0,56,377,271,114,38,191,141,53,85,268,45,212,1302,86,2434,9,4,4,0,4,3,4,0,3,4,3,15,177,208,400,278,124,43,201,153,55,95,281,52,222,1340,260,2703
UCL615024,29,17,41,10,0,136,141,124,50,0,61,55,8,14,175,11,123,1004,70,1631,4,0,0,0,0,0,0,0,5,0,0,6,68,78,213,150,70,29,74,86,14,31,202,23,162,1017,141,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,7,0,0,4,0,6,17,4,50,13,0,0,0,5,7,0,0,4,0,6,17,4,50,194,118,67,29,65,74,13,27,191,25,139,649,53,1292,11,5,0,0,0,3,0,0,0,0,0,3,55,68,213,120,70,29,71,87,14,31,194,23,145,672,107,1411
UCL615025,58,31,114,22,6,320,382,261,87,9,145,121,38,72,333,27,204,1570,106,2728,0,0,0,0,0,0,0,0,3,0,0,6,122,138,530,314,117,49,219,198,54,109,395,60,324,1595,232,3180,0,0,0,0,0,0,0,0,0,0,0,9,0,11,25,12,18,0,19,22,0,3,15,6,14,38,0,107,25,12,18,0,19,24,0,3,13,6,14,45,0,114,482,255,102,36,199,169,50,96,361,55,274,1080,95,2369,17,8,3,6,5,10,0,4,3,0,3,9,99,129,524,277,117,49,219,198,54,108,378,60,296,1131,193,2613
UCL615026,74,18,90,11,9,217,211,116,66,0,93,75,20,47,132,15,94,669,38,1238,4,0,0,0,0,0,0,7,0,0,4,9,102,117,328,146,99,23,133,119,40,73,208,35,193,688,144,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,6,0,11,14,3,8,18,9,19,15,0,82,31,3,6,0,11,14,3,8,18,9,19,15,0,82,294,128,92,23,119,100,38,64,183,24,157,533,40,1212,5,4,0,0,0,5,0,3,0,0,0,3,91,104,328,129,99,23,133,119,40,73,203,35,180,558,129,1394
UCL615027,40,7,47,4,6,127,217,175,53,0,111,81,17,47,167,14,140,821,42,1481,0,0,0,0,0,0,0,0,0,0,4,8,41,60,274,200,79,5,135,107,28,62,212,18,192,834,96,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,13,8,5,5,14,0,10,17,0,56,18,0,6,0,13,8,5,5,14,0,10,17,0,56,254,169,67,3,120,97,22,57,181,18,158,597,34,1283,3,0,0,0,0,0,0,0,6,0,0,3,41,56,274,175,79,5,135,107,28,62,196,18,173,624,74,1392
UCL621001,11,4,11,5,0,32,48,43,10,0,23,14,3,12,58,4,22,265,22,441,0,5,0,0,0,0,0,0,5,0,0,0,19,28,54,55,18,4,29,27,4,12,65,4,37,266,38,501,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,4,0,0,6,0,15,0,0,3,0,3,0,0,0,8,0,0,4,0,14,56,38,13,4,30,18,4,12,52,4,31,159,19,332,0,0,0,0,3,0,0,0,4,0,0,0,17,29,54,38,18,4,29,23,4,12,61,4,32,171,35,382
