UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL513003,0,18,0,18,..,110,14,128,0,128,..,4,0,4,0,4,..,33,10,42,0,42,..,420,41,459,14,473,..,1917,142,2063,31,2097,..,108,7,119,2502,2621,12300,2029,157,2184,2534,17013
UCL513004,5,17,0,17,..,86,6,92,0,90,..,5,3,14,0,10,..,44,0,42,0,42,..,541,33,578,15,592,..,2025,147,2171,35,2215,..,189,8,199,2234,2428,10654,2213,162,2372,2275,15298
UCL513005,0,4,0,4,..,28,6,30,0,30,..,0,0,0,0,0,..,7,3,16,0,12,..,208,23,227,4,232,..,853,85,930,6,940,..,88,5,92,606,698,9371,938,90,1020,615,11009
UCL514001,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,38,5,39,0,42,..,169,18,186,0,183,..,25,0,22,578,601,6395,190,19,209,579,7184
UCL514002,0,4,0,4,..,16,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,63,0,60,0,63,..,392,23,414,6,416,..,19,0,23,477,496,6267,413,26,438,480,7182
UCL514003,0,0,0,0,..,18,3,21,0,21,..,0,0,0,0,0,..,7,3,14,0,14,..,82,58,140,3,144,..,672,121,794,12,802,..,27,3,29,492,517,6106,693,124,818,504,7430
UCL514004,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,7,3,15,0,15,..,73,13,87,0,90,..,403,55,459,3,465,..,23,0,23,693,719,5496,429,59,491,700,6679
UCL515001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,6,0,6,..,27,0,29,0,29,..,0,0,0,90,87,1092,32,0,30,90,1211
UCL515002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,25,0,25,..,48,9,51,0,51,..,6,0,6,64,71,1150,53,9,55,64,1271
UCL515003,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,5,8,0,8,..,15,4,17,3,16,..,72,7,80,4,80,..,0,0,0,151,153,2066,70,7,81,152,2300
UCL515004,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,5,3,8,0,8,..,30,6,34,0,34,..,107,16,122,0,126,..,5,0,5,148,157,1949,118,16,131,151,2225
UCL515005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,21,0,21,..,56,0,56,0,64,..,0,0,3,137,139,2201,57,3,63,139,2402
UCL515006,0,3,0,3,..,6,0,9,0,9,..,0,0,0,0,0,..,23,6,31,0,31,..,99,14,108,4,118,..,313,45,354,6,358,..,22,0,22,755,781,3024,329,45,372,763,4162
UCL515007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,19,0,25,0,25,..,98,4,100,3,107,..,4,0,4,210,212,1801,100,4,102,212,2119
UCL515008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,45,0,42,0,42,..,5,0,5,125,135,1101,47,0,49,125,1282
UCL515009,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,5,18,0,18,..,21,0,21,0,23,..,126,11,135,5,140,..,6,0,6,280,282,2521,134,11,147,280,2944
UCL515010,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,173,13,182,6,188,..,273,15,290,12,303,..,47,127,169,811,977,1725,322,144,463,820,3009
UCL515011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,6,17,0,17,..,31,5,35,0,36,..,138,31,169,0,167,..,6,3,12,149,155,2462,145,34,175,150,2786
UCL515012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,35,0,32,..,112,6,118,0,122,..,14,0,14,108,124,1974,125,6,129,114,2219
UCL515013,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,32,3,35,..,171,17,181,7,186,..,7,0,8,228,240,2378,184,16,195,234,2806
UCL515014,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,407,22,429,9,430,..,457,24,484,5,491,..,16,0,16,93,102,430,467,24,493,101,1022
UCL515015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,6,35,0,42,..,530,82,612,3,613,..,12,0,12,149,164,2018,540,82,620,157,2797
UCL515016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,5,10,0,10,..,47,4,52,0,52,..,0,0,0,147,150,1402,48,4,54,147,1600
UCL515017,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,38,4,41,0,41,..,10,0,10,187,190,1038,45,4,48,187,1270
UCL515018,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,20,0,20,..,77,3,77,0,77,..,10,0,10,254,263,1317,86,3,84,254,1660
UCL515019,0,7,0,7,..,8,0,7,0,7,..,0,0,0,0,0,..,4,6,6,0,6,..,206,160,363,12,377,..,505,263,766,17,780,..,23,9,33,373,411,2450,533,270,803,389,3641
UCL515020,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,13,6,21,0,21,..,268,10,275,11,288,..,534,36,571,20,593,..,37,9,43,771,812,3108,570,47,618,788,4515
UCL515021,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,49,0,51,0,51,..,3,0,3,61,58,1549,47,0,51,61,1655
UCL515022,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,73,12,91,0,91,..,233,39,271,6,276,..,10,5,16,210,219,3643,243,40,283,218,4138
UCL515023,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,4,4,0,4,..,31,0,35,0,35,..,125,6,132,0,140,..,4,5,11,250,261,1983,133,14,147,256,2384
UCL515024,0,0,0,0,..,0,4,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,56,0,56,5,58,..,5,0,4,203,209,1319,61,7,61,204,1591
UCL515025,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,70,34,105,0,105,..,134,52,187,0,187,..,3,0,4,252,257,1449,138,56,190,255,1898
UCL515026,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,7,27,3,32,..,84,7,89,3,93,..,11,0,11,128,135,2053,93,7,104,130,2284
UCL515027,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,9,0,9,..,74,11,87,5,91,..,349,25,377,5,382,..,7,3,13,424,439,2928,361,31,388,430,3745
UCL515028,0,3,0,8,..,38,12,52,0,51,..,0,0,0,0,0,..,7,0,7,0,7,..,199,7,207,5,210,..,588,34,626,10,626,..,24,0,25,501,524,3084,612,31,649,511,4239
UCL515029,0,0,0,0,..,8,0,8,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,45,0,45,0,41,..,100,0,102,7,108,..,0,0,0,296,296,910,103,0,106,298,1319
UCL515030,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,3,0,3,..,38,6,43,0,43,..,162,14,179,0,179,..,70,0,70,299,368,3332,232,14,249,299,3883
UCL515031,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,4,0,8,0,8,..,10,0,5,0,10,..,53,8,51,0,54,..,8,0,8,292,302,2483,60,8,65,291,2841
UCL515032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,5,26,..,38,0,38,5,46,..,3,0,3,88,93,1351,41,0,41,91,1485
UCL515033,0,4,0,4,..,22,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,72,0,70,3,76,..,274,16,292,3,295,..,16,0,16,388,398,2176,290,14,312,383,2874
UCL515034,0,0,0,0,..,8,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,50,0,54,0,54,..,166,8,173,0,174,..,7,0,7,196,199,2477,176,8,180,196,2853
UCL515035,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,16,0,16,0,16,..,56,4,64,0,64,..,5,0,5,142,145,1101,65,4,63,142,1311
UCL515036,0,0,0,0,..,3,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,12,0,12,..,147,21,170,3,171,..,8,0,8,180,191,2009,159,21,182,188,2368
UCL515037,0,6,0,6,..,14,4,16,0,16,..,0,0,0,0,0,..,4,0,0,0,0,..,69,3,75,0,75,..,175,13,186,0,189,..,17,5,21,371,387,1442,193,13,205,370,2016
UCL515038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,30,0,30,..,69,3,71,0,76,..,3,0,3,207,208,2121,75,3,74,206,2399
UCL521001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,12,16,491,11,0,11,12,515
UCL521002,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,22,0,22,0,22,..,0,0,0,80,80,687,22,0,22,80,792
UCL521003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,0,0,0,..,0,0,3,0,3,..,32,3,33,0,33,..,4,0,3,82,83,751,36,10,39,82,869
UCL521004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,144,15,158,0,158,..,147,18,167,4,168,..,8,0,8,15,29,395,154,18,174,21,593
UCL521005,0,4,0,4,..,4,0,4,4,8,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,11,..,55,6,55,6,60,..,5,0,5,110,107,959,56,6,64,113,1129
UCL521006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,7,0,7,..,28,0,31,0,31,..,0,0,0,52,52,797,28,0,31,52,878
UCL521007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,6,0,6,..,16,3,22,0,22,..,0,0,0,64,66,458,19,3,20,64,540
UCL521008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,16,0,16,..,29,8,34,0,34,..,0,0,0,75,75,427,26,8,31,75,532
UCL521009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,12,0,15,..,31,6,38,0,33,..,0,0,0,68,68,461,31,6,38,73,564
UCL521010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,29,0,33,4,32,..,0,0,0,65,68,706,30,0,31,68,807
UCL521011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,15,..,0,0,0,15,18,567,12,0,12,15,591
UCL521012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,36,0,36,..,0,0,0,28,26,473,32,0,34,24,538
UCL521013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,23,7,26,0,26,..,5,0,5,47,48,831,30,7,36,47,907
UCL521014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,47,4,47,0,47,..,7,0,7,150,155,561,51,4,52,150,763
UCL521015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,24,0,24,..,0,0,0,41,41,558,24,0,24,41,625
UCL521016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,5,..,60,0,61,7,73,..,0,0,0,47,47,539,60,0,61,58,661
UCL521017,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,13,..,101,5,107,0,113,..,8,0,8,91,92,508,110,5,114,85,713
UCL521018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,9,..,0,0,0,12,9,530,7,0,8,9,545
UCL521019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,35,3,34,0,34,..,4,0,4,139,143,553,36,3,38,139,723
UCL521020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,31,4,35,0,35,..,0,0,0,41,37,687,33,4,38,41,764
UCL521021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,65,8,68,0,68,..,0,0,0,52,53,780,62,8,69,52,902
UCL521022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,46,4,41,0,41,..,0,0,0,93,93,592,46,4,41,93,723
UCL521023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,4,..,65,0,65,0,62,..,0,0,0,43,44,459,64,0,64,48,568
UCL521024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,289,26,318,26,345,..,342,29,372,26,396,..,21,3,25,185,210,994,360,39,396,210,1605
UCL521025,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,59,5,63,0,63,..,0,0,0,59,66,654,65,5,63,59,783
UCL521026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,0,0,0,38,41,725,20,0,18,38,782
UCL521027,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,19,0,19,..,32,5,33,0,33,..,8,0,8,278,291,486,34,5,44,278,802
UCL521028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,14,0,14,..,41,0,42,0,39,..,6,0,6,68,78,685,43,0,43,70,798
UCL521029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,6,0,6,..,16,0,16,0,14,..,67,7,73,0,74,..,0,0,0,70,75,731,69,7,75,70,878
UCL521030,0,0,0,0,..,3,0,11,0,11,..,0,0,0,0,0,..,0,5,5,0,5,..,29,6,38,0,42,..,74,45,124,3,122,..,3,0,3,59,64,560,76,45,126,65,746
UCL521031,0,0,0,0,..,8,0,12,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,51,4,59,0,59,..,88,5,92,0,98,..,0,0,5,111,117,361,90,8,98,112,567
UCL521032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,54,11,62,3,64,..,86,11,95,3,101,..,0,0,0,131,131,446,92,12,98,130,675
UCL521033,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,15,0,15,..,0,0,0,291,289,273,15,0,17,291,576
UCL521034,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,5,0,5,..,14,0,11,0,18,..,0,0,0,51,51,695,14,0,11,56,762
UCL521035,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,21,0,21,..,0,0,0,55,55,461,23,0,21,55,538
UCL521036,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,34,0,37,0,34,..,3,0,3,92,98,424,40,0,35,92,555
UCL521037,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,24,0,24,0,27,..,0,0,0,58,51,910,24,0,24,54,989
UCL521038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,12,0,18,0,20,..,13,0,13,119,130,671,25,4,27,124,821
UCL521039,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,0,0,0,51,46,752,26,0,26,51,822
UCL521040,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,52,5,54,0,54,..,86,7,94,0,95,..,5,0,5,165,166,551,86,7,98,170,813
UCL521041,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,16,0,14,..,59,3,60,0,63,..,5,0,5,24,31,595,62,3,67,25,685
UCL521042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,17,0,17,..,40,8,54,0,54,..,0,0,0,44,44,519,40,8,54,44,617
UCL521043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,32,32,474,11,0,11,32,518
UCL521044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,22,0,22,..,33,5,37,0,37,..,4,0,4,51,56,633,40,5,43,51,722
UCL521045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,22,0,22,0,23,..,11,0,11,136,146,412,30,0,36,130,582
UCL521046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,266,3,272,7,275,..,272,3,273,7,282,..,16,0,16,59,69,340,285,3,295,62,700
UCL521047,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,40,4,40,0,39,..,9,0,6,45,55,431,45,3,45,44,523
UCL521048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,14,0,14,..,30,5,36,0,36,..,5,0,3,93,98,818,34,0,40,93,953
UCL521049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,364,29,397,6,399,..,374,29,411,8,413,..,8,0,12,18,30,65,382,32,418,26,511
UCL521050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,32,5,39,0,39,..,0,0,0,46,46,639,32,5,39,46,725
UCL521051,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,35,6,37,0,40,..,0,0,0,71,71,750,35,6,37,74,868
UCL521052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,45,0,45,0,45,..,71,0,71,0,71,..,10,0,10,109,120,558,77,0,77,109,745
UCL522001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,370,38,410,14,416,..,374,38,408,14,418,..,0,0,0,12,13,36,374,41,410,27,472
UCL522002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,14,14,258,10,0,10,14,280
UCL522003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,76,0,78,11,92,..,81,0,89,11,94,..,0,0,0,33,35,196,81,0,88,43,325
UCL522004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,231,13,246,5,252,..,231,13,246,5,252,..,0,5,5,3,9,47,229,16,250,10,308
UCL522005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,0,35,0,35,..,39,0,45,0,45,..,3,0,3,11,19,248,45,0,44,11,307
UCL522006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,11,12,418,16,0,16,11,449
UCL522007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,13,13,192,4,0,7,13,211
UCL522008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,20,24,174,10,0,10,20,211
UCL522009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,6,0,6,..,0,0,0,25,25,339,7,0,6,25,370
UCL522010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,12,0,15,0,15,..,19,3,25,0,25,..,0,0,0,60,60,317,19,3,25,60,401
UCL522011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,54,54,250,8,0,8,54,314
UCL522012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,19,0,21,..,0,0,0,34,34,422,23,0,19,32,480
UCL522013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,11,..,0,0,0,24,24,408,3,0,3,23,435
UCL522014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,207,0,0,0,5,218
UCL522015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,23,0,27,..,0,0,0,16,16,199,23,0,23,16,245
UCL522016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,51,51,221,13,0,13,51,288
UCL522017,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,3,0,7,0,7,..,0,0,0,28,29,351,7,0,9,28,384
UCL522018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,4,..,0,0,0,31,31,107,5,0,5,31,135
UCL522019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,55,54,140,0,0,0,55,194
UCL522020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,74,0,83,4,87,..,82,0,87,4,91,..,3,0,3,22,19,138,88,3,91,25,253
UCL522021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,14,18,333,5,0,5,14,357
UCL522022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,43,47,189,6,0,9,43,238
UCL522023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,3,0,3,29,31,287,8,0,9,29,332
UCL522024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,8,8,239,6,0,6,8,258
UCL522025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,67,67,387,8,0,8,67,463
UCL522026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,15,15,275,5,0,5,15,293
UCL522027,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,0,0,0,26,26,323,13,0,13,26,361
UCL522028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,11,12,146,5,0,3,11,158
UCL522029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,30,5,34,0,34,..,4,0,4,13,12,347,28,5,33,13,395
UCL522030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,43,47,214,8,0,9,43,265
UCL522031,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,229,27,260,0,260,..,232,27,258,0,258,..,0,0,0,6,5,24,232,31,259,6,289
UCL522032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,45,5,48,0,50,..,48,5,53,0,50,..,17,5,21,25,47,295,63,7,68,23,388
UCL522033,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,32,38,372,12,0,12,32,422
UCL522034,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,115,54,166,6,169,..,114,54,165,6,169,..,0,0,0,0,0,5,114,51,169,6,180
UCL522035,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,15,3,14,0,14,..,0,0,0,21,25,187,18,5,14,21,226
UCL522036,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,6,..,0,0,0,7,7,204,3,4,6,7,213
UCL522037,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,36,36,256,6,0,6,36,294
