UCL_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
UCL112002,0,7,0,0,0,0,0,0,0,13,6,66,0,0,0,0,0,0,0,81,71,165,10,16,23,8,7,3,0,314,0,3,0,0,0,0,0,0,0,6,17,50,0,9,3,3,5,3,0,94,11,27,3,4,3,0,0,0,0,44,186,517,82,104,66,48,32,51,14,1104,0,0,0,0,0,0,0,0,0,0,34,47,39,45,11,17,7,17,0,219,71,63,76,83,33,28,30,18,9,410,314,88,1279,243,111,130,314,290,49,2807,8,4,18,11,8,12,17,25,3,111,16,10,20,27,10,13,17,19,4,130,5,8,4,4,0,3,7,6,0,35,12,3,21,11,3,6,18,20,13,113,757,1071,1556,568,278,266,452,445,94,5490,0,9,0,0,0,0,0,0,0,12,11,56,0,3,0,0,0,0,0,70,54,251,6,28,26,12,0,11,7,389,0,5,0,0,0,0,0,0,0,15
UCL112003,0,0,0,0,0,0,0,0,0,3,14,135,4,5,0,0,0,0,0,161,121,296,31,15,33,9,4,4,8,522,4,5,0,0,0,0,0,0,4,5,32,74,6,7,6,4,0,0,0,133,14,18,3,8,6,0,0,0,0,54,236,663,110,126,74,44,23,49,12,1336,0,0,0,4,0,0,0,0,0,5,72,84,40,40,26,15,13,8,3,298,68,98,78,56,34,14,19,27,5,400,236,95,747,130,93,68,150,181,23,1724,4,5,5,13,7,14,8,13,0,70,11,18,17,7,7,6,5,16,3,97,3,10,3,3,0,4,3,5,0,31,3,15,13,3,5,5,3,12,6,67,816,1516,1057,408,306,185,242,310,71,4913,0,11,0,0,0,0,0,0,0,12,21,148,0,0,4,0,0,0,0,176,112,504,14,40,47,5,0,4,10,744,3,17,0,0,3,0,0,0,0,24
UCL112004,0,4,0,0,0,0,0,0,0,10,13,47,4,0,4,0,0,0,0,68,116,194,26,12,19,15,6,14,8,416,0,8,0,0,0,0,0,0,0,8,17,57,5,4,8,4,0,0,0,94,6,15,0,0,0,0,0,0,0,29,259,497,86,61,54,52,26,44,11,1082,0,0,0,0,0,0,0,0,0,0,77,71,34,31,9,14,7,9,0,257,73,71,70,31,14,17,9,21,4,311,206,62,657,55,54,59,95,131,18,1327,3,5,9,3,0,10,8,3,0,42,15,16,24,10,3,10,6,9,0,88,8,6,3,0,0,0,4,6,0,37,20,7,21,4,4,11,9,8,7,85,819,1052,935,215,164,189,173,252,57,3844,4,6,0,0,5,0,0,0,0,15,14,37,0,0,0,0,0,0,0,53,70,280,4,42,32,15,0,8,3,443,0,8,0,0,3,0,0,0,0,16
UCL112005,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,7,29,7,0,0,3,0,6,0,57,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,45,111,23,20,10,11,12,11,4,247,0,0,0,0,0,0,0,0,0,0,22,19,23,8,4,8,7,4,6,93,33,27,49,19,5,18,12,17,0,183,126,39,822,131,43,48,380,180,28,1789,4,0,15,10,0,5,19,22,0,76,10,4,14,0,6,4,10,5,0,55,5,0,0,0,0,0,3,5,0,16,4,8,10,16,4,0,11,14,8,72,262,247,958,206,78,104,449,265,47,2613,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,55,0,6,4,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
UCL112006,0,0,0,0,0,0,0,0,0,9,3,44,0,0,0,0,0,3,0,56,70,167,30,59,32,46,28,38,10,492,0,7,0,0,0,0,0,0,0,17,14,56,0,8,7,0,0,3,0,88,8,14,0,6,5,0,0,0,0,37,189,539,93,150,87,55,28,75,18,1217,0,0,0,0,0,0,0,0,0,3,55,43,20,54,25,3,20,15,3,242,79,70,80,96,47,28,23,29,9,451,321,97,1294,256,123,171,292,285,54,2885,9,10,18,14,11,12,20,17,0,111,19,11,18,12,6,10,19,20,0,126,5,17,13,3,3,3,6,0,0,64,8,12,32,15,6,11,28,25,21,162,784,1091,1607,676,352,346,461,515,118,5951,0,9,0,5,0,0,0,0,0,5,0,32,0,0,0,3,0,0,0,38,64,279,18,95,45,49,0,25,11,587,0,11,0,0,0,0,0,0,0,12
UCL112007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,46,73,14,11,3,3,0,9,0,171,0,0,0,0,0,0,0,0,0,0,7,10,11,8,0,3,0,0,0,50,14,8,12,8,0,6,0,10,0,63,88,13,266,17,14,14,45,52,10,524,0,0,0,0,0,0,0,0,0,6,4,0,0,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,5,6,3,0,27,181,143,313,63,24,36,60,81,15,918,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,31,0,4,4,0,0,0,0,45,0,4,0,0,0,0,0,0,0,4
UCL112008,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,18,19,38,4,4,3,0,3,0,0,74,3,4,0,0,0,0,0,0,0,3,4,16,6,0,0,0,0,0,0,33,0,7,0,4,0,0,0,5,0,16,49,197,19,34,19,7,4,7,6,340,0,0,0,0,0,0,0,0,0,0,23,22,20,15,9,4,0,7,0,115,37,32,37,35,10,15,5,14,0,172,141,41,504,100,32,51,70,132,22,1095,4,0,8,13,5,7,3,7,0,40,8,4,8,9,4,10,11,8,0,59,4,4,0,0,0,0,0,4,0,16,18,8,12,8,5,6,7,14,9,82,316,395,621,220,82,93,105,198,35,2060,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,11,78,0,8,3,6,0,0,0,110,3,0,0,0,0,0,0,0,0,8
UCL112009,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,26,35,78,6,14,12,6,3,4,0,154,0,0,0,0,0,0,0,0,0,6,5,34,0,8,3,0,0,0,0,54,7,6,0,14,5,0,0,0,0,37,73,226,44,63,26,19,15,30,5,501,0,0,0,0,0,0,0,0,0,4,25,35,16,37,7,12,4,9,0,146,66,40,54,80,16,16,23,22,8,313,182,45,810,195,73,69,253,194,33,1861,5,5,14,9,4,9,6,12,0,58,7,11,7,14,0,4,20,17,0,85,0,6,8,3,3,4,0,4,0,34,12,6,12,7,0,0,11,25,10,93,427,503,985,445,155,135,332,319,61,3361,0,3,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,16,22,131,0,25,13,5,0,0,0,208,0,10,0,0,0,0,0,0,0,9
UCL112010,0,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,21,44,60,13,4,7,5,10,25,5,179,0,5,0,0,0,0,0,0,0,3,4,19,5,0,0,4,0,0,0,31,0,5,0,0,0,0,0,0,0,9,121,287,52,30,22,13,24,80,13,642,0,0,0,0,0,0,0,5,0,5,32,15,24,20,16,8,13,20,3,141,53,33,43,21,17,13,20,41,8,245,252,47,726,35,43,81,140,207,35,1572,5,0,5,5,0,4,6,13,0,47,8,5,10,3,5,10,17,15,6,78,3,3,9,0,0,0,5,7,0,29,15,9,14,3,0,6,14,42,19,130,549,493,905,125,119,149,256,455,81,3129,0,7,0,0,0,0,0,0,0,9,4,8,0,3,0,0,0,0,0,13,15,100,8,19,14,8,0,21,0,182,0,0,0,0,0,0,0,0,0,4
UCL112011,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,7,17,3,5,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,4,0,18,0,9,0,0,0,0,0,0,0,12,22,102,20,19,13,13,13,3,3,213,0,0,0,0,0,0,0,0,0,0,19,13,21,13,10,3,4,3,0,87,29,24,26,26,15,11,15,23,3,172,118,38,974,96,65,46,345,170,31,1874,4,0,11,6,3,11,12,17,0,74,10,0,15,5,0,3,23,11,3,70,3,0,0,4,5,0,3,0,0,15,4,0,9,8,3,3,17,12,7,71,215,223,1076,186,122,92,438,243,50,2647,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,41,0,0,8,3,0,0,0,64,0,4,0,0,0,0,0,0,0,4
UCL112012,0,4,0,0,0,0,0,0,0,7,3,54,0,0,4,0,0,0,0,70,25,127,10,13,10,3,7,7,0,193,0,0,0,0,0,0,0,0,0,0,6,50,0,6,0,4,0,0,0,68,5,18,3,0,4,0,0,0,0,32,97,451,57,78,43,26,16,47,5,822,0,0,5,0,0,0,0,0,0,5,24,27,26,27,17,4,9,7,0,141,56,59,47,62,26,24,13,27,8,312,180,63,771,156,90,95,173,271,26,1819,14,0,10,13,3,9,10,30,0,98,9,7,16,12,3,20,11,21,0,104,4,0,0,5,4,7,0,9,0,19,5,13,17,10,4,3,10,12,16,82,422,880,957,380,205,187,251,428,63,3778,0,12,0,0,0,0,0,0,0,10,6,39,4,0,3,0,0,0,0,46,32,186,8,23,19,8,0,5,0,280,6,15,0,0,0,0,0,0,0,15
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,25,0,5,7,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,4,9,0,6,0,0,0,5,0,20,15,5,4,9,0,3,0,4,0,41,44,6,97,10,9,9,18,23,3,210,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,82,49,113,32,19,17,21,37,5,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
UCL112014,0,4,0,0,0,0,0,0,0,6,14,36,3,0,0,0,0,0,0,59,37,76,6,4,6,4,0,0,4,150,5,0,0,0,0,0,0,0,0,3,4,22,0,4,0,0,0,3,0,35,4,9,3,3,4,0,0,0,0,23,75,270,30,22,15,20,8,22,5,481,0,0,0,0,0,0,0,0,0,5,36,26,22,32,0,6,6,5,0,138,47,59,54,40,17,12,16,13,7,273,208,61,836,78,65,56,189,172,33,1705,4,8,11,8,6,11,6,21,0,72,6,7,11,4,0,8,17,15,0,76,0,8,3,0,0,0,0,3,0,22,9,8,10,7,0,0,8,3,8,52,439,596,989,211,119,117,271,269,56,3075,0,7,0,0,0,0,0,0,0,9,7,23,0,0,0,0,0,0,0,28,22,157,0,4,13,0,0,4,0,208,0,7,3,0,0,0,0,0,0,15
UCL112015,0,9,0,0,0,0,0,0,0,5,4,29,0,0,0,0,0,0,0,31,44,100,18,8,0,11,5,11,0,203,0,3,0,0,0,0,0,0,0,7,13,23,8,3,0,0,0,3,0,44,0,5,6,3,0,0,3,0,0,21,91,333,50,75,31,35,12,41,4,680,0,0,0,5,0,0,0,0,0,5,38,45,39,43,18,12,11,13,9,224,74,63,98,83,29,8,18,25,5,399,243,81,1092,217,66,122,237,267,41,2364,14,10,12,15,5,14,10,29,0,101,7,5,14,19,3,8,12,17,4,86,5,4,3,0,3,9,4,3,0,37,7,11,23,16,9,13,11,22,11,122,541,713,1366,490,174,224,322,429,75,4334,0,9,0,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,0,23,30,162,4,22,14,14,0,5,0,254,0,9,0,0,0,0,0,0,0,12
UCL112016,0,0,0,0,0,0,0,0,0,3,17,78,3,0,3,0,0,3,0,105,87,251,19,18,14,13,12,12,9,432,3,10,0,0,3,0,0,0,0,22,16,40,5,5,4,4,0,0,0,72,11,19,0,9,6,0,0,3,0,47,223,771,99,95,72,40,29,48,9,1387,0,0,0,0,0,0,0,0,0,0,56,54,44,39,16,17,16,20,7,268,99,79,115,76,43,26,33,25,8,506,305,111,1423,156,116,117,374,274,35,2918,11,9,22,6,14,14,24,24,0,119,16,11,20,15,13,16,23,19,0,131,9,14,12,7,0,4,3,0,3,53,7,12,12,17,9,7,20,21,12,125,868,1460,1773,444,319,256,543,444,86,6191,0,6,0,0,0,0,0,0,0,11,11,64,0,4,0,0,0,0,0,86,68,377,12,40,34,0,0,9,0,539,0,7,0,0,0,0,0,0,0,12
UCL112017,0,0,0,4,0,0,0,0,0,5,11,73,0,0,0,0,0,0,0,87,104,284,10,12,27,7,4,14,4,460,0,10,0,0,0,0,0,0,0,15,20,81,4,0,3,0,3,5,0,121,22,25,3,4,5,0,0,0,0,57,248,908,90,95,78,48,17,39,8,1524,4,0,0,0,0,0,0,0,0,3,73,93,82,32,31,20,10,12,10,358,106,102,94,94,42,40,21,45,5,559,370,133,1353,306,112,182,196,295,47,2995,11,5,18,17,4,13,19,26,0,106,22,12,21,27,11,15,20,34,3,169,9,15,16,6,5,4,0,6,0,54,21,17,24,7,3,12,18,12,23,133,1019,1764,1707,619,314,340,308,480,98,6655,4,10,0,0,0,0,0,0,0,15,8,67,0,3,3,0,0,0,0,85,80,367,5,28,31,5,0,8,4,532,0,14,0,0,0,0,0,0,0,17
UCL112018,0,3,0,0,0,0,0,0,0,5,3,40,0,0,0,0,5,0,0,47,45,109,11,21,12,14,8,18,4,235,0,3,0,0,0,0,0,0,0,4,13,48,4,4,5,0,0,0,0,76,8,19,0,6,0,0,0,0,0,34,107,438,53,76,33,17,28,107,4,870,0,0,0,0,0,0,0,0,0,3,33,42,29,32,9,15,10,17,0,181,77,51,60,49,33,24,24,40,0,354,249,88,1032,147,106,110,274,294,29,2338,21,0,19,11,3,9,16,29,0,105,18,12,13,11,7,14,14,29,0,107,4,0,7,3,0,8,4,10,0,38,12,8,24,4,8,14,19,45,19,150,576,869,1250,372,218,209,394,594,56,4546,0,3,0,0,0,0,0,0,0,10,3,22,0,0,0,0,0,0,0,29,34,240,4,26,19,6,0,14,0,340,0,8,0,0,0,0,0,0,0,10
UCL112019,0,5,0,0,0,0,0,0,0,12,16,115,6,0,4,0,0,3,0,142,85,214,31,18,26,10,11,12,4,412,3,12,4,0,0,0,0,0,0,19,26,87,5,9,9,5,3,0,0,142,8,21,4,10,4,0,0,0,0,51,248,840,136,112,78,65,34,71,19,1601,0,0,0,0,0,0,0,0,0,9,75,64,46,38,31,15,16,18,4,304,102,110,113,107,50,29,24,34,7,574,507,172,1751,301,162,206,347,370,62,3884,16,8,22,12,5,15,28,38,6,151,18,19,23,20,13,16,19,34,6,165,3,10,13,3,3,0,3,15,0,50,24,11,26,11,16,14,21,32,25,186,1135,1684,2185,652,395,376,505,629,132,7696,4,18,0,0,0,0,0,0,0,23,11,95,4,0,4,0,0,0,0,115,58,358,6,37,33,13,4,6,8,520,4,17,0,0,0,0,0,0,0,26
UCL113001,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,24,20,77,5,9,8,4,0,3,0,123,0,0,0,0,0,0,0,0,0,0,7,24,4,3,0,0,0,0,0,38,4,8,0,0,0,0,0,0,0,17,82,256,37,52,32,20,9,31,0,513,0,0,0,0,0,0,0,0,0,0,28,28,14,24,11,4,6,7,0,118,39,28,40,36,10,13,6,24,0,204,121,34,532,106,38,59,94,144,14,1151,3,0,11,3,4,5,3,11,0,41,4,5,7,13,3,12,6,8,0,57,3,8,5,3,0,0,0,3,0,21,9,7,12,9,0,3,4,11,8,70,329,508,661,257,100,123,131,239,33,2377,0,4,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,24,24,127,0,14,11,0,0,0,3,180,0,5,0,0,0,0,0,0,0,10
UCL113002,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,10,24,8,4,9,0,3,0,0,54,0,0,0,0,0,0,0,0,0,5,7,13,0,0,3,0,0,0,0,28,0,3,0,0,0,0,0,0,0,8,29,77,16,27,11,11,0,14,0,173,0,0,0,0,0,0,0,0,0,0,11,13,9,20,3,0,3,8,0,69,12,15,12,18,9,7,3,12,0,79,108,13,324,43,21,47,59,108,19,748,6,0,9,10,0,4,3,6,0,32,9,3,8,4,6,5,5,7,0,46,0,0,4,0,0,0,3,7,0,12,3,4,5,5,5,7,4,4,4,51,198,168,393,128,60,83,88,165,29,1313,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,19,42,0,9,0,0,0,0,0,69,0,4,0,6,0,0,0,0,0,3
UCL113003,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,15,42,3,7,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,12,14,0,4,0,0,5,0,0,32,9,6,0,0,0,0,0,0,0,19,31,140,18,23,10,3,10,9,6,243,0,0,0,0,0,0,0,0,0,0,14,26,19,19,5,0,4,0,0,84,26,24,27,31,17,6,10,12,5,157,121,38,676,105,45,25,222,87,22,1339,0,0,6,9,0,6,10,11,0,47,7,3,4,10,4,4,18,9,0,51,0,8,0,0,0,0,4,0,0,9,8,5,10,10,0,8,15,13,8,63,243,322,757,217,81,55,284,141,43,2129,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,19,87,0,10,8,0,0,0,0,124,0,0,0,0,0,0,0,0,0,5
UCL113004,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,32,42,75,10,15,3,3,0,0,5,154,0,3,0,0,0,0,0,0,0,4,9,18,0,0,0,0,0,4,0,33,0,5,0,0,0,0,0,0,0,8,150,258,67,57,28,25,8,45,12,655,0,0,0,0,0,0,0,0,0,5,17,22,27,14,4,3,0,11,0,106,30,24,47,35,3,7,3,21,0,175,87,24,280,26,13,23,31,54,20,555,11,0,3,4,0,3,3,3,0,27,8,9,8,7,0,3,0,6,3,48,4,7,5,0,0,0,0,4,4,27,12,11,7,4,0,6,0,5,15,63,387,488,452,163,48,81,58,162,60,1905,0,6,0,0,0,0,0,0,0,10,5,27,0,0,0,0,0,0,0,34,40,115,5,26,15,7,0,5,0,217,4,8,0,0,4,0,0,0,0,10
UCL113005,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,14,12,35,0,5,4,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,5,12,0,6,0,0,0,0,0,23,4,4,0,3,0,0,0,0,0,9,42,158,5,19,16,13,0,7,4,262,0,0,0,0,0,0,0,0,0,0,10,21,7,19,5,0,3,0,0,55,17,23,11,50,11,6,7,13,0,139,111,39,436,144,43,49,132,143,14,1103,7,3,3,4,5,12,7,13,0,58,3,0,4,13,0,9,11,14,0,54,0,3,0,0,0,0,0,6,0,10,10,7,12,3,3,0,8,14,10,66,213,321,482,266,86,86,166,208,30,1860,0,4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,9,58,0,11,0,0,0,0,0,73,0,3,0,0,0,0,0,0,0,3
UCL113006,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,13,51,4,14,9,4,0,3,0,101,0,0,0,0,0,0,0,0,0,0,6,13,0,8,0,4,0,0,0,29,10,8,10,12,5,6,0,4,0,59,54,16,189,88,15,21,51,85,9,532,0,0,0,9,5,0,0,4,0,20,4,0,0,4,0,0,8,4,6,27,0,0,0,0,0,0,0,0,0,6,0,0,6,10,0,3,8,10,14,55,95,110,214,146,32,41,69,114,23,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,4
