UCL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL315043,0,0,0,0,0,6,0,0,0,8,0,4,6,0,7,4,0,0,0,9,12,24,43,37,69,58,11,0,0,262
UCL315044,6,5,16,12,18,11,8,6,0,80,8,9,7,6,16,11,4,3,0,67,113,146,309,260,338,370,111,27,0,1680
UCL315045,3,13,12,14,9,14,0,0,0,66,4,6,21,21,25,19,3,0,0,101,88,90,269,332,374,301,63,9,0,1526
UCL315046,0,5,9,8,5,7,3,0,0,34,0,0,11,14,13,7,4,0,0,57,54,55,282,293,163,134,52,5,0,1039
UCL315047,0,0,8,21,9,5,0,0,0,43,0,4,9,10,9,4,5,0,0,34,55,89,222,206,194,129,30,3,0,922
UCL315048,0,0,3,5,5,6,4,0,0,22,0,4,3,10,8,12,0,0,0,41,20,24,58,87,136,128,41,4,0,495
UCL315049,0,0,3,10,5,6,3,0,0,24,4,4,4,10,14,10,3,0,0,46,35,41,108,221,241,239,81,20,0,989
UCL315050,6,4,9,9,6,6,0,0,0,34,0,3,13,20,18,13,4,0,0,70,74,134,236,223,240,198,52,10,0,1176
UCL315051,11,9,26,16,21,10,8,0,0,103,8,9,29,22,16,20,4,0,0,105,128,218,469,423,530,384,82,10,0,2245
UCL315052,6,9,9,23,8,8,5,0,0,67,4,9,23,24,19,9,0,0,0,87,134,129,309,383,383,264,48,8,0,1651
UCL315053,10,3,15,10,11,18,6,0,0,76,11,7,9,7,10,9,8,0,0,70,95,144,307,277,239,272,92,4,0,1433
UCL315054,4,8,9,0,4,11,5,0,0,47,4,5,12,11,15,13,0,0,0,66,87,126,238,255,266,251,57,0,0,1288
UCL315055,4,6,3,5,7,8,0,0,0,33,0,0,5,4,13,19,7,0,0,42,34,24,48,100,186,258,99,20,0,764
UCL315056,0,0,0,3,4,10,0,0,0,26,3,0,3,10,5,5,0,0,0,29,50,30,86,114,166,132,40,9,0,626
UCL315057,0,0,4,5,13,11,0,0,0,34,10,5,7,13,12,9,6,0,0,58,67,59,125,174,262,254,112,8,0,1058
UCL315058,10,7,34,22,11,7,0,0,0,94,8,15,21,24,17,4,3,0,0,89,123,173,435,507,334,188,36,0,0,1795
UCL315059,0,7,9,8,7,6,0,0,0,32,0,0,4,5,4,0,0,0,0,20,76,57,114,189,202,86,12,0,0,736
UCL315060,6,6,14,15,3,7,0,0,0,53,3,4,7,11,7,5,4,0,0,39,84,80,299,325,229,164,26,4,0,1217
UCL315061,0,0,8,5,0,0,0,0,0,12,0,3,8,4,6,0,0,0,0,15,22,75,207,200,164,105,13,0,0,780
UCL315062,8,0,8,3,10,0,0,0,0,23,5,4,3,0,0,6,0,0,0,25,42,58,138,94,120,80,22,0,0,554
UCL315063,0,0,0,3,5,3,3,0,0,13,5,4,10,7,5,3,0,0,0,38,48,33,122,121,123,105,28,5,0,583
UCL315064,7,7,5,3,5,5,0,0,0,29,0,0,3,11,7,5,5,0,0,24,29,55,154,138,122,71,18,0,0,588
UCL315065,0,0,3,0,0,0,0,0,0,10,0,4,0,0,12,13,0,6,0,27,27,35,56,56,72,85,31,7,0,366
UCL315066,3,7,12,18,14,7,0,0,0,61,7,8,6,3,14,13,4,0,0,58,120,117,267,344,346,259,72,0,0,1529
UCL315067,0,3,9,5,8,5,0,0,0,24,3,0,4,9,14,7,6,0,0,40,49,45,99,120,202,179,37,0,0,738
UCL315068,4,5,4,3,7,7,0,0,0,31,0,0,7,4,9,5,0,0,0,34,42,35,116,127,161,138,44,0,3,669
UCL315069,0,4,7,4,3,4,0,0,0,23,3,6,5,9,6,5,3,0,0,29,30,44,82,102,129,156,51,0,0,598
UCL315070,4,7,14,5,4,0,0,0,0,35,0,5,5,12,4,3,0,0,0,28,41,97,173,164,123,119,35,4,0,752
UCL315071,0,0,4,3,4,4,0,0,0,17,0,0,3,0,5,7,0,0,0,20,37,32,83,131,119,90,12,0,0,501
UCL315072,0,0,3,0,4,0,0,0,0,12,5,9,26,10,9,6,4,0,0,61,24,55,167,75,85,69,37,11,0,522
UCL315073,0,0,0,0,3,0,0,0,0,18,0,4,9,9,9,8,6,0,0,38,36,66,120,91,144,116,35,6,0,615
UCL315074,0,0,3,6,4,10,0,0,0,33,3,5,10,15,7,8,6,0,0,54,76,65,164,181,205,183,60,8,0,956
UCL315075,0,0,0,0,3,3,3,0,0,10,0,3,3,0,7,7,0,0,0,19,12,12,62,88,104,145,58,6,0,488
UCL315076,6,14,10,19,9,4,7,0,0,59,4,13,16,21,18,12,0,0,0,81,136,162,305,347,394,296,65,8,0,1711
UCL315077,0,0,0,0,0,0,0,0,0,5,0,4,6,3,3,3,3,0,0,22,17,31,84,72,63,57,12,0,0,339
UCL315078,7,9,14,8,9,13,6,0,0,61,3,4,15,18,11,5,0,0,0,56,95,111,228,251,252,181,71,6,3,1203
UCL315079,0,0,8,6,8,16,3,0,0,45,0,4,6,9,12,6,8,0,0,44,34,50,100,155,201,175,40,4,0,754
UCL315080,8,3,16,19,25,19,3,0,0,84,14,13,18,21,16,13,4,0,0,96,80,142,644,482,442,425,164,20,3,2416
UCL315081,7,12,17,16,8,10,0,0,0,65,9,6,9,11,14,7,4,6,0,57,105,119,241,300,330,276,72,15,0,1471
UCL315082,0,0,0,5,10,4,5,0,0,23,0,0,4,7,5,10,6,4,0,31,17,30,54,81,116,135,36,6,0,473
UCL315083,4,4,0,4,0,3,0,0,0,24,0,5,5,4,6,7,0,0,0,27,54,42,80,110,145,147,22,6,0,603
UCL315084,3,4,7,4,6,7,0,0,0,35,0,4,5,0,11,13,3,0,0,40,31,53,108,137,178,220,55,4,5,786
UCL315085,4,13,14,7,8,3,4,0,0,48,4,6,8,14,8,4,4,3,0,60,71,137,212,225,222,205,37,7,0,1118
UCL315086,3,0,0,5,7,4,3,0,0,27,0,5,6,4,12,14,3,0,0,49,33,33,67,107,239,288,87,10,0,867
UCL315087,0,4,8,3,13,5,3,0,0,41,3,0,3,13,5,17,0,0,0,44,107,115,121,252,414,304,73,10,0,1389
UCL315088,3,7,15,8,10,5,0,3,0,51,3,12,14,19,7,11,3,0,0,69,96,142,242,298,282,239,52,5,0,1354
UCL315089,4,10,14,3,12,7,0,0,0,56,0,4,8,8,14,6,3,0,0,48,67,100,248,184,219,190,65,8,0,1091
UCL315090,11,5,19,16,11,20,7,0,0,84,3,5,5,9,18,12,6,4,0,62,139,109,331,336,378,346,137,21,0,1800
UCL315091,0,0,5,10,4,9,0,0,0,27,5,6,15,6,0,6,0,0,0,39,53,112,289,292,238,190,65,4,0,1243
UCL315092,0,0,0,0,0,6,0,0,0,13,3,4,3,5,4,9,3,4,0,42,27,25,55,62,104,162,64,5,0,505
UCL315093,0,0,0,3,5,0,0,0,0,12,0,0,0,3,3,8,0,0,0,19,15,19,39,51,73,64,18,0,0,283
UCL315094,0,0,5,4,4,4,0,0,0,21,7,0,7,7,11,6,5,0,0,44,43,43,99,150,179,167,43,9,0,738
UCL315095,5,4,9,0,3,4,0,0,0,27,7,4,17,16,13,8,0,0,0,66,71,101,254,179,184,158,54,9,7,1010
UCL315096,10,21,25,29,19,22,5,5,0,131,3,9,15,13,11,3,0,0,0,53,132,178,421,352,353,298,59,4,0,1787
UCL315097,0,10,14,6,8,10,0,0,0,48,0,10,11,8,11,3,4,0,0,44,63,102,229,179,194,130,34,4,0,933
UCL315098,4,9,11,7,8,14,0,0,0,54,7,11,24,10,10,13,0,0,0,78,130,228,615,502,474,274,48,0,0,2273
UCL315099,8,6,26,29,27,13,4,0,0,112,3,8,12,21,19,4,0,5,0,68,216,162,423,527,467,259,48,6,4,2114
UCL315100,5,3,7,6,9,8,0,0,0,36,3,0,3,4,3,3,0,0,0,11,52,47,97,131,122,96,13,0,0,560
UCL315101,3,4,9,8,3,8,0,0,0,39,3,0,6,12,7,4,0,0,0,39,64,51,172,253,204,187,37,5,0,969
UCL315102,0,3,5,6,0,0,0,0,0,16,0,0,9,5,8,5,0,0,0,30,31,48,114,101,127,130,26,5,0,590
UCL315103,0,0,0,5,3,0,0,0,0,13,0,3,11,4,3,0,3,0,0,29,22,28,89,108,120,137,42,9,0,549
UCL315104,5,6,9,6,6,4,0,0,0,41,11,5,8,12,12,8,4,0,0,57,58,67,188,186,204,196,33,0,0,945
UCL315105,0,0,6,0,3,3,0,0,0,12,0,0,3,0,5,4,6,0,0,20,15,13,37,44,75,131,48,7,0,372
UCL315106,4,5,22,13,9,5,4,0,0,62,0,8,12,6,3,6,0,0,0,39,68,91,304,231,144,102,28,0,0,976
UCL315107,3,7,27,16,13,9,0,0,0,74,0,0,14,7,13,10,0,0,0,55,47,96,371,262,241,189,39,5,0,1263
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,15,63,49,34,27,4,0,0,190
UCL315109,0,0,4,0,4,5,8,0,0,19,0,0,0,5,0,0,6,0,0,8,35,23,59,80,111,97,49,9,0,465
UCL321001,0,0,0,0,3,0,0,0,0,5,0,0,0,9,0,5,0,0,0,16,9,26,29,40,41,33,3,0,0,178
UCL321002,0,0,0,3,4,0,5,0,0,11,0,0,3,0,4,3,3,0,0,15,19,31,56,45,52,57,27,6,0,299
UCL321003,0,0,0,0,3,6,0,0,0,12,0,0,4,0,6,0,0,0,0,12,9,11,46,39,55,42,13,0,0,205
UCL321004,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,18,10,40,47,32,48,10,3,0,210
UCL321005,0,0,3,3,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,13,25,21,58,87,85,46,12,0,0,340
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,42,57,39,17,0,0,0,174
UCL321007,3,4,7,8,10,6,0,0,0,44,0,10,11,14,6,4,0,0,0,45,53,68,206,186,144,118,18,0,0,792
UCL321008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,18,17,31,46,78,86,27,3,0,303
UCL321009,5,6,6,3,5,0,0,0,0,22,0,0,3,6,4,0,0,0,0,13,48,42,125,105,129,103,39,7,0,599
UCL321010,4,0,5,5,4,0,0,0,0,19,0,0,3,0,0,3,6,0,0,17,17,24,95,80,56,73,21,3,0,374
UCL321011,3,0,6,3,0,0,0,0,0,12,0,4,4,6,9,0,0,0,0,22,39,13,35,97,120,69,6,0,0,382
UCL321012,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,7,12,18,20,30,34,11,3,0,141
UCL321013,0,5,7,4,5,0,0,0,0,18,4,0,0,5,6,3,0,0,0,17,25,17,33,74,103,69,17,0,0,355
UCL321014,0,6,12,6,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,10,10,19,73,66,55,34,7,0,0,265
UCL321015,0,0,4,3,0,0,0,0,0,11,0,4,4,5,4,3,0,0,0,17,22,43,82,77,83,86,45,8,0,447
UCL321016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,8,21,24,32,34,19,5,0,140
UCL321017,0,3,3,4,8,7,0,0,0,23,0,0,0,4,5,0,0,3,0,9,33,32,64,94,102,131,39,5,0,492
UCL321018,0,0,3,0,4,3,0,0,0,12,0,0,11,3,4,4,0,0,0,24,20,11,63,76,71,50,16,3,0,309
UCL321019,0,3,0,4,0,6,0,0,0,19,0,5,7,6,6,3,4,0,0,31,27,26,78,150,120,88,13,0,0,501
UCL321020,0,3,0,3,8,5,0,0,0,22,4,4,3,0,6,3,0,0,0,14,33,19,54,67,93,86,16,0,0,372
UCL321021,0,0,6,0,3,0,0,0,0,12,0,0,4,3,4,6,0,0,0,11,17,16,47,73,80,70,12,0,0,305
UCL321022,0,0,0,5,4,0,0,0,0,12,0,0,0,4,4,0,0,0,0,14,32,24,30,81,104,45,13,5,0,334
UCL321023,0,8,0,0,0,5,4,0,0,16,0,0,0,5,0,5,0,3,0,15,21,32,54,61,78,83,31,3,0,353
UCL321024,0,3,0,0,4,0,0,0,0,11,0,0,3,0,5,3,0,0,0,19,12,16,46,50,52,37,8,0,0,229
UCL321025,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,8,3,15,30,31,63,11,0,0,165
UCL321026,0,0,3,0,0,0,0,0,0,3,3,3,3,7,0,3,3,0,0,22,23,18,42,54,48,48,6,0,0,242
UCL321027,0,0,5,0,4,3,0,0,0,11,0,0,0,8,3,5,0,0,0,21,28,16,58,90,105,72,22,0,0,394
UCL321028,3,3,4,3,0,3,3,0,0,23,3,0,8,4,5,6,4,0,0,27,29,33,101,95,78,66,27,4,0,434
UCL321029,0,0,0,0,3,3,0,0,0,8,0,0,0,4,5,9,0,0,0,23,13,12,22,27,73,98,34,4,0,280
UCL321030,0,4,0,0,0,6,0,0,0,8,5,0,0,0,0,0,0,0,0,6,3,10,20,37,45,44,8,0,0,172
UCL321031,0,0,0,4,0,0,0,0,0,11,0,0,8,5,3,5,3,0,0,30,23,26,64,103,101,90,27,4,0,436
UCL321032,4,3,8,17,15,5,3,0,0,57,6,0,9,5,11,9,0,0,0,43,80,53,100,170,246,193,48,13,0,911
UCL321033,3,0,3,3,0,6,0,0,0,20,0,0,3,5,12,9,0,0,0,26,21,27,76,118,119,112,24,0,0,499
UCL321034,3,0,0,0,0,3,3,0,0,12,0,5,4,0,6,0,0,0,0,8,13,31,77,66,77,83,39,9,0,393
UCL321035,4,0,9,9,4,3,0,0,0,24,0,5,10,8,8,11,0,0,0,35,41,44,118,146,150,135,28,0,0,672
UCL321036,0,0,3,0,9,4,0,0,0,18,0,0,12,3,9,3,0,0,0,32,32,33,132,103,124,74,19,0,0,521
UCL321037,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,6,0,0,0,17,18,22,44,57,88,62,25,6,0,316
UCL321038,0,0,0,3,0,0,0,0,0,10,0,4,3,4,3,6,0,0,0,15,29,18,50,52,84,92,13,0,0,339
UCL321039,0,0,3,4,6,7,3,0,0,21,0,0,4,7,4,9,0,0,0,25,16,24,49,57,80,110,53,6,0,408
UCL321040,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,26,17,30,70,74,81,14,0,0,308
UCL321041,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,9,16,37,55,46,62,49,23,3,0,291
UCL321042,0,4,0,0,8,10,0,0,0,16,0,3,3,4,4,0,0,0,0,19,27,35,50,53,70,61,9,0,0,301
UCL321043,0,0,5,0,3,5,0,0,0,17,0,0,0,4,9,6,0,0,0,22,34,37,30,71,107,92,19,8,0,393
UCL321044,0,3,4,0,0,4,0,0,0,15,5,3,0,10,8,10,3,0,0,35,21,28,56,73,112,139,22,0,0,448
UCL321045,3,0,13,11,3,3,0,0,0,34,4,0,4,8,4,0,0,0,0,20,53,25,106,167,139,88,18,0,0,592
UCL321046,0,0,0,3,5,0,0,0,0,10,0,0,0,4,4,0,0,0,0,5,34,15,26,33,89,63,10,0,0,273
UCL321047,3,0,10,3,3,0,0,0,0,20,5,3,5,6,0,3,0,0,0,16,24,33,71,48,54,62,14,3,0,306
UCL321048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,9,11,30,29,24,29,9,0,0,144
UCL321049,0,0,4,3,0,3,0,0,0,14,4,0,0,0,0,0,0,0,0,4,11,23,61,40,49,52,8,0,0,250
UCL321050,0,4,5,0,0,0,0,0,0,13,0,0,5,3,3,0,0,0,0,8,20,33,83,54,76,62,10,3,0,335
UCL321051,0,0,0,0,3,4,0,0,0,11,0,0,5,0,0,6,5,0,0,10,15,12,43,36,63,85,33,5,0,286
UCL321052,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,0,17,4,28,67,37,41,14,6,0,0,201
UCL321053,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,10,11,30,69,48,44,31,7,0,0,243
UCL321054,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,12,10,8,33,33,50,89,31,0,0,254
UCL321055,4,6,6,9,0,0,0,0,0,18,0,8,5,0,3,4,4,0,0,18,26,42,105,71,89,79,36,8,0,449
UCL321056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,16,8,51,49,54,69,10,0,0,265
UCL321057,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,4,0,0,0,15,9,11,28,26,44,54,16,4,0,191
UCL321058,0,4,5,0,4,5,0,0,0,21,3,0,3,3,6,5,4,0,0,25,40,32,77,96,85,68,23,4,0,410
UCL321059,0,5,0,5,4,9,0,0,0,27,0,4,3,4,3,0,0,0,0,22,49,47,75,111,167,113,28,7,0,584
UCL321060,0,5,0,0,3,0,0,0,0,5,0,0,0,5,0,3,0,0,0,7,15,28,20,35,54,59,16,3,0,243
UCL321061,0,0,0,3,3,4,0,0,0,15,0,0,4,0,5,3,0,0,0,12,6,13,27,37,60,58,22,0,0,221
UCL321062,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,19,6,22,46,34,44,29,9,0,0,187
UCL321063,0,3,0,4,4,4,0,0,0,16,0,0,4,3,0,8,4,0,0,20,33,40,41,80,120,110,21,0,0,449
UCL321064,3,0,5,0,4,0,0,0,0,9,3,0,0,0,4,7,0,0,0,14,18,18,28,16,54,76,27,4,0,235
UCL321065,3,0,3,0,0,4,4,0,0,13,0,3,0,4,8,3,0,0,0,24,37,29,68,94,121,120,22,0,0,495
UCL321066,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,9,12,3,4,15,27,51,10,0,0,117
UCL321067,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,9,12,48,28,28,17,4,3,0,157
UCL321068,0,0,8,3,0,4,0,0,0,16,3,0,9,3,6,11,0,0,0,40,13,16,83,118,95,82,15,6,0,427
UCL321069,0,0,0,3,7,6,5,0,0,18,0,0,3,4,4,10,0,0,0,20,22,21,38,54,74,95,33,4,0,336
UCL321070,0,0,5,5,0,0,0,0,0,18,0,3,0,6,5,4,0,0,0,17,14,26,59,90,68,59,17,0,0,339
UCL321071,0,3,4,4,5,3,0,0,0,21,0,0,0,0,0,4,0,0,0,5,25,21,49,51,83,65,18,0,0,315
UCL321072,0,0,3,0,6,4,4,0,0,21,0,0,4,3,0,5,0,0,0,17,21,38,81,85,108,54,7,0,0,388
UCL321073,0,0,7,0,0,8,0,0,0,13,0,0,4,3,3,7,0,0,0,17,17,21,98,67,80,96,22,5,0,407
UCL321074,0,0,0,0,0,3,0,0,0,8,4,0,0,5,13,8,0,0,0,34,25,16,67,60,64,64,21,0,0,324
UCL321075,0,0,9,7,12,4,0,0,0,36,3,0,7,7,0,5,0,0,0,27,50,36,93,153,171,81,16,0,0,601
UCL321076,0,0,0,3,0,0,0,0,0,4,4,4,0,9,0,5,0,0,0,17,5,11,20,37,28,17,3,4,0,137
UCL321077,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,4,0,0,0,10,3,17,53,44,46,55,14,0,0,229
UCL321078,0,5,0,0,0,0,0,0,0,11,3,0,0,0,0,4,0,0,0,11,12,18,47,27,79,68,15,0,0,275
UCL321079,0,3,6,3,0,5,3,0,0,22,0,5,11,3,0,0,0,0,0,25,17,50,110,95,91,75,29,4,0,471
UCL321080,0,4,13,8,3,6,0,0,0,29,0,3,8,10,4,3,0,0,0,32,44,46,173,184,179,130,31,0,0,792
UCL321081,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,25,12,41,54,52,61,8,0,0,249
UCL321082,0,0,5,7,7,0,0,0,0,24,0,0,3,5,4,0,0,0,0,9,14,23,28,62,70,47,14,0,0,265
UCL321083,3,3,8,6,5,3,6,0,0,35,5,0,9,12,9,3,0,0,0,35,44,80,135,167,115,117,20,5,0,686
UCL321084,0,0,0,0,3,0,0,0,0,9,0,0,0,7,5,5,0,0,0,21,13,20,42,57,80,92,43,9,0,353
UCL321085,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,9,5,21,48,13,5,0,101
UCL321086,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,8,4,9,19,41,45,22,9,0,0,142
UCL321087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,17,8,17,64,72,74,28,5,0,289
UCL321088,0,0,0,0,3,0,3,0,0,12,0,3,0,0,7,3,4,0,0,19,22,18,27,27,60,50,30,3,0,241
UCL321089,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,5,4,0,12,16,34,49,9,0,0,123
UCL321090,0,0,0,5,3,0,0,0,0,10,0,0,0,3,6,4,0,0,0,8,27,19,30,75,122,50,15,6,0,336
UCL321091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,7,8,31,42,13,0,0,115
UCL321092,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,9,13,27,38,53,16,0,0,164
UCL321093,0,0,0,3,4,0,0,0,0,7,0,5,3,10,5,0,0,0,0,17,27,21,31,56,69,54,17,5,0,277
UCL321094,0,0,4,0,3,0,0,0,0,7,0,0,0,0,3,4,0,0,0,9,25,20,42,64,78,58,13,0,0,304
UCL321095,0,0,0,5,0,4,0,0,0,11,0,0,6,3,3,3,0,0,0,10,27,17,60,77,114,90,39,8,0,426
UCL321096,0,0,3,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,18,36,61,71,63,79,17,5,0,343
UCL321097,3,5,0,0,0,3,0,0,0,15,0,0,3,6,11,8,0,0,0,29,38,33,63,105,139,102,15,0,0,502
UCL321098,0,4,3,6,6,4,0,0,0,15,0,0,4,5,4,0,0,0,0,11,27,21,35,54,62,52,7,3,0,267
UCL321099,0,0,0,0,0,0,0,0,0,7,0,5,3,3,0,0,0,0,0,14,15,38,60,44,41,46,17,3,3,251
UCL321100,0,3,0,5,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,12,14,27,54,46,47,45,20,0,0,257
UCL321101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,16,22,45,41,44,55,17,0,0,239
UCL321102,0,0,0,3,5,4,0,0,0,18,0,0,0,4,3,0,0,0,0,12,32,41,53,85,101,63,8,0,0,383
UCL321103,0,4,10,8,6,0,0,0,0,33,0,0,3,6,0,4,0,0,0,20,28,23,90,91,105,93,16,0,0,446
UCL321104,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,14,48,87,112,68,54,5,0,0,390
UCL321105,0,0,7,5,5,3,0,0,0,29,0,0,4,8,3,10,4,0,0,25,52,18,84,145,154,146,45,7,0,651
UCL321106,0,4,5,4,0,3,0,0,0,15,5,4,10,0,0,3,5,0,0,25,44,45,133,122,92,86,37,5,0,560
UCL321107,0,0,0,0,5,4,0,0,0,11,3,0,4,6,3,9,0,0,0,25,19,11,35,44,65,83,11,3,0,268
UCL321108,0,0,5,3,0,4,6,0,0,13,5,0,0,3,4,4,5,0,0,18,10,7,44,53,44,50,19,0,0,237
UCL321109,0,0,3,6,4,0,0,0,0,9,0,0,3,3,5,6,3,0,0,21,17,30,66,84,92,86,42,3,0,414
UCL321110,6,0,0,3,8,0,0,0,0,24,0,0,5,5,6,5,5,0,0,27,26,13,43,59,100,79,38,0,0,356
UCL321111,0,0,5,0,3,3,0,0,0,17,3,0,0,8,5,4,0,0,0,15,24,20,49,50,70,76,19,0,4,313
UCL321112,0,0,6,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,7,20,62,34,36,24,10,0,0,194
UCL321113,0,0,0,0,0,4,0,0,0,12,0,0,0,0,4,0,0,0,0,13,16,20,44,57,60,60,14,0,0,274
UCL321114,0,0,0,0,4,0,0,0,0,8,7,0,0,0,0,3,0,0,0,10,12,19,35,36,54,39,4,3,0,203
UCL322001,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,6,13,4,24,38,40,51,12,0,0,179
UCL322002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,17,29,18,34,29,16,0,0,141
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,14,16,17,4,0,0,68
UCL322004,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,13,4,6,20,25,39,36,7,5,0,142
UCL322005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,4,0,18,23,29,25,5,0,0,102
UCL322006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,13,13,35,21,6,0,92
UCL322007,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,7,28,18,26,37,9,5,0,126
UCL322008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,4,14,17,24,20,0,0,0,89
UCL322009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,23,21,25,39,14,3,0,129
UCL322010,0,0,0,0,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,7,3,4,9,10,26,27,4,3,0,81
UCL322011,0,0,0,3,0,3,0,0,0,8,0,0,4,3,0,0,0,0,0,10,9,14,30,43,42,66,18,5,0,226
UCL322012,0,0,4,5,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,4,3,13,28,23,25,5,3,0,115
UCL322013,0,0,8,0,3,5,0,0,0,16,0,0,5,3,0,3,0,0,0,10,13,14,59,61,46,41,5,0,0,234
UCL322014,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,5,10,19,20,12,12,0,0,88
UCL322015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,15,7,3,15,36,32,51,9,0,0,156
UCL322016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,17,18,36,30,12,0,0,134
UCL322017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,17,13,9,7,0,0,0,56
UCL322018,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,3,5,3,27,28,44,15,4,0,128
UCL322019,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,3,3,0,13,3,5,9,13,33,40,7,4,0,115
UCL322020,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,5,12,17,21,20,8,0,0,93
UCL322021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,13,8,0,0,44
UCL322022,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,17,15,10,21,9,3,0,0,80
UCL322023,0,4,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,11,12,20,42,41,14,0,0,154
UCL322024,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,11,15,34,58,51,38,15,0,0,224
UCL322025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,9,12,14,4,0,0,51
