UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,3,0,0,3,0,0,0,0,13,0,9,0,0,0,0,8,0,11,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,3,0,3,0,0,4,13,70,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
UCL221004,0,0,0,0,3,0,10,0,0,0,0,4,0,4,0,0,9,3,11,0,20,0,0,0,0,0,0,4,0,0,4,9,55,5,66,0,0,0,4,4,0,5,0,0,5,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,4,10,0,0,5,21,0,0,0,0,0,0,10,9,0,3,3,0,0,13,5,0,6,0,4,0,14,5,0,8,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,3,4,0,8,15,10,55,31,124,7,239,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,6,0,0,6,3,3,0,15,0,0,0,3
UCL221005,0,0,13,3,17,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,10,4,14,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,6,0,10,7,0,4,0,0,0,8,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,0,24,13,58,7,107,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
UCL221006,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,4,25,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,6,0,13,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,6,25,12,55,10,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,5,0
UCL221007,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,8,0,0,0,0,4,0,9,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,3,0,7,0,0,0,0,0,0,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,9,6,42,8,73,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0
UCL221008,0,0,6,0,19,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,9,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,6,5,0,19,7,54,6,89,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,3
UCL221009,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,21,5,26,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,4,9,10,61,5,90,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0
UCL221010,0,0,0,6,8,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,0,10,16,52,0,81,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0
UCL221011,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,0,3,13,0,20,0,0,0,0,5,0,5,0,0,0,0,24,0,26,0,0,0,0,3,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,3,20,15,78,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,0
UCL221012,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,6,0,4,0,0,0,4,0,0,9,0,0,0,0,10,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,4,0,0,6,9,0,0,11,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,4,0,4,0,0,0,4,3,0,12,0,0,0,0,0,0,3,4,0,20,17,41,7,89,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
UCL221013,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,4,0,4,0,0,0,7,26,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,3,0,0,9,15,70,6,100,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0
UCL221014,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,3,0,4,0,6,0,0,5,0,4,0,4,0,0,0,3,42,0,45,0,0,0,0,3,0,5,0,0,0,0,7,0,7,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,4,0,14,0,0,0,0,0,0,8,0,0,0,4,7,0,8,0,0,4,0,3,0,12,3,0,5,3,4,0,13,0,0,4,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,5,14,3,33,14,85,0,149,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0
UCL221015,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,5,4,0,12,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,31,19,47,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,4,0,6,0,7,0,0,0,4
UCL221016,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,16,0,20,0,0,0,0,0,0,4,0,0,4,0,27,0,39,0,0,0,0,6,0,6,0,0,0,4,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,4,0,4,0,0,0,6,14,0,21,0,0,4,3,3,0,7,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,9,0,10,6,3,18,32,106,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0
UCL221017,0,0,0,0,8,0,6,0,0,0,0,5,0,5,0,0,0,0,17,0,20,0,0,0,0,8,0,8,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,3,0,5,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0,5,0,3,3,3,9,18,87,0,116,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0
UCL221018,0,0,0,0,6,0,11,0,0,0,0,4,0,4,0,0,0,0,5,0,4,0,0,0,0,3,0,3,0,0,0,0,10,0,11,0,0,0,3,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,5,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,6,7,5,0,14,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,4,0,19,11,67,6,114,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0
UCL221019,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,7,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,3,4,0,0,0,11,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,17,11,48,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0
UCL221020,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,4,0,5,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,5,11,51,4,73,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0
UCL221021,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,4,27,0,30,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,0,3,0,0,0,5,0,0,0,4,7,0,10,0,0,0,0,4,0,3,0,0,0,0,4,0,4,0,0,0,0,3,0,3,4,4,7,16,80,5,114,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,10,0,18,0,0,0,0
UCL221022,3,0,7,4,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,25,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,3,23,9,50,9,94,0,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0
UCL221023,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,3,0,6,0,8,0,0,0,0,24,4,27,0,0,0,0,3,0,8,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,5,6,5,4,0,3,0,14,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,5,3,17,17,85,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
UCL221025,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,15,0,4,4,0,3,0,9,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,8,35,3,68,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221026,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,8,0,0,0,0,7,0,7,0,0,0,0,4,0,4,0,0,0,0,4,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,10,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,5,0,0,0,0,5,0,6,3,6,12,10,55,0,81,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,3
UCL221027,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,5,6,10,53,0,74,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
UCL221028,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,7,17,0,21,0,0,3,6,0,0,6,0,0,5,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,3,0,8,4,0,16,0,0,0,21,0,0,4,0,0,0,8,0,3,0,0,0,0,3,3,0,5,0,0,0,4,4,0,4,0,0,0,5,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,7,17,6,54,17,32,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3,9,3,0,0,5
UCL221029,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,15,0,12,0,0,0,0,17,0,13,0,0,0,3,29,0,35,0,0,0,0,8,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,6,0,0,10,10,94,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0
