UCL_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL112002,103,0,0,4,108,33,0,137,0,0,0,0,0,0,0,0,0,0,0,0,725,95,23,7,847,12,6,19,862,57,9,926,249,27,3,0,283,0,0,0,283,9,0,289,160,27,4,0,187,0,0,0,190,10,0,201,11,0,0,0,20,0,0,0,20,0,0,18,0,0,0,0,6,0,0,0,6,0,0,6,424,54,11,0,494,3,0,3,499,18,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,426,54,11,0,494,7,0,7,504,18,0,517,43,15,0,0,52,0,0,0,56,17,0,69,0,0,0,0,0,0,0,0,0,0,6,6,470,67,9,0,550,6,0,6,555,28,6,588,328,37,3,0,372,6,0,6,376,12,0,387,195,30,3,0,227,0,4,4,227,9,0,242
UCL112003,109,4,0,4,112,22,0,133,0,0,0,0,0,0,0,0,0,0,0,0,468,122,36,11,635,7,4,14,647,62,3,714,103,23,12,3,137,0,0,0,134,9,0,142,123,40,7,0,174,0,0,4,171,15,0,191,23,6,8,0,37,0,0,0,37,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,253,64,28,3,346,4,0,3,352,23,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,254,71,28,3,350,4,0,3,352,23,0,380,43,14,0,0,59,3,0,3,61,19,0,82,0,0,0,0,0,0,0,0,0,0,6,6,294,80,35,8,407,5,0,7,415,44,6,465,172,30,10,0,213,5,0,5,218,15,0,232,150,42,13,0,210,5,0,5,213,19,0,238
UCL112004,89,0,0,0,86,15,0,100,0,0,0,0,0,0,0,0,0,0,0,3,467,97,23,14,599,3,0,5,601,26,0,633,108,22,3,0,130,0,0,0,135,5,0,137,134,23,3,0,161,0,0,0,161,3,0,167,12,0,0,0,12,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,250,40,10,0,299,0,0,0,302,14,0,311,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,6,0,0,6,4,0,0,0,3,0,0,0,3,0,0,7,251,40,10,0,301,4,0,4,308,14,0,324,54,0,3,4,62,4,0,4,67,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0,305,41,9,3,363,9,0,9,371,21,0,394,138,20,5,3,169,0,0,7,170,7,0,179,128,30,4,0,166,0,3,4,168,15,0,180
UCL112005,68,0,0,0,70,31,0,97,0,0,0,0,0,0,0,0,0,0,0,4,293,48,18,10,365,12,0,12,367,65,0,436,72,11,0,0,88,0,0,0,88,6,0,91,101,17,5,0,122,0,0,0,125,13,0,133,12,0,4,0,13,0,0,0,13,6,0,17,4,0,0,0,4,0,0,0,4,0,0,4,182,27,13,0,223,0,0,0,228,19,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,27,13,0,227,0,0,0,229,21,0,251,31,11,0,0,47,0,0,0,47,20,0,68,0,0,0,0,0,0,0,0,0,0,0,0,217,40,17,0,275,3,0,3,277,44,0,319,86,12,4,3,104,0,0,0,104,18,0,114,91,19,5,0,117,0,0,0,116,3,0,128
UCL112006,79,7,0,7,88,31,0,119,0,0,0,0,0,0,0,0,0,0,0,3,730,71,13,18,837,13,0,17,853,57,0,911,215,21,6,0,244,0,0,3,245,10,0,257,168,28,7,3,205,0,0,0,205,9,0,213,11,4,0,0,15,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,393,52,13,4,459,3,0,4,470,20,0,490,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,5,395,52,13,4,462,3,0,4,472,20,3,497,37,0,0,0,42,4,0,4,47,24,0,71,0,0,0,0,0,0,0,0,0,0,3,5,435,56,12,4,508,6,0,6,512,48,8,564,300,20,4,0,323,0,0,0,323,11,0,334,153,26,5,3,188,0,0,0,193,9,0,196
UCL112007,11,0,0,0,11,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,152,18,6,0,174,4,5,5,175,8,0,184,42,4,0,0,43,0,0,3,46,3,0,50,44,6,0,0,49,0,0,0,49,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,9,0,0,96,0,0,3,99,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,86,9,0,0,98,0,0,0,104,4,0,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,9,0,0,97,0,0,0,101,5,0,114,60,6,4,0,68,0,0,0,68,0,0,67,49,6,0,0,54,0,0,0,61,0,0,61
UCL112008,24,0,0,7,26,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,211,42,7,5,263,5,0,9,274,43,0,316,58,8,0,0,69,0,0,0,69,9,0,78,76,13,5,0,96,0,3,3,95,0,0,95,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,142,27,5,0,167,0,3,3,169,9,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,3,3,0,3,138,24,5,0,166,0,3,3,170,12,0,179,13,6,0,0,23,6,0,4,25,14,0,43,0,0,0,0,0,0,0,0,0,0,0,0,153,33,0,0,192,8,3,6,197,27,0,223,73,12,0,0,86,0,0,0,85,5,0,91,84,24,3,0,115,0,0,0,112,11,0,123
UCL112009,55,7,0,7,62,23,0,80,0,0,0,0,0,0,0,0,0,0,0,3,399,48,13,0,465,12,0,12,472,48,0,523,122,10,0,0,137,6,0,6,137,5,3,145,121,6,6,0,138,0,0,0,140,10,0,150,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,3,0,0,0,3,0,0,6,249,25,10,4,279,6,0,6,282,12,3,301,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,6,9,0,0,0,9,0,0,0,9,0,0,6,254,25,10,4,286,6,0,6,289,13,3,311,25,9,0,5,44,0,0,0,41,13,0,57,0,0,0,0,0,0,0,0,0,0,0,3,279,31,12,9,327,7,0,7,333,28,5,366,150,20,0,0,173,0,0,0,174,10,0,181,88,8,4,0,103,0,0,0,102,8,0,112
UCL112010,66,0,0,4,72,24,0,96,0,0,0,0,0,0,0,0,0,0,0,0,423,52,6,6,483,5,0,4,485,41,0,525,103,16,7,0,128,0,0,0,124,3,0,126,109,11,0,4,122,0,0,0,122,4,0,134,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,6,0,0,6,219,25,7,5,262,0,0,0,262,10,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,7,0,0,7,222,27,6,5,262,0,0,0,262,10,0,278,24,12,0,0,36,0,0,0,37,16,0,51,0,0,0,0,0,0,0,0,0,0,0,0,246,36,7,8,296,0,0,6,306,28,0,332,156,12,0,0,170,0,0,0,176,8,0,185,148,13,0,6,168,0,0,0,173,11,0,181
UCL112011,80,4,0,3,86,35,0,121,0,0,0,0,0,0,0,0,0,0,0,0,360,32,21,0,416,11,6,18,430,56,4,485,87,6,3,0,97,4,0,4,101,0,0,100,84,13,0,0,108,5,0,6,109,9,0,121,13,0,7,0,15,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,188,27,6,0,217,4,0,7,225,10,0,236,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,3,0,4,192,27,6,0,222,4,0,7,231,13,0,240,28,11,0,0,42,0,0,0,48,22,0,66,0,0,0,0,0,0,0,0,0,0,5,8,217,39,10,0,270,5,0,8,277,36,5,316,101,10,6,0,113,0,0,0,113,12,0,122,75,16,0,0,92,4,0,5,91,11,0,104
UCL112012,76,0,0,0,81,24,0,106,0,0,0,0,0,0,0,0,0,0,0,0,416,100,15,15,542,8,3,11,551,53,0,610,120,25,4,0,146,0,0,0,148,9,0,155,114,20,0,0,137,0,0,0,141,0,0,147,6,0,0,0,8,0,0,0,8,5,0,11,0,0,0,0,3,0,0,0,3,0,0,3,241,48,4,4,294,0,0,0,296,17,4,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,241,48,4,5,298,0,4,6,299,17,4,317,39,5,0,0,46,0,0,0,46,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,279,52,0,8,340,0,4,6,344,23,0,380,143,26,3,0,177,0,0,0,179,5,0,190,127,23,5,0,161,0,0,0,160,11,0,169
UCL112013,0,4,0,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,44,4,0,4,44,9,0,47,18,4,0,0,25,0,0,0,25,3,0,22,11,0,0,0,18,0,0,0,18,0,0,18,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,44,0,0,0,44,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,42,0,0,0,42,3,0,48,8,0,0,0,8,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,47,0,0,0,48,5,0,58,24,0,0,0,22,0,0,0,22,6,0,23,13,0,0,0,14,0,0,0,14,0,0,14
UCL112014,63,0,0,0,63,23,5,83,0,0,0,0,0,0,0,0,0,0,0,0,320,72,21,4,418,6,6,13,426,48,7,488,91,3,9,0,97,0,0,0,99,8,0,106,75,34,5,0,111,0,0,0,111,7,0,114,15,4,4,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,168,40,8,0,229,0,0,0,230,15,0,246,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,172,44,8,0,236,0,0,0,235,15,0,248,30,6,0,0,38,0,4,4,37,20,0,59,0,0,0,0,0,0,0,0,0,0,0,0,201,47,15,4,273,0,0,3,273,33,5,305,133,14,4,0,152,0,0,0,159,4,0,162,100,32,3,0,131,0,0,0,132,11,0,146
UCL112015,109,3,0,5,112,47,0,158,0,0,0,0,0,0,0,0,0,0,4,4,497,89,23,16,623,7,6,17,641,82,3,723,137,11,3,0,155,0,0,3,158,8,0,167,131,31,3,0,167,0,0,3,169,12,0,179,5,3,0,0,15,0,0,0,15,0,0,15,0,0,0,4,3,0,0,0,3,0,0,3,277,48,15,6,340,5,0,7,341,21,0,364,0,0,0,0,0,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,4,0,11,7,0,0,0,8,0,0,0,10,4,0,15,284,47,15,6,345,4,0,9,352,27,0,374,60,9,3,0,69,5,0,5,71,42,0,112,0,0,0,0,0,0,0,0,0,0,3,8,342,57,16,5,416,7,0,10,430,64,3,494,189,14,0,6,205,0,3,3,210,10,0,221,159,23,0,0,185,0,0,0,190,13,0,196
UCL112016,119,0,0,4,125,28,0,152,0,0,0,0,0,0,0,0,0,0,0,3,878,110,21,14,1015,8,5,15,1036,69,0,1101,273,27,3,0,306,0,0,5,312,12,0,322,208,28,6,0,246,0,0,0,246,9,0,252,10,3,0,0,18,0,0,0,18,4,0,16,3,0,0,0,0,0,0,0,4,6,0,7,500,57,13,3,571,0,0,4,579,25,3,606,3,0,0,0,4,0,0,0,9,0,0,5,4,3,0,0,10,0,0,0,7,0,0,7,8,3,0,0,15,0,0,4,16,0,0,17,505,63,13,3,588,0,4,3,591,31,3,624,58,11,5,0,78,0,0,4,80,19,0,102,0,0,0,0,0,0,0,0,0,0,4,5,565,79,13,6,664,7,7,8,671,51,12,728,324,40,6,0,372,4,0,0,370,10,0,388,200,32,7,3,238,0,0,0,238,16,0,249
UCL112017,98,0,0,0,98,29,0,126,0,0,0,0,0,0,0,0,0,0,4,4,864,150,27,7,1047,10,0,15,1057,65,3,1132,263,37,0,0,302,7,0,7,311,21,0,325,235,50,4,0,289,4,0,4,296,16,0,315,7,3,0,0,15,0,0,0,15,0,0,15,0,0,0,3,6,0,0,0,6,0,0,6,504,90,6,5,617,10,0,10,620,37,0,659,8,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,6,4,0,9,6,3,0,0,13,0,0,0,12,4,0,14,518,99,6,5,620,7,0,7,632,38,0,672,43,15,0,0,63,0,0,0,64,25,0,88,0,0,0,0,0,0,0,0,0,0,0,0,553,108,16,3,683,10,0,14,692,66,0,763,399,73,8,0,486,0,0,0,481,27,0,510,262,67,7,0,333,0,0,0,335,27,0,361
UCL112018,88,3,0,4,92,22,0,113,0,0,0,0,0,0,0,0,0,0,0,0,594,87,19,6,699,12,4,20,719,53,4,767,206,23,4,0,233,0,3,6,238,19,0,258,143,11,0,0,160,8,0,3,163,3,0,168,7,5,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,360,37,4,3,405,5,0,8,415,25,0,439,3,0,0,0,3,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,6,0,0,0,6,0,0,6,360,44,4,3,416,5,3,6,424,25,0,445,43,4,0,0,53,5,0,11,61,24,0,80,0,0,0,0,0,0,0,0,0,0,6,4,407,43,4,5,465,12,4,20,484,48,6,535,233,17,5,0,258,0,0,0,258,12,0,270,157,17,0,0,178,0,0,0,177,7,0,189
UCL112019,148,6,0,6,154,68,0,228,0,0,0,0,0,0,0,0,0,0,4,5,1016,113,27,10,1165,18,4,18,1183,101,4,1286,362,43,3,0,401,0,5,3,409,16,0,422,229,31,4,0,267,0,3,3,269,10,0,279,14,4,5,0,23,0,0,0,23,0,0,23,0,0,0,5,6,0,0,0,6,0,0,6,606,77,8,5,692,0,9,3,699,28,0,730,6,0,0,0,6,3,0,3,8,0,0,8,7,0,0,0,7,0,0,0,4,5,0,8,12,0,0,0,12,6,0,5,13,5,0,13,616,77,8,5,705,4,6,12,716,32,0,743,86,11,5,0,107,5,0,5,114,38,0,152,0,0,0,0,0,0,0,0,0,0,5,5,707,82,14,10,806,10,6,19,828,72,0,897,453,38,9,0,495,0,0,0,499,17,0,509,279,40,5,3,325,0,0,0,327,12,0,334
UCL113001,28,0,0,0,26,18,0,45,0,0,0,0,4,0,0,0,4,0,0,4,206,46,15,0,266,0,0,0,265,30,0,299,64,4,0,0,76,0,0,0,76,0,0,76,58,15,5,0,74,0,0,0,74,4,0,85,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,6,0,0,0,6,0,0,6,131,23,7,4,158,0,0,0,158,8,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,23,7,4,158,0,0,0,158,8,0,165,12,3,0,0,16,0,0,0,16,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,143,23,7,4,176,0,0,0,176,16,0,191,78,11,0,0,92,0,0,0,95,7,0,96,54,25,8,0,84,0,0,0,84,8,0,97
UCL113002,28,0,0,0,28,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,147,34,0,9,190,0,0,3,194,26,0,217,39,7,0,0,52,3,0,3,54,10,0,65,29,5,0,0,34,0,0,0,34,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,65,18,0,3,90,3,0,3,92,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,0,3,86,3,0,3,97,5,0,103,5,6,0,0,17,0,0,0,17,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,74,21,3,5,100,3,0,3,107,17,0,126,46,8,0,0,54,0,0,0,60,10,0,62,28,6,3,0,34,0,0,0,39,7,0,47
UCL113003,47,0,4,4,45,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,227,25,14,9,277,0,3,4,279,28,0,313,69,4,7,0,82,0,0,3,87,6,0,87,44,3,0,0,48,0,0,0,48,6,0,53,8,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,116,12,5,0,140,0,0,3,142,8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,120,12,5,0,136,3,0,3,141,10,0,154,19,0,0,0,26,0,0,0,22,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,141,14,6,7,167,5,0,7,170,20,3,193,83,15,7,0,104,0,0,5,106,8,0,112,62,3,3,0,66,0,0,0,61,4,0,66
UCL113004,18,0,0,3,18,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,116,45,5,0,167,3,4,4,173,20,0,188,25,0,3,0,31,0,0,0,31,6,0,33,27,20,0,0,47,0,0,0,50,12,0,60,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,20,6,0,82,0,0,0,78,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5,62,16,6,0,82,0,0,0,88,7,0,97,4,0,0,0,6,0,0,0,9,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,68,23,8,0,89,0,0,3,93,13,0,110,41,8,0,0,43,0,0,0,43,0,0,43,28,12,0,0,41,0,0,0,41,3,0,47
UCL113005,50,0,3,3,51,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,245,47,4,5,298,5,3,10,308,37,0,349,78,7,5,0,87,4,0,4,96,6,0,103,53,18,0,0,81,0,0,0,82,4,0,86,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,136,26,3,0,173,4,0,4,181,11,4,194,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,142,28,3,0,180,4,0,4,180,12,4,200,20,10,0,0,26,0,0,4,32,14,0,45,0,0,0,0,0,0,0,0,0,0,0,0,158,35,3,0,208,5,0,4,217,27,3,249,87,6,0,0,93,0,0,0,94,8,0,101,65,17,0,0,84,0,0,0,84,10,0,98
UCL113006,28,5,4,8,29,26,0,61,0,0,0,0,0,0,0,0,0,0,0,3,100,37,0,4,145,6,4,5,152,41,7,193,20,5,0,0,27,0,0,0,27,4,0,33,18,3,0,0,23,0,0,0,27,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0,0,51,0,0,0,53,13,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0,0,51,4,0,4,54,13,0,65,13,5,0,0,21,6,0,6,21,17,0,42,0,0,0,0,0,0,0,0,0,0,0,0,50,13,3,5,74,0,0,0,77,30,0,106,46,4,0,0,45,0,0,0,45,4,0,52,25,8,0,0,34,0,0,0,34,3,0,38
UCL113007,35,0,0,0,35,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,296,44,15,4,357,3,0,3,362,21,0,385,78,13,4,0,94,0,0,0,94,0,0,96,86,15,7,0,104,0,0,0,104,3,0,107,7,0,0,0,10,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,171,30,8,0,210,0,0,0,210,7,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,174,30,8,0,208,0,0,0,208,6,0,221,12,6,0,0,18,0,0,0,18,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,184,35,8,0,230,0,0,0,230,7,0,243,113,13,9,0,133,0,0,0,133,3,0,137,102,22,7,0,126,10,0,10,139,13,0,146
