SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED10011,7,45,38,43,48,15,12,210,5,21,16,14,27,8,4,95,0,3,4,4,4,0,0,24,0,0,0,0,0,0,0,0,17,71,66,65,76,22,17,329,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,9,17,75,66,67,76,22,17,341,7,15,10,6,11,5,0,61,0,0,0,0,0,0,0,8,23,91,76,77,88,27,17,402,37,134,131,113,159,65,29,660,84,216,161,105,135,37,13,752,25,45,35,19,30,9,9,170,0,6,0,0,0,0,0,12,147,399,329,230,327,107,58,1602,3,3,6,0,3,0,0,17,6,9,13,5,5,3,0,37,13,15,14,5,6,3,3,57,153,412,345,236,335,109,62,1653,162,194,105,79,83,24,14,647,0,5,0,5,0,0,0,14,317,613,451,316,417,132,69,2314,44,178,170,148,204,82,42,871
SED10012,13,34,32,23,39,24,12,182,0,10,9,11,10,4,11,55,3,3,0,6,15,9,3,44,3,4,0,5,0,3,0,16,20,54,44,46,64,46,28,301,3,0,4,0,7,0,0,15,3,0,3,0,0,0,0,12,5,4,4,0,7,0,0,24,32,56,48,48,69,46,25,325,21,37,38,34,52,39,18,236,0,0,4,0,0,0,0,15,56,100,92,81,128,85,43,574,53,127,98,90,139,79,51,643,82,138,119,84,138,82,46,692,58,67,45,33,48,37,14,309,3,8,14,0,6,5,5,38,199,344,270,218,337,202,114,1680,5,33,11,9,16,18,9,96,13,30,26,20,25,13,8,130,20,60,36,29,39,31,14,227,214,400,308,243,375,237,123,1910,505,680,398,300,384,228,120,2625,10,18,10,6,7,0,0,50,733,1112,722,545,771,467,243,4585,69,164,132,119,174,103,60,825
SED10013,44,79,74,59,56,23,20,349,17,16,25,12,15,3,6,89,3,9,5,8,8,4,9,33,5,0,4,3,0,0,3,14,64,108,101,80,75,27,26,487,0,0,0,0,9,0,3,19,0,3,0,0,0,0,0,4,0,6,4,0,9,0,3,24,64,113,107,85,83,29,30,512,14,44,26,23,22,6,3,144,0,3,4,0,0,0,0,9,80,162,139,109,101,35,36,664,154,329,300,226,308,146,68,1534,214,358,240,153,170,58,33,1221,87,97,55,37,42,12,7,347,5,11,15,8,18,0,3,59,467,798,599,424,539,222,112,3158,25,34,12,18,12,7,3,110,23,22,11,3,11,0,0,83,48,62,26,27,23,4,8,194,513,857,623,455,560,234,114,3352,539,547,270,156,173,48,23,1763,19,16,9,4,3,0,0,57,1070,1426,908,614,735,284,135,5169,198,405,372,286,361,167,89,1879
SED10014,30,49,42,31,39,21,11,216,3,16,15,14,13,6,4,67,10,11,7,4,7,3,0,45,0,4,4,0,0,0,0,13,47,77,64,53,69,31,17,351,0,8,0,5,6,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,20,47,87,61,54,71,31,16,369,39,60,49,35,30,10,9,226,3,3,10,3,0,0,0,11,92,150,115,97,102,33,22,606,87,211,177,122,180,65,39,900,137,246,165,116,150,38,20,877,61,71,63,40,43,14,7,297,11,17,11,11,9,0,0,50,293,550,411,287,389,126,71,2124,11,39,13,16,17,4,0,112,39,23,21,16,14,3,3,124,60,60,32,34,32,13,4,232,352,608,445,321,420,139,78,2356,768,758,385,290,270,94,34,2588,13,22,20,5,4,0,0,68,1131,1387,852,617,695,227,107,5023,119,268,215,157,216,87,52,1117
SED10015,12,19,21,16,21,27,15,140,7,13,7,8,7,0,11,56,8,3,4,4,4,10,4,45,6,4,0,0,0,0,0,10,34,37,35,32,39,33,30,247,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,7,8,3,5,0,8,0,0,16,38,41,40,34,44,33,30,261,11,29,24,27,28,23,7,156,0,3,0,0,0,0,0,10,49,77,65,66,73,58,43,430,50,133,98,94,123,81,44,626,63,138,117,66,126,68,36,622,36,29,27,28,40,26,16,202,9,12,4,4,15,9,0,51,157,314,253,193,296,184,98,1503,9,4,8,5,6,4,9,49,10,17,17,3,5,5,4,59,17,23,26,12,14,14,15,114,176,336,280,207,311,200,112,1611,273,268,186,132,169,103,63,1208,4,0,0,0,3,4,0,11,451,609,474,337,483,303,173,2834,62,156,120,115,147,102,64,762
SED10016,17,42,49,34,49,31,15,231,6,10,7,11,5,0,5,40,0,3,0,0,3,0,0,8,0,3,0,0,0,0,0,5,17,56,59,43,62,36,17,287,3,0,0,4,3,4,3,13,0,0,0,0,0,0,0,0,3,0,0,4,3,4,3,13,17,55,58,45,64,40,18,306,0,15,6,3,14,4,5,56,0,0,0,0,0,0,0,0,21,71,67,52,82,46,24,360,75,159,150,139,208,145,77,944,89,132,94,87,115,74,31,618,27,36,30,12,19,18,6,147,3,7,3,0,3,0,0,20,189,336,280,242,341,232,118,1732,3,9,9,3,8,3,0,38,8,13,6,10,10,0,0,44,11,23,11,17,19,9,6,85,198,358,292,256,357,238,119,1821,140,157,93,74,78,44,28,613,4,4,0,6,0,0,0,15,342,516,382,331,440,281,156,2447,83,201,199,176,256,175,90,1180
SED10017,46,74,46,53,60,19,9,304,13,32,16,11,12,3,0,92,5,9,4,0,3,0,0,19,4,6,4,0,0,0,0,12,66,116,68,72,79,24,7,432,4,5,3,3,3,0,0,26,4,5,0,0,0,0,0,12,8,10,3,5,3,0,0,31,76,124,72,74,80,19,7,460,32,60,44,39,38,3,0,210,0,0,0,0,0,0,0,3,109,185,120,108,123,23,8,680,97,219,163,126,148,56,18,835,301,445,242,167,178,44,15,1390,61,100,56,33,29,5,0,280,18,22,10,3,5,3,0,66,479,781,470,336,355,110,30,2568,15,30,16,7,13,0,0,79,40,56,36,23,13,0,0,171,58,83,48,26,26,4,0,252,538,869,523,364,383,114,34,2821,586,516,289,169,168,20,10,1756,9,13,10,6,5,0,0,41,1122,1393,818,535,558,135,45,4611,147,290,212,180,211,78,28,1137
SED10018,17,62,41,33,48,28,18,243,5,16,15,18,11,6,0,72,5,6,3,3,4,0,0,22,6,3,0,0,5,0,0,7,28,90,66,56,60,31,14,347,0,3,0,4,5,0,0,13,0,4,7,0,0,0,0,12,0,8,8,4,0,0,0,24,33,93,68,61,62,31,14,374,11,25,13,24,21,5,0,92,0,0,0,0,0,0,0,6,40,115,86,83,82,37,16,468,41,183,169,136,186,68,42,818,130,271,176,123,146,42,13,897,36,19,8,12,20,3,4,96,6,11,7,5,4,3,0,32,213,481,354,267,348,118,60,1843,6,12,9,8,6,0,0,44,12,21,14,12,11,5,0,67,19,26,18,19,13,5,0,110,229,505,374,291,363,118,65,1944,239,269,149,98,99,11,13,874,0,5,0,0,0,0,0,5,466,779,523,386,458,135,76,2822,62,241,210,169,229,100,53,1062
SED10019,23,40,43,23,47,9,3,193,4,13,16,21,21,0,0,82,10,4,10,0,3,0,0,29,3,0,0,0,0,0,0,4,45,66,70,49,68,9,4,303,4,3,5,10,0,0,0,23,4,12,3,0,0,0,0,18,4,16,13,7,0,0,0,40,46,80,81,60,70,9,4,343,29,55,31,37,31,3,0,188,0,0,5,6,0,0,0,14,80,135,118,98,98,9,7,545,82,161,174,104,121,22,5,672,167,288,211,140,131,24,0,960,31,39,28,16,18,4,0,128,6,10,4,0,4,4,0,24,287,492,420,258,276,46,5,1787,4,20,19,14,12,0,4,75,21,20,15,8,3,0,0,73,27,39,35,21,20,0,4,148,314,528,454,277,297,53,9,1931,450,422,239,151,143,12,0,1420,9,13,13,11,9,0,0,49,772,966,707,436,444,65,12,3402,103,199,222,124,171,27,13,863
SED10020,30,62,63,60,56,16,5,292,7,23,27,14,11,0,0,94,0,0,4,0,0,0,0,16,3,9,0,0,0,0,0,14,41,100,95,77,71,23,10,413,5,5,0,6,3,0,0,20,3,3,0,0,3,0,0,10,6,10,0,6,5,0,0,28,41,110,95,78,76,23,10,445,20,26,30,24,18,5,0,124,0,0,0,0,0,0,0,0,68,135,129,105,100,29,11,571,70,212,183,139,196,45,16,855,205,326,222,154,148,38,6,1110,26,29,16,12,5,4,0,98,13,11,8,7,4,0,0,45,312,574,429,314,360,84,21,2097,11,10,14,12,14,0,0,74,19,33,26,10,17,0,0,114,30,45,42,28,32,0,0,181,343,615,478,340,394,85,25,2285,347,284,166,114,91,26,5,1035,9,12,4,5,7,0,0,32,698,916,650,456,487,109,30,3354,101,271,242,197,250,58,17,1137
SED10021,11,52,46,37,50,28,8,224,9,9,16,11,9,3,0,58,4,4,0,4,0,4,0,14,0,0,0,0,0,0,0,0,16,66,67,52,57,34,12,301,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,6,0,14,20,72,68,52,55,34,13,313,3,8,11,7,8,4,3,48,0,0,0,0,0,0,0,7,23,84,74,61,66,40,13,365,64,159,143,97,152,99,39,752,60,96,88,65,61,41,31,440,14,17,20,12,26,6,5,93,0,0,4,0,0,0,0,4,136,270,256,179,235,139,80,1286,0,9,3,0,10,8,8,28,3,6,15,5,3,8,3,37,3,11,16,9,20,10,9,72,137,282,268,183,256,147,89,1357,70,84,57,47,56,42,28,384,0,0,4,0,0,4,0,10,208,364,327,234,309,196,112,1751,73,206,185,133,199,128,49,975
SED10022,28,37,44,38,47,9,0,194,4,11,11,10,3,6,0,43,6,0,0,0,0,0,0,5,0,3,0,4,3,0,0,9,36,51,60,45,54,10,0,252,4,6,3,3,0,0,0,27,0,8,0,0,0,0,0,7,4,14,3,3,3,0,0,34,41,63,66,49,52,8,0,290,19,29,20,22,24,3,0,119,0,3,5,0,0,0,0,11,59,96,92,73,79,10,0,417,68,136,111,125,132,25,0,600,152,295,198,128,138,30,0,942,10,15,10,0,13,0,0,55,4,7,11,5,0,0,0,25,237,457,336,266,277,52,6,1636,4,25,16,17,16,0,0,79,31,45,17,8,3,0,0,100,40,72,33,19,21,0,0,180,275,529,365,283,298,55,6,1817,387,361,178,100,100,10,0,1135,15,8,10,0,5,0,0,42,679,896,561,382,399,64,0,2989,100,172,160,164,172,32,0,798
SED10023,10,31,35,27,43,19,14,184,3,22,11,8,17,12,12,85,0,0,6,0,5,0,0,13,0,0,0,0,0,0,0,3,13,56,49,35,71,29,27,285,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,59,49,39,71,29,25,294,7,9,11,9,17,4,3,56,0,0,0,0,0,0,0,0,23,69,64,49,85,41,26,353,40,126,107,112,143,70,51,651,49,123,116,72,101,44,20,530,26,37,10,8,18,6,10,117,3,9,4,0,0,5,0,20,118,302,233,199,264,122,85,1321,5,0,0,4,7,0,0,16,8,4,5,4,7,4,3,33,8,6,3,5,15,0,5,48,133,307,236,203,277,125,86,1375,78,85,51,37,67,29,15,371,0,5,0,4,0,0,0,6,213,398,296,244,343,156,100,1746,53,164,137,146,188,88,63,839
SED10024,7,30,45,27,54,27,10,211,7,11,10,11,17,4,0,51,4,4,3,3,6,0,0,24,0,0,0,0,0,0,0,3,21,44,59,41,72,38,13,291,0,0,0,3,4,3,0,17,0,0,0,0,3,0,0,8,3,0,3,5,9,3,0,20,24,47,66,44,74,37,14,315,6,4,9,8,13,9,4,53,0,0,0,0,0,0,0,0,27,48,75,55,87,50,23,367,34,139,145,111,151,95,63,747,47,98,84,80,104,61,40,519,11,22,21,15,20,16,4,102,3,5,0,0,4,4,0,22,87,269,251,211,280,180,107,1387,4,0,3,3,10,5,10,32,3,5,5,10,8,3,4,37,8,7,10,9,16,7,13,69,90,276,261,223,296,189,122,1452,48,89,67,63,114,62,41,477,0,4,0,0,0,0,0,9,139,369,328,279,410,249,163,1936,44,171,194,142,208,130,72,951
SED10025,23,28,38,17,30,17,13,170,3,6,7,5,10,4,5,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,31,34,42,24,42,30,17,218,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,31,41,42,24,41,28,18,225,3,10,8,13,17,16,3,60,0,0,0,0,0,0,0,0,31,51,52,35,55,41,21,287,68,150,140,91,162,114,51,779,53,100,85,61,71,43,24,442,10,18,5,14,17,7,7,80,0,9,0,0,0,3,0,7,131,272,238,160,244,174,87,1305,9,6,12,5,6,0,3,44,5,9,3,0,0,7,3,28,13,13,12,14,11,7,4,66,145,287,249,171,255,174,93,1376,88,115,62,55,78,48,27,474,0,0,0,4,0,0,0,5,233,396,310,234,338,224,121,1855,92,179,173,108,196,131,61,949
SED10026,37,80,68,50,56,12,3,304,11,16,14,17,10,0,0,72,0,4,5,4,8,3,0,18,0,9,0,0,0,0,0,14,49,110,85,71,73,15,3,402,0,0,5,0,3,0,0,16,0,5,0,3,0,0,0,7,0,5,8,5,3,0,0,26,51,116,87,76,81,15,3,427,25,39,30,25,15,0,0,131,0,6,0,0,0,0,0,7,79,158,122,102,99,18,6,574,108,267,217,138,173,26,5,940,235,337,192,130,104,19,3,1024,41,26,13,10,7,5,0,106,24,26,11,12,7,0,0,83,403,655,450,289,291,51,13,2154,15,25,16,8,10,0,0,65,25,38,18,8,6,0,0,98,41,56,36,17,16,0,0,164,446,710,485,299,303,51,13,2316,458,418,210,131,91,8,3,1327,7,14,9,9,4,0,0,43,917,1141,704,442,397,67,17,3686,145,345,287,187,227,39,11,1245
SED10027,10,28,25,27,42,20,11,164,0,5,9,5,7,9,4,38,0,5,12,9,10,4,5,36,0,0,0,0,0,0,3,3,14,35,39,43,58,37,19,243,0,3,4,0,6,4,0,21,0,0,0,0,0,0,0,0,0,3,8,0,6,4,0,20,15,36,44,46,60,39,24,265,18,16,15,12,27,8,16,122,0,0,0,0,3,0,0,5,34,54,60,59,92,52,37,389,57,132,124,102,129,73,59,662,63,151,95,86,117,62,36,605,33,55,26,17,26,15,17,198,4,6,3,3,9,4,0,32,157,343,249,208,275,151,113,1487,3,14,4,5,0,11,6,38,4,12,11,8,9,4,3,49,5,20,18,11,9,15,5,83,162,364,261,222,283,161,119,1571,406,412,247,153,197,107,56,1573,8,9,4,0,4,0,0,34,576,785,519,373,486,269,176,3186,60,156,144,130,166,97,68,821
SED10028,9,30,28,24,34,30,18,170,4,10,11,4,6,3,8,47,4,0,7,4,0,0,0,16,0,0,0,0,0,0,0,0,19,39,43,35,42,35,26,233,6,0,0,0,4,3,0,19,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,19,20,41,43,34,45,40,31,251,5,9,9,9,12,6,5,58,0,0,0,0,0,0,0,0,24,50,49,44,58,46,34,311,35,102,130,81,162,109,73,703,46,113,89,64,106,73,41,522,13,12,14,10,20,15,4,90,0,0,0,0,0,0,0,10,98,225,237,157,296,195,115,1325,3,15,13,3,7,0,0,38,8,7,3,5,8,6,0,34,10,20,13,9,15,4,0,73,104,239,258,168,307,199,118,1395,57,138,102,73,108,79,50,615,7,9,4,0,0,0,0,15,168,387,367,236,417,277,169,2022,44,131,163,103,195,133,92,868
SED10029,18,14,12,14,32,19,10,128,6,15,9,14,17,9,5,66,6,0,0,3,5,9,7,27,0,0,0,0,0,0,0,7,28,35,24,34,53,34,20,228,3,8,8,4,5,5,0,26,0,7,3,0,0,0,0,15,8,6,11,5,10,8,0,45,32,38,34,37,63,42,26,273,29,52,49,38,36,39,14,251,0,0,0,4,0,0,0,12,62,96,84,74,99,82,36,532,51,139,91,89,132,71,39,620,65,121,116,87,131,72,38,625,32,54,34,28,44,31,21,239,7,12,13,6,8,7,4,55,157,323,249,206,312,182,103,1534,9,13,13,16,10,6,4,73,17,33,16,13,14,7,7,112,22,48,26,30,26,14,11,186,182,377,273,234,335,194,112,1717,529,681,400,296,390,210,137,2640,12,10,10,8,5,3,0,51,730,1068,686,536,732,411,247,4415,68,158,107,104,163,95,50,750
SED10030,15,49,40,39,74,18,5,240,9,19,25,10,20,6,4,85,4,5,3,4,8,4,0,24,0,5,0,0,0,0,0,8,26,75,73,58,99,24,11,364,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,29,77,73,58,101,28,11,374,8,36,19,13,19,5,7,105,0,5,3,0,0,0,0,9,37,121,92,70,121,28,19,488,78,168,184,146,170,64,32,844,131,273,177,95,132,40,18,869,50,56,45,24,37,8,0,222,0,13,5,0,4,0,0,31,267,508,418,266,343,109,52,1965,11,21,11,11,9,8,0,62,13,17,9,5,6,0,0,54,25,33,20,13,15,8,4,117,293,542,437,285,361,116,57,2084,333,351,174,118,109,28,21,1132,5,4,4,0,5,0,0,24,624,897,617,403,475,143,77,3241,99,223,228,178,247,81,38,1087
SED10031,17,48,50,36,71,21,8,252,6,25,12,18,9,0,0,68,3,4,3,0,0,0,0,12,6,4,6,0,0,0,0,13,26,80,70,53,88,25,8,348,0,3,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,11,30,80,71,58,89,25,8,358,5,29,21,9,23,5,0,88,0,0,0,0,0,0,0,4,34,108,98,67,109,32,8,454,63,167,133,108,177,53,17,709,128,249,171,110,107,20,15,797,25,23,20,11,6,0,0,85,10,9,8,3,4,0,0,38,226,451,329,230,290,72,35,1640,7,12,9,0,0,0,0,27,14,17,13,7,3,0,0,57,20,26,15,9,10,0,0,86,245,478,344,244,305,72,35,1722,259,261,157,88,59,17,3,842,0,7,8,3,0,3,0,18,508,744,505,332,364,90,41,2590,78,212,185,146,245,74,29,968
SED10032,15,28,15,13,24,23,13,126,10,5,3,9,4,5,3,36,5,6,9,0,5,3,0,28,0,0,0,0,0,0,0,14,24,40,26,28,34,33,17,198,3,0,6,7,5,0,0,23,0,0,0,4,0,0,0,9,3,0,6,5,5,0,0,30,26,39,32,31,40,36,21,228,27,38,25,15,27,19,13,159,4,0,3,0,0,0,0,7,57,76,62,48,61,52,30,395,72,149,91,97,141,75,45,669,69,133,80,60,74,54,21,486,27,25,26,16,28,22,8,145,6,5,6,0,4,3,0,37,172,309,199,174,252,149,79,1333,12,11,13,9,16,8,4,66,23,22,12,11,10,0,3,84,34,36,25,18,27,13,5,152,205,343,223,195,277,164,86,1488,482,508,280,199,257,125,90,1943,9,5,3,5,3,0,0,28,690,853,509,399,536,292,177,3457,83,171,107,113,167,99,61,793
SED10033,18,43,33,30,32,12,5,173,8,10,16,8,17,4,0,61,7,7,6,3,5,4,4,29,4,3,0,0,4,0,0,9,33,65,48,43,62,21,9,274,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,5,5,3,3,0,0,14,33,69,56,43,60,21,9,282,7,16,11,9,9,4,0,67,0,0,0,0,0,0,0,4,36,85,72,60,75,25,11,356,41,155,121,117,154,54,28,666,96,169,118,81,108,27,16,622,35,37,21,23,14,9,5,147,10,4,5,4,0,0,0,19,183,370,261,214,272,96,54,1455,0,11,5,4,5,4,0,36,12,27,7,9,9,0,0,53,14,34,10,12,13,8,0,90,196,403,273,224,288,103,54,1541,278,283,133,89,100,27,17,927,11,10,6,9,0,0,0,38,484,700,413,326,389,129,72,2501,61,198,155,144,183,69,28,833
SED10034,11,44,45,39,54,25,16,232,5,10,7,14,17,6,0,55,3,4,8,5,4,3,0,23,0,0,0,3,0,0,0,7,19,58,60,56,79,34,16,314,4,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,12,20,61,58,56,76,37,16,322,0,8,9,3,6,3,4,37,0,0,0,0,0,0,0,0,23,72,70,63,84,39,19,366,48,158,137,112,158,73,42,717,70,180,128,85,110,51,37,664,33,45,29,18,16,11,8,148,7,3,0,4,3,0,0,14,155,384,290,217,284,135,89,1549,5,7,5,7,3,5,0,26,3,8,11,3,8,0,0,36,8,14,17,7,8,5,0,61,159,398,309,224,294,135,89,1610,96,148,96,59,69,27,8,493,0,0,0,0,0,0,0,3,258,547,403,284,361,161,92,2115,58,207,181,146,209,92,54,948
