SED_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED30071,127,162,289,59,89,145,5,0,3,3,0,3,26,31,55,7198,6338,13541,411,550,965,183,11,192,172,17,181,103,31,135,92,54,149,228,303,530,8612,7591,16199,49,53,99,0,0,0,0,0,0,80,88,170,13,10,21,16,5,19,158,153,313,0,0,0,0,0,0,8,15,16,0,6,8,3,6,9,7,28,33,91,42,126,252,224,469,17,23,38,4,3,0,0,0,4,25,29,52,1383,1943,3326,1050,1586,2629,58,53,112,11374,11424,22794
SED30072,37,50,86,96,119,216,46,27,74,0,4,4,13,17,26,8059,7067,15118,413,457,871,220,4,226,122,3,126,40,19,57,88,38,126,109,147,254,9239,7946,17187,6,8,18,0,0,0,0,0,0,27,28,59,0,10,8,4,0,4,39,42,84,8,33,42,0,0,0,13,30,44,3,13,20,6,3,8,31,82,112,353,286,636,427,407,835,6,10,15,10,34,45,30,18,47,52,59,111,1423,2053,3472,1105,1664,2770,62,55,112,12306,12182,24490
SED30073,4,0,4,160,69,227,4,0,4,0,0,0,43,71,110,8438,8086,16524,789,842,1630,192,3,194,117,10,131,115,25,132,81,34,119,356,348,698,10290,9485,19779,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,21,7,31,7,10,11,4,0,3,36,16,45,101,70,175,137,86,225,0,0,0,3,4,10,10,0,10,15,4,17,345,595,944,1289,1549,2838,56,49,107,12140,11769,23908
SED30074,411,475,884,162,270,427,3,0,3,0,0,0,45,48,87,8148,6987,15132,390,613,998,153,4,152,156,21,178,99,31,128,83,42,123,126,148,273,9765,8633,18401,62,66,133,0,0,0,0,0,0,104,117,219,14,25,42,24,7,30,204,216,423,4,0,4,0,0,0,16,21,36,8,14,22,0,3,3,27,38,66,73,43,112,300,299,601,15,35,48,3,8,12,6,0,6,24,41,62,2021,2493,4515,1220,1980,3199,64,43,109,13406,13487,26896
SED30075,13,20,34,37,26,59,0,0,3,0,0,0,4,8,11,8288,7114,15396,416,485,902,442,26,464,108,4,121,23,12,38,104,44,145,333,277,606,9770,7997,17769,0,0,0,0,0,0,0,0,0,12,26,43,4,5,6,0,0,0,18,31,49,0,0,0,0,0,0,8,18,28,0,4,9,4,0,0,12,23,33,87,43,129,118,96,214,10,0,8,0,0,0,9,4,13,15,3,21,1549,2033,3581,1088,1593,2679,103,111,211,12646,11828,24475
SED30076,290,241,530,1344,1885,3233,187,173,369,0,6,6,152,167,320,7250,5888,13142,439,828,1263,50,0,50,368,86,458,849,396,1245,269,146,410,1697,1879,3578,12895,11700,24588,87,103,185,0,0,3,4,0,0,13,12,26,10,12,24,20,22,41,131,150,279,17,35,50,0,3,3,21,26,52,21,51,78,52,44,95,115,160,279,166,94,251,412,399,815,47,38,81,30,39,65,12,7,22,86,82,167,4220,4324,8545,1623,2537,4158,77,65,142,19317,19107,38424
SED30077,3,0,4,44,13,60,3,0,3,0,0,0,24,24,42,7234,6585,13820,563,587,1150,301,11,309,80,11,88,61,15,80,111,50,155,522,463,987,8933,7764,16695,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,9,94,30,126,101,36,136,0,0,0,0,0,4,5,3,6,6,7,11,1045,1133,2179,762,1193,1955,119,88,201,10970,10217,21185
SED30078,82,71,157,104,157,262,3,0,11,203,313,513,48,71,119,8410,7283,15694,460,794,1259,128,0,128,156,31,186,175,58,240,101,58,159,403,530,935,10276,9367,19647,15,22,33,0,0,0,13,15,28,26,15,35,0,7,10,5,0,4,62,58,115,0,0,0,38,61,94,0,4,7,4,15,17,9,9,12,52,84,136,114,96,215,229,239,466,15,27,46,12,20,32,8,3,15,41,54,97,1403,1700,3110,1171,1873,3039,92,58,154,13206,13297,26505
SED30079,24,20,45,301,429,727,5,0,4,0,0,0,31,23,51,9359,7541,16899,463,572,1033,216,0,221,142,10,154,47,10,54,82,42,124,98,125,222,10772,8772,19544,12,8,21,0,0,0,0,0,0,16,16,24,0,5,4,0,0,0,27,24,54,0,0,0,0,0,0,67,86,148,14,23,43,8,12,21,90,121,211,94,52,143,215,198,410,7,11,17,3,7,13,5,3,5,20,14,32,1903,2543,4443,1160,1811,2972,41,37,78,14104,13379,27481
SED30080,312,326,642,559,753,1315,3,0,7,6,0,5,73,79,148,8263,6890,15158,430,735,1166,95,0,95,235,34,273,282,70,350,104,43,140,392,463,852,10748,9391,20140,59,68,128,0,0,0,0,0,0,73,78,154,9,12,17,9,3,12,150,163,309,0,0,0,0,0,0,21,29,49,3,33,38,12,9,25,42,68,114,78,69,149,272,300,570,21,38,64,7,9,14,3,7,10,39,47,87,3117,3437,6555,1438,2350,3790,46,38,82,15657,15570,31226
SED30081,213,183,395,577,750,1329,3,0,3,3,0,3,57,41,100,9634,6948,16577,443,931,1373,179,0,180,87,11,102,48,8,59,90,30,121,90,112,201,11427,9020,20444,47,54,104,0,0,0,0,0,0,42,23,67,5,7,13,6,5,12,106,90,197,0,0,3,0,0,0,56,75,138,15,69,82,6,10,13,83,153,237,119,84,195,307,323,624,28,27,59,4,5,10,8,0,8,44,31,70,2018,2093,4113,909,1445,2354,67,52,121,14769,12970,27736
SED30082,74,84,158,114,138,252,3,3,7,226,378,605,50,41,89,8057,6256,14318,349,612,966,85,6,87,161,25,190,227,105,336,121,75,198,743,781,1523,10224,8508,18734,27,27,52,0,0,0,13,10,24,24,17,41,0,3,3,5,3,6,69,59,129,0,0,5,58,95,153,8,6,7,4,9,9,8,5,11,77,108,192,108,77,186,253,247,506,17,16,34,6,31,39,11,3,12,36,48,87,2150,2279,4434,1161,1651,2811,81,70,146,13907,12811,26720
SED30083,82,90,172,48,40,85,5,0,9,37,89,120,20,20,36,10784,9255,20043,564,637,1204,264,7,271,154,13,169,25,10,44,90,39,134,108,111,222,12182,10323,22505,19,18,36,0,0,0,0,3,3,41,36,79,8,5,18,3,0,9,78,66,144,0,0,0,3,6,7,3,0,3,3,3,7,0,5,4,15,14,25,127,135,264,216,220,436,26,20,44,8,10,12,0,0,3,29,29,62,1449,2175,3632,1227,2063,3284,63,58,121,15168,14866,30035
SED30084,3,0,5,141,78,221,6,0,6,0,0,0,29,28,52,8647,8790,17441,649,862,1502,128,3,135,199,23,220,108,35,140,147,41,185,134,133,265,10187,9991,20177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,0,13,16,9,8,14,15,23,40,104,77,186,124,100,227,0,0,0,7,6,19,9,5,13,17,8,25,364,585,948,1055,1462,2525,51,48,91,11795,12198,23991
SED30085,273,276,546,682,982,1660,3,0,3,0,0,6,58,66,121,9117,6277,15395,434,884,1311,116,5,117,163,30,190,136,42,173,96,49,144,235,281,520,11305,8889,20193,74,85,158,0,0,0,4,0,0,30,23,55,8,13,18,15,7,24,127,126,258,0,0,6,0,0,0,55,68,119,19,60,81,6,21,29,86,144,235,115,92,205,330,361,693,36,40,73,10,24,38,3,0,5,44,68,115,2251,2296,4550,1063,1622,2680,80,52,131,15077,13289,28360
SED30086,3,4,9,29,45,75,0,0,0,0,0,0,57,59,113,8620,7911,16530,598,823,1422,159,0,160,127,8,132,139,38,177,83,39,124,477,395,871,10296,9315,19611,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,8,4,12,0,4,12,4,4,7,15,16,24,95,52,148,120,68,181,0,0,4,0,6,6,5,0,9,14,6,15,770,1098,1864,960,1474,2431,52,54,107,12202,12015,24218
SED30087,3,5,3,43,49,94,0,3,3,0,0,0,75,117,191,9547,9040,18586,703,993,1693,107,0,106,140,18,155,119,43,164,75,43,116,273,252,523,11085,10551,21638,0,3,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,12,6,16,0,11,15,9,13,17,21,27,44,118,84,205,143,121,262,0,0,5,7,6,15,5,0,9,9,10,26,723,926,1648,932,1609,2542,46,58,101,12946,13277,26217
SED30088,4,0,5,128,112,244,13,16,26,0,0,0,44,57,98,8360,8365,16720,548,775,1322,126,4,133,202,37,240,266,105,367,168,75,235,506,551,1060,10369,10079,20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,9,8,0,0,0,7,5,13,0,12,13,4,8,17,20,37,58,169,144,311,193,173,367,0,0,0,10,10,17,18,18,38,32,25,58,647,869,1512,1056,1438,2495,55,51,105,12350,12641,24992
SED30089,5,0,5,241,45,289,3,0,9,0,0,0,31,42,70,6024,5605,11632,638,659,1298,160,12,169,137,17,155,97,37,143,224,88,312,861,837,1696,8424,7352,15770,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,39,6,45,12,9,17,24,7,29,75,16,88,105,63,169,184,85,267,0,0,0,27,6,29,8,8,11,34,10,48,670,788,1462,913,844,1756,150,97,250,10370,9182,19549
SED30090,0,0,0,45,24,69,5,0,3,0,0,0,3,9,17,6507,5961,12464,500,526,1023,262,11,274,102,21,125,87,33,123,149,79,227,710,729,1440,8372,7386,15758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,4,5,0,0,0,7,0,7,10,3,14,98,46,144,109,48,158,0,0,0,3,0,3,21,8,29,26,8,29,1263,1264,2521,633,912,1549,109,78,183,10505,9696,20205
SED30091,125,148,272,129,225,352,0,3,8,0,0,0,48,48,95,9459,7056,16514,633,760,1388,255,4,264,137,12,147,41,12,53,75,37,116,91,141,232,10991,8440,19435,13,42,53,0,0,0,3,3,3,26,27,52,10,16,22,10,4,19,61,90,152,0,0,0,0,0,0,31,51,82,15,29,40,0,3,3,45,83,130,123,56,179,231,223,457,20,34,59,0,6,6,4,0,5,28,46,75,939,1441,2381,904,1541,2445,76,59,140,13170,11763,24931
SED30092,3,0,3,315,188,506,65,38,108,0,0,0,23,24,48,9265,8350,17620,629,697,1325,209,8,213,118,18,135,91,37,131,220,169,393,656,765,1421,11601,10298,21897,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,5,5,0,0,3,0,0,0,29,9,32,10,14,23,0,4,4,37,26,62,170,87,260,214,116,328,0,0,0,8,5,15,17,0,19,25,10,33,674,1149,1817,1618,1739,3358,95,89,185,14228,13388,27618
SED30093,143,121,265,136,221,353,5,0,6,0,3,3,57,59,113,10441,7394,17833,912,925,1844,264,3,273,154,15,171,43,10,56,86,46,134,108,108,219,12359,8911,21271,33,40,70,0,0,0,0,0,0,30,26,57,9,13,16,12,14,23,79,90,174,0,0,0,0,0,0,22,42,65,18,33,45,9,6,10,46,79,122,152,71,217,275,239,520,40,29,65,8,8,18,8,3,9,54,42,90,582,1111,1693,887,1370,2258,107,74,179,14264,11744,26006
SED39494,13,7,23,35,42,78,8,0,8,0,3,3,5,0,13,808,551,1367,98,154,252,35,4,34,20,0,21,16,12,31,28,30,57,125,155,281,1206,962,2169,9,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,13,3,0,3,0,0,0,3,3,6,0,0,0,0,5,6,5,6,10,18,13,28,39,20,54,0,0,5,3,5,6,0,0,0,6,8,16,173,208,386,246,305,552,31,15,50,1705,1512,3219
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29
SED40001,33,36,68,680,951,1630,0,0,0,128,142,274,64,101,160,5678,4328,10010,317,604,920,39,4,42,102,30,133,412,165,582,82,43,123,1655,1634,3290,9190,8035,17228,17,11,26,0,0,0,3,0,5,4,6,11,0,0,0,0,0,0,22,26,45,0,0,0,14,32,49,18,33,48,17,39,56,29,31,59,79,135,214,81,93,175,178,250,427,13,15,25,19,19,37,6,3,7,35,35,72,1488,1387,2878,882,1389,2273,53,33,86,11837,11133,22971
SED40002,152,133,281,469,737,1210,0,0,4,247,286,531,43,62,107,6932,5583,12517,308,711,1017,62,0,62,103,11,121,311,125,434,88,36,126,194,190,380,8915,7879,16793,20,32,53,0,0,0,0,8,12,8,4,15,0,5,9,5,8,10,43,54,99,0,0,3,32,36,66,32,16,46,12,60,75,12,23,33,89,136,224,89,99,185,222,288,510,25,30,54,17,25,39,11,4,13,47,63,112,1012,1081,2087,880,1474,2355,32,38,76,11114,10820,21935
SED40003,352,343,697,75,68,144,0,0,0,12,21,27,9,15,21,6261,5619,11884,263,366,631,68,0,68,65,5,69,63,21,80,86,22,106,62,66,128,7314,6531,13848,37,22,54,0,0,0,12,11,21,54,63,117,5,14,16,6,0,6,112,114,224,0,0,0,0,0,0,9,7,13,9,8,12,5,3,8,23,13,34,56,59,110,186,182,371,11,21,40,0,0,0,0,0,0,15,25,43,960,1081,2036,792,1409,2196,18,23,38,9291,9252,18543
SED40004,4,8,3,373,407,781,0,0,0,3,0,6,16,21,35,5563,4877,10444,284,559,847,26,0,26,53,5,64,306,105,413,69,17,84,203,208,408,6890,6215,13103,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,11,0,0,0,0,3,8,18,24,46,18,40,57,11,3,20,52,74,130,62,42,107,123,119,240,3,0,5,15,5,17,5,0,4,17,10,28,1495,1390,2881,657,1147,1809,22,20,46,9206,8899,18106
SED40005,0,4,4,146,32,182,0,0,0,0,0,0,0,6,7,5982,5018,11003,341,393,737,84,6,85,41,3,47,35,6,44,102,27,122,434,321,762,7179,5818,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,6,52,37,93,61,40,99,0,0,0,0,0,0,0,0,0,0,0,0,619,665,1281,492,888,1386,80,60,143,8436,7476,15915
SED40006,180,238,414,238,341,579,3,0,4,26,34,58,46,40,88,7103,5696,12798,310,581,894,75,0,77,71,12,85,149,52,204,71,27,108,138,182,321,8415,7211,15628,32,30,54,0,0,0,5,10,21,15,23,39,6,3,12,10,0,15,64,73,132,0,0,0,7,6,14,16,16,36,3,26,31,5,3,8,37,51,86,131,114,248,231,234,468,16,30,48,0,8,8,0,3,5,23,42,63,690,895,1585,752,1290,2039,55,32,85,10153,9713,19868
SED40007,46,59,102,270,400,667,6,0,3,8,12,19,28,14,37,6352,5530,11880,279,457,734,67,0,65,67,4,74,154,52,201,74,21,99,96,117,215,7441,6666,14109,6,4,17,0,0,0,0,3,4,10,8,16,0,5,5,0,0,0,13,23,39,0,0,0,0,0,0,19,9,27,0,16,15,6,12,20,22,43,66,59,64,124,97,124,225,4,4,10,3,4,12,0,6,10,12,14,28,1044,1144,2187,757,1327,2085,40,27,64,9393,9310,18703
SED40008,98,112,205,416,623,1034,0,0,0,109,163,274,47,64,115,7228,5214,12442,394,727,1122,71,0,73,87,19,106,235,98,326,90,31,113,154,146,300,8921,7197,16118,24,36,52,0,0,0,0,3,5,17,7,18,4,9,12,7,5,9,42,56,94,0,0,0,11,23,33,28,21,55,14,48,56,14,18,36,68,109,180,120,115,237,232,282,510,13,22,37,15,12,31,3,6,9,34,46,80,798,824,1623,723,1142,1859,54,36,87,10763,9520,20278
SED40009,73,76,149,221,258,472,0,0,4,0,16,15,17,9,22,6557,5758,12312,251,394,639,63,4,72,70,6,80,43,13,55,94,25,120,98,88,183,7488,6626,14113,10,6,21,0,0,0,0,0,5,56,59,119,0,8,13,0,0,0,74,80,160,0,0,0,0,0,0,17,25,41,6,18,28,5,6,14,31,48,81,83,52,134,189,180,372,5,14,16,3,3,7,0,0,0,18,16,29,886,1001,1888,791,1471,2269,13,28,39,9382,9332,18715
SED40010,3,5,7,562,733,1294,0,0,0,7,13,22,57,53,105,6046,5131,11174,285,603,889,49,0,49,81,5,86,442,189,629,55,21,76,389,397,788,7971,7151,15126,16,8,15,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,16,11,20,0,0,0,8,13,22,19,30,43,5,32,40,23,27,48,57,100,161,46,60,107,119,171,287,6,7,8,15,6,26,8,0,7,20,14,36,1271,1340,2617,746,1325,2071,34,29,61,10170,10031,20206
SED40011,216,235,450,300,457,762,0,6,5,17,39,60,29,32,57,6221,5450,11670,284,555,835,52,0,52,75,12,85,250,84,336,60,27,84,180,156,330,7693,7041,14731,34,49,82,0,0,0,4,12,13,23,24,49,3,11,14,11,4,10,68,101,170,0,0,0,12,10,14,12,17,32,17,31,43,14,8,16,43,61,110,66,76,147,181,244,423,10,32,39,11,14,25,5,0,4,23,55,77,1152,1098,2246,828,1474,2302,45,28,69,9920,9932,19851
SED40012,5,8,7,186,215,406,3,0,4,0,0,0,15,15,26,6136,4628,10767,408,442,850,83,5,82,76,3,80,18,3,21,58,18,78,62,75,138,7051,5417,12468,7,5,11,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,8,6,16,0,0,0,0,0,0,18,39,51,10,31,38,13,7,15,42,75,114,63,38,101,112,120,230,5,9,17,8,9,12,7,0,7,17,15,37,294,441,731,655,992,1641,63,48,116,8193,7022,15217
SED40013,4,5,9,495,762,1255,0,0,5,0,0,5,70,53,121,8269,5972,14244,341,708,1051,70,0,70,86,6,96,108,47,150,86,28,114,89,129,220,9622,7713,17343,10,11,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,9,24,0,0,0,9,9,17,50,69,119,20,47,68,10,13,18,84,141,225,88,78,170,178,236,419,3,6,10,14,17,32,4,4,3,24,23,48,898,942,1838,750,1217,1971,50,36,86,11532,10163,21694
SED40014,10,0,5,19,12,29,0,0,0,0,0,0,3,6,11,3906,3628,7538,217,287,499,89,8,93,30,7,36,38,14,54,70,15,83,182,176,357,4556,4160,8718,0,0,0,0,0,0,0,0,0,6,17,20,0,0,0,0,0,0,6,18,25,0,0,0,0,0,0,0,0,6,0,0,0,6,0,4,4,3,9,32,27,60,42,47,92,3,6,5,6,0,6,4,0,4,11,6,13,608,758,1362,633,888,1517,52,59,108,5905,5915,11815
SED40015,3,0,6,82,9,88,5,0,5,0,0,0,8,14,26,5490,5047,10539,380,332,709,87,4,93,39,4,42,62,16,77,122,39,162,496,457,949,6773,5918,12690,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,3,25,0,0,0,0,0,0,19,3,25,55,31,86,77,36,110,3,0,3,3,0,3,9,9,11,10,9,17,769,794,1560,742,957,1698,102,78,185,8473,7786,16260
SED40016,5,7,12,360,571,926,0,0,0,0,0,0,32,30,56,7059,5027,12085,340,469,812,81,0,79,77,14,86,50,8,57,80,18,96,116,105,217,8192,6233,14429,9,5,10,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,14,4,20,0,0,0,3,5,7,38,65,102,19,30,45,13,13,22,73,109,180,70,48,115,161,163,321,4,4,5,6,12,22,0,0,3,17,15,28,540,717,1255,687,1013,1701,43,32,78,9634,8179,17816
SED40017,5,0,5,69,43,112,4,0,4,0,0,0,5,0,7,6429,5556,11986,307,324,628,205,9,222,46,10,58,28,6,35,116,32,153,377,338,713,7586,6322,13911,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,14,23,0,3,3,3,0,3,14,15,28,69,37,109,86,64,144,0,0,0,0,3,5,5,0,5,3,5,7,839,940,1780,671,1092,1765,89,66,148,9273,8482,17753
SED40018,303,305,604,168,247,409,4,0,4,27,51,78,21,30,45,5666,5295,10962,215,406,616,37,3,40,66,9,75,135,49,180,80,24,98,170,193,366,6877,6605,13479,29,31,61,0,0,0,0,13,13,32,24,60,3,7,7,7,6,20,78,82,162,0,0,0,3,5,9,4,7,12,12,16,26,4,9,13,16,35,52,58,73,129,161,183,348,10,24,34,3,0,7,0,0,0,19,29,48,934,1055,1992,802,1348,2150,29,46,78,8823,9272,18092
SED40019,6,0,6,269,56,325,3,0,3,0,0,0,41,41,82,5250,4721,9971,415,468,884,52,6,60,101,14,108,104,13,113,131,39,169,410,507,912,6782,5849,12633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,90,0,3,3,9,0,10,87,18,105,62,40,99,160,51,212,0,0,0,3,0,3,5,3,10,11,3,12,193,258,446,1009,908,1916,80,63,143,8232,7131,15362
SED40020,0,0,3,49,24,77,3,0,0,0,0,0,11,8,16,5558,4968,10526,378,466,840,121,9,124,44,6,46,26,10,33,94,26,117,251,212,464,6520,5735,12256,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,20,39,5,3,8,0,0,4,18,23,46,93,39,124,114,63,175,0,0,0,0,0,0,5,0,5,5,0,3,579,675,1256,621,1037,1662,73,36,107,7915,7550,15464
SED40021,3,8,10,637,835,1467,4,0,3,0,0,8,38,37,76,6472,5344,11815,294,605,896,80,3,83,55,4,56,134,35,168,87,27,113,94,122,212,7892,7009,14897,14,12,25,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,15,26,0,0,0,5,8,15,50,74,127,16,31,52,13,8,25,89,128,218,63,48,107,165,192,354,4,3,4,6,21,28,0,0,3,11,26,37,975,1079,2055,674,1179,1856,38,30,67,9753,9510,19268
SED40022,6,8,16,158,208,365,0,0,0,0,0,0,12,0,12,5889,5156,11044,234,330,570,128,0,131,62,3,65,42,10,53,54,20,74,195,148,344,6773,5892,12662,0,0,0,0,0,0,0,0,0,9,11,21,3,0,4,0,0,0,12,15,28,0,0,0,0,0,0,37,47,79,7,6,18,11,3,14,56,58,114,81,46,134,148,121,268,3,4,7,0,0,0,0,0,0,9,4,12,1437,1533,2969,799,1330,2129,44,40,81,9212,8918,18123
SED40023,52,39,95,128,174,299,0,0,0,0,3,8,8,16,22,5920,5150,11072,304,306,612,83,0,91,54,5,59,33,4,36,60,20,76,49,50,101,6712,5769,12481,14,10,25,0,0,0,3,0,5,33,34,66,0,10,3,0,0,0,54,48,106,0,0,0,0,0,0,15,14,33,5,16,17,0,0,0,19,36,56,68,42,109,141,123,272,9,17,26,3,3,3,0,0,0,10,14,32,506,686,1187,738,1249,1990,32,21,50,8139,7872,16014
SED40024,239,241,481,80,60,135,5,0,5,0,0,0,14,9,26,6453,5681,12131,383,360,736,84,0,84,42,6,50,35,10,45,98,16,117,92,126,219,7520,6510,14030,33,28,66,0,0,0,0,7,11,52,56,108,7,10,14,14,0,17,108,107,217,0,0,0,0,0,0,5,4,3,6,9,9,0,0,0,5,13,13,68,31,97,182,156,335,20,35,53,7,0,4,0,0,3,26,32,61,644,898,1543,826,1527,2355,30,35,64,9224,9157,18384
SED40025,0,0,0,203,217,421,0,0,0,0,0,0,11,10,19,6697,5912,12616,317,417,733,97,4,98,57,10,63,30,9,40,97,12,107,229,171,393,7737,6766,14498,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,3,46,50,94,17,14,34,8,5,10,67,73,142,65,43,103,136,120,253,0,0,4,9,0,11,0,0,4,8,3,14,1028,1227,2249,911,1513,2420,61,46,114,9878,9676,19550
SED40026,0,0,3,324,368,691,8,0,8,0,0,0,16,11,24,6890,5918,12811,296,425,723,77,0,82,60,4,64,51,7,56,80,18,98,45,53,99,7854,6804,14663,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,5,5,10,0,0,0,0,4,4,63,95,158,12,18,33,0,0,3,76,117,196,60,20,84,144,146,283,4,0,4,6,18,24,0,0,0,9,15,25,664,822,1489,788,1338,2124,29,25,51,9482,9152,18630
SED40027,78,92,168,161,230,388,0,0,0,11,25,32,21,20,46,5651,4828,10482,249,394,643,53,0,53,55,8,55,92,21,112,73,18,91,77,78,158,6528,5701,12227,11,13,22,0,0,0,0,0,0,11,17,29,4,5,8,0,0,0,23,37,63,0,0,0,3,0,3,11,8,20,0,11,13,0,3,8,15,23,42,86,79,166,127,142,265,13,10,23,5,0,6,4,0,9,17,17,35,648,854,1501,612,1019,1626,34,28,66,7966,7766,15729
