SED_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED40003,11036,11354,22383,613,674,1287,165,185,350,123,143,269,58,57,114,3244,3580,6824,64,46,104,11,13,27,55,65,118,6,12,19,3,4,5,3723,4105,7830,509,551,1058,89,67,154,4936,5402,10335,495,409,905,16465,17161,33625
SED40004,10131,11236,21373,742,845,1588,212,237,451,213,221,439,113,131,244,3965,4320,8285,60,47,106,15,9,27,45,47,91,20,28,45,0,0,0,4642,5043,9689,1269,1382,2657,59,83,139,6722,7354,14076,441,466,905,17293,19055,36353
SED40005,10783,10368,21147,1716,1825,3535,98,106,208,204,201,406,113,122,233,2550,2619,5166,52,61,115,22,15,40,84,73,155,4,9,14,0,0,0,3131,3203,6336,415,321,738,95,85,178,5355,5433,10791,1699,1370,3073,17836,17175,35013
SED40006,10089,10393,20480,736,823,1564,184,165,351,175,178,350,98,92,192,4618,4908,9519,50,39,88,11,7,18,66,47,113,18,20,37,0,0,0,5216,5460,10677,1087,1143,2227,103,100,205,7140,7532,14670,812,790,1601,18042,18716,36756
SED40007,10597,11127,21726,814,848,1659,224,239,462,249,237,484,106,100,212,3640,4040,7679,74,67,146,18,21,37,57,39,96,32,26,63,0,0,0,4402,4780,9178,733,802,1536,75,104,180,6021,6530,12550,618,622,1240,17234,18281,35509
SED40008,10477,10730,21209,1202,1118,2316,271,210,479,245,196,445,135,140,274,4423,4426,8854,76,52,124,29,18,46,62,42,106,51,24,72,0,0,4,5292,5115,10404,2076,1912,3981,206,152,359,8769,8294,17064,1207,1003,2210,20448,20029,40478
SED40009,11308,11501,22806,482,492,976,113,128,243,154,156,308,80,101,181,3576,3875,7455,32,49,85,24,32,56,65,74,137,15,23,34,3,0,6,4053,4448,8502,523,646,1174,83,46,128,5141,5630,10774,509,502,1010,16961,17629,34595
SED40010,9121,10048,19169,799,887,1689,312,299,606,253,268,522,145,163,304,4529,4689,9214,83,84,164,30,27,57,65,65,126,25,37,56,0,0,0,5434,5626,11060,1637,1710,3345,84,88,173,7954,8307,16260,681,686,1369,17756,19037,36794
SED40011,10328,11195,21524,671,725,1395,216,222,437,179,225,407,100,111,209,4291,4520,8808,52,56,106,13,13,27,36,55,93,25,23,54,0,0,0,4914,5225,10134,1205,1227,2431,108,92,196,6895,7265,14159,722,688,1407,17946,19148,37093
SED40012,10426,10409,20831,1037,1110,2150,182,184,370,173,204,374,121,125,249,4481,4719,9201,50,42,94,35,38,74,73,68,145,22,24,43,0,0,0,5139,5406,10545,481,502,983,187,150,336,6841,7168,14013,1342,1329,2673,18604,18911,37520
SED40013,9768,10024,19787,1215,1178,2394,286,221,510,248,171,418,135,114,247,5310,5427,10733,87,80,161,22,13,39,42,45,83,35,38,78,0,0,0,6163,6115,12273,2080,1989,4063,165,163,326,9623,9439,19060,1344,956,2300,20730,20418,41149
SED40014,8635,9315,17948,1744,1955,3702,211,249,457,234,265,492,160,189,350,3405,3720,7127,65,69,133,35,43,75,88,100,186,13,16,31,0,0,0,4213,4646,8861,214,204,421,91,96,191,6265,6906,13168,847,918,1768,15752,17138,32890
SED40015,10427,9999,20424,2427,2441,4867,125,124,252,116,101,222,127,125,253,1738,2024,3760,130,149,282,29,23,48,108,90,197,5,5,10,0,0,0,2377,2641,5017,148,173,327,80,72,146,5032,5325,10357,1663,1345,3006,17121,16673,33791
SED40016,10490,10496,20988,740,720,1458,195,152,346,201,128,326,130,111,242,4112,4107,8220,78,60,139,12,25,40,37,30,60,27,16,41,0,0,0,4784,4635,9420,1272,1228,2500,115,109,222,6911,6694,13596,861,874,1734,18256,18068,36321
SED40017,11440,11036,22470,1418,1461,2880,131,143,269,117,133,251,113,126,240,3224,3466,6686,51,68,125,17,17,36,69,80,153,9,9,20,0,0,0,3723,4043,7763,147,213,363,91,69,157,5380,5786,11169,1250,1107,2358,18069,17925,35994
SED40018,9139,10567,19708,844,996,1837,212,236,447,206,239,447,102,117,223,4570,5049,9619,66,81,147,15,27,47,90,103,197,20,30,51,0,0,0,5287,5893,11179,1009,1179,2191,100,85,185,7234,8160,15391,738,750,1486,17112,19472,36579
SED40019,9993,9541,19530,2615,2730,5345,161,111,274,163,146,310,222,179,399,1664,1679,3338,150,132,277,24,22,46,114,119,230,3,8,12,0,0,0,2495,2392,4889,348,377,722,120,88,207,5576,5588,11163,1833,1581,3418,17405,16709,34113
SED40020,9781,9973,19754,2098,2412,4512,135,137,272,177,185,364,136,131,270,2904,3125,6027,71,84,153,22,19,41,82,52,136,5,8,11,0,0,0,3535,3741,7273,236,286,519,100,84,186,5970,6524,12495,1678,1183,2860,17436,17674,35103
SED40021,9733,10723,20460,871,962,1830,191,164,360,184,167,351,97,107,204,4438,4817,9262,48,55,107,10,18,29,37,47,77,27,23,48,0,0,0,5037,5398,10433,1657,1779,3434,95,90,182,7656,8221,15879,707,765,1476,18096,19712,37809
SED40022,11171,11296,22461,808,855,1663,162,183,345,154,188,342,86,95,180,2952,3101,6052,39,58,97,4,17,19,55,53,110,27,25,49,0,0,0,3482,3715,7192,262,317,581,45,54,98,4599,4937,9535,809,737,1545,16578,16969,33550
SED40023,10744,11134,21874,399,459,861,93,79,175,89,78,172,53,61,110,3625,4002,7630,27,23,46,12,16,34,29,32,62,10,15,26,0,0,0,3934,4313,8249,168,237,408,119,118,238,4624,5130,9755,743,752,1503,16112,17015,33133
SED40024,9962,10255,20223,974,1070,2045,159,172,329,148,164,309,121,147,267,5092,5717,10818,57,60,120,22,31,48,49,74,123,19,17,34,0,0,3,5663,6392,12055,412,476,888,162,157,315,7209,8094,15301,991,1028,2018,18161,19379,37538
SED40025,9308,9907,19212,1636,1798,3436,182,189,369,243,243,479,197,206,404,4265,4737,8998,55,68,122,9,21,29,89,86,171,36,33,60,3,0,11,5064,5571,10645,305,337,637,67,74,140,7074,7783,14855,908,862,1771,17290,18546,35834
SED40026,11429,11821,23254,549,559,1112,88,90,173,91,99,183,95,95,192,3627,4087,7706,26,20,48,11,16,29,29,31,60,23,14,38,0,0,0,3987,4440,8426,272,294,574,74,75,149,4883,5378,10260,551,574,1126,16863,17767,34630
SED40027,9030,9936,18968,716,790,1514,139,126,263,168,165,330,107,118,224,3534,4006,7539,52,50,97,8,8,15,49,50,92,16,15,30,3,3,3,4069,4535,8603,558,569,1122,84,72,157,5429,5970,11398,698,746,1442,15164,16647,31806
SED40028,8860,9206,18059,1202,1369,2575,194,191,381,183,188,369,165,173,339,4533,4987,9521,36,48,86,20,27,46,79,79,152,25,29,55,0,0,0,5244,5718,10955,212,247,465,154,173,326,6813,7514,14320,762,749,1511,16429,17461,33894
SED40029,11295,10436,21724,2364,2340,4712,139,128,269,443,468,910,141,165,303,2049,2148,4199,67,81,149,36,25,60,56,76,136,11,3,14,0,0,0,2936,3098,6035,532,474,1012,75,74,153,5919,5990,11905,1755,1480,3236,18959,17906,36872
SED40030,10398,10521,20913,1683,1829,3507,189,220,406,199,207,409,132,138,272,3129,3452,6576,82,81,158,26,19,50,70,82,159,8,10,21,0,0,0,3831,4224,8053,236,292,528,117,92,212,5868,6433,12303,1162,1047,2209,17420,18005,35431
SED40031,10968,11308,22275,751,779,1522,130,116,244,131,134,263,69,73,145,3883,3898,7783,37,46,83,19,14,37,41,32,74,26,26,48,0,0,0,4329,4348,8678,860,916,1771,48,46,98,5995,6085,12079,488,455,940,17450,17843,35297
SED40032,8352,9330,17685,909,1011,1917,208,210,416,221,234,452,123,136,256,4015,4553,8570,63,63,123,19,14,37,81,67,147,18,20,45,0,0,0,4754,5296,10048,1080,1095,2179,98,70,165,6840,7474,14313,619,659,1282,15816,17457,33271
SED40033,9352,9470,18825,1762,1927,3684,104,115,217,436,460,899,105,117,224,2717,3065,5781,57,60,120,23,22,41,42,40,83,5,8,14,0,0,0,3487,3891,7371,264,301,565,131,101,233,5648,6213,11865,1762,1174,2937,16762,16860,33620
SED40034,9512,9082,18594,1508,1492,3007,83,75,163,95,107,205,108,115,224,2688,2790,5472,61,64,128,24,21,41,81,99,174,7,3,11,0,0,0,3151,3271,6427,84,124,206,87,73,154,4830,4956,9788,1428,1301,2729,15768,15341,31114
SED40035,10759,11248,22009,563,567,1133,118,105,216,108,108,218,86,84,164,3791,4027,7820,36,36,71,6,8,11,25,24,48,13,12,23,0,0,0,4173,4404,8577,646,590,1235,105,97,200,5484,5657,11139,657,655,1308,16904,17556,34460
SED40036,11607,11698,23303,763,814,1582,185,145,330,153,112,267,145,94,237,3966,4147,8109,44,33,73,20,22,40,44,35,79,10,15,26,0,0,0,4565,4596,9165,1199,1219,2418,167,126,291,6689,6766,13448,814,771,1587,19112,19229,38343
SED40037,10239,10634,20870,1062,1181,2241,194,194,387,155,155,314,150,162,318,3351,3704,7058,77,65,144,17,24,42,63,63,118,50,32,84,0,0,0,4065,4402,8461,410,479,887,152,154,305,5683,6216,11896,842,735,1576,16762,17580,34344
SED40038,11767,11854,23624,932,1043,1978,170,147,314,176,159,338,82,71,157,4088,4144,8229,32,38,71,21,26,42,35,37,73,18,8,24,0,0,0,4621,4634,9255,1112,1219,2330,169,133,303,6836,7027,13865,1383,1296,2677,19981,20179,40164
SED40039,10377,10420,20794,562,558,1113,108,105,210,96,97,193,74,85,160,3949,4368,8320,25,35,59,22,23,46,25,43,67,11,10,17,0,0,0,4316,4770,9082,221,284,506,120,106,228,5212,5718,10929,929,894,1824,16517,17036,33553
SED40040,11702,11531,23236,1055,1127,2186,160,158,320,120,132,253,89,110,200,3367,3560,6927,73,70,143,18,20,34,60,60,120,12,15,27,0,0,0,3901,4116,8015,165,186,347,58,54,110,5178,5482,10662,911,899,1810,17794,17914,35707
SED40041,10159,10104,20256,2093,2312,4410,128,121,249,91,82,170,134,111,243,1544,1778,3321,79,75,156,19,20,35,97,86,183,7,6,10,0,0,0,2089,2285,4369,219,234,454,92,94,191,4493,4931,9429,2037,1390,3430,16694,16416,33107
SED40042,9749,9839,19586,906,1036,1941,288,238,524,227,185,413,174,153,326,5463,5902,11369,83,51,130,27,22,51,56,54,111,35,22,55,0,0,0,6361,6626,12985,390,461,853,174,142,317,7831,8261,16093,1507,1429,2933,19087,19535,38617
SED40043,10467,11193,21661,855,883,1736,187,190,369,184,160,342,135,122,258,4863,4983,9847,43,51,93,8,7,11,44,40,83,24,19,43,0,0,0,5482,5565,11051,1824,1754,3580,112,107,214,8279,8311,16588,858,827,1683,19600,20330,39928
SED40044,9619,10873,20490,916,1030,1942,279,316,596,257,300,559,139,148,296,3823,4370,8195,105,110,218,25,24,48,60,58,114,36,44,84,0,0,0,4731,5369,10105,1205,1271,2480,63,82,146,6919,7748,14673,517,624,1141,17053,19247,36300
SED40045,11337,11738,23078,657,676,1333,170,164,328,174,182,353,81,83,160,3646,3917,7571,61,60,119,15,21,38,47,46,95,32,26,57,0,0,0,4227,4499,8729,546,592,1140,64,46,106,5490,5812,11307,411,459,878,17246,18018,35260
SED40046,9474,9929,19400,799,810,1608,205,177,378,238,226,459,119,152,274,4023,4208,8232,76,66,137,16,16,38,67,58,123,16,14,35,0,0,0,4764,4911,9673,1508,1387,2894,133,85,217,7199,7200,14399,651,583,1230,17324,17714,35040
SED40047,11333,11681,23017,502,509,1007,95,92,184,63,60,122,66,74,134,3553,3792,7348,27,25,60,4,10,14,41,31,69,14,9,27,0,0,0,3869,4086,7956,453,450,905,85,74,163,4912,5123,10034,538,502,1043,16785,17308,34092
SED49494,262,144,404,85,54,134,34,37,67,50,34,86,74,77,153,599,572,1180,35,39,77,11,4,15,20,18,36,4,0,3,0,0,0,827,790,1622,78,101,184,15,22,35,1008,965,1975,524,341,866,1793,1446,3241
SED49797,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
SED50106,9860,10291,20155,1603,1793,3399,81,95,176,58,77,137,80,67,147,28,38,60,4246,4754,8998,13,23,38,33,38,68,11,13,24,0,0,0,4554,5095,9655,363,369,730,133,136,273,6652,7398,14052,1536,1094,2625,18049,18783,36831
SED50202,12634,12762,25400,1173,1316,2488,109,130,242,114,124,239,111,107,218,55,51,108,6202,6687,12889,22,30,57,40,29,67,7,14,22,0,3,3,6667,7177,13842,586,756,1341,241,199,440,8666,9444,18106,1915,1660,3573,23213,23865,47074
SED50304,10362,11477,21842,891,890,1783,98,115,216,98,145,241,84,88,173,38,34,70,5784,6139,11921,9,18,28,23,34,55,17,8,31,0,0,0,6158,6579,12736,1654,1896,3545,149,135,285,8849,9506,18353,1223,1118,2338,20437,22092,42536
SED50405,13059,13571,26631,1772,1983,3759,299,317,621,229,235,467,217,243,466,98,86,185,6766,7603,14373,38,38,78,83,96,181,17,25,37,0,0,0,7755,8647,16402,917,1157,2077,233,244,472,10680,12032,22710,1641,1269,2909,25379,26872,52247
SED50502,12512,12760,25272,962,1018,1976,58,58,126,84,77,156,80,76,154,27,31,64,4419,4482,8904,7,8,15,18,18,40,5,3,12,3,0,4,4704,4764,9474,648,768,1421,152,115,264,6466,6667,13136,1194,976,2166,20173,20405,40574
SED50605,11602,12451,24054,1202,1214,2418,154,160,319,128,152,284,75,96,173,38,45,79,5101,5449,10548,14,14,24,27,20,46,18,17,41,3,3,3,5572,5952,11522,1328,1414,2741,109,99,201,8201,8683,16881,672,592,1261,20474,21719,42192
SED50702,10754,10608,21362,992,1041,2029,224,194,420,158,137,297,169,164,339,84,95,179,6729,6542,13267,24,34,58,67,62,124,21,21,48,3,0,0,7474,7264,14731,1767,1856,3614,269,207,470,10495,10358,20855,1822,1514,3336,23067,22481,45546
SED50805,9959,11121,21084,1098,1253,2353,169,189,355,149,186,342,85,98,185,34,31,65,4275,5113,9389,13,16,26,23,30,50,13,16,26,0,0,0,4758,5683,10441,592,695,1284,127,162,289,6570,7794,14366,848,871,1722,17382,19779,37165
SED50906,10760,11411,22172,1422,1525,2943,104,104,209,103,110,213,127,132,258,50,43,96,5043,5774,10817,38,43,79,85,87,178,9,7,17,0,0,0,5569,6299,11862,580,701,1285,188,185,373,7759,8709,16465,1927,1244,3174,20448,21365,41815
SED51004,12375,12563,24939,1367,1343,2711,194,191,383,123,134,264,133,144,273,29,34,60,4777,5164,9939,9,23,35,47,41,82,12,12,22,0,0,4,5319,5740,11060,961,1083,2045,156,156,314,7803,8330,16132,1073,813,1886,21252,21709,42958
SED51104,12465,12809,25273,1899,2183,4080,219,289,512,218,255,480,234,275,508,51,52,110,7028,8069,15096,39,39,81,50,63,115,24,19,37,3,3,3,7874,9061,16938,1004,1200,2202,225,222,456,10999,12664,23666,1689,1362,3054,25156,26835,51992
SED51205,12418,12580,25001,1535,1444,2984,171,136,312,123,111,232,117,110,225,54,60,108,5808,5515,11317,18,21,40,49,42,89,11,14,30,11,8,19,6361,6023,12381,2673,2810,5485,253,191,444,10818,10473,21293,1534,1293,2833,24775,24344,49121
SED51304,12860,13480,26342,852,901,1750,158,185,341,113,140,259,85,80,164,22,16,36,4168,4393,8554,18,12,31,30,28,57,14,10,24,3,0,5,4602,4868,9475,609,683,1297,75,72,146,6140,6528,12668,655,588,1244,19647,20594,40244
SED51401,10451,9866,20312,1717,1795,3516,62,63,118,75,68,138,83,80,165,50,34,83,2885,2945,5829,15,18,33,34,23,57,7,5,3,0,9,9,3200,3234,6432,202,241,443,79,68,145,5202,5335,10536,2684,1990,4673,18337,17189,35524
SED51504,11596,12199,23794,1214,1196,2407,182,183,373,204,206,412,116,101,215,34,43,80,4717,4881,9597,11,11,19,23,15,38,16,22,41,0,0,0,5303,5463,10770,1719,1864,3577,98,110,205,8332,8630,16962,687,673,1360,20613,21501,42115
SED51605,13023,13351,26380,1095,1182,2274,172,158,336,145,138,281,133,137,270,44,47,96,5413,5690,11102,5,16,22,41,33,71,21,22,45,3,0,3,5980,6250,12228,842,1012,1854,164,149,309,8070,8589,16656,1007,829,1840,22100,22772,44878
SED51706,12428,12485,24913,1855,2025,3884,88,91,181,74,87,161,106,107,212,27,25,50,4046,4471,8523,20,26,51,61,57,117,9,6,6,0,0,0,4429,4869,9299,295,355,653,148,117,263,6729,7374,14101,1531,1290,2823,20684,21146,41831
SED51804,10317,11205,21521,1412,1521,2936,306,333,639,223,294,519,188,205,390,39,45,85,5112,5528,10637,19,23,32,43,40,86,48,34,78,0,0,0,5973,6501,12470,1358,1575,2932,111,113,222,8854,9707,18561,1080,1101,2189,20251,22015,42271
SED51902,13631,13541,27172,1075,1185,2256,83,98,179,58,68,124,83,93,178,35,34,69,5117,5624,10742,16,20,43,37,41,76,3,0,3,0,0,0,5426,5983,11408,300,423,725,142,144,290,6941,7737,14675,1469,906,2378,22050,22186,44233
SED52006,10659,11302,21958,1512,1702,3212,214,202,419,149,172,326,208,244,453,52,52,102,4871,5514,10387,56,73,125,55,67,118,13,12,27,0,0,4,5616,6344,11957,471,533,1001,134,147,278,7729,8722,16449,1290,1058,2352,19681,21082,40759
SED52102,12241,12334,24576,1206,1288,2493,79,76,153,76,67,149,102,91,197,36,35,69,4043,4091,8133,13,22,35,27,29,53,9,11,16,0,4,4,4396,4416,8809,528,659,1190,168,148,316,6302,6510,12812,1179,978,2154,19721,19820,39539
SED52205,9880,10425,20305,1069,1113,2180,271,316,583,272,296,572,162,175,335,60,41,107,5530,6128,11656,29,29,60,45,46,87,28,22,50,9,3,16,6405,7065,13464,1075,1225,2299,213,189,404,8761,9590,18349,1580,1265,2853,20221,21286,41506
SED52301,9691,9935,19629,1502,1571,3078,92,91,186,103,128,226,100,116,217,49,47,99,3852,4323,8171,27,26,47,64,76,140,8,17,27,6,4,3,4304,4822,9124,313,360,676,149,130,276,6266,6890,13159,2088,1750,3837,18052,18573,36622
SED52404,12382,12646,25025,841,891,1727,109,137,243,99,121,220,106,105,212,12,18,25,4327,4571,8900,8,12,17,24,37,62,16,17,30,3,3,9,4708,5014,9722,621,712,1336,123,72,197,6299,6685,12984,745,571,1317,19423,19903,39330
SED52505,13847,14337,28184,889,935,1826,173,188,359,138,157,302,112,138,248,84,96,177,7419,7634,15051,15,14,29,68,65,132,21,28,52,5,8,13,8046,8314,16360,1506,1788,3292,131,146,279,10570,11190,21758,1863,805,2661,26274,26331,52606
SED52604,11676,11948,23623,783,787,1572,134,132,268,132,137,265,105,103,205,28,21,47,4516,4506,9024,19,26,40,43,41,80,25,27,49,4,8,11,5003,4996,10002,966,1007,1978,170,165,336,6928,6960,13883,949,718,1667,19555,19622,39174
SED52702,12733,13025,25759,899,910,1819,74,67,141,59,75,139,73,80,151,21,20,41,3459,3764,7224,15,14,30,30,31,65,8,4,13,0,4,3,3740,4068,7810,300,337,637,85,86,174,5023,5401,10427,864,706,1574,18624,19136,37765
SED52803,8065,6955,15019,1525,1557,3080,199,167,370,202,189,396,329,269,596,127,118,243,3738,3389,7131,55,58,112,58,44,99,9,3,9,0,0,0,4720,4228,8951,828,766,1587,203,161,366,7269,6712,13985,3258,1983,5244,18604,15651,34254
SED52903,7239,7285,14525,2118,2345,4462,187,205,397,234,268,510,264,270,538,54,78,134,2255,2576,4830,34,31,61,169,172,339,14,13,26,5,0,5,3218,3618,6835,441,623,1066,154,140,292,5927,6724,12654,2881,2632,5513,16052,16643,32694
SED53004,13124,13520,26644,708,790,1500,76,108,183,75,86,162,63,87,147,27,27,55,3884,4251,8135,12,10,23,20,23,42,10,11,19,0,5,5,4161,4601,8765,467,556,1020,88,74,161,5420,6023,11438,700,598,1296,19244,20143,39387
SED53105,12449,12163,24614,1126,1276,2402,124,135,260,101,131,229,126,114,242,53,53,105,5815,6317,12128,36,40,77,62,67,127,9,11,21,0,5,3,6330,6875,13198,732,915,1648,181,152,328,8368,9215,17579,2529,1030,3558,23344,22407,45755
SED53204,14141,14476,28618,872,986,1859,95,90,182,60,94,156,78,74,150,38,41,76,5195,5581,10774,8,6,16,20,18,39,6,12,19,7,8,16,5508,5919,11424,736,893,1625,110,91,207,7223,7892,15112,792,588,1382,22152,22959,45112
SED53306,10522,11453,21971,1511,1714,3222,177,184,362,159,194,346,182,210,388,54,68,126,5414,6358,11768,43,44,88,60,54,114,12,23,27,3,12,18,6097,7145,13245,551,692,1249,243,284,532,8403,9840,18240,1685,1553,3241,20612,22845,43457
SED53402,10437,10759,21201,1105,1175,2273,159,209,376,170,178,346,96,126,226,52,56,110,5600,5783,11387,14,19,37,38,39,84,20,14,40,0,0,4,6159,6441,12599,1130,1268,2405,184,152,333,8575,9033,17611,1113,955,2069,20123,20748,40872
SED53502,11870,12035,23908,926,1017,1939,129,149,274,109,110,215,110,120,230,48,45,89,6113,6463,12575,17,31,51,41,39,86,3,11,18,3,3,9,6574,6965,13541,564,701,1268,222,191,419,8295,8879,17171,1573,1353,2930,21738,22267,44004
SED53602,13257,13425,26686,996,1012,2007,98,71,168,110,104,209,61,69,126,17,22,37,4582,4566,9145,13,11,23,18,16,39,3,10,18,0,5,3,4892,4868,9762,1464,1546,3009,203,146,347,7556,7571,15127,1638,1466,3100,22453,22464,44918
SED53701,10974,10054,21030,1446,1469,2920,61,67,126,54,60,117,95,82,184,40,43,79,3293,3296,6584,17,18,35,38,36,69,4,0,3,0,0,0,3605,3594,7197,326,362,688,99,77,173,5474,5505,10976,2509,1962,4473,18958,17522,36476
SED53802,11905,12458,24370,1043,1090,2137,124,119,239,104,90,194,80,101,178,35,32,67,5138,5295,10433,18,8,26,33,34,64,7,8,15,0,0,0,5537,5682,11215,1290,1287,2574,154,131,288,8021,8196,16210,1096,973,2073,21024,21634,42649
SED53902,10095,11096,21190,969,1047,2014,161,161,317,155,237,396,132,123,252,49,63,108,5288,5867,11156,16,17,29,28,35,63,14,17,30,0,0,0,5844,6508,12351,1185,1270,2455,129,114,244,8127,8939,17072,1036,958,1998,19260,20997,40259
SED54006,11842,11726,23569,1775,1878,3653,98,101,205,78,87,164,113,154,265,32,43,76,4278,4611,8888,30,39,65,61,50,110,4,7,12,0,0,0,4696,5093,9787,369,379,747,153,130,283,6995,7474,14477,1706,1369,3075,20545,20572,41118
SED54104,9771,10661,20432,1666,1685,3354,308,333,633,262,323,588,196,192,393,62,81,139,5694,6022,11718,32,35,64,53,52,101,39,37,75,3,3,5,6641,7072,13713,2393,2552,4938,129,112,244,10834,11413,22249,1046,975,2026,21648,23052,44706
SED54203,4723,3820,8545,1013,982,1996,126,104,237,139,98,230,226,190,416,55,62,118,2476,2105,4583,22,12,39,60,46,103,5,3,11,7,6,15,3117,2630,5752,375,410,786,93,51,144,4593,4078,8673,2458,1629,4087,11776,9529,21310
SED54304,9155,9092,18246,1323,1219,2547,432,362,796,416,374,791,350,281,635,99,118,219,7938,7496,15438,37,44,80,86,55,147,42,35,79,3,0,3,9416,8774,18184,3700,3903,7604,305,228,529,14743,14120,28864,2441,1684,4122,26341,24894,51234
SED54403,7160,5362,12518,3596,3391,6987,378,324,698,301,256,552,745,569,1314,173,123,294,5358,4722,10083,48,49,94,186,178,372,20,15,28,6,5,11,7211,6238,13449,858,930,1787,239,197,440,11907,10755,22660,5353,3066,8411,24411,19179,43589
SED54505,12805,13597,26409,1163,1231,2397,111,133,246,134,116,250,104,106,206,55,65,123,4834,4959,9790,21,14,31,45,27,77,26,17,50,0,6,5,5333,5460,10789,1478,1597,3075,98,75,176,8071,8361,16430,633,543,1174,21511,22503,44018
SED54605,10668,10871,21537,1023,1105,2126,284,235,526,202,162,369,261,233,491,48,41,91,4391,4722,9114,38,33,73,53,54,107,35,32,64,0,0,0,5311,5520,10832,436,507,945,184,196,380,6956,7330,14286,1821,1303,3125,19440,19501,38945
SED54701,10211,9595,19808,2257,2259,4516,71,82,159,93,80,173,91,94,186,69,57,123,2512,2677,5191,11,6,19,19,19,38,0,0,4,0,0,0,2873,3025,5897,454,428,883,110,90,200,5689,5806,11493,2146,1892,4041,18050,17297,35342
SED54804,9871,10721,20597,1197,1335,2528,266,302,569,203,258,462,218,206,425,40,48,92,5757,6591,12345,31,36,66,47,46,93,33,39,70,5,0,14,6593,7546,14139,1247,1489,2734,213,198,419,9253,10570,19821,1347,1199,2551,20477,22483,42960
SED54905,9719,10489,20206,1250,1289,2535,164,189,354,186,193,379,165,150,315,59,64,120,5734,5824,11558,19,25,50,22,36,56,27,26,53,9,11,16,6384,6511,12893,1507,1512,3019,184,195,381,9320,9509,18828,1075,1105,2183,20122,21101,41217
SED55005,14639,14826,29460,1191,1194,2381,148,156,299,100,95,198,74,83,155,46,45,94,4879,5276,10157,25,36,65,47,49,96,21,25,46,12,11,24,5352,5778,11130,1154,1351,2502,177,117,294,7878,8436,16313,1012,872,1888,23527,24130,47662
SED55102,13355,13499,26850,1008,1098,2110,131,159,289,139,156,293,150,139,284,31,31,63,5134,5635,10768,24,19,43,50,35,85,28,32,60,0,0,5,5697,6196,11888,446,511,954,163,133,295,7311,7936,15244,3205,1025,4233,23877,22457,46332
SED55202,13224,13485,26709,1177,1202,2378,143,141,280,103,96,201,101,84,186,51,60,111,4768,4834,9602,16,20,35,31,34,63,0,4,7,3,7,12,5215,5279,10492,1115,1378,2492,160,124,284,7673,7973,15648,1504,1400,2903,22401,22857,45259
