SED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED50502,184,3,3,8,188,34,0,227,1425,229,29,10,1684,26,18,44,1728,133,6,1867,2110,407,43,15,2572,35,7,41,2612,85,0,2699,232,34,18,0,281,0,0,0,284,12,0,298,19,3,0,22,41,0,0,0,41,5,3,49,3774,672,85,43,4579,62,22,81,4664,242,7,4909,58,0,0,0,63,5,0,5,64,3,0,66,101,9,3,0,111,6,4,15,123,17,0,142,155,18,3,0,175,16,4,22,193,17,0,210,3934,683,91,43,4751,73,30,105,4854,259,12,5122,1218,292,36,50,1599,47,13,55,1654,299,10,1969,4,6,0,26,39,0,0,0,43,5,21,70,5162,977,126,125,6394,125,43,160,6555,559,48,7163
SED50605,376,10,4,13,388,39,0,431,2081,241,27,8,2350,27,15,36,2387,89,0,2478,3187,334,48,25,3591,41,3,46,3633,101,8,3742,244,25,20,6,293,4,0,4,300,3,0,304,18,3,0,15,34,0,0,0,41,0,0,37,5528,604,88,47,6271,70,14,81,6355,203,9,6566,47,6,4,0,59,5,0,8,65,0,0,65,131,21,0,3,153,12,0,18,168,7,0,177,175,28,5,3,212,18,3,20,233,7,0,244,5710,626,94,50,6485,91,16,107,6589,207,9,6804,1300,169,26,22,1519,26,10,36,1555,158,5,1718,0,0,0,3,6,0,0,0,6,0,18,22,7013,795,123,78,8009,116,29,146,8148,367,34,8547
SED50702,128,0,0,4,130,16,0,148,1402,172,38,14,1620,27,10,41,1659,113,3,1772,1859,291,43,36,2226,34,14,49,2279,53,3,2338,214,22,26,5,264,3,0,10,272,7,0,284,23,0,0,29,50,0,0,0,57,0,4,62,3497,490,104,77,4171,72,25,94,4266,172,13,4451,42,18,0,0,59,3,4,9,69,7,0,76,100,28,6,0,128,9,4,13,142,15,0,159,139,40,6,0,188,14,10,20,209,22,0,229,3635,534,109,82,4361,83,32,118,4473,196,13,4682,1282,272,46,39,1633,46,31,78,1713,295,7,2014,3,0,0,19,19,0,0,0,19,4,32,57,4923,806,151,138,6017,135,64,194,6212,492,56,6750
SED50805,222,0,0,7,226,16,0,240,1653,186,31,5,1876,14,3,23,1893,90,7,1983,3084,311,47,8,3451,32,9,37,3486,58,0,3542,230,26,24,7,283,0,0,0,285,3,0,290,22,0,0,14,30,0,0,0,30,0,5,35,4989,521,102,29,5642,46,13,56,5696,149,8,5859,20,5,0,0,24,0,0,0,26,8,0,33,84,8,3,0,90,13,0,15,102,0,0,107,100,9,3,0,112,17,0,11,131,6,0,139,5083,539,99,30,5757,62,12,77,5832,159,8,5995,984,74,40,18,1120,15,0,15,1131,59,0,1193,0,0,0,3,3,0,0,0,3,0,4,8,6070,611,142,50,6872,78,12,91,6969,217,13,7190
SED50906,41,0,0,0,44,4,0,47,1180,150,40,8,1372,27,12,33,1410,64,0,1474,2277,247,89,16,2632,22,0,28,2657,93,3,2753,163,31,37,0,237,3,0,3,240,8,0,247,12,0,0,27,39,0,0,0,39,6,6,50,3636,427,168,49,4280,46,13,58,4342,170,10,4522,17,4,0,0,22,23,0,23,44,0,0,46,70,5,4,0,80,8,0,8,92,6,0,96,91,7,4,0,109,27,0,27,139,8,0,144,3725,435,171,50,4388,82,13,93,4480,174,10,4665,1094,126,61,23,1301,32,11,45,1339,157,0,1495,3,3,0,14,22,0,0,0,22,0,12,38,4826,571,231,91,5716,114,19,131,5848,323,22,6200
SED51004,277,6,0,5,282,22,0,301,1966,233,37,5,2249,23,5,32,2282,115,4,2397,3005,350,85,12,3444,20,13,32,3482,75,7,3561,289,37,41,4,370,6,0,7,380,0,0,380,31,5,0,57,86,6,0,6,91,3,17,110,5286,623,165,75,6156,55,24,73,6235,192,27,6452,52,12,0,0,64,8,0,8,76,8,0,81,152,11,6,3,172,8,3,14,187,4,0,191,202,24,6,3,239,21,3,21,259,14,0,275,5485,652,173,77,6398,76,19,100,6490,204,27,6724,1192,146,63,31,1427,32,3,33,1462,181,3,1652,18,6,0,5,27,0,0,0,27,0,21,49,6694,799,236,113,7847,109,27,134,7985,386,58,8425
SED51104,155,5,0,3,160,15,0,173,1934,215,83,16,2245,29,16,48,2293,87,8,2387,3269,384,155,31,3838,44,9,51,3890,105,8,4011,407,41,55,7,516,5,0,5,522,14,0,541,39,3,0,64,111,0,0,0,111,5,4,118,5645,646,298,124,6710,84,21,105,6816,212,29,7058,58,12,4,0,78,7,0,7,85,11,0,95,189,27,13,11,238,10,4,11,254,9,9,266,249,43,13,11,315,20,4,20,334,21,9,362,5897,693,308,129,7027,101,25,125,7151,236,36,7425,1932,318,108,95,2452,66,17,84,2534,274,5,2811,4,0,0,4,12,0,0,0,12,0,29,48,7830,1007,420,231,9490,169,42,210,9701,512,66,10281
SED51205,240,6,3,10,253,47,5,307,1682,246,28,6,1968,37,3,41,2012,121,6,2139,2196,530,52,15,2795,42,30,72,2867,108,14,2983,234,26,29,0,285,0,0,0,285,6,0,291,35,0,0,35,72,0,0,0,72,5,10,94,4145,811,107,59,5124,77,32,111,5230,241,30,5503,76,31,0,0,117,10,4,15,129,5,0,138,164,30,0,0,195,3,3,4,202,8,0,212,239,67,0,0,306,18,7,25,337,19,0,355,4383,881,107,61,5430,97,38,134,5563,259,30,5857,1930,498,52,58,2543,112,26,141,2679,444,9,3132,13,0,0,28,44,0,0,0,44,0,28,70,6333,1384,153,146,8013,211,68,277,8294,705,63,9058
SED51304,260,3,0,5,266,23,0,291,2228,233,36,8,2509,15,5,21,2525,81,3,2609,4026,341,67,13,4454,25,4,31,4483,74,6,4561,362,22,35,3,418,0,0,5,424,15,0,439,28,0,3,18,46,0,0,0,46,0,7,61,6648,597,142,38,7423,42,8,53,7481,174,17,7670,31,8,5,0,37,0,0,0,37,3,0,44,80,15,10,4,108,0,0,0,108,0,3,108,114,19,7,4,146,0,0,0,146,3,3,149,6761,616,151,44,7576,42,8,53,7625,173,20,7817,1137,83,55,20,1294,21,0,28,1321,83,3,1411,6,4,0,5,11,0,0,0,11,0,16,24,7904,706,204,66,8881,64,8,76,8954,259,34,9250
SED51401,6,0,0,0,11,3,0,11,918,84,20,10,1031,9,0,17,1042,66,6,1114,1569,155,42,23,1797,25,4,33,1828,72,0,1897,163,17,20,0,203,0,0,0,203,6,0,207,21,0,7,27,60,0,0,0,60,6,4,64,2674,258,91,62,3083,34,12,45,3134,143,7,3284,24,5,3,0,28,10,0,10,34,0,0,34,37,0,0,0,43,4,0,5,40,5,0,52,61,5,3,0,72,9,0,8,84,5,0,87,2732,264,96,62,3150,47,11,60,3211,143,7,3366,783,89,35,26,931,55,0,53,980,180,0,1159,12,0,3,3,17,0,0,0,17,0,11,31,3530,352,130,88,4099,98,13,112,4209,319,24,4562
SED51504,332,4,0,4,338,31,0,369,2429,378,36,7,2848,55,8,58,2904,162,0,3071,3821,439,53,21,4324,27,7,38,4369,73,3,4441,212,36,52,0,300,0,0,0,300,9,0,303,20,0,0,16,42,3,0,3,41,0,0,48,6478,860,141,38,7517,80,17,96,7613,244,6,7861,45,4,0,0,46,0,0,0,52,4,0,47,123,13,3,0,138,0,0,0,138,5,0,141,168,16,3,0,181,4,0,4,186,5,0,192,6644,870,143,38,7700,88,17,104,7798,248,6,8051,1341,157,30,10,1537,17,5,22,1558,135,0,1695,3,3,0,3,12,0,0,0,12,0,18,32,7989,1032,173,54,9248,104,22,123,9373,382,23,9774
SED51605,262,9,0,9,269,11,0,287,2164,233,37,14,2446,32,10,47,2491,74,0,2570,3648,363,97,27,4135,33,6,43,4171,89,5,4269,373,38,44,0,457,0,0,0,458,13,0,472,40,5,0,14,57,0,0,0,57,0,4,60,6222,632,181,56,7095,68,17,88,7181,184,7,7369,45,9,0,6,52,7,0,7,59,6,0,67,158,9,5,3,178,6,0,6,187,5,0,191,201,18,6,5,230,11,0,11,243,9,0,260,6426,647,186,62,7318,85,17,103,7425,191,7,7624,1552,141,46,26,1767,26,11,38,1802,144,14,1952,5,5,0,4,11,4,0,4,15,0,12,26,7987,797,233,90,9103,107,32,137,9242,334,29,9604
SED51706,30,0,0,0,30,7,0,37,1304,128,40,12,1485,14,5,20,1506,69,0,1577,2685,242,105,17,3050,21,12,28,3078,56,3,3140,245,21,56,3,320,4,0,4,323,0,0,323,21,0,0,35,55,0,0,0,55,0,10,61,4257,387,196,70,4910,35,21,51,4962,128,13,5101,21,5,0,0,29,5,0,5,31,3,0,33,84,7,6,0,96,4,0,7,101,7,0,109,108,9,6,0,123,9,0,9,136,10,0,145,4363,398,195,70,5031,45,17,68,5094,136,13,5248,1213,140,69,57,1477,37,8,45,1516,138,3,1662,3,0,0,12,20,0,0,0,20,0,24,44,5583,539,268,136,6526,79,27,107,6636,278,45,6952
SED51804,363,6,3,9,375,41,3,412,1956,227,17,0,2207,38,5,40,2250,135,0,2390,2959,356,59,16,3385,21,12,33,3416,66,4,3490,235,18,23,0,284,0,0,0,286,8,0,296,28,0,0,16,44,0,0,0,43,0,0,53,5178,603,103,33,5917,64,14,81,6000,216,7,6220,35,0,0,0,35,6,0,6,44,6,0,50,109,8,0,0,120,15,0,15,131,5,0,139,138,8,0,0,152,21,0,21,174,16,0,187,5319,612,105,33,6069,89,14,101,6176,230,7,6410,1430,160,36,14,1639,25,3,37,1672,133,0,1815,9,0,0,9,18,0,0,0,18,0,13,27,6758,769,141,55,7730,114,25,141,7864,363,21,8247
SED51902,138,0,0,0,138,13,0,148,2042,209,58,4,2320,23,0,26,2344,96,0,2439,3257,276,137,24,3699,25,0,26,3719,68,3,3797,275,25,65,5,376,3,0,3,379,15,8,394,40,11,5,34,86,0,0,0,86,0,8,94,5616,522,272,66,6476,51,5,53,6532,180,15,6723,26,14,0,0,39,9,0,4,48,3,0,52,136,13,7,0,161,0,0,0,166,7,4,171,161,29,9,0,199,8,0,12,208,7,4,222,5778,549,279,69,6677,59,9,65,6738,190,20,6949,1906,187,97,67,2255,28,9,32,2292,154,12,2452,15,4,0,16,30,0,0,0,30,0,27,58,7697,736,376,153,8967,86,14,99,9057,338,67,9465
SED52006,90,4,0,6,93,12,0,106,1133,127,50,8,1321,11,8,21,1344,48,3,1392,1748,196,78,18,2047,21,3,32,2075,89,0,2162,135,31,31,0,199,3,0,3,205,5,0,211,18,0,0,36,48,0,0,5,51,5,0,62,3035,363,161,66,3616,45,15,59,3677,149,7,3834,30,9,6,5,44,12,0,13,60,0,0,60,66,7,0,11,79,9,3,11,90,0,0,91,95,15,7,14,132,17,4,25,150,0,0,153,3128,370,165,81,3742,61,18,77,3821,148,7,3979,854,120,74,42,1088,21,3,26,1116,154,8,1278,7,0,0,3,18,0,0,0,18,0,28,41,3993,494,237,126,4845,85,22,109,4954,304,42,5299
SED52102,156,6,0,8,165,11,0,178,1568,143,19,16,1739,13,11,21,1759,94,0,1854,2411,263,49,22,2746,19,6,27,2771,61,3,2839,272,50,44,0,371,0,0,0,373,6,0,375,27,4,5,11,42,0,0,0,42,0,3,49,4277,464,116,48,4901,36,11,48,4951,157,5,5114,41,14,0,0,50,6,0,9,58,3,0,63,108,15,4,0,124,0,0,0,132,4,0,135,150,30,4,0,177,7,0,11,187,11,0,200,4423,490,118,48,5083,41,15,58,5134,165,5,5310,1390,246,69,56,1760,69,19,85,1847,190,0,2036,10,8,0,25,34,0,0,0,34,7,32,72,5819,736,194,129,6875,112,35,141,7017,358,39,7420
SED52205,134,3,0,3,139,16,0,155,1084,205,27,13,1327,17,13,24,1350,107,4,1468,1941,351,53,15,2355,19,11,34,2386,101,0,2495,238,42,52,0,333,4,0,4,332,6,3,338,17,0,0,15,26,0,0,0,26,0,0,29,3276,591,134,38,4041,34,23,64,4105,219,6,4332,19,0,3,0,19,3,0,4,26,0,0,24,45,7,3,0,58,4,0,4,65,3,0,69,68,7,5,0,78,9,0,8,90,4,0,93,3345,600,139,38,4126,46,25,68,4194,229,6,4425,742,120,35,11,914,23,0,25,937,123,7,1067,14,0,0,3,19,0,0,0,19,5,14,30,4099,721,174,57,5052,68,29,95,5146,351,28,5530
SED52301,26,0,0,0,26,0,0,21,1244,132,29,8,1412,27,0,29,1437,79,0,1516,1777,273,75,22,2144,23,5,25,2173,82,0,2250,155,25,38,0,219,0,0,0,219,10,0,227,15,0,3,15,32,6,0,6,35,4,0,35,3188,432,139,49,3806,46,11,57,3865,168,0,4029,3,0,0,5,10,10,0,6,18,5,0,25,50,10,4,5,61,0,0,0,65,4,0,71,56,11,4,6,70,8,0,11,81,9,0,95,3239,444,142,51,3877,58,5,70,3947,178,0,4126,742,112,47,31,933,38,8,50,979,180,5,1167,4,0,0,0,4,0,0,0,4,0,11,9,3990,558,185,84,4814,94,21,112,4929,358,13,5304
SED52404,221,6,0,8,223,19,0,246,1864,234,38,13,2148,35,11,50,2196,80,0,2273,3295,318,79,21,3717,32,4,36,3752,82,4,3838,316,35,57,0,407,0,0,0,407,9,0,419,36,0,0,21,62,0,0,0,62,0,7,63,5509,587,174,57,6327,67,15,82,6415,166,12,6589,27,3,0,0,30,6,0,6,35,0,0,35,114,4,3,0,125,0,0,0,125,9,0,130,140,13,0,0,154,6,0,6,163,9,0,168,5648,598,179,57,6482,80,15,90,6572,173,12,6760,1064,88,32,15,1196,15,6,23,1223,87,3,1307,11,0,0,7,16,0,0,0,16,0,4,19,6723,686,209,77,7695,97,22,121,7809,257,16,8083
SED52505,350,8,3,11,364,40,4,403,3416,377,62,31,3887,37,19,57,3946,124,5,4079,4575,499,89,29,5189,67,7,79,5270,116,14,5394,408,85,68,0,564,3,3,3,569,23,3,593,42,4,0,37,85,6,0,6,83,0,6,91,8450,969,215,99,9727,109,32,144,9867,255,22,10154,100,22,0,5,130,10,0,10,139,6,0,146,235,25,3,13,277,15,3,21,295,4,0,300,340,43,8,11,402,24,3,31,439,15,0,448,8788,1016,222,114,10128,138,36,174,10306,271,26,10603,2254,267,61,51,2627,54,5,62,2691,173,7,2872,16,3,0,17,38,0,0,0,38,0,22,62,11048,1285,285,179,12799,194,44,235,13035,442,61,13539
SED52604,227,6,0,8,229,15,0,249,1704,149,33,4,1896,28,5,27,1922,65,4,1996,2709,299,52,9,3069,43,0,45,3119,63,3,3188,214,24,29,5,267,0,0,0,267,14,6,281,27,0,0,18,44,0,0,0,44,3,0,47,4649,471,120,31,5276,73,7,78,5350,146,12,5513,39,5,4,0,43,3,0,3,47,6,0,51,107,7,0,0,117,4,0,0,119,17,0,134,138,17,9,0,162,5,6,6,165,21,0,186,4791,491,120,31,5431,75,7,83,5518,168,12,5695,899,109,49,21,1081,27,5,34,1117,85,3,1205,15,0,0,9,23,0,0,0,23,0,21,41,5706,604,169,60,6541,100,20,118,6658,254,32,6942
SED52702,192,4,0,4,197,19,0,213,1580,200,50,19,1849,24,11,39,1888,95,0,1982,2816,299,84,9,3206,18,0,16,3231,53,7,3288,215,36,36,0,279,0,0,0,279,9,0,289,14,0,0,25,32,0,0,0,32,0,0,39,4628,528,171,48,5375,38,12,55,5435,154,12,5595,28,0,0,0,28,4,0,4,28,0,0,28,80,8,3,5,91,8,0,8,98,0,0,96,106,8,3,5,118,14,0,14,128,0,0,125,4733,533,171,54,5493,51,12,65,5561,156,12,5720,1086,84,42,19,1231,14,4,21,1252,102,6,1365,8,3,0,10,15,0,0,0,15,0,9,25,5824,620,213,82,6740,63,19,83,6828,258,26,7108
SED52803,7,0,0,0,7,0,0,13,1476,118,42,14,1645,16,6,22,1665,55,0,1722,1658,150,67,9,1882,5,0,6,1893,39,3,1938,184,21,30,20,250,0,0,0,250,11,0,259,22,5,0,10,40,0,0,0,40,7,4,53,3341,290,135,53,3817,28,5,33,3846,110,10,3969,18,4,5,0,21,0,0,5,25,5,0,29,51,12,4,5,70,8,4,6,74,0,9,81,71,11,6,5,90,7,4,9,105,5,9,108,3410,297,142,60,3910,33,11,43,3954,110,12,4078,1121,76,53,38,1290,57,7,60,1349,149,0,1498,20,0,0,7,24,0,0,0,24,0,46,77,4551,379,193,101,5225,86,21,101,5329,259,63,5652
SED52903,3,0,0,0,3,0,0,0,1090,153,31,18,1294,8,5,18,1313,117,0,1432,976,175,29,24,1197,22,3,20,1224,83,5,1316,148,23,35,5,208,0,0,0,210,11,0,223,13,3,0,31,48,0,0,0,46,17,3,71,2230,355,92,77,2753,36,9,42,2798,227,17,3044,28,0,0,0,29,57,0,57,83,11,0,98,20,5,4,0,27,11,14,25,56,16,0,66,44,6,4,0,53,63,14,81,135,24,0,166,2275,367,92,77,2810,96,25,124,2939,253,21,3204,388,142,38,25,592,103,23,123,719,852,9,1581,4,4,0,6,17,0,0,0,17,5,69,93,2665,508,133,110,3416,201,48,250,3665,1109,99,4881
SED53004,213,0,0,4,217,12,0,228,1894,221,52,4,2169,15,0,19,2188,93,0,2279,3157,359,75,20,3610,32,0,33,3647,72,9,3721,296,26,47,0,373,6,0,6,378,10,0,382,27,3,0,8,30,0,0,0,30,0,10,43,5372,615,168,33,6184,56,4,57,6241,169,13,6429,31,6,0,0,32,0,0,0,32,3,0,34,108,8,0,0,115,0,3,7,122,3,0,124,142,8,0,0,148,4,3,3,152,7,0,161,5511,623,170,33,6335,58,6,61,6396,179,13,6588,999,90,49,8,1143,25,0,25,1168,74,4,1245,9,0,0,3,10,0,0,0,10,0,13,22,6512,716,226,40,7487,85,6,86,7579,252,29,7857
SED53105,157,7,0,7,162,26,0,187,2029,242,47,18,2332,31,4,34,2365,94,6,2466,3246,284,96,33,3661,30,13,47,3705,96,0,3797,335,42,48,0,428,0,6,0,431,7,0,438,16,8,0,25,42,6,0,6,43,4,11,60,5621,567,195,75,6465,67,16,87,6547,204,18,6765,75,6,0,0,87,10,0,10,96,8,0,106,160,33,7,6,200,4,0,11,209,9,0,219,235,35,10,6,283,13,0,18,299,21,0,324,5852,610,197,84,6747,84,20,105,6847,222,18,7095,1651,180,80,72,1981,79,5,89,2070,255,10,2336,13,0,0,11,29,0,0,0,29,0,20,52,7526,781,276,171,8758,164,30,195,8946,485,51,9479
SED53204,317,10,3,10,329,45,0,373,2686,280,56,9,3018,39,3,41,3060,112,4,3172,3869,461,105,41,4474,37,5,47,4515,111,7,4635,340,33,71,5,448,0,5,4,456,7,0,462,35,4,0,48,86,0,0,0,86,5,5,91,6929,777,225,100,8029,75,15,86,8116,231,10,8363,28,20,0,5,48,8,0,8,57,11,4,69,170,40,3,4,223,12,10,21,238,15,0,249,197,58,3,4,273,15,10,27,298,25,4,317,7128,837,231,100,8301,94,24,113,8416,260,12,8686,1679,353,59,60,2152,53,3,62,2211,248,18,2474,24,3,0,17,46,0,0,0,46,0,28,70,8829,1195,290,177,10497,151,26,176,10673,510,51,11232
SED53306,82,3,0,3,85,4,0,91,1041,140,43,8,1233,17,5,19,1245,111,5,1364,1847,263,78,30,2216,32,5,34,2256,72,12,2341,170,19,42,0,236,11,0,11,240,15,0,259,17,0,4,9,30,0,3,4,32,11,4,44,3071,417,171,50,3710,53,7,67,3775,211,18,4003,39,7,5,0,45,12,3,17,62,11,0,74,59,7,3,0,73,0,0,0,77,0,0,77,97,15,7,0,115,19,3,20,140,11,0,148,3171,429,175,53,3826,73,10,83,3911,224,18,4149,1110,199,65,46,1424,37,11,47,1467,219,0,1684,3,3,5,12,20,0,0,0,20,0,27,47,4286,630,246,113,5269,112,21,129,5401,440,43,5882
SED53402,157,0,0,3,161,20,0,179,1505,198,48,0,1753,40,7,52,1804,79,0,1887,2391,284,18,6,2704,29,3,29,2732,70,4,2811,288,40,32,0,360,0,0,0,361,9,0,373,4,3,0,17,30,0,0,0,30,6,0,31,4197,525,105,29,4852,67,16,82,4933,160,9,5098,18,4,0,3,23,3,0,3,23,0,0,23,88,26,3,0,113,7,3,9,119,3,0,127,107,23,3,6,137,3,3,13,148,3,0,151,4297,551,106,31,4987,69,19,95,5075,169,5,5255,917,124,23,34,1101,18,10,26,1128,115,0,1240,8,0,0,10,11,0,0,0,11,0,8,29,5216,682,129,71,6100,92,30,121,6219,278,19,6519
SED53502,122,5,0,5,121,12,0,134,1552,210,36,5,1793,21,6,23,1818,94,3,1916,2324,244,54,20,2643,16,4,18,2661,88,3,2754,275,30,42,0,358,0,0,0,359,6,0,366,14,3,0,22,41,4,0,4,42,6,0,52,4163,487,132,50,4836,42,9,45,4885,192,4,5086,18,4,0,0,21,10,0,10,33,10,3,37,68,20,0,4,86,9,0,9,98,7,0,102,85,25,0,3,114,12,0,12,125,14,3,143,4250,514,132,56,4950,51,9,59,5011,204,7,5226,1101,160,68,57,1390,37,9,44,1435,126,0,1569,7,3,0,14,28,0,0,0,28,3,25,54,5363,677,204,127,6365,92,16,107,6472,343,30,6844
SED53602,249,4,0,4,258,69,0,327,1265,256,19,15,1556,18,5,23,1577,86,0,1662,1767,377,26,28,2200,47,18,67,2264,159,6,2436,135,35,16,9,189,4,6,6,194,9,0,202,38,8,0,48,94,4,0,4,92,4,11,114,3203,670,60,99,4040,68,21,94,4130,257,22,4409,61,22,0,6,94,16,0,16,103,7,3,118,132,51,0,28,211,9,9,18,222,36,4,270,194,80,0,33,303,17,12,27,330,47,10,387,3394,750,60,128,4336,92,37,126,4461,305,28,4802,1652,566,43,62,2321,91,52,144,2468,774,6,3255,14,0,0,9,27,0,0,0,27,9,56,94,5061,1319,107,200,6687,185,87,269,6962,1097,97,8145
SED53701,29,0,0,0,29,0,0,28,978,91,29,4,1102,11,6,10,1117,70,4,1189,1634,172,61,26,1895,25,5,28,1920,42,5,1967,148,26,30,0,197,0,0,0,196,8,0,205,32,0,0,32,68,7,0,7,69,3,0,76,2799,289,116,58,3260,37,10,45,3304,129,4,3440,13,0,0,0,16,4,0,4,19,4,0,21,40,0,3,4,49,13,0,13,59,6,0,60,53,0,3,4,58,14,0,14,74,4,0,80,2848,285,120,65,3324,56,13,59,3379,130,4,3522,768,86,47,34,941,10,4,14,955,130,4,1087,4,5,3,11,17,0,0,0,17,0,8,31,3616,385,166,111,4279,65,11,78,4358,260,22,4639
SED53802,211,3,0,9,216,17,0,241,1503,202,11,10,1732,30,9,39,1772,105,0,1870,2132,363,50,6,2554,20,18,31,2585,80,7,2670,247,29,19,0,296,4,0,4,302,8,0,307,31,6,0,31,66,0,0,0,67,4,8,78,3912,599,87,50,4651,58,20,82,4727,189,11,4932,41,16,0,0,58,13,0,13,65,0,0,68,117,10,4,0,129,13,3,17,147,15,0,163,159,23,4,0,189,24,3,27,214,19,0,231,4074,627,87,52,4836,85,22,106,4944,209,11,5160,1213,298,30,26,1553,58,34,89,1647,265,10,1921,7,0,0,0,17,0,0,0,17,0,25,46,5295,921,115,79,6408,140,60,197,6602,472,51,7128
