SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED10011,82,446,8,80,59,13,0,4,3,691,32,126,3,11,17,0,0,0,0,187,581,2654,110,485,473,149,18,70,46,4593,0,0,0,0,0,0,0,0,0,9,116,257,31,171,224,59,5,14,8,888,165,252,89,357,350,84,14,39,25,1376,163,188,247,695,638,165,27,132,17,2268,20,9,14,41,68,33,8,26,0,219,34,36,13,73,119,37,6,22,5,333,15,28,8,17,26,3,0,7,0,98,23,60,13,26,54,25,0,18,30,247,1550,5679,571,2051,2148,581,76,342,161,13159,4,43,0,0,0,0,0,0,0,53,95,584,12,6,20,4,0,3,3,741,569,1984,76,125,164,36,12,36,28,3024,12,40,0,0,8,0,0,0,4,66,152,627,23,104,81,21,0,6,5,1012,68,180,15,18,33,4,0,0,5,318,1204,4354,360,762,672,241,75,178,86,7918,0,0,0,3,0,0,0,3,0,14
SED10012,10,60,0,50,14,6,0,0,3,153,0,8,0,0,9,0,0,0,0,26,246,1543,84,244,528,166,28,69,41,2954,0,0,0,3,0,0,0,0,0,8,45,66,17,73,127,47,13,42,4,426,93,113,44,284,310,88,33,48,16,1033,81,71,106,476,327,113,56,97,22,1359,14,13,7,40,58,30,15,26,5,204,25,22,10,70,75,31,14,42,4,291,5,19,4,14,26,9,0,7,0,82,8,38,12,47,47,18,13,29,51,257,561,2338,296,1323,1585,534,187,375,160,7360,0,10,0,0,0,0,0,0,0,12,5,45,0,4,5,0,0,0,0,66,85,618,26,29,87,35,21,33,12,950,0,13,0,0,0,0,0,0,0,20,17,94,10,57,18,11,6,0,3,216,7,16,0,0,11,0,4,0,0,38,550,2619,305,365,817,283,203,194,87,5427,0,0,3,3,3,0,6,5,0,24
SED10013,75,349,5,174,65,16,0,6,7,694,32,165,4,13,24,0,0,0,0,236,827,4067,170,637,902,248,53,91,65,7063,6,3,3,12,15,5,5,0,0,43,209,296,25,247,356,86,21,23,16,1270,458,443,131,888,924,251,44,84,43,3267,463,346,439,1245,1501,490,89,202,78,4850,50,20,25,55,196,84,11,42,4,504,76,36,39,157,329,98,14,34,7,805,18,48,3,19,84,29,0,10,5,214,39,75,24,81,122,34,13,25,57,468,2568,7484,910,3670,4696,1402,257,524,300,21823,11,50,0,3,7,3,0,0,0,74,43,257,9,6,16,3,0,0,0,340,705,2251,94,210,312,117,72,26,40,3826,18,78,4,8,12,0,0,5,0,132,130,480,16,188,76,23,14,6,7,937,77,212,7,23,26,8,0,4,0,355,1865,6142,522,1030,1273,456,284,230,121,11925,9,3,7,14,13,7,7,5,0,63
SED10014,33,145,0,98,30,3,0,0,9,315,8,53,0,3,6,0,0,0,0,76,290,1610,89,314,477,151,29,84,44,3088,5,3,0,8,8,0,0,0,0,24,52,146,23,105,135,42,15,19,10,553,172,225,57,508,355,119,47,61,25,1562,197,204,198,885,714,273,95,158,42,2759,28,17,14,54,118,49,21,31,0,327,32,28,18,82,127,49,14,33,0,391,6,18,0,12,28,12,3,11,0,92,15,37,4,50,57,22,13,41,38,275,931,3102,431,2192,2151,752,243,463,181,10448,10,18,0,0,0,0,0,0,0,32,19,142,3,0,10,0,0,0,0,179,224,950,74,116,166,80,51,46,23,1740,5,35,0,9,8,0,0,0,0,55,47,211,11,106,39,8,4,5,9,432,28,71,4,6,9,5,0,0,0,124,631,2567,315,488,715,254,198,209,78,5462,6,6,0,9,5,0,0,0,6,36
SED10015,60,240,0,98,38,13,0,4,7,458,33,68,3,4,17,6,0,0,0,122,806,2818,196,586,910,348,47,173,95,5980,4,0,0,5,0,5,0,0,0,17,116,194,40,157,251,82,13,38,13,907,194,215,80,429,405,177,21,75,21,1612,119,142,163,454,380,170,24,82,28,1572,25,21,14,26,99,43,5,17,3,243,45,35,27,95,222,68,6,23,12,526,17,35,0,33,60,20,5,17,4,188,32,46,13,43,74,30,0,36,55,325,1761,5165,581,2132,2726,1043,137,498,261,14305,3,32,0,0,5,0,3,0,0,51,53,379,8,8,13,0,0,0,3,464,593,2013,155,273,414,180,99,133,67,3936,25,52,4,10,8,11,10,6,0,123,92,388,17,110,61,15,0,9,5,695,54,97,3,7,29,4,0,0,4,209,1703,5002,604,875,1388,605,305,444,168,11090,3,0,3,5,5,7,0,5,0,37
SED10016,85,367,12,80,86,13,0,3,3,647,29,120,0,14,20,3,0,0,0,190,1324,4500,202,611,1416,390,26,108,103,8675,0,0,0,3,8,0,0,0,0,7,208,349,44,170,377,103,4,35,6,1304,316,349,99,422,609,177,9,38,20,2043,211,169,210,476,656,215,26,65,24,2053,25,22,7,47,131,55,3,16,0,312,65,57,23,80,242,65,10,23,8,578,30,76,4,19,66,17,0,3,7,222,37,69,14,41,94,23,0,7,56,336,2988,8252,693,2097,4190,1184,104,334,270,20115,21,52,5,3,11,0,0,0,4,88,92,546,5,5,26,3,0,0,5,688,1765,3667,222,187,751,250,64,58,87,7052,70,145,7,9,25,3,0,4,3,264,204,565,27,97,113,21,4,11,4,1038,88,172,7,22,34,7,0,0,0,326,3359,8098,635,905,2016,735,213,285,187,16436,0,6,3,3,7,0,0,4,0,25
SED10017,27,140,3,121,26,4,0,0,0,325,15,72,0,5,12,0,0,0,0,110,330,1722,66,231,303,81,15,44,23,2805,3,4,0,10,0,4,0,0,0,18,92,146,33,139,146,39,4,16,3,628,193,234,74,631,396,100,35,64,16,1751,342,341,557,1507,1209,464,177,323,40,4968,51,25,28,88,118,100,21,80,4,503,36,36,28,141,155,72,21,47,10,539,10,23,4,10,21,13,0,9,0,97,22,44,14,84,79,34,4,21,42,343,1210,3188,830,3000,2504,923,286,606,143,12691,0,15,0,0,0,0,0,0,0,13,19,103,0,5,0,0,4,0,0,140,159,522,35,42,52,21,8,15,6,860,6,15,0,0,0,0,0,0,0,25,49,174,8,128,34,9,4,4,4,412,35,91,6,8,16,0,3,0,0,157,617,2491,190,336,386,138,66,86,33,4344,3,4,0,13,3,4,0,0,0,26
SED10018,58,338,3,66,45,3,0,0,0,518,24,146,4,7,25,0,0,0,0,200,537,3270,84,364,574,134,14,48,35,5057,5,0,0,0,0,0,0,0,0,13,117,254,31,127,202,31,3,20,3,788,174,253,78,462,429,91,10,35,22,1548,206,228,348,853,912,249,53,124,22,2996,21,17,9,46,111,55,3,24,0,287,30,27,29,90,185,34,13,29,0,438,3,24,0,22,40,16,0,6,3,118,15,36,15,57,64,18,0,18,40,260,1394,5678,614,2137,2678,645,105,301,132,13701,3,39,0,7,0,0,0,0,0,54,37,407,6,5,10,0,0,0,3,473,434,1387,43,66,134,30,17,8,16,2140,10,43,4,0,7,3,0,0,0,72,101,471,7,82,53,6,0,0,3,728,55,203,14,14,36,6,3,7,0,320,1253,5358,288,561,747,241,78,131,57,8712,9,0,3,5,0,0,0,0,0,14
SED10019,24,149,0,65,22,11,0,11,0,289,17,81,0,4,7,0,0,0,0,113,237,1431,38,185,257,46,13,67,19,2291,0,0,0,14,0,0,0,0,0,16,84,159,16,143,131,23,6,27,8,586,139,180,43,384,244,72,3,49,8,1132,246,215,342,1264,794,336,40,282,41,3559,33,18,17,76,103,61,3,55,9,382,35,26,26,140,129,53,4,42,0,454,8,18,4,13,24,7,0,9,0,89,33,39,5,77,60,36,5,56,30,341,913,2619,509,2389,1804,641,80,602,138,9695,7,14,0,0,0,0,0,0,0,18,22,73,0,0,6,0,0,0,4,100,119,383,14,40,40,7,4,18,0,632,4,16,0,0,0,0,0,0,3,36,46,217,9,81,24,13,0,9,4,403,24,99,0,5,13,0,0,0,0,143,500,2069,117,268,305,86,28,126,33,3538,0,0,0,14,0,0,3,0,0,23
SED10020,57,226,3,88,45,5,0,4,6,432,18,117,0,8,10,0,0,0,0,159,373,2298,61,338,402,115,4,126,33,3754,0,4,0,9,6,0,0,0,0,19,121,208,17,161,201,46,0,26,7,799,183,214,65,558,383,133,11,93,17,1647,233,238,337,1119,896,360,26,198,40,3454,15,12,9,65,108,64,10,32,0,317,49,22,16,101,134,53,0,34,5,418,5,20,4,17,35,7,0,19,4,108,34,58,21,77,62,26,4,60,47,385,1210,4040,565,2588,2326,836,59,618,162,12398,4,30,0,0,0,0,0,0,0,37,23,192,4,3,6,0,0,0,0,226,205,802,35,63,79,24,6,22,16,1245,9,38,0,3,0,0,0,0,0,57,77,348,17,97,59,4,3,10,5,625,34,144,0,12,11,0,0,8,0,206,796,3569,203,507,516,193,39,238,52,6109,0,0,0,10,4,0,0,0,0,31
SED10021,131,395,4,68,70,19,0,8,4,692,46,156,0,8,21,7,0,0,3,248,2117,5828,198,605,1170,485,26,107,132,10669,5,5,0,4,9,0,0,0,0,23,206,313,43,126,239,65,3,21,16,1035,210,289,73,244,324,116,7,28,22,1298,110,103,161,235,235,91,7,29,20,1010,29,16,4,18,40,34,4,8,0,150,59,43,10,49,108,31,0,19,3,317,34,82,5,15,43,11,4,9,4,212,36,90,7,35,50,11,6,9,53,301,3962,10320,578,1528,2639,978,72,242,309,20624,21,80,0,0,3,0,0,0,9,115,176,1217,12,8,40,8,3,4,16,1479,1838,4098,113,157,469,185,27,46,87,7026,51,112,4,5,16,15,0,0,0,200,239,612,15,76,90,30,0,5,10,1093,87,214,7,14,26,6,0,0,10,370,4263,10327,563,876,1690,960,159,285,266,19381,5,9,8,4,7,4,0,0,0,35
SED10022,33,166,0,68,26,3,0,5,0,313,12,44,0,6,5,0,0,0,0,78,376,1495,61,179,229,59,9,65,17,2500,0,0,0,4,0,0,0,0,0,9,146,160,19,139,123,18,0,31,5,645,171,118,38,438,245,69,13,42,12,1143,303,207,318,945,664,253,50,211,37,3002,56,24,11,77,107,59,3,42,0,373,66,20,14,88,132,33,10,37,3,391,13,19,0,19,24,11,0,7,0,91,65,57,18,68,62,46,4,53,32,417,1327,2579,497,2057,1646,562,96,496,118,9370,4,17,0,3,0,0,0,0,0,20,19,70,0,5,0,0,0,0,0,97,130,338,14,29,31,9,0,14,6,563,8,21,0,0,4,0,0,6,0,36,56,216,5,70,26,3,5,9,0,392,22,54,5,16,12,0,0,4,0,110,805,2020,133,260,269,91,33,126,23,3761,0,3,0,7,0,0,0,0,0,17
SED10023,93,329,0,47,45,9,0,0,0,530,33,107,3,9,19,5,0,0,3,182,1012,3449,87,378,780,214,16,39,59,6027,9,5,0,5,7,0,0,0,4,24,214,316,34,201,349,105,10,21,15,1272,311,304,65,428,603,150,7,23,22,1925,220,197,242,491,670,185,24,62,27,2113,34,18,13,36,120,43,0,18,4,286,76,52,19,74,275,68,6,14,0,595,21,42,6,25,72,15,0,6,0,193,33,65,7,45,105,32,6,11,32,339,2406,5978,507,1805,3187,857,76,201,185,15195,11,42,0,0,4,0,0,0,0,60,48,244,6,5,9,0,0,0,4,324,816,1590,54,72,186,54,13,12,29,2827,28,54,0,3,6,3,0,0,0,105,169,483,7,59,63,12,0,3,4,801,68,141,6,19,32,10,0,0,3,282,2256,5569,300,630,1062,409,84,122,117,10556,6,6,5,6,10,0,0,3,4,34
SED10024,117,353,9,60,82,11,0,5,3,637,26,86,0,7,19,3,0,0,0,142,1384,3658,128,393,1103,329,17,52,99,7171,0,0,0,0,0,0,0,0,0,3,182,261,28,110,299,74,9,16,9,982,184,198,39,178,313,84,8,23,10,1030,71,69,89,184,224,76,12,23,6,764,20,10,4,14,65,15,0,0,0,125,53,30,11,37,145,44,5,3,4,344,24,44,5,14,45,6,0,3,5,141,23,57,8,16,53,10,0,11,42,236,2912,6912,365,1096,2742,747,50,158,226,15210,19,50,7,0,13,3,0,0,0,96,172,771,13,6,21,7,4,4,13,1009,1943,3407,109,106,568,217,25,25,85,6486,48,113,0,0,9,6,0,0,4,182,261,556,15,61,105,27,3,9,7,1033,60,124,0,6,18,5,0,0,0,226,3467,7141,385,566,1497,675,106,144,212,14206,0,4,0,0,0,0,0,4,0,12
SED10025,126,334,15,73,85,11,0,0,3,643,44,102,3,6,25,0,0,0,0,180,1568,4025,172,435,1095,335,27,79,116,7850,4,0,0,5,0,0,0,0,0,8,227,232,32,112,315,68,0,26,23,1034,277,281,64,262,450,136,12,28,20,1530,167,152,144,241,372,125,13,41,22,1272,30,27,4,23,82,17,0,7,0,197,72,48,16,46,200,66,7,14,8,486,27,48,5,22,47,19,0,8,0,172,34,52,9,19,75,17,5,16,56,279,3303,7553,506,1339,3210,929,74,231,288,17422,14,51,0,4,7,0,0,0,0,80,95,626,4,7,16,8,4,5,10,764,1497,3473,128,129,631,239,27,53,79,6260,39,101,0,4,16,7,0,0,4,180,216,535,23,81,110,17,3,6,9,995,78,125,13,10,31,5,6,0,4,273,3309,7458,503,656,1643,677,134,208,208,14798,3,8,0,5,0,3,0,0,0,21
SED10026,35,244,8,82,33,4,0,3,4,418,25,90,3,12,15,0,0,0,0,143,454,2411,79,346,341,104,15,110,27,3885,0,4,3,5,0,0,0,0,3,19,121,195,28,173,154,36,0,24,8,755,184,241,46,496,353,94,8,48,21,1505,351,255,376,1136,994,292,88,258,34,3776,43,18,25,77,133,71,11,49,0,424,57,21,22,110,179,49,11,40,8,499,13,25,3,19,28,9,0,6,4,106,31,68,26,64,72,43,10,48,44,403,1437,4153,638,2647,2378,762,155,609,165,12937,3,17,0,5,0,0,0,0,0,23,12,109,0,3,0,0,0,6,3,135,234,745,62,186,105,103,30,77,16,1560,12,30,3,4,0,4,0,0,0,58,58,332,13,92,39,10,0,12,8,561,37,113,7,20,16,0,4,0,0,202,915,3353,238,544,468,185,74,225,59,6052,5,3,6,10,0,0,0,0,3,30
SED10027,46,179,0,79,47,10,0,5,5,371,18,59,0,4,20,5,0,0,4,107,569,2417,90,360,755,199,28,64,56,4538,3,3,4,4,0,4,0,0,6,28,116,161,31,118,244,60,12,33,8,773,191,191,62,351,480,120,18,38,40,1491,143,120,154,479,536,138,25,63,25,1690,22,18,4,41,103,38,9,10,0,251,37,31,15,66,212,51,10,20,4,452,8,37,7,19,60,11,0,13,9,160,23,60,9,52,76,18,12,11,37,299,1394,4254,395,1628,2702,690,117,275,204,11649,3,20,0,0,5,0,0,0,0,24,32,203,3,0,10,0,0,0,6,256,485,1454,56,95,252,73,42,32,35,2528,13,43,0,3,4,6,4,0,0,68,80,275,13,89,56,11,8,7,7,535,38,84,6,7,25,7,0,0,3,172,1275,4125,386,527,1125,386,180,180,117,8300,0,7,0,4,0,4,0,3,6,37
SED10028,83,330,6,79,75,10,3,4,3,583,23,88,0,4,24,6,0,3,0,147,1107,4099,218,545,1375,354,29,111,113,7955,0,0,0,3,4,0,0,0,0,12,114,244,28,116,302,70,5,25,3,909,145,181,51,233,296,94,9,32,9,1038,84,76,93,265,264,86,11,38,8,937,11,14,12,29,52,10,0,4,0,131,39,40,12,51,165,35,3,12,0,358,25,59,5,10,41,9,6,5,5,151,14,54,6,21,59,11,0,4,43,218,2373,7891,512,1495,3320,848,68,267,254,17029,27,63,0,4,10,0,0,0,0,101,132,918,24,8,25,13,0,3,12,1130,1820,4754,226,210,985,313,53,76,122,8553,50,116,3,0,29,4,0,0,6,214,182,565,25,89,96,27,5,5,3,1004,62,137,4,9,28,5,0,0,3,257,2762,8208,658,760,1969,650,201,280,210,15703,0,3,0,3,8,0,6,0,0,22
SED10029,7,70,4,69,14,3,0,6,0,173,5,18,0,0,5,0,0,0,0,32,243,1350,111,275,516,153,43,79,64,2840,3,0,0,0,5,0,0,0,3,11,49,59,16,96,109,45,7,30,5,415,85,133,57,306,286,89,22,56,23,1055,72,106,96,415,339,117,52,108,13,1316,12,4,4,26,56,28,18,33,3,185,21,20,16,71,99,20,15,26,3,291,8,16,4,7,17,5,5,11,0,69,11,27,4,38,58,20,9,35,58,261,568,2201,322,1329,1597,499,168,392,177,7250,4,10,0,0,4,0,0,0,0,10,4,60,4,4,6,0,0,3,4,81,108,602,41,48,116,38,35,16,16,1014,3,12,0,0,4,0,4,0,0,29,16,105,5,71,26,8,3,5,0,234,6,28,0,3,12,0,3,0,0,55,519,2413,360,422,805,272,238,193,105,5340,0,3,0,0,6,4,0,4,3,21
SED10030,37,229,7,94,44,3,0,4,0,416,33,90,0,5,12,3,0,0,0,145,510,2100,83,361,530,132,26,59,35,3835,0,0,4,10,3,9,0,0,0,28,141,233,47,155,233,52,12,20,7,899,190,269,78,475,395,123,17,58,17,1616,231,248,267,893,757,274,55,190,32,2955,26,14,19,48,77,35,12,34,4,276,42,42,21,107,158,42,8,41,10,475,17,32,7,15,40,15,4,6,0,138,29,49,10,35,90,36,3,27,34,308,1442,4124,562,2286,2461,739,142,450,153,12361,9,39,0,0,0,0,0,0,0,51,30,282,3,9,15,0,0,5,11,349,361,1080,52,111,147,63,25,41,17,1899,16,51,0,3,7,0,0,0,6,81,68,321,18,101,63,3,0,3,0,585,55,126,5,8,22,3,0,4,0,215,1063,3552,288,532,724,247,101,152,75,6725,4,3,13,10,3,9,3,0,0,39
SED10031,91,273,10,80,65,0,0,6,9,526,36,103,3,24,18,5,0,0,0,180,656,2026,98,352,457,98,11,86,40,3826,5,0,0,7,9,0,0,0,0,27,177,221,34,160,180,49,12,38,16,878,263,215,96,465,414,97,7,74,35,1670,322,265,399,923,808,317,45,231,47,3355,43,18,18,50,124,54,9,45,7,379,68,32,26,103,186,49,16,35,7,524,26,19,6,13,16,13,0,0,0,91,46,41,14,53,73,35,5,31,42,356,2035,3930,733,2291,2424,734,105,562,226,13050,4,20,0,4,3,0,0,0,0,31,75,232,8,8,9,0,0,4,4,337,537,945,51,100,132,34,14,27,26,1858,11,31,0,0,9,3,0,0,0,55,146,390,22,93,74,5,0,13,11,755,55,144,4,49,31,8,4,0,3,293,1327,3070,275,535,608,169,42,178,78,6280,11,4,0,11,9,0,4,0,0,35
SED10032,38,120,8,94,50,9,0,5,4,334,6,49,4,8,9,0,0,0,0,82,462,2500,161,581,942,316,69,183,91,5316,0,3,3,11,0,3,0,4,0,25,65,109,41,122,198,48,12,52,12,647,132,203,66,502,378,140,34,93,29,1586,91,125,111,452,369,110,43,99,28,1425,11,16,15,23,72,37,13,25,3,210,29,26,3,79,128,34,16,27,13,353,9,57,4,29,36,27,8,14,6,185,20,50,13,61,51,24,3,40,71,338,1091,4484,503,2223,2621,910,241,623,304,12999,6,16,0,4,3,0,0,0,0,38,21,207,11,8,12,3,3,6,4,272,679,2541,263,373,642,351,228,256,96,5428,20,68,3,11,15,12,11,5,3,149,60,239,20,98,74,13,11,15,9,543,10,68,8,8,17,0,3,7,3,134,1246,4839,649,905,1452,597,470,525,211,10896,0,3,0,19,0,3,3,11,6,49
SED10033,61,230,6,98,56,4,0,5,6,462,16,72,3,6,9,3,0,0,0,116,513,1877,108,323,454,123,18,59,33,3503,3,0,0,4,6,0,0,0,0,18,156,215,22,133,270,56,5,23,12,889,258,257,85,523,529,123,15,59,27,1877,303,221,395,785,979,299,78,173,45,3278,34,30,23,51,163,56,10,37,0,410,66,40,36,86,225,61,9,35,8,566,17,21,6,8,48,9,3,7,3,131,41,30,24,37,80,27,7,18,30,291,1650,3745,741,2109,2883,792,148,430,167,12657,7,20,0,5,3,0,0,3,0,38,26,127,9,0,4,0,0,0,4,167,357,945,55,65,90,43,34,30,19,1636,5,24,6,9,4,0,0,0,0,41,95,301,11,102,66,11,4,3,5,603,44,88,3,8,13,3,0,0,0,168,1026,2722,254,476,575,216,93,130,66,5560,3,0,0,4,8,0,0,0,0,17
SED10034,59,384,9,100,70,6,0,7,6,634,38,131,0,11,15,0,0,0,0,197,708,3071,101,435,683,191,16,43,32,5281,0,5,3,4,3,4,0,0,0,15,153,283,32,186,331,67,3,30,10,1092,257,322,61,491,588,136,12,51,21,1945,203,226,306,663,772,228,22,93,24,2548,21,30,16,37,127,53,5,11,0,305,59,66,17,108,272,55,7,22,5,607,19,35,3,7,52,18,0,7,0,145,26,42,3,57,99,20,0,14,23,292,1847,5859,582,2169,3155,803,69,288,133,14908,10,36,0,0,5,0,0,0,0,45,60,364,4,8,17,3,0,6,0,456,592,1655,46,97,217,51,11,11,26,2714,27,46,3,5,6,3,0,0,5,85,120,530,17,118,92,12,4,6,4,904,62,179,11,15,24,4,3,0,4,302,1599,4934,308,725,965,324,73,138,64,9128,0,6,4,4,3,4,3,0,0,23
