SED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SED10011,385,70,30,6,489,3,0,4,491,40,0,531,881,196,44,8,1130,10,0,10,1140,32,4,1179,346,61,65,4,478,5,0,6,480,20,0,499,8,0,0,4,13,0,0,0,13,0,0,13,1619,322,139,20,2104,17,0,19,2124,82,9,2219,3,0,0,0,7,0,0,0,7,0,0,6,14,4,0,0,19,0,0,0,18,0,0,21,16,4,0,0,29,0,0,0,29,0,0,30,1645,329,144,19,2130,14,0,17,2153,89,9,2250,505,114,46,11,670,19,3,25,695,60,0,755,0,0,0,0,0,0,0,0,0,3,9,10,2147,438,190,30,2807,38,3,39,2848,148,15,3012,702,127,48,5,886,4,10,8,897,47,0,944,1027,237,49,8,1320,10,0,9,1330,51,0,1382,176,38,33,9,250,0,0,3,250,15,0,266,11,0,0,8,17,0,0,0,17,0,3,22,1916,401,131,23,2472,14,9,26
SED10012,239,35,38,3,316,9,0,9,328,47,3,377,234,78,52,5,364,7,0,6,376,69,0,446,114,41,93,3,245,4,4,6,252,24,0,283,5,4,0,4,14,0,0,0,13,5,0,23,589,157,176,13,944,20,3,25,970,152,9,1128,17,3,6,0,24,12,0,12,38,7,0,40,12,3,4,0,23,9,3,9,35,4,0,35,29,9,8,0,45,26,3,24,70,10,0,81,615,169,187,19,987,46,7,55,1041,164,9,1207,479,240,149,40,917,67,19,84,1005,817,6,1824,3,3,0,5,8,0,0,0,8,5,31,47,1104,411,340,61,1910,112,26,142,2052,980,45,3077,426,52,45,5,528,15,0,15,545,80,0,624,273,129,57,6,470,9,0,7,480,107,0,584,71,34,82,0,180,0,3,3,187,30,3,217,0,0,0,13,13,5,0,5,20,3,0,24,766,210,191,19,1194,29,6,32
SED10013,1665,219,128,14,2022,25,4,30,2052,98,5,2155,2191,536,148,33,2907,27,0,27,2934,92,4,3026,1118,247,320,24,1709,6,6,15,1724,43,0,1769,54,13,12,69,141,0,0,0,147,13,16,169,5025,1017,601,129,6780,61,13,72,6849,241,25,7118,48,12,0,4,66,8,0,8,74,10,0,83,106,25,8,6,144,8,0,8,152,0,0,158,157,40,11,8,211,20,0,20,225,10,0,241,5179,1055,613,136,6982,80,13,95,7077,249,31,7357,1612,404,212,61,2289,73,6,83,2375,405,14,2794,12,0,0,17,29,0,0,0,29,0,37,66,6805,1462,826,217,9307,152,18,177,9480,659,86,10227,2028,306,146,19,2504,27,0,28,2538,105,0,2644,2086,495,136,28,2740,34,7,36,2783,106,4,2891,445,121,142,0,711,7,3,13,726,29,0,760,26,0,8,37,73,0,0,0,73,5,20,107,4595,925,427,89,6042,71,9,78
SED10014,439,83,63,5,589,11,12,21,604,54,4,663,564,152,111,6,836,21,6,21,859,65,0,922,282,53,143,3,485,3,0,3,491,17,0,506,12,3,3,21,43,4,0,4,44,5,5,57,1300,288,324,37,1950,36,13,46,1994,143,14,2147,19,6,0,0,31,4,3,11,39,11,0,54,50,22,15,6,86,7,0,13,97,0,0,104,77,26,12,7,120,17,0,24,143,16,0,155,1376,312,338,43,2067,54,16,69,2139,158,14,2305,817,245,169,41,1274,62,0,69,1339,437,4,1779,0,4,3,10,16,0,0,0,16,6,24,43,2196,561,505,95,3354,115,15,137,3496,596,37,4130,664,123,85,3,869,26,3,31,902,80,6,981,566,140,99,10,818,25,0,25,838,86,6,928,150,44,69,0,258,4,0,4,268,12,0,279,12,0,3,10,26,5,0,5,28,4,7,41,1384,301,250,27,1969,60,3,63
SED10015,563,107,73,3,746,7,4,14,757,75,0,835,623,190,102,3,917,10,9,15,933,73,3,1006,302,96,148,9,550,8,0,8,558,26,0,590,6,0,8,22,40,0,0,0,39,5,5,48,1489,394,326,42,2253,29,12,33,2288,183,7,2484,19,7,5,0,26,8,0,8,32,5,0,30,26,5,9,0,38,6,0,9,45,0,0,46,37,13,9,0,58,13,0,12,77,8,0,78,1526,407,338,41,2311,36,12,54,2367,189,7,2565,561,235,193,33,1022,49,17,64,1087,541,8,1630,9,0,3,12,22,0,0,0,22,0,29,51,2103,645,530,80,3355,83,31,113,3471,730,47,4249,693,94,104,0,892,19,3,24,918,102,5,1029,608,200,104,3,915,13,0,16,926,85,3,1016,128,46,104,4,282,3,0,3,287,30,0,316,6,3,8,12,25,0,0,0,29,0,0,29,1429,348,318,21,2117,35,12,45
SED10016,1363,106,64,9,1543,17,6,27,1568,42,0,1611,1342,261,63,8,1679,15,0,15,1699,46,0,1739,617,125,96,3,838,6,0,6,847,25,3,873,36,5,3,36,71,0,0,0,71,0,5,85,3353,497,227,55,4139,42,6,47,4184,115,16,4307,43,10,0,0,58,5,0,5,61,4,0,65,72,6,0,0,79,3,0,9,86,8,0,92,117,23,4,0,140,9,0,13,151,8,0,153,3468,519,228,58,4272,53,3,59,4331,122,16,4465,882,167,62,27,1136,25,5,25,1169,130,0,1298,7,3,0,20,25,0,0,0,25,0,18,41,4359,683,285,105,5438,78,11,84,5529,250,29,5803,2387,218,57,17,2672,51,8,57,2728,88,4,2824,1740,317,65,13,2137,17,0,21,2160,61,5,2219,290,60,66,5,420,4,0,4,426,11,0,434,15,4,5,21,44,0,0,0,44,0,6,56,4431,600,192,56,5272,71,12,82
SED10017,603,71,19,0,692,3,0,3,695,28,0,723,1331,191,36,14,1574,13,3,18,1594,39,0,1633,432,57,68,3,563,3,0,3,567,8,0,576,32,0,0,15,47,0,0,0,47,8,12,58,2394,322,120,35,2875,21,3,24,2903,80,14,2994,19,9,0,0,26,4,0,4,27,7,0,31,54,4,0,0,52,0,0,0,52,3,0,60,70,12,0,0,79,4,0,4,84,5,0,94,2462,340,120,35,2954,25,5,36,2989,84,17,3090,708,127,39,16,895,34,6,38,938,125,5,1066,8,0,0,7,13,0,0,0,13,0,7,18,3178,467,163,54,3861,59,12,72,3935,211,32,4172,881,99,33,0,1011,17,0,15,1031,39,4,1073,1422,194,30,8,1652,14,0,14,1666,43,5,1711,130,24,24,3,178,4,0,4,181,8,0,198,14,0,0,13,34,0,0,0,35,3,5,49,2448,323,84,30,2885,27,3,31
SED10018,437,65,10,4,516,0,0,3,518,24,0,543,1418,195,38,12,1669,18,0,18,1683,50,0,1734,427,49,57,3,533,0,0,6,541,6,0,552,12,0,3,10,24,0,0,0,24,0,7,29,2295,315,108,29,2742,27,3,30,2768,85,10,2860,10,5,0,0,7,0,0,3,11,0,0,11,33,4,4,0,38,0,0,0,43,3,0,45,41,6,4,0,54,3,0,5,60,3,0,56,2338,321,110,29,2797,27,4,35,2825,83,10,2922,412,75,22,10,518,10,0,9,531,54,0,585,4,0,0,0,6,0,0,0,6,0,4,10,2755,391,129,39,3315,36,8,42,3361,142,13,3520,910,139,24,9,1079,12,5,16,1090,50,0,1143,1628,228,38,11,1908,11,3,16,1917,45,0,1969,98,18,21,0,140,0,0,0,140,9,0,145,13,0,0,8,22,0,0,0,22,0,5,29,2647,385,87,22,3142,24,5,29
SED10019,299,48,5,4,357,3,0,3,355,31,0,391,751,128,18,4,908,9,0,7,915,36,4,953,199,33,29,4,257,0,0,0,257,9,0,266,5,3,3,11,25,0,0,0,25,3,0,26,1259,211,53,17,1540,14,0,15,1555,81,4,1638,5,0,0,3,5,0,0,0,8,0,0,8,18,5,0,0,22,3,0,9,26,0,0,32,21,4,0,3,27,8,0,12,42,0,0,39,1280,212,53,21,1569,17,4,21,1591,81,3,1677,478,110,26,26,632,24,6,37,663,108,3,773,5,0,0,4,8,0,0,0,8,0,10,22,1760,321,80,52,2210,39,12,55,2266,187,22,2476,587,105,11,9,714,7,0,6,722,31,0,753,893,160,25,8,1083,0,0,3,1087,67,8,1160,53,20,6,0,85,0,0,0,82,5,0,92,11,0,0,17,27,3,0,3,35,7,7,42,1546,286,50,35,1912,8,0,14
SED10020,411,63,8,0,486,0,0,4,491,32,3,520,889,179,26,9,1097,10,4,14,1111,46,0,1155,229,29,30,0,295,0,0,0,295,5,0,303,14,3,0,9,32,0,0,0,32,0,0,32,1543,276,70,26,1915,7,4,15,1929,81,6,2013,11,4,0,0,13,7,0,7,20,5,0,21,19,11,0,0,19,4,0,4,26,0,0,30,25,13,0,0,33,5,0,9,40,7,0,51,1564,284,66,26,1946,19,7,24,1971,86,6,2056,459,144,31,34,668,28,9,41,711,144,0,853,12,0,0,3,13,0,0,0,13,0,16,30,2038,431,101,61,2630,45,17,59,2692,227,21,2945,757,143,22,5,925,8,8,15,944,62,0,1007,1080,234,31,15,1356,9,8,16,1374,49,7,1423,61,15,15,0,95,0,0,0,95,3,0,95,12,4,0,17,34,0,0,0,34,0,0,32,1915,393,61,39,2411,16,16,30
SED10021,926,96,39,4,1066,18,0,23,1080,49,0,1133,962,136,13,6,1126,15,0,12,1140,29,5,1171,540,74,46,0,663,10,0,10,670,8,0,682,10,0,0,15,31,0,0,0,31,3,3,40,2443,308,101,34,2885,38,3,44,2929,91,3,3023,19,3,0,0,29,0,0,0,29,0,0,30,36,6,0,0,45,0,0,0,45,0,0,45,53,12,3,0,71,0,0,0,72,0,0,74,2500,323,103,36,2956,42,3,41,3001,92,3,3098,623,68,24,11,731,9,3,9,746,38,0,779,5,0,0,11,12,0,0,0,12,0,13,20,3125,389,130,53,3698,51,8,53,3750,135,21,3902,1188,137,35,3,1356,16,3,17,1376,69,0,1448,981,124,7,4,1120,13,4,10,1128,12,5,1150,103,26,16,0,147,0,0,0,147,8,0,151,9,0,0,10,20,0,0,0,20,3,0,25,2278,284,64,20,2642,30,4,34
SED10022,398,41,4,4,443,0,0,0,451,8,0,459,1042,93,21,3,1157,10,0,11,1172,37,4,1213,248,27,31,3,307,0,3,3,312,6,0,323,18,0,6,21,45,0,0,0,45,0,0,47,1706,157,56,36,1964,11,5,17,1973,59,8,2037,7,0,0,0,4,6,0,6,13,0,0,13,17,0,5,0,22,0,0,0,25,0,0,25,23,0,5,0,30,6,0,6,39,0,0,39,1731,163,60,44,1995,20,5,25,2010,59,8,2078,508,75,6,13,604,19,12,31,636,95,4,744,0,0,0,4,6,0,0,0,6,0,11,15,2241,235,64,57,2600,40,14,49,2655,156,28,2832,735,63,5,8,816,5,0,5,817,21,0,840,1131,114,11,8,1264,3,0,11,1275,37,0,1317,79,9,5,6,93,3,0,3,98,0,0,100,15,0,0,17,32,0,0,0,32,0,7,38,1958,187,25,35,2205,12,0,14
SED10023,651,77,42,0,771,12,0,12,779,29,3,812,1229,240,45,5,1516,3,0,0,1520,40,0,1558,479,103,78,0,670,5,4,10,677,17,0,696,11,9,0,12,29,0,0,0,29,0,6,35,2375,427,157,22,2980,19,4,22,3006,83,9,3095,11,0,0,0,12,0,0,0,14,0,0,12,19,3,5,0,22,0,0,0,22,0,0,22,32,0,5,0,36,0,0,0,36,5,0,36,2408,431,164,22,3013,20,4,24,3040,88,9,3134,523,104,33,15,670,12,3,17,686,51,0,739,0,3,0,5,12,0,0,0,12,0,3,12,2931,534,194,37,3696,31,8,39,3733,144,11,3888,1021,143,52,4,1211,11,0,11,1225,57,0,1278,1399,251,54,10,1706,6,0,7,1720,42,0,1761,193,47,24,4,267,0,0,0,273,4,0,277,17,0,0,8,31,0,0,0,31,4,4,34,2625,436,126,27,3217,19,0,18
SED10024,798,64,18,5,878,19,4,25,898,43,3,945,855,170,22,3,1050,5,0,9,1055,15,0,1073,332,50,31,4,419,5,0,5,419,10,0,429,0,3,0,8,20,0,0,0,20,0,0,22,1983,291,67,21,2364,30,3,33,2393,69,6,2461,17,0,0,0,21,0,0,0,20,0,0,20,19,0,0,0,23,0,0,0,23,0,0,23,35,0,3,0,40,0,0,0,45,0,0,45,2021,291,68,21,2405,27,3,32,2436,69,6,2509,545,74,24,4,645,16,5,18,664,82,0,741,0,0,0,5,12,0,0,0,12,0,13,27,2567,372,92,37,3064,45,6,52,3115,145,21,3277,1670,162,35,9,1882,33,3,37,1917,84,0,2006,1359,236,26,0,1624,19,8,26,1652,50,0,1704,180,43,20,0,245,3,0,3,253,15,0,264,7,4,4,14,27,0,0,0,32,0,6,36,3225,445,78,27,3778,58,10,68
SED10025,857,95,40,10,989,17,0,17,1005,54,0,1061,904,182,38,7,1137,15,4,20,1153,30,3,1184,452,53,68,8,575,6,0,3,580,23,3,605,10,5,0,22,38,0,0,0,42,0,3,41,2219,335,142,44,2746,37,8,41,2781,109,11,2904,29,0,0,0,29,0,0,0,29,5,0,34,38,5,0,0,43,3,0,4,47,3,0,51,66,6,0,0,78,3,0,4,79,6,0,88,2284,346,147,44,2817,36,9,45,2862,116,11,2987,618,105,42,8,773,32,0,37,811,132,0,944,3,3,0,5,12,0,0,0,12,0,18,27,2906,451,193,56,3606,66,13,78,3682,249,30,3961,1065,124,40,12,1236,21,0,22,1262,73,4,1339,905,208,36,6,1151,13,0,20,1164,39,0,1208,139,28,30,0,199,0,0,0,203,6,0,209,13,3,0,24,36,0,0,0,36,0,3,35,2114,363,104,41,2625,40,4,44
SED10026,621,70,18,7,719,15,4,21,742,19,0,756,1318,139,22,24,1502,0,0,0,1502,23,0,1528,397,30,61,0,492,0,0,4,494,7,0,498,38,3,0,24,64,0,0,0,64,4,8,75,2378,238,107,46,2773,18,9,21,2799,49,15,2859,10,0,0,0,15,5,0,5,15,0,0,21,39,7,0,0,46,0,0,0,44,3,0,47,52,6,0,0,56,10,0,10,65,4,0,70,2428,240,113,46,2832,20,9,32,2861,54,13,2925,683,107,24,27,845,19,6,28,865,86,4,954,4,0,0,3,8,0,0,0,8,0,13,19,3115,351,137,78,3681,40,12,56,3733,144,25,3905,1002,93,23,12,1129,10,0,12,1139,24,3,1175,1396,152,26,12,1579,9,4,17,1598,41,0,1645,117,15,24,0,152,0,0,0,152,8,0,163,16,0,0,20,43,0,0,0,41,0,0,42,2538,251,72,46,2901,22,4,31
SED10027,560,85,69,5,722,6,0,6,728,67,0,793,661,149,102,9,918,10,4,16,936,67,5,999,295,74,160,3,536,3,0,3,536,23,0,567,20,0,3,14,36,0,0,0,43,4,3,48,1539,302,331,31,2215,26,3,26,2238,159,8,2399,14,5,0,0,17,0,0,0,20,0,0,24,20,3,0,0,23,3,0,3,32,3,0,34,34,5,3,0,45,3,0,3,54,8,0,57,1581,307,336,31,2260,25,3,34,2291,156,8,2461,638,209,209,45,1100,55,18,71,1179,553,12,1740,7,0,0,8,23,0,0,0,23,0,22,46,2224,520,547,85,3377,81,25,109,3486,710,40,4243,790,116,122,6,1039,13,0,16,1058,114,0,1170,825,183,109,9,1127,3,0,9,1133,102,4,1239,172,30,129,3,332,0,0,0,335,30,0,368,6,0,5,29,38,0,0,0,38,4,0,47,1802,339,359,43,2537,23,3,30
SED10028,880,93,39,0,1011,21,5,22,1035,45,3,1079,728,159,37,3,931,12,5,14,945,37,0,982,258,43,68,0,367,8,0,11,371,4,0,382,13,0,0,14,29,0,0,0,29,0,0,31,1877,298,147,20,2343,36,12,44,2383,90,5,2481,43,7,0,0,44,3,0,3,56,0,0,54,52,9,0,0,62,4,0,3,67,6,0,67,95,12,3,0,105,11,0,10,120,5,0,118,1966,309,149,24,2448,41,9,57,2498,94,5,2601,638,94,40,6,782,20,3,27,812,117,0,934,5,0,0,6,16,0,0,0,16,0,10,32,2609,403,192,38,3247,68,12,84,3328,218,21,3561,1828,169,62,10,2063,33,0,36,2100,94,3,2197,1065,230,36,5,1333,14,4,21,1354,51,0,1409,151,25,66,7,246,3,0,3,249,12,0,263,8,0,0,21,35,0,0,0,31,6,3,40,3050,419,160,42,3677,52,10,62
SED10029,279,26,35,0,337,6,0,8,349,69,0,415,282,78,55,4,423,6,0,11,435,83,3,524,130,32,81,3,253,10,0,10,264,39,0,299,6,3,0,8,26,0,0,0,26,9,7,34,701,139,178,21,1037,25,3,29,1065,202,9,1282,9,6,3,0,16,6,4,8,26,9,0,34,14,9,0,0,26,5,0,6,33,3,0,43,27,19,0,4,51,11,3,14,62,12,0,79,724,154,179,24,1085,36,10,45,1133,213,9,1355,477,299,242,40,1054,90,44,134,1187,1490,16,2697,4,5,3,6,19,0,0,0,19,14,50,77,1207,461,422,69,2157,130,53,178,2339,1719,80,4134,366,48,51,0,471,17,0,19,494,104,0,596,290,108,66,0,462,7,0,10,468,95,0,569,75,25,61,0,163,5,0,5,166,39,0,202,4,8,0,18,29,0,0,0,29,6,0,36,737,190,178,20,1122,29,4,33
SED10030,368,109,9,0,488,6,6,9,502,43,0,539,808,227,42,12,1095,8,5,12,1108,47,3,1158,334,78,62,0,479,4,6,9,486,24,0,506,18,3,4,10,28,0,0,0,30,0,0,33,1528,419,115,29,2089,22,14,34,2118,111,5,2238,10,4,0,0,16,0,0,0,18,0,0,18,28,11,4,0,47,0,0,0,47,9,0,54,40,14,3,0,63,0,0,0,64,9,0,67,1573,428,122,32,2155,22,14,28,2187,114,5,2303,557,143,48,12,753,15,4,25,778,80,4,854,5,6,0,3,11,0,0,0,11,0,9,19,2130,572,167,47,2923,39,19,52,2975,193,17,3182,571,119,39,5,737,11,5,12,752,49,0,797,857,215,62,10,1145,13,6,16,1167,59,6,1228,159,46,39,5,245,0,0,0,244,18,0,262,11,0,0,12,25,0,0,0,31,0,0,30,1598,381,139,38,2152,21,8,26
SED10031,547,67,14,0,630,3,3,7,645,20,0,666,1150,145,27,11,1329,8,3,8,1340,35,0,1372,340,37,41,4,426,4,0,4,434,12,0,445,13,0,0,24,40,0,0,0,41,0,0,45,2049,253,83,46,2431,21,6,27,2455,65,9,2528,5,0,0,0,3,0,0,0,8,0,0,8,15,4,3,0,21,0,0,0,18,0,0,18,15,4,3,0,27,4,0,4,27,0,0,27,2068,261,88,39,2455,18,6,27,2485,65,9,2557,559,96,21,17,688,13,8,22,714,60,0,773,3,0,0,0,3,0,0,0,3,0,9,17,2629,350,108,61,3146,36,18,55,3202,127,16,3344,1022,109,19,0,1153,6,9,7,1163,40,0,1209,1266,160,26,12,1469,10,0,10,1477,68,0,1545,97,19,19,0,132,3,0,3,138,8,0,146,10,0,5,22,37,0,0,0,37,3,5,46,2399,290,70,39,2798,16,9,26
SED10032,720,81,67,5,877,23,3,29,902,72,3,978,610,196,79,5,889,10,8,15,908,101,0,1012,251,60,127,9,445,8,0,8,449,36,0,487,18,4,7,38,67,0,0,0,69,8,16,91,1607,339,275,56,2280,35,14,56,2330,215,18,2562,100,11,7,0,117,23,4,30,145,4,0,149,54,18,4,0,79,26,6,29,109,9,0,119,160,32,12,4,201,44,12,58,255,13,0,269,1759,371,291,59,2473,86,20,107,2583,231,19,2833,1161,394,278,79,1916,155,41,199,2114,1294,16,3429,12,0,4,17,39,0,0,0,39,14,80,131,2937,764,572,159,4432,243,65,305,4736,1538,116,6396,851,125,67,3,1048,25,4,23,1073,99,7,1176,540,174,83,16,811,3,5,13,825,112,3,937,125,38,113,6,278,6,0,10,283,28,0,307,9,0,3,35,43,0,0,6,46,6,8,53,1516,335,261,54,2179,33,12,48
SED10033,539,74,44,0,650,11,0,7,661,39,0,696,1030,243,70,12,1354,6,0,8,1357,31,0,1392,437,102,97,7,640,0,0,0,640,14,3,660,18,3,0,21,50,0,0,0,49,0,4,52,2018,421,213,42,2693,21,0,22,2713,85,5,2803,15,0,0,0,13,0,0,0,13,0,0,13,21,7,10,0,39,0,0,0,37,0,0,37,33,6,10,0,51,0,0,0,54,0,0,54,2052,426,220,42,2741,24,0,26,2766,85,5,2857,589,134,55,24,800,13,3,18,818,88,3,900,0,4,5,8,13,0,0,0,20,0,23,38,2638,564,280,75,3553,35,6,42,3596,178,34,3807,796,108,53,7,958,14,0,10,969,49,0,1024,1042,263,82,20,1410,0,9,11,1418,43,0,1462,227,66,88,10,389,3,0,5,391,19,0,413,13,5,0,22,38,0,0,0,43,0,4,45,2075,442,224,48,2795,16,13,28
SED10034,689,70,45,3,799,7,4,12,810,16,3,834,1406,215,79,16,1719,8,3,13,1735,23,0,1764,626,104,87,7,817,3,0,3,826,29,0,851,20,0,0,15,35,0,0,0,35,0,0,35,2734,398,204,32,3371,21,3,29,3402,69,8,3479,15,0,0,0,16,3,0,3,20,0,0,20,35,9,3,0,42,4,0,4,42,0,0,42,51,12,4,0,60,3,0,3,69,0,0,69,2785,403,208,32,3435,29,3,32,3466,69,8,3545,543,105,58,11,720,8,3,9,729,46,0,779,0,0,0,4,10,0,0,0,10,0,9,15,3330,509,268,54,4155,39,6,44,4202,120,13,4335,1040,123,34,6,1198,15,4,20,1222,44,3,1273,1556,240,81,6,1886,14,0,14,1899,48,3,1951,242,48,47,4,334,4,0,4,343,10,0,353,0,0,0,6,6,0,0,0,6,0,0,7,2843,402,161,20,3432,35,4,37
